   edgecnt,totalfence,    keycnt,       pts,     polys,       gen,      cost,  fencecnt
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        10
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         9
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        11
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        14
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        15
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        15
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        15
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        15
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        15
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        15
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         7
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         7
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         6
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         6
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         4
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         2
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         3
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         6
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         8
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         7
     23223,     25062,     15150,       154,       157,     29417,   29722.4,        10
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         5
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         7
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         5
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         6
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         6
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         1
     23223,     25062,     15150,       154,       157,     29417,   29722.4,         6
