         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices
         5,    5583.3,         6,         6,        38,1.2936e+06,      1097,   837.799,      2186,   122.582,       431,   37442.5,       298,     37167,       281,        52,        61,         0,         0,   665.446,       776,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,    6545.9,        10,        10,        75,1.24063e+06,      1102,   1121.27,      3119,   286.317,      1140,   80094.6,       605,     79481,       641,        90,       174,         0,         0,   1344.99,      1599,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8950.07,        25,        28,       196,1.24321e+06,      1117,    2282.3,      6288,   1047.14,      4518,    254264,      1776,    251967,      2171,       231,       774,         0,         0,   3507.33,      3846,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11900.7,        48,        52,       556,1.96898e+06,      1142,   6075.58,     12290,   4868.69,     18000,    616589,      4266,    610035,      5970,       520,      2561,         0,         0,   7495.43,      8819,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   3145.37,         2,         2,         4,1.00162e+06,      1225,   187.771,       531,    33.777,       106,   4487.91,        83,      4426,        63,        13,         0,         0,         0,    12.654,        21,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4192.36,         5,         5,        37,1.78454e+06,       798,   417.605,      1058,    97.589,       426,   19409.3,       220,     19216,       215,        29,        54,         0,         0,   208.598,       288,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5051.91,        10,        10,        70,1.81815e+06,      1112,   573.059,      1699,   164.708,       718,   36803.6,       391,     36404,       416,        56,       127,         0,         0,   638.014,       862,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8175.95,        25,        25,       194,1.93328e+06,      1127,   2290.74,      5306,   827.952,      3538,    143574,      1414,    141743,      1753,       186,       671,         0,         0,   2907.51,      3368,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11720.8,        54,        55,       485,2.0562e+06,      1152,   5445.37,     12375,   3383.09,     14328,    504395,      4226,    497852,      5729,       495,      2387,         0,         0,   7707.73,      8918,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   616.047,         1,         1,         2,    191289,      2690,    19.013,        28,     1.761,         8,   285.145,        12,       281,         4,         2,         0,         0,         0,     3.847,        10,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,    3906.5,         5,         5,        20,1.0018e+06,      3452,   255.355,       823,    55.435,       285,   13884.6,       160,     13736,       163,        26,        50,         0,         0,   289.499,       357,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5243.41,        10,        10,        64,1.17732e+06,      1105,   637.171,      1651,   129.789,       567,   31001.9,       351,     30650,       403,        48,       140,         0,         0,   655.638,       960,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9264.84,        25,        25,       207,1.22505e+06,      1119,   2377.25,      6135,   803.235,      3607,    147649,      1510,    145839,      1818,       208,       656,         0,         0,   4148.54,      3960,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   14073.1,        50,        51,       534,1.24575e+06,      1144,   6381.48,     14423,   3583.37,     15464,    661166,      4633,    654115,      6621,       626,      2980,         0,         0,   9451.32,     10931,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1436.74,         1,         1,         2,   84971.9,       243,    24.863,        66,     2.191,         9,   320.409,        12,       315,         4,         2,         0,         0,         0,       7.5,        12,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3997.03,         5,         5,        17,1.25432e+06,      1099,   355.475,      1008,    54.853,       182,   6855.27,       101,      6776,        88,        21,        27,         0,         0,   196.443,       290,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5464.27,        11,        11,        45,2.17925e+06,      1104,   737.932,      2136,   133.173,       528,   24016.2,       338,     23707,       349,        56,       108,         0,         0,   772.344,      1034,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9672.51,        27,        27,       164,1.76335e+06,      1119,   3238.87,      7930,   1053.35,      4233,    208121,      1939,    205766,      2264,       293,       776,         0,         0,   4289.05,      4889,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12903.5,        54,        55,       493,1.45905e+06,      1144,   6920.68,     15347,   3745.84,     16507,    661328,      4823,    654049,      6489,       637,      2704,         0,         0,   9852.56,     10918,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1590.37,         1,         1,         5,    210886,       700,    37.756,       117,     5.173,        19,   1056.54,        23,      1044,        14,         2,         0,         0,         0,     8.581,        16,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,    4757.2,         5,         5,        33,2.4518e+06,      1097,     511.9,      1580,     94.24,       308,     23743,       244,     23520,       240,        29,        56,         0,         0,    447.14,       537,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6145.17,        12,        12,        75,2.05534e+06,      1102,   1280.31,      2735,   492.292,      1578,   68563.8,       558,     67938,       600,        65,       165,         0,         0,   978.988,      1247,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7782.91,        26,        26,       199,1.25623e+06,      1117,   2256.94,      4887,   695.429,      2992,    180539,      1341,    178816,      1693,       167,       651,         0,         0,   2496.49,      3088,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11892.7,        50,        50,       532,1.6624e+06,      1142,   5502.57,     12696,   3215.18,     11709,    574901,      3564,    569243,      5301,       444,      2490,         0,         0,   8381.42,      8636,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   2440.21,         1,         1,         4,1.00221e+06,       955,    99.813,       319,     7.916,        23,   1240.22,        26,      1223,        17,         3,         0,         0,         0,    12.268,        20,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   5329.23,         5,         5,        38,1.25858e+06,      1097,   749.017,      2053,    86.112,       354,   19104.4,       247,     18862,       256,        31,        67,         0,         0,    723.63,       737,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   7004.55,        10,        10,        80,1.22636e+06,      1102,   1527.67,      3900,   313.639,      1164,   49822.2,       570,     49213,       682,        75,       238,         0,         0,   1694.45,      1936,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9951.71,        27,        27,       240,1.31215e+06,      1117,   3786.59,      9056,   1618.26,      6080,    276403,      2397,    273265,      3071,       326,      1152,         0,         0,   5208.59,      6006,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12655.9,        48,        52,       623,1.27939e+06,      1142,   6572.24,     15484,   4675.61,     18685,    710071,      4808,    702536,      7133,       632,      3309,         0,         0,   9149.61,     11160,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   2805.19,         2,         2,         4,    233313,       984,    72.557,       225,      13.4,        66,   2139.12,        39,      2114,        24,         9,         0,         0,         0,    20.307,        24,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4885.07,         7,         7,        21,1.00189e+06,      3747,   258.869,       857,    103.48,       562,   18933.2,       223,     18738,       206,        37,        47,         0,         0,   320.797,       385,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5432.79,         9,        10,        51,1.2981e+06,      1112,   339.138,      1122,   142.276,       676,   30820.4,       303,     30524,       313,        47,       104,         0,         0,   508.451,       641,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9781.56,        24,        25,       178,1.29601e+06,      1124,   1619.17,      3984,   858.169,      4043,    138598,      1128,    137127,      1474,       144,       623,         0,         0,   2726.86,      2802,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   15864.7,        50,        50,       528,1.33387e+06,      1148,   4377.34,      9854,   4136.08,     17231,    597962,      3335,    592088,      5727,       437,      3145,         0,         0,   7552.67,      7917,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1266.95,         1,         1,         3,    184101,       468,    26.702,        65,     3.771,        15,   611.277,        17,       601,        10,         2,         0,         0,         0,     5.507,        12,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3290.99,         5,         5,        19,1.00196e+06,      4133,   150.394,       549,    43.409,       192,   5658.21,        83,      5568,        81,         8,        26,         0,         0,   132.267,       202,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5130.99,        10,        10,        50,1.34214e+06,      1102,   481.276,      1568,     92.27,       395,   20675.6,       211,     20447,       265,        26,       115,         0,         0,   545.866,       769,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8032.87,        25,        25,       180,1.23428e+06,      1117,   1841.86,      4756,   983.789,      4188,    142083,      1250,    140592,      1535,       139,       563,         0,         0,   2355.89,      2979,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12837.4,        54,        54,       447,1.26957e+06,      1142,   6437.87,     14718,   3305.35,     12780,    596348,      3650,    590645,      5580,       453,      2705,         0,         0,   8201.84,      9950,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1701.63,         1,         1,         4,    163820,       622,    46.963,       123,      5.68,        15,   644.692,        19,       633,         9,         4,         0,         0,         0,     8.735,        16,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3298.09,         4,         5,        28,1.00175e+06,      3981,   172.354,       546,    61.811,       225,   6948.78,        91,      6873,        93,        16,        35,         0,         0,   144.645,       227,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5015.54,        10,        10,        57,1.22872e+06,      1102,   480.214,      1446,   126.215,       455,   22263.8,       261,     22006,       305,        33,       116,         0,         0,   726.645,       704,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8239.42,        22,        28,       179,1.23819e+06,      1117,   1966.79,      4083,   653.046,      3179,   96641.1,      1129,     95330,      1420,       149,       588,         0,         0,   2756.25,      2660,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13876.8,        46,        50,       489,1.24137e+06,      1142,   4893.69,     11609,   3261.53,     13454,    490326,      3808,    484374,      5642,       472,      2693,         0,         0,   9064.67,      8533,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   573.692,         1,         1,         2,    192119,       380,     7.256,        20,     1.882,         6,   306.795,         9,       302,         3,         1,         0,         0,         0,     2.704,         7,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   2987.85,         4,         5,        20,1.00327e+06,      3956,   178.152,       581,     28.34,       136,   8189.19,        81,      8124,        78,        10,        25,         0,         0,   123.776,       166,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6010.82,         7,        10,        45,1.20086e+06,      1103,   897.281,      2625,    95.795,       390,   32816.3,       264,     32553,       280,        41,        97,         0,         0,   917.094,      1072,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8826.48,        24,        25,       168,1.82757e+06,      1118,    2799.8,      6426,   840.946,      2914,    247919,      1446,    245985,      1812,       196,       697,         0,         0,   3475.15,      4002,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,     12722,        50,        50,       467,1.28985e+06,      1143,   5818.83,     13646,   3055.95,     12316,    769569,      4067,    763143,      6008,       525,      2803,         0,         0,   9366.18,     10020,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,    1935.7,         2,         2,         2,    616407,      1783,    81.113,       185,    11.465,        52,   884.615,        20,       872,         9,         5,         0,         0,         0,     9.626,        14,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4501.82,         5,         5,        30,1.28038e+06,       619,   430.263,      1298,    50.947,       185,   15312.7,       140,     15172,       159,        24,        62,         0,         0,   451.216,       517,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6228.76,        10,        10,        67,1.49391e+06,      1111,   1210.78,      2864,   191.734,       754,   50523.8,       405,     50082,       502,        58,       194,         0,         0,   1079.53,      1456,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9658.89,        28,        28,       232,1.44569e+06,      1126,   3263.54,      7731,   1058.67,      4623,    234851,      1612,    232614,      2155,       215,       897,         0,         0,   3931.23,      4679,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13054.2,        50,        52,       525,1.46321e+06,      1150,   6283.72,     15326,   4693.92,     19289,    809227,      4836,    801891,      6679,       641,      2842,         0,         0,   8582.02,     10312,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1792.13,         1,         1,         4,    428651,       900,    51.827,       151,     5.769,        22,   1088.66,        24,      1075,        11,         7,         0,         0,         0,    17.972,        24,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3589.06,         5,         5,        19,1.29114e+06,      1097,   259.015,       777,    81.256,       240,   12617.8,       116,     12512,       119,        27,        46,         0,         0,   221.077,       304,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5593.74,        10,        10,        59,1.31168e+06,      1102,   764.256,      2103,   175.323,       686,   44862.1,       349,     44487,       413,        64,       164,         0,         0,   863.713,       991,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9631.91,        25,        25,       187,1.36197e+06,      1117,   2321.83,      5883,   738.191,      2823,    200240,      1273,    198452,      1794,       181,       819,         0,         0,   3832.48,      3932,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   15306.8,        53,        53,       504,1.35148e+06,      1142,   6575.25,     14919,   4542.34,     18662,    742850,      4705,    735071,      7204,       611,      3454,         0,         0,   10126.1,     11635,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1404.89,         1,         1,         3,    162427,       731,    47.601,       130,     3.515,        15,   480.799,        17,       472,         7,         5,         0,         0,         0,    10.443,        17,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   2866.18,         5,         5,        18,1.00113e+06,      3018,   164.367,       472,    33.324,        93,   6142.45,        75,      6080,        74,        15,        33,         0,         0,   150.226,       183,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5028.75,        10,        10,        51,1.2545e+06,      1102,    702.26,      1781,   143.705,       608,   35272.1,       291,     34977,       326,        46,       119,         0,         0,   621.084,       821,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7962.79,        23,        26,       180,1.23147e+06,      1117,    1854.2,      5176,   834.607,      3375,    211449,      1465,    209729,      1752,       227,       634,         0,         0,   2947.81,      3265,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11419.4,        47,        52,       420,1.39045e+06,      1142,   5280.24,     11572,   2657.86,     10557,    564737,      3246,    559895,      4632,       460,      2130,         0,         0,   6966.91,      8307,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1851.83,         1,         1,         4,1.00649e+06,       575,    52.889,       149,     8.981,        24,   1595.17,        28,      1576,        18,         3,         0,         0,         0,    12.453,        18,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,      4760,         5,         5,        34,1.37007e+06,      1099,   622.779,      1517,    82.978,       321,   18232.7,       176,     18059,       194,        29,        69,         0,         0,   396.951,       529,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   7014.78,        10,        10,        77,1.32946e+06,      1104,   1520.83,      3783,   246.936,       904,   62356.6,       607,     61712,       662,        90,       206,         0,         0,   1593.08,      1921,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,     10667,        24,        25,       248,1.3804e+06,      1119,   3536.01,      8601,   1588.92,      6217,    255454,      2278,    252401,      2786,       304,       997,         0,         0,   5811.11,      5800,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   14479.1,        53,        53,       614,1.41338e+06,      1144,   6755.29,     15752,   6504.78,     20547,    733103,      4873,    725043,      7488,       630,      3622,         0,         0,   12154.8,     12019,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   2133.56,         1,         1,         3,1.00004e+06,     96110,     89.69,       224,      6.75,        25,   995.358,        27,       979,        15,         5,         0,         0,         0,    14.287,        19,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   5311.46,         5,         5,        34,1.50323e+06,      1099,   644.415,      1720,   104.791,       355,   25143.8,       248,     24898,       281,        37,        93,         0,         0,   790.193,       672,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   7092.87,        10,        10,        75,1.50176e+06,      1104,   1309.54,      3052,   341.476,      1012,   57035.3,       499,     56459,       637,        71,       251,         0,         0,   1565.53,      1801,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   11915.3,        22,        25,       227,1.5478e+06,      1119,   3314.13,      8175,   1958.49,      7418,    403565,      2550,    399812,      3434,       334,      1389,         0,         0,   5864.07,      5987,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   16146.4,        52,        52,       537,1.60337e+06,      1144,   7228.76,     15437,   7609.74,     28687,1.03421e+06,      5556,1.02443e+06,      8818,       718,      4348,         0,         0,   11420.4,     12292,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1145.95,         1,         1,         3,    108868,       385,    24.012,        75,     4.368,        19,   1163.47,        21,      1152,        11,         3,         0,         0,         0,     7.239,        14,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3476.25,         5,         5,        23,1.00024e+06,      3394,   254.891,       613,    35.972,       146,   11131.5,       106,     11031,       113,        14,        43,         0,         0,   189.995,       283,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,    4535.8,         8,        10,        51,1.23042e+06,      1104,   412.511,      1251,    90.541,       424,   24189.2,       236,     23961,       259,        30,        93,         0,         0,   495.719,       562,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7788.03,        23,        26,       165,1.26986e+06,      1119,   1583.47,      4590,   518.531,      2364,    113334,       981,    112136,      1269,       144,       559,         0,         0,   2267.78,      2757,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11598.9,        48,        50,       430,1.58088e+06,      1144,   4726.26,     11818,   2145.35,     10059,    467716,      3385,    462746,      4901,       438,      2287,         0,         0,      6945,      8230,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   388.356,         1,         1,         2,    143120,       196,     8.929,        19,     1.611,         6,   311.081,         9,       305,         3,         1,         0,         0,         0,     2.283,         7,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3310.62,         5,         5,        22,1.41241e+06,      1104,   372.359,       827,    36.889,       133,   7096.62,        96,      7010,        88,        15,        26,         0,         0,   202.957,       253,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   4835.19,        10,        10,        64,1.90734e+06,      1109,   846.587,      1862,   162.946,       658,   29283.3,       366,     28932,       383,        58,       121,         0,         0,   887.322,       901,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7472.57,        25,        25,       189,1.4056e+06,      1124,   2124.78,      4813,   747.675,      3326,    123526,      1218,    122051,      1514,       185,       596,         0,         0,   2422.25,      3230,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12563.4,        49,        50,       501,1.52622e+06,      1149,    6323.2,     15369,   4676.64,     16955,    593148,      4533,    586358,      6329,       584,      2724,         0,         0,    9648.5,     10461,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1643.87,         1,         1,         4,    681216,      1035,    45.626,       130,     4.246,        18,   1106.19,        20,      1095,        11,         2,         0,         0,         0,    10.182,        18,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   2998.27,         5,         5,        27,1.00269e+06,      4735,   152.192,       470,    51.099,       169,   11777.2,       123,     11660,       116,        12,        25,         0,         0,   144.567,       147,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5555.67,        10,        10,        56,1.4772e+06,      1102,   904.276,      2213,   122.249,       478,   37742.7,       289,     37401,       364,        37,       147,         0,         0,   821.027,      1013,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9788.42,        30,        30,       196,1.29813e+06,      1117,   2498.51,      6764,   1256.37,      5407,    218232,      1562,    216116,      2095,       197,       865,         0,         0,   4423.92,      4541,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   14862.8,        51,        51,       524,1.3155e+06,      1142,   6515.29,     15254,   4674.97,     18826,    758150,      5110,    749716,      7550,       660,      3461,         0,         0,   12036.3,     11843,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   393.966,         1,         1,         2,1.00574e+06,     49765,     6.716,        16,     0.996,         6,   157.066,         8,       153,         2,         0,         0,         0,         0,     4.339,         8,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4044.02,         5,         5,        32,1.26501e+06,      1098,   433.203,      1129,   108.849,       358,     22910,       222,     22705,       224,        17,        39,         0,         0,   335.848,       427,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6329.73,        10,        10,        75,1.63126e+06,      1103,   1065.71,      2981,   314.329,       886,   73807.4,       625,     73125,       724,        56,       207,         0,         0,   1317.27,      1696,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9050.37,        26,        26,       223,1.28357e+06,      1118,   2682.76,      6942,   1308.22,      5491,    245656,      1851,    243218,      2367,       202,       855,         0,         0,   3716.66,      4488,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12594.9,        47,        51,       545,1.34743e+06,      1143,   6089.54,     14528,   4291.98,     17943,    688509,      4790,    681099,      6619,       509,      2701,         0,         0,   9076.27,     10338,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   4018.68,         1,         1,         6,1.33807e+06,      1093,   395.678,      1076,    22.164,        60,   4169.24,        64,      4110,        47,         9,         0,         0,         0,    35.641,        44,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,    5235.8,         5,         5,        32,1.44039e+06,      1097,   711.004,      2039,   133.561,       447,   32760.8,       376,     32407,       369,        56,        79,         0,         0,   447.193,       556,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6780.89,        12,        12,        79,1.18869e+06,      1102,   1419.76,      3724,   463.698,      1841,   84899.6,       727,     84097,       823,       108,       260,         0,         0,    2015.2,      2008,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8507.95,        24,        26,       225,1.21909e+06,      1117,   2210.42,      6028,   1259.44,      5339,    233572,      1784,    231284,      2209,       266,       823,         0,         0,   3733.55,      4130,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11841.5,        53,        53,       509,1.27625e+06,      1142,   5785.43,     12676,   2971.28,     13422,    620734,      4111,    614378,      5938,       557,      2744,         0,         0,   7599.75,      8986,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1466.02,         1,         1,         2,    127599,       361,    30.263,        71,     2.442,        11,   324.185,        11,       316,         3,         3,         0,         0,         0,     9.061,        11,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3369.92,         5,         5,        17,1.00206e+06,      4133,   148.181,       556,    31.788,       131,   7804.32,        84,      7735,        73,        18,        22,         0,         0,   122.935,       176,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   4568.27,        10,        10,        48,1.22667e+06,      1104,   386.959,      1264,    66.179,       295,     21975,       194,     21800,       204,        38,        86,         0,         0,   492.852,       538,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7447.83,        23,        25,       175,1.42659e+06,      1119,   1574.96,      4354,   573.943,      2256,    113628,      1058,    112404,      1251,       153,       478,         0,         0,   2332.28,      2740,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   10084.2,        49,        50,       411,1.31956e+06,      1144,   3744.75,      8930,   1746.08,      7916,    347508,      2733,    343765,      3670,       372,      1609,         0,         0,   5042.78,      6307,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   2177.57,         1,         1,         4,    529235,      1420,   120.354,       244,     4.846,        18,   1214.75,        22,      1201,        13,         2,         0,         0,         0,    11.756,        18,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3333.58,         5,         5,        24,1.00041e+06,      7603,   194.286,       562,    58.912,       294,   11623.3,       141,     11507,       131,        23,        35,         0,         0,   177.655,       233,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   3729.55,        10,        10,        51,1.00867e+06,      9758,   258.108,       700,    77.779,       421,   21418.6,       197,     21234,       214,        30,        84,         0,         0,   277.508,       363,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8596.38,        24,        25,       184,1.30261e+06,      1117,   1925.47,      3767,   800.562,      3372,    155750,      1249,    154165,      1569,       148,       606,         0,         0,   2085.55,      2599,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   15133.8,        50,        50,       502,1.29336e+06,      1142,   4654.87,     10403,   3518.51,     14577,    643146,      3111,    637543,      5560,       397,      3154,         0,         0,   8124.89,      8177,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   2574.11,         1,         1,         5,    755204,      2293,   107.063,       253,    10.732,        45,   2874.48,        33,      2852,        22,         5,         0,         0,         0,    15.209,        25,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3201.61,         6,         6,        27,1.00243e+06,      5432,   242.951,       475,    44.526,       213,   6989.05,        84,      6924,        68,        13,        15,         0,         0,    97.552,       127,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6024.43,        10,        10,        57,2.1014e+06,      1104,   785.493,      2282,   160.993,       566,   46676.7,       355,     46311,       405,        46,       137,         0,         0,   782.875,      1098,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9394.72,        25,        26,       219,1.70188e+06,      1119,   2728.42,      7013,   967.351,      4326,    267350,      1689,    264998,      2170,       210,       838,         0,         0,   4322.33,      4363,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
