         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices
        50,   17395.6,        49,        50,       722,1.33772e+06,      1142,   7052.55,     16420,   8435.76,     33127,    940870,      5536,    932094,      9338,       679,      4859,         0,         0,   11597.1,     12809,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1859.78,         1,         1,         3,    688784,      1209,    57.345,       157,     6.813,        25,    1449.6,        25,      1432,        17,         3,         0,         0,         0,    13.538,        19,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3539.92,         5,         6,        18,1.84297e+06,      1103,   253.895,       815,    57.299,       198,   10778.8,       118,     10683,       103,        22,        28,         0,         0,    155.69,       215,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5118.76,        12,        12,        49,1.82938e+06,      1108,   797.112,      1900,   199.625,       780,   39294.9,       359,     38971,       353,        57,        98,         0,         0,   596.842,       868,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9521.35,        26,        26,       193,1.89039e+06,      1123,   2658.16,      6760,   772.759,      3420,    218575,      1324,    216999,      1864,       184,       853,         0,         0,    4086.9,      4692,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,     13724,        51,        56,       545,1.87677e+06,      1148,   5960.73,     13659,   4689.38,     19476,    800965,      4989,    794161,      7095,       628,      3112,         0,         0,   9298.38,     10462,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1631.82,         1,         1,         4,    333802,       871,    59.572,       140,     8.723,        25,   1544.31,        27,      1527,        16,         5,         0,         0,         0,    15.572,        19,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3317.53,         5,         5,        20,1.62846e+06,      1102,   254.273,       756,    33.407,       124,   9415.93,        97,      9333,        97,        23,        39,         0,         0,   227.142,       317,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6083.95,        10,        10,        49,1.4551e+06,      1107,   1145.47,      2868,   131.349,       524,   30597.9,       291,     30307,       337,        57,       142,         0,         0,   1027.16,      1381,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9882.93,        27,        27,       209,1.54775e+06,      1122,   3810.74,      8831,   1103.59,      4585,    212651,      1825,    210395,      2453,       245,      1028,         0,         0,   4494.03,      5546,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13855.6,        50,        53,       572,1.43842e+06,      1147,   8316.15,     18485,   4679.47,     18477,    736369,      5373,    728822,      7777,       695,      3475,         0,         0,   11344.6,     13463,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   628.305,         1,         1,         3,1.00291e+06,     25767,     5.787,        16,     1.833,         6,   174.737,         8,       171,         3,         1,         0,         0,         0,     3.798,         8,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4021.05,         4,         6,        42,1.38273e+06,      1097,   314.126,       982,    72.216,       310,   8385.61,       135,      8277,       126,        18,        32,         0,         0,   267.921,       370,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   4938.61,        11,        11,        72,1.20725e+06,      1102,   527.167,      1615,   173.524,       688,   30205.8,       352,     29885,       371,        47,       110,         0,         0,   515.134,       747,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9101.56,        26,        26,       207,1.27836e+06,      1117,   2444.95,      6493,   772.105,      3244,    180732,      1321,    179181,      1834,       168,       823,         0,         0,   3589.37,      4091,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13660.8,        50,        50,       561,1.5353e+06,      1142,   7549.88,     16892,   3268.19,     13778,    687582,      4679,    681196,      6660,       600,      3002,         0,         0,   10012.7,     11975,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   758.589,         1,         1,         2,   37992.6,       110,     7.368,        21,     0.866,         6,   114.061,         8,       111,         2,         0,         0,         0,         0,     2.607,         8,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4053.12,         5,         5,        16,1.00056e+06,      2977,   190.132,       626,    22.101,        90,   5461.39,        70,      5394,        68,         9,        26,         0,         0,   402.292,       274,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,    5743.1,        10,        10,        47,1.2249e+06,      1107,   445.944,      1352,   101.837,       383,   24343.9,       272,     24092,       291,        35,        98,         0,         0,    930.57,       666,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9732.25,        24,        25,       183,1.23439e+06,      1122,   1752.65,      4223,   593.198,      2726,    147461,      1108,    146051,      1630,       134,       781,         0,         0,   3070.08,      3001,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   14506.7,        52,        52,       485,1.27834e+06,      1146,   4655.78,     10679,   2495.97,     11578,    449020,      3110,    444425,      5175,       422,      2806,         0,         0,   7318.51,      7892,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1095.69,         1,         1,         4,1.00193e+06,     41418,    54.451,        98,     6.076,        15,   694.744,        17,       684,         9,         3,         0,         0,         0,    12.699,        15,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4225.36,         5,         5,        30,2.67115e+06,      1105,   466.786,      1161,    83.253,       294,   18633.8,       204,     18446,       213,        30,        61,         0,         0,   492.802,       513,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5907.86,        10,        10,        57,1.95029e+06,      1109,   827.669,      2414,    294.73,      1142,     65260,       571,     64721,       621,        78,       182,         0,         0,    997.31,      1281,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9347.53,        27,        28,       201,2.55358e+06,      1124,   3009.62,      7315,   1173.41,      5133,    230537,      1715,    228511,      2251,       225,       917,         0,         0,   3715.41,      4476,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12897.6,        50,        51,       532,1.98919e+06,      1149,   6678.25,     15608,   3891.79,     16668,    687646,      4563,    681301,      6835,       580,      3209,         0,         0,   10136.2,     11102,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   812.864,         1,         1,         3,    127117,       306,    18.329,        43,     2.286,        10,   558.841,        13,       552,         6,         1,         0,         0,         0,     4.423,        11,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   2916.92,         5,         5,        23,1.00102e+06,      2871,   122.716,       475,    34.439,       132,   9138.21,       100,      9046,        99,        14,        31,         0,         0,   144.657,       213,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   4146.12,        10,        12,        56,1.44997e+06,      1104,   329.811,      1124,   145.073,       675,   26859.6,       262,     26632,       285,        33,        99,         0,         0,   347.752,       536,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7011.12,        28,        28,       159,1.7171e+06,      1119,   1277.83,      3826,   538.633,      2662,   90061.2,       744,     89208,      1016,        99,       480,         0,         0,   1755.54,      2141,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   10511.5,        48,        50,       421,1.3233e+06,      1144,   3825.52,      9575,   1685.77,      7963,    308839,      2483,    305636,      3666,       324,      1774,         0,         0,    5569.5,      6894,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1519.15,         1,         1,         3,    490809,      1051,    74.419,       166,     6.216,        20,   1197.24,        24,      1179,        15,         2,         0,         0,         0,    14.117,        18,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4815.18,         5,         5,        24,1.5717e+06,      1097,   481.887,      1571,   107.588,       362,   16733.3,       171,     16565,       194,        21,        67,         0,         0,   452.432,       648,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   7206.13,        10,        10,        65,1.26767e+06,      1102,   1360.28,      3487,   281.987,       971,   52153.3,       534,     51628,       628,        74,       219,         0,         0,   1604.55,      1881,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   11747.5,        29,        29,       234,1.2607e+06,      1117,   3897.11,      9188,   1759.64,      7464,    313632,      2384,    310611,      3314,       310,      1395,         0,         0,   5839.11,      6564,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   16119.8,        47,        54,       614,1.26967e+06,      1142,   7644.65,     16918,   6527.31,     25825,    922673,      5948,    913849,      9129,       751,      4353,         0,         0,   12265.7,     13315,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   904.434,         1,         1,         4,    605358,       543,    15.567,        41,      3.41,        12,   593.211,        15,       584,         9,         0,         0,         0,         0,     4.822,        11,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,    3008.1,         7,         7,        18,1.48532e+06,      1097,   193.506,       553,    49.081,       207,   7246.43,        83,      7169,        86,        12,        31,         0,         0,   129.045,       189,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   4118.59,        11,        11,        42,1.17473e+06,      1102,    427.83,      1184,   123.984,       510,   22668.8,       241,     22427,       268,        37,       101,         0,         0,   417.593,       577,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8279.39,        27,        27,       165,1.43345e+06,      1117,   2473.37,      5791,   771.766,      3338,    113463,      1036,    112264,      1376,       156,       608,         0,         0,   2781.76,      3428,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12773.7,        48,        54,       473,1.23342e+06,      1142,   6566.69,     15454,   4744.23,     18763,    622796,      4823,    616475,      6476,       601,      2621,         0,         0,   8887.07,     10674,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   3501.18,         1,         1,         6,1.00842e+06,        28,    319.98,       763,    52.335,       217,   7315.74,        95,      7237,        74,        14,         0,         0,         0,    30.821,        37,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   5124.98,         5,         5,        32,1.56668e+06,      1103,   581.612,      1752,    95.822,       337,   24375.2,       248,     24148,       267,        33,        74,         0,         0,    467.93,       626,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   7030.15,         9,        10,        82,1.98601e+06,      1108,   1546.38,      3806,   587.002,      1997,     84465,       883,     83631,       939,       106,       216,         0,         0,   1544.76,      1951,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   10360.1,        26,        26,       246,1.52421e+06,      1122,   3584.02,      9216,   1761.83,      7377,    276375,      2391,    273451,      3200,       307,      1274,         0,         0,   4942.92,      6039,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13207.5,        48,        51,       570,1.64902e+06,      1146,   6702.86,     15894,   3914.79,     16668,    654182,      4854,    647475,      7124,       622,      3218,         0,         0,   9560.78,     11527,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   2967.35,         2,         2,         6,1.00025e+06,      4249,    183.02,       484,    25.329,       127,   3224.53,        60,      3186,        42,        10,         0,         0,         0,    18.061,        22,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3505.72,         5,         5,        26,1.00039e+06,      4187,     238.1,       686,    25.575,       157,   6152.17,        87,      6083,        84,        14,        30,         0,         0,   150.463,       182,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   4809.34,         9,        10,        55,1.25996e+06,      1102,   412.513,      1402,   108.515,       484,   17140.7,       204,     16948,       237,        35,       102,         0,         0,   501.586,       728,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7731.38,        25,        25,       173,1.71061e+06,      1117,   1771.79,      4355,   445.348,      2126,   80708.1,       902,     79726,      1177,       118,       507,         0,         0,   1922.44,      2537,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,     11612,        52,        52,       438,1.30127e+06,      1142,   4755.93,     11083,   2017.33,      9238,    364719,      3044,    360527,      4484,       390,      2126,         0,         0,   7509.98,      8125,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1567.01,         1,         1,         2,    177312,       472,    42.887,       115,     3.702,        13,   642.423,        15,       634,         6,         4,         0,         0,         0,     9.852,        15,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4260.34,         4,         5,        21,1.20151e+06,      1098,   478.144,      1174,    65.402,       222,   23327.9,       189,     23163,       183,        26,        42,         0,         0,   296.978,       408,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6631.53,         9,        11,        68,1.21279e+06,      1103,   1166.28,      3383,   344.248,      1296,   92956.9,       608,     92325,       680,        81,       205,         0,         0,   1379.32,      1537,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8855.99,        25,        25,       198,1.48849e+06,      1118,   2388.46,      6455,   917.472,      3809,    289218,      1718,    287266,      2175,       240,       845,         0,         0,   3299.31,      4252,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13304.4,        49,        51,       512,1.52893e+06,      1143,   7729.25,     16539,   4764.23,     20204,    921259,      5132,    914293,      7099,       668,      3025,         0,         0,   10055.6,     11941,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1157.56,         1,         1,         2,   65774.5,       258,     24.69,        74,     2.562,        13,   321.172,        15,       313,         6,         3,         0,         0,         0,     8.945,        15,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4145.29,         6,         6,        16,1.34021e+06,      1102,   600.182,      1269,    61.575,       221,   11255.2,       105,     11160,       109,        20,        42,         0,         0,    267.53,       384,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6406.85,        10,        10,        58,1.88974e+06,      1107,   1407.97,      3504,   231.095,       883,   62237.1,       557,     61736,       581,        88,       171,         0,         0,   1243.92,      1670,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9636.91,        26,        28,       228, 1.272e+06,      1121,   3236.22,      8163,    1256.4,      5377,    252735,      2123,    250235,      2561,       291,       908,         0,         0,   4251.13,      5065,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13684.5,        53,        53,       585,2.12829e+06,      1145,   7855.94,     17484,   4961.54,     21361,    801735,      5417,    793549,      7553,       715,      3268,         0,         0,     10687,     12352,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   3619.09,         1,         1,         6,1.02802e+06,       126,    238.76,       761,    15.735,        70,   3720.28,        39,      3693,        25,         6,         0,         0,         0,    17.853,        23,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3952.41,         4,         5,        25,1.31209e+06,       446,    321.47,       961,     47.69,       210,   13233.6,       119,     13117,       110,        18,        25,         0,         0,    154.17,       173,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5934.48,        11,        13,        64,1.7378e+06,      1112,   855.157,      2628,   436.941,      1853,   71190.7,       639,     70655,       603,        83,       103,         0,         0,   737.286,       963,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7609.73,        29,        29,       183,1.46483e+06,      1127,   1819.05,      4684,   848.867,      3982,    179752,      1301,    178334,      1598,       185,       601,         0,         0,   2490.01,      3056,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   12424.6,        49,        50,       526,1.54437e+06,      1152,   4926.56,     12556,   3254.06,     12727,    619809,      3790,    614482,      5688,       502,      2727,         0,         0,   7778.48,      9117,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   3148.95,         1,         1,        10,1.18815e+06,      1093,   207.697,       580,    41.028,       102,   4761.12,        57,      4712,        43,         8,         0,         0,         0,    28.675,        32,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   5102.55,         6,         6,        37,1.32685e+06,      1097,   974.555,      2048,   120.504,       432,   35859.6,       271,     35574,       291,        40,        84,         0,         0,   483.493,       615,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6776.19,        10,        10,        76,1.31888e+06,      1102,   1421.83,      3755,   361.899,      1072,   80409.3,       572,     79840,       670,        87,       235,         0,         0,    1696.2,      2070,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9317.98,        24,        26,       239,1.21778e+06,      1117,   3050.66,      7594,   1237.22,      4992,    309012,      2160,    306502,      2609,       307,       905,         0,         0,   4012.09,      5129,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,     13691,        49,        50,       554,1.26667e+06,      1142,   8394.15,     18251,   4273.44,     18076,    883797,      5020,    876820,      7465,       681,      3487,         0,         0,   11837.4,     13232,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1778.88,         1,         1,         5,    891213,      1571,    79.176,       201,    10.356,        34,   2027.07,        34,      2007,        19,         9,         0,         0,         0,    12.225,        18,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4267.76,         6,         6,        33,1.39985e+06,      1098,   515.668,      1346,   161.043,       594,   20771.5,       224,     20578,       212,        47,        56,         0,         0,   360.585,       517,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5109.49,        10,        10,        64,1.31902e+06,      1103,   720.573,      2044,     181.7,       683,   47619.2,       383,     47247,       435,        63,       158,         0,         0,   764.339,      1040,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8887.67,        27,        27,       213,1.22334e+06,      1118,   2881.26,      7060,   1178.54,      5042,    246314,      1622,    244523,      2029,       232,       773,         0,         0,   3509.16,      4221,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,     12393,        50,        51,       528,1.2683e+06,      1143,   6007.36,     14696,    3902.2,     16127,    833039,      4701,    826657,      6565,       639,      2838,         0,         0,   9709.03,     10670,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   706.013,         1,         1,         3,    117465,       398,    16.654,        44,     2.189,         8,   373.842,        12,       368,         5,         1,         0,         0,         0,     4.442,        10,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   2567.17,         5,         5,        19,1.00179e+06,      3896,   156.632,       454,    24.605,       109,   4897.92,        63,      4844,        59,        12,        23,         0,         0,   115.368,       175,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,    4941.7,        10,        12,        52,1.51689e+06,      1102,   587.715,      1778,   265.525,      1056,   38697.3,       426,     38332,       424,        57,        97,         0,         0,   671.198,       913,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7020.73,        24,        25,       176,1.66788e+06,      1117,   1713.18,      3989,   798.632,      3464,    130727,      1132,    129543,      1403,       144,       526,         0,         0,   1885.67,      2560,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11737.3,        50,        50,       432,1.29517e+06,      1142,   5256.54,     11828,   2540.46,     10664,    420695,      3125,    416410,      4615,       392,      2182,         0,         0,   7835.76,      8763,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,    2406.1,         1,         1,         4,    278179,      1293,    87.394,       262,     6.457,        25,    1395.1,        27,      1376,        17,         5,         0,         0,         0,    16.008,        23,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3895.15,         5,         5,        26,1.00145e+06,      4247,   313.613,       809,     45.77,       277,   13934.7,       138,     13809,       149,        19,        49,         0,         0,   283.075,       338,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5357.25,         9,        10,        56,1.23724e+06,      1102,   508.459,      1708,   181.704,       820,   33742.9,       324,     33419,       373,        39,       127,         0,         0,   585.422,       868,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   8959.89,        24,        26,       196,1.36924e+06,      1117,   2312.61,      6035,   712.419,      3327,    164962,      1426,    163399,      1801,       175,       700,         0,         0,   2716.85,      3739,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   14446.5,        52,        52,       539,1.3224e+06,      1142,   8538.99,     18486,   3559.59,     15598,    758259,      4747,    751473,      7060,       600,      3296,         0,         0,   13030.4,     13512,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1736.28,         1,         1,         5,    144903,       798,    39.916,       134,     5.022,        31,   1263.25,        22,      1253,        12,         2,         0,         0,         0,     9.672,        17,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3266.57,         4,         5,        20,1.00029e+06,      2806,    144.76,       550,    27.881,       116,    9871.3,        94,      9794,        87,        16,        28,         0,         0,   145.048,       203,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   4518.51,        10,        10,        49,1.24351e+06,      1102,   350.478,      1214,    83.507,       385,   23541.6,       237,     23331,       246,        35,        86,         0,         0,   408.503,       586,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7278.06,        26,        26,       160,1.19892e+06,      1117,   1247.93,      3655,   416.583,      2127,   94294.6,       889,     93329,      1089,       137,       456,         0,         0,   1641.03,      2334,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11353.7,        48,        50,       438,1.22666e+06,      1142,    4972.9,     10875,   1975.12,      9392,    367939,      2906,    364115,      4294,       379,      2073,         0,         0,   6214.05,      7476,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1801.93,         1,         1,         4,1.00019e+06,       709,    55.631,       186,     8.567,        24,   1587.08,        26,      1572,        13,         6,         0,         0,         0,     8.458,        18,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4400.02,         6,         6,        33,1.25014e+06,      1097,   384.145,      1138,   130.171,       481,   27858.2,       220,     27672,       214,        39,        57,         0,         0,   316.475,       473,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   6319.49,        10,        10,        77,1.42629e+06,      1102,   924.373,      2715,   341.003,      1487,   68929.7,       435,     68497,       506,        66,       184,         0,         0,   992.752,      1306,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   9041.15,        28,        32,       208,1.21181e+06,      1117,   2397.01,      6385,   1234.62,      5610,    266836,      1601,    264748,      1995,       220,       767,         0,         0,   3591.39,      3942,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   11284.5,        50,        53,       476,1.23041e+06,      1142,   4301.81,     10823,   2431.98,     11061,    584129,      3252,    579863,      4586,       451,      2108,         0,         0,   5942.51,      7676,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1647.43,         1,         1,        10,1.0002e+06,      1191,     88.07,       208,        33,        92,   3329.24,        65,      3280,        50,         8,         0,         0,         0,    24.478,        32,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3462.97,         5,         5,        43,1.24908e+06,      1097,   281.768,       810,    78.893,       316,   15795.5,       152,     15646,       171,        21,        60,         0,         0,   282.098,       402,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5737.22,         9,        10,        82,1.26616e+06,      1102,   880.672,      2531,   271.002,      1086,   51405.2,       401,     50979,       510,        51,       201,         0,         0,   823.147,      1111,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   10844.8,        26,        26,       265,1.31257e+06,      1117,   3657.11,      8427,   1583.36,      6142,    296992,      2399,    294117,      3102,       310,      1174,         0,         0,   5091.07,      5709,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   14674.5,        47,        53,       623,1.3418e+06,      1142,   6698.93,     15298,   5250.62,     21146,    794082,      5558,    786158,      8076,       694,      3591,         0,         0,   10555.2,     12025,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1220.86,         2,         2,         4,    265407,      1043,    36.111,       102,     6.045,        32,   584.692,        17,       576,         8,         2,         0,         0,         0,    10.171,        17,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,    4140.3,         7,         8,        27,1.20198e+06,      1097,   500.082,      1282,   133.659,       561,   14876.8,       246,     14684,       217,        32,        34,         0,         0,   323.766,       382,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5273.12,        10,        10,        67,1.61876e+06,      1102,   720.081,      2102,   278.238,      1201,   39163.4,       531,     38660,       566,        77,       162,         0,         0,   751.259,      1060,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   10329.4,        28,        28,       213,1.25694e+06,      1117,   2909.53,      7684,   1692.97,      7358,    260535,      1824,    258309,      2446,       250,      1034,         0,         0,   4453.22,      4922,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,   13842.5,        50,        50,       570,1.29987e+06,      1142,   5733.44,     13584,   4407.91,     20212,    676062,      3768,    670538,      6038,       487,      3086,         0,         0,   9509.05,     10190,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   419.173,         1,         1,         2,   13401.5,        43,     4.793,        17,      1.37,         6,   187.959,        10,       184,         3,         1,         0,         0,         0,     3.408,         7,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   3114.76,         5,         5,        16,1.00229e+06,      2055,   204.875,       533,    13.759,        80,   4500.09,        63,      4451,        57,        10,        21,         0,         0,   145.436,       188,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        10,   5323.42,        12,        12,        40,1.25679e+06,      1104,   651.567,      1933,   221.099,       863,   39202.1,       376,     38856,       390,        53,       101,         0,         0,   626.689,       801,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        25,   7399.65,        25,        25,       171, 1.216e+06,      1119,   1594.01,      4212,   700.443,      3149,    152132,      1106,    150923,      1427,       164,       576,         0,         0,   2029.73,      2792,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
        50,     11447,        51,        51,       412,1.3462e+06,      1144,   4429.05,     11633,   2368.79,     10040,    564472,      3185,    560076,      4770,       441,      2278,         0,         0,    6921.9,      8263,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         1,   1146.23,         1,         1,         3,    980844,      4186,    25.991,        69,     4.486,        17,   1058.31,        20,      1044,        12,         3,         0,         0,         0,    10.797,        15,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
         5,   4648.92,         4,         5,        32,1.26003e+06,      1097,   385.861,      1309,    89.501,       352,   21384.3,       252,     21161,       258,        29,        56,         0,         0,   288.547,       416,    546620,    365834,    188905,    318655,    134320,         0,         0,      1092,      8385,    109171
