         k,      dist,      rank,  max_rank,      vnum,   tot_hit, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,rtree_cost, cost_poly,  gen_poly, sort_cost,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices,         x,         y
         5,   3888.25,         6,         6,        26,         6,         0,         0,   342.605,       897,    67.275,       327,         0,         0,         0,         0,   10213.1,       157,     10054,       171,        19,        52,         0,         0,   301.012,       354,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     70302,     35068
         5,    4372.9,         8,         8,        21,         8,         0,         0,   448.035,      1191,    71.807,       352,         0,         0,         0,         0,   11357.3,       149,     11227,       153,        25,        45,         0,         0,   258.167,       393,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     34974,     17608
         5,   4039.38,         5,         5,        22,         6,         0,         0,    332.73,       904,    37.074,       212,         0,         0,         0,         0,   13332.5,       106,     13231,       108,        16,        37,         0,         0,   269.391,       354,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     48689,     29629
         5,   4313.84,         6,         6,        26,         7,         0,         0,    385.72,      1191,      77.5,       399,         0,         0,         0,         0,   14346.9,       176,     14185,       169,        29,        44,         0,         0,   433.248,       514,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     81941,     73238
         5,   2862.99,         5,         5,        16,         5,         0,         0,   163.924,       423,      11.1,        57,         0,         0,         0,         0,   5014.63,        52,      4978,        42,         9,        13,         0,         0,   108.932,       153,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     31108,     42661
         5,   4248.27,         5,         5,        25,         5,         0,         0,   351.727,      1056,    49.393,       264,         0,         0,         0,         0,   15036.3,       186,     14863,       192,        22,        48,         0,         0,   257.308,       361,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,      6831,     46286
         5,   4127.11,         8,         8,        21,         8,         0,         0,   426.881,      1077,   117.328,       541,         0,         0,         0,         0,   17375.3,       220,     17187,       207,        31,        38,         0,         0,   286.243,       364,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     94456,     31813
         5,   4433.66,         5,         5,        27,         5,         0,         0,   558.445,      1372,    23.765,       142,         0,         0,         0,         0,   12210.6,       112,     12110,       124,        17,        48,         0,         0,   322.767,       486,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,      5285,     82133
         5,   4238.64,         4,         8,        25,         8,         0,         0,   388.309,      1121,    77.304,       399,         0,         0,         0,         0,   19910.9,       239,     19712,       223,        36,        42,         0,         0,   324.157,       442,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     89620,     63692
         5,   4222.67,         5,         5,        35,         6,         0,         0,   364.399,      1052,    83.211,       412,         0,         0,         0,         0,   26685.8,       237,     26469,       250,        34,        73,         0,         0,   455.004,       443,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,      3017,     56467
         5,   6100.34,         5,         5,        43,         7,         0,         0,   1011.01,      2513,   187.483,       890,         0,         0,         0,         0,   26458.2,       196,     26275,       222,        27,        82,         0,         0,   702.039,       968,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,      7440,     71393
         5,   3526.02,         5,         5,        24,         6,         0,         0,   238.409,       679,    31.694,       193,         0,         0,         0,         0,   10943.5,       115,     10844,       115,        22,        43,         0,         0,    140.81,       215,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     67334,     93869
         5,    5050.9,         4,         6,        29,         6,         0,         0,   417.103,      1539,    65.667,       372,         0,         0,         0,         0,   19561.1,       256,     19351,       241,        34,        48,         0,         0,   275.814,       407,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     70048,     90276
         5,   4330.25,         5,         5,        25,         5,         0,         0,   413.265,      1175,    40.408,       206,         0,         0,         0,         0,   15804.4,       176,     15655,       172,        24,        43,         0,         0,     339.3,       485,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     50971,     32882
         5,   3875.54,         5,         5,        18,         5,         0,         0,   333.376,      1013,    24.614,       109,         0,         0,         0,         0,   8933.42,        93,      8849,        88,        21,        30,         0,         0,    298.47,       330,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     84187,     75478
         5,   3986.02,         5,         5,        36,         5,         0,         0,   356.266,       965,    48.576,       266,         0,         0,         0,         0,   21845.2,       194,     21686,       191,        24,        50,         0,         0,   304.694,       382,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     50532,     30868
         5,   3997.02,         5,         5,        30,         5,         0,         0,    253.07,       753,    23.949,       150,         0,         0,         0,         0,     14030,        95,     13943,       112,        17,        49,         0,         0,   279.067,       318,    500918,    368243,    188905,    320789,    134320,         0,         0,      1092,      8385,    109171,     97418,     50655
