         k,      dist,      rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   22.1344,         1,         4,         0,         0,    40.803,       121,    15.199,        54,     5.964,        18,     3.007,        18,   173.195,        20,       157,        10,         0,         0,   169.981,        20,       155,        10,         6,     1.412,        11,   5907.51,      8553,      6246,     15828,         6,        75
         1,   148.237,         1,         8,         0,         0,   481.189,      1076,   453.732,      1023,    35.895,       121,    29.598,       121,   1457.52,       121,      1333,        84,         0,         0,    1337.9,       121,      1216,        84,        28,    14.161,        99,   5907.51,      8553,      6246,     15828,         6,        75
         1,    131.63,         1,         5,         0,         0,   205.319,       537,   180.512,       491,    21.171,        69,    14.831,        69,   822.135,        71,       737,        42,         0,         0,   638.839,        71,       574,        42,        19,     8.551,        73,   5907.51,      8553,      6246,     15828,         6,        75
         1,   42.5441,         1,         2,         0,         0,   114.796,       295,    67.058,       201,     3.672,        16,     1.341,        16,     91.86,        18,        82,         5,         0,         0,    88.625,        18,        80,         5,         5,     11.68,       128,   5907.51,      8553,      6246,     15828,         6,        75
         1,   70.3966,         1,         6,         0,         0,    93.049,       285,    55.819,       186,    13.775,        49,     9.023,        49,   537.059,        54,       488,        34,         0,         0,   531.499,        54,       484,        34,        12,     9.479,        56,   5907.51,      8553,      6246,     15828,         6,        75
         1,   128.478,         1,         6,         0,         0,   324.565,       848,   310.037,       780,    24.994,        85,    18.414,        85,   905.806,        87,       811,        59,         0,         0,    898.13,        87,       806,        59,        19,     6.694,        75,   5907.51,      8553,      6246,     15828,         6,        75
         1,   182.115,         1,         8,         0,         0,     459.2,      1090,   418.252,      1007,    18.743,        68,    13.768,        68,   670.553,        68,       606,        43,         0,         0,   665.044,        68,       599,        43,        18,    24.889,       177,   5907.51,      8553,      6246,     15828,         6,        75
         1,   74.3905,         1,        10,         0,         0,   516.166,       865,   302.633,       531,    47.342,       102,    35.978,       102,   2115.68,       103,      1959,        88,         0,         0,    1899.8,       103,      1753,        88,         9,     3.232,        16,   5907.51,      8553,      6246,     15828,         6,        75
         1,   45.6529,         1,         4,         0,         0,    85.798,       214,     46.16,       129,      9.03,        28,     5.112,        28,    357.22,        30,       331,        16,         0,         0,   312.282,        30,       288,        16,         8,     7.239,        63,   5907.51,      8553,      6246,     15828,         6,        75
         1,   29.3919,         1,         4,         0,         0,    45.206,       121,    28.787,        87,     7.825,        22,     3.896,        22,   264.389,        23,       245,        13,         0,         0,   258.328,        23,       239,        13,         5,     3.697,        25,   5907.51,      8553,      6246,     15828,         6,        75
         1,   121.261,         1,         8,         0,         0,   234.916,       557,   215.494,       489,    24.232,        77,    17.634,        77,   958.724,        79,       876,        53,         0,         0,   897.729,        79,       820,        53,        17,    10.223,        96,   5907.51,      8553,      6246,     15828,         6,        75
         1,   66.0277,         1,         5,         0,         0,    93.434,       270,    59.599,       191,     9.521,        31,     5.939,        31,    354.18,        36,       322,        22,         0,         0,   344.577,        36,       311,        22,         8,     2.101,        12,   5907.51,      8553,      6246,     15828,         6,        75
         1,   111.848,         1,         6,         0,         0,   320.061,       828,   283.856,       722,    27.845,        86,    20.523,        86,   980.827,        88,       888,        63,         0,         0,   1063.36,        88,       968,        63,        17,     1.664,        17,   5907.51,      8553,      6246,     15828,         6,        75
         1,   132.918,         1,         4,         0,         0,   368.519,       854,   231.773,       614,    21.318,        66,    15.895,        66,   714.988,        68,       643,        45,         0,         0,   703.888,        68,       634,        45,        15,    13.802,        91,   5907.51,      8553,      6246,     15828,         6,        75
         1,   48.3735,         1,         2,         0,         0,   123.172,       335,    80.054,       236,    13.644,        18,     2.042,        18,   111.272,        20,        99,         7,         0,         0,   106.951,        20,        95,         7,         6,    42.597,       185,   5907.51,      8553,      6246,     15828,         6,        75
         1,   214.191,         1,         9,         0,         0,   426.228,      1113,   421.422,      1028,    32.371,       106,    25.501,       106,   1299.74,       106,      1178,        78,         0,         0,   1242.83,       106,      1132,        78,        21,    12.435,        98,   5907.51,      8553,      6246,     15828,         6,        75
         1,   108.707,         1,         7,         0,         0,   176.454,       524,   144.997,       413,    23.108,        71,    17.391,        71,   721.783,        73,       647,        46,         0,         0,   782.559,        73,       700,        46,        19,    17.141,       138,   5907.51,      8553,      6246,     15828,         6,        75
         1,   106.475,         1,         7,         0,         0,   182.119,       511,   147.908,       391,    22.174,        73,    16.067,        73,   814.759,        75,       741,        50,         0,         0,   863.107,        75,       789,        50,        17,    11.721,        93,   5907.51,      8553,      6246,     15828,         6,        75
         1,    126.53,         1,         6,         0,         0,   419.229,       932,   468.286,       842,   258.902,       535,   231.154,       535,   7688.47,       536,      6947,       441,         0,         0,   7692.35,       536,      6969,       441,        83,    38.246,       306,   5907.51,      8553,      6246,     15828,         6,        75
         1,   29.1317,         1,         3,         0,         0,    35.182,        95,    12.293,        46,     5.398,        20,     2.505,        20,   182.634,        22,       167,        11,         0,         0,   177.153,        22,       163,        11,         4,     4.922,        46,   5907.51,      8553,      6246,     15828,         6,        75
         1,   146.623,         1,         9,         0,         0,   426.995,      1016,   385.507,       899,    35.907,       108,    27.275,       108,   1317.52,       110,      1194,        84,         0,         0,   1339.15,       110,      1213,        84,        18,     4.991,        41,   5907.51,      8553,      6246,     15828,         6,        75
         1,   142.658,         1,         6,         0,         0,   433.794,       987,   392.875,       867,   259.933,       574,   252.352,       574,   8272.19,       575,      7497,       477,         0,         0,   8074.75,       575,      7287,       477,        85,    29.952,       210,   5907.51,      8553,      6246,     15828,         6,        75
         1,   146.368,         1,         8,         0,         0,   216.907,       552,   184.127,       491,    28.232,        92,    21.541,        92,   979.183,        94,       887,        61,         0,         0,   965.253,        94,       871,        61,        25,    16.855,       117,   5907.51,      8553,      6246,     15828,         6,        75
         1,    184.65,         1,         9,         0,         0,   175.202,       553,   169.395,       506,     30.64,        99,    23.642,        99,   1152.34,       101,      1053,        68,         0,         0,   1069.88,       101,       971,        68,        23,     6.045,        70,   5907.51,      8553,      6246,     15828,         6,        75
         1,   11.8838,         1,         3,         0,         0,    36.338,        88,     5.661,        25,     3.985,        14,      1.28,        14,   105.717,        15,        96,         6,         0,         0,   102.092,        15,        93,         6,         3,     5.762,        54,   5907.51,      8553,      6246,     15828,         6,        75
         1,   174.817,         1,         8,         0,         0,   600.251,      1219,   513.784,      1071,    57.354,       176,    47.702,       176,   2198.71,       176,      1996,       127,         0,         0,   2174.61,       176,      1965,       127,        37,    12.118,        81,   5907.51,      8553,      6246,     15828,         6,        75
