         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   35.5272,         2,         2,         4,         0,         0,   121.821,       149,   155.102,       117,    72.699,       100,    44.475,       100,    783.73,        41,       741,        28,         0,         0,   771.884,        41,       732,        28,         6,     5.912,        25,   13328.4,      9471,      8391,      9054,        10,        47
         1,   83.8027,         3,         3,        13,         0,         0,   319.588,       460,   227.624,       341,   1288.57,      1876,    1112.1,      1876,   2368.54,       107,      2226,        92,         0,         0,   2346.83,       107,      2206,        92,         6,     1.974,         8,   13328.4,      9471,      8391,      9054,        10,        47
         1,   77.3295,         3,         3,         6,         0,         0,   269.625,       476,    240.87,       419,    94.201,       163,    79.611,       163,   627.068,        35,       587,        22,         0,         0,   614.433,        35,       576,        22,         7,    14.787,        35,   13328.4,      9471,      8391,      9054,        10,        47
         1,   71.3098,         1,         1,         6,         0,         0,   157.181,       244,    125.64,       199,    30.383,        64,    22.077,        64,    1237.2,        66,      1179,        46,         0,         0,   1219.31,        66,      1155,        46,        12,     8.826,        77,   13328.4,      9471,      8391,      9054,        10,        47
         1,    80.499,         3,         3,         8,         0,         0,   266.588,       481,   250.443,       429,    127.55,       207,     106.4,       207,   848.415,        43,       796,        31,         0,         0,   835.545,        43,       785,        31,         7,     4.755,        12,   13328.4,      9471,      8391,      9054,        10,        47
         1,   110.069,         5,         5,        10,         0,         0,   470.075,       727,   377.546,       609,   4476.66,      3001,   1932.41,      3001,   8630.98,       367,      8097,       311,         0,         0,     10005,       367,      9103,       311,        41,    15.855,        51,   13328.4,      9471,      8391,      9054,        10,        47
         1,   52.4975,         1,         1,         5,         0,         0,   164.771,       253,   114.123,       194,    15.604,        32,     9.618,        32,   536.324,        34,       508,        20,         0,         0,   520.041,        34,       494,        20,         6,      7.44,        45,   13328.4,      9471,      8391,      9054,        10,        47
         1,   66.8756,         1,         1,        10,         0,         0,    121.98,       174,    94.705,       149,     67.93,       111,    53.173,       111,    2202.4,       111,      2076,        84,         0,         0,   2189.64,       111,      2073,        84,        18,     0.054,         3,   13328.4,      9471,      8391,      9054,        10,        47
         1,    78.232,         1,         1,        10,         0,         0,   241.602,       310,   211.044,       285,   196.589,       170,   170.137,       170,   1988.01,        89,      1864,        71,         0,         0,   2363.69,        89,      2212,        71,        11,    33.828,        83,   13328.4,      9471,      8391,      9054,        10,        47
         1,   13.0384,         1,         1,         2,         0,         0,    60.776,        63,    17.416,        24,     5.164,         8,     1.796,         8,   165.101,        11,       156,         4,         0,         0,   157.749,        11,       151,         4,         2,     5.431,        24,   13328.4,      9471,      8391,      9054,        10,        47
         1,    119.88,         5,         5,        12,         0,         0,   617.318,       696,   402.323,       622,   1433.72,      2391,   1366.91,      2391,   7128.82,       289,      6752,       256,         0,         0,   6866.81,       289,      6518,       256,        17,     8.735,        34,   13328.4,      9471,      8391,      9054,        10,        47
         1,   25.5149,         1,         1,         6,         0,         0,    99.001,       167,    50.218,       105,    13.314,        28,      7.96,        28,   480.243,        30,       457,        18,         0,         0,   471.435,        30,       449,        18,         8,     0.068,         3,   13328.4,      9471,      8391,      9054,        10,        47
         1,   55.1163,         1,         1,         6,         0,         0,   153.294,       158,   106.825,       131,     57.16,        72,    44.593,        72,   660.084,        34,       614,        23,         0,         0,   647.062,        34,       605,        23,         5,     3.224,        23,   13328.4,      9471,      8391,      9054,        10,        47
         1,   131.693,         2,         2,        14,         0,         0,   528.091,       787,   458.495,       657,   689.283,       924,   747.975,       924,   6996.56,       260,      6533,       226,         0,         0,   7307.89,       260,      6810,       226,        23,     7.895,        18,   13328.4,      9471,      8391,      9054,        10,        47
         1,   43.3885,         2,         2,         7,         0,         0,   104.525,       137,    68.808,       110,   135.025,       116,   104.443,       116,   864.854,        49,       813,        31,         0,         0,   1244.58,        49,      1169,        31,         7,    18.901,        75,   13328.4,      9471,      8391,      9054,        10,        47
         1,   57.5647,         1,         1,         5,         0,         0,   382.177,       285,   258.946,       217,    41.745,        34,    28.458,        34,   1107.57,        36,      1019,        25,         0,         0,   922.419,        36,       833,        25,         5,    22.746,        56,   13328.4,      9471,      8391,      9054,        10,        47
