         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   98.9778,         1,         1,         7,         0,         0,   425.553,       569,   362.441,       495,    40.832,        49,    26.598,        49,   287.831,        51,       220,        38,         0,         0,   276.288,        51,       212,        38,         4,    32.907,        53,   12551.8,      9610,      8391,      9285,         2,        47
         1,   287.141,         1,         1,        21,         0,         0,   1239.71,      1370,   879.645,      1235,    1410.7,      1404,   1000.88,      1404,    5877.4,       807,      4620,       683,         0,         0,   5526.26,       807,      4287,       683,        95,     2.121,         9,   12551.8,      9610,      8391,      9285,         2,        47
         1,   158.355,         1,         1,        10,         0,         0,   849.652,      1007,   741.472,       847,   141.026,       209,   121.242,       209,   1704.69,       211,      1403,       179,         0,         0,   1594.02,       211,      1295,       179,        24,    10.997,        44,   12551.8,      9610,      8391,      9285,         2,        47
         1,   117.226,         1,         1,        15,         0,         0,   544.527,       670,   365.207,       549,   247.608,       179,   238.629,       179,   1261.12,       181,       999,       151,         0,         0,   1674.04,       181,      1252,       151,        20,     12.12,        62,   12551.8,      9610,      8391,      9285,         2,        47
         1,   121.181,         1,         1,        12,         0,         0,   514.137,       375,   491.598,       348,   156.007,       204,   127.936,       204,   2190.18,       206,      1560,       160,         0,         0,   1381.41,       206,       924,       160,        37,    26.161,        89,   12551.8,      9610,      8391,      9285,         2,        47
         1,   26.5396,         1,         1,         6,         0,         0,    69.068,        45,    34.023,        33,    12.275,        19,     7.867,        19,    93.391,        22,        72,        12,         0,         0,    87.296,        22,        67,        12,         4,     8.898,        48,   12551.8,      9610,      8391,      9285,         2,        47
         1,   106.487,         1,         1,         7,         0,         0,    771.83,       576,    385.45,       521,    79.443,       152,    61.691,       152,   930.814,       154,       729,       119,         0,         0,   984.365,       154,       804,       119,        27,     9.645,        78,   12551.8,      9610,      8391,      9285,         2,        47
         1,   145.312,         1,         1,        16,         0,         0,   626.581,       816,   508.648,       743,   404.792,       654,   382.398,       654,   1275.36,       208,       979,       181,         0,         0,   1262.19,       208,       970,       181,        18,    13.025,        54,   12551.8,      9610,      8391,      9285,         2,        47
         1,   75.9074,         1,         1,         9,         0,         0,   135.972,       194,   100.989,       164,    62.955,        96,     51.96,        96,   577.215,        98,       462,        81,         0,         0,   564.665,        98,       456,        81,         9,    10.601,        53,   12551.8,      9610,      8391,      9285,         2,        47
         1,   102.936,         1,         1,         7,         0,         0,   306.997,       556,   278.086,       504,    59.839,       125,    46.986,       125,   672.385,       127,       558,        94,         0,         0,   661.161,       127,       552,        94,        24,    12.254,        83,   12551.8,      9610,      8391,      9285,         2,        47
         1,   193.418,         2,         2,        12,         0,         0,   829.221,      1273,    695.16,      1164,    622.13,      1030,   579.814,      1030,   2416.87,       410,      1976,       336,         0,         0,   2296.93,       410,      1814,       336,        54,    10.298,        32,   12551.8,      9610,      8391,      9285,         2,        47
