         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   41.4863,         1,         1,         4,         0,         0,   659.469,       476,    99.731,       220,     29.44,        24,     6.666,        24,    239.34,        27,       215,        14,         0,         0,   237.443,        27,       209,        14,         7,   150.583,       524,   10439.8,      8931,      6246,      8497,         7,        75
         1,    52.345,         1,         1,         2,         0,         0,   682.966,       595,   384.097,       364,     5.072,        19,      3.31,        19,   133.231,        21,       114,         8,         0,         0,   127.137,        21,       110,         8,         5,    38.785,       253,   10439.8,      8931,      6246,      8497,         7,        75
         1,   136.794,         2,         2,        10,         0,         0,   345.024,       399,   162.418,       291,   382.549,       545,   266.989,       545,   1251.77,       108,      1110,        79,         0,         0,   1519.19,       108,      1385,        79,        18,     7.493,        39,   10439.8,      8931,      6246,      8497,         7,        75
         1,    122.29,         1,         1,         7,         0,         0,   442.491,       913,   292.486,       657,   844.294,      1588,   648.433,      1588,   1034.06,        96,       955,        70,         0,         0,   1057.31,        96,       981,        70,        19,    13.253,        38,   10439.8,      8931,      6246,      8497,         7,        75
         1,   39.9158,         1,         1,         5,         0,         0,     199.8,       488,    70.141,       219,    13.345,        58,     9.624,        58,   461.374,        43,       432,        28,         0,         0,   448.756,        43,       420,        28,         9,    51.006,       352,   10439.8,      8931,      6246,      8497,         7,        75
         1,        12,         1,         1,         3,         0,         0,    30.554,        90,     6.014,        23,       2.3,         8,     0.867,         8,    35.756,        10,        31,         2,         0,         0,    33.307,        10,        30,         2,         3,     2.816,        19,   10439.8,      8931,      6246,      8497,         7,        75
         1,   40.7185,         1,         1,         2,         0,         0,   204.451,       573,   137.748,       404,     4.298,        18,     2.875,        18,   144.174,        20,       133,         8,         0,         0,   130.033,        20,       121,         8,         6,    31.238,       208,   10439.8,      8931,      6246,      8497,         7,        75
         1,   34.1353,         2,         2,         3,         0,         0,   141.309,       387,    54.443,       174,    34.331,       107,    26.944,       107,   254.271,        24,       239,        14,         0,         0,   231.704,        24,       216,        14,         4,    17.562,       132,   10439.8,      8931,      6246,      8497,         7,        75
         1,   54.6687,         1,         1,         6,         0,         0,    129.31,       316,    86.534,       237,    25.764,        47,    10.554,        47,   433.559,        48,       400,        29,         0,         0,   429.206,        48,       396,        29,        10,    11.975,        91,   10439.8,      8931,      6246,      8497,         7,        75
         1,    315.21,         1,         1,        19,         0,         0,   524.714,      1079,   428.338,       978,    367.07,       930,   330.273,       930,   5964.19,       471,      5418,       384,         0,         0,   5830.64,       471,      5337,       384,        57,     4.472,        52,   10439.8,      8931,      6246,      8497,         7,        75
         1,   209.554,         3,         3,         7,         0,         0,   401.321,       891,   320.965,       765,    4385.2,      7551,   3128.51,      7551,   3112.86,       260,      2876,       203,         0,         0,   3080.49,       260,      2856,       203,        40,    19.285,       140,   10439.8,      8931,      6246,      8497,         7,        75
         1,   30.6757,         1,         1,         2,         0,         0,    50.988,       135,    26.394,        77,     4.537,        18,     2.733,        18,   111.435,        21,       100,         9,         0,         0,   105.033,        21,        95,         9,         7,     7.941,        39,   10439.8,      8931,      6246,      8497,         7,        75
         1,    64.182,         1,         1,         6,         0,         0,   106.364,       294,    61.916,       178,    28.497,        81,    21.568,        81,   949.523,        82,       884,        58,         0,         0,   906.123,        82,       844,        58,        16,      6.24,        73,   10439.8,      8931,      6246,      8497,         7,        75
         1,   52.1728,         2,         2,         2,         0,         0,   230.331,       642,   115.411,       346,    48.117,       149,    39.265,       149,   185.807,        24,       173,        11,         0,         0,   179.391,        24,       166,        11,         7,    10.808,        76,   10439.8,      8931,      6246,      8497,         7,        75
         1,   49.7393,         1,         1,         2,         0,         0,   244.541,       703,   140.308,       408,      3.96,        19,     2.749,        19,   118.757,        20,       109,         7,         0,         0,   113.388,        20,       105,         7,         7,    26.099,       194,   10439.8,      8931,      6246,      8497,         7,        75
         1,   131.279,         1,         1,        11,         0,         0,   275.627,       759,   228.148,       618,   100.025,       294,    88.692,       294,   2188.14,       190,      2032,       148,         0,         0,   2310.03,       190,      2130,       148,        27,    57.786,       326,   10439.8,      8931,      6246,      8497,         7,        75
         1,   41.3243,         1,         1,         5,         0,         0,   193.573,       463,    80.712,       239,     8.954,        33,      5.25,        33,   272.044,        34,       249,        17,         0,         0,   254.822,        34,       236,        17,        10,    39.512,       271,   10439.8,      8931,      6246,      8497,         7,        75
         1,    212.35,         1,         1,        11,         0,         0,    373.31,       882,   303.154,       743,   149.629,       251,   113.034,       251,   3153.68,       253,      2927,       197,         0,         0,   3458.93,       253,      3191,       197,        36,    18.799,        95,   10439.8,      8931,      6246,      8497,         7,        75
         1,   54.4471,         1,         1,         4,         0,         0,   276.759,       713,   206.238,       487,    10.041,        30,     6.309,        30,   329.315,        33,       303,        19,         0,         0,    325.11,        33,       299,        19,         9,    24.044,       119,   10439.8,      8931,      6246,      8497,         7,        75
         1,   78.9477,         1,         1,         5,         0,         0,    122.09,       139,    59.586,        95,    27.337,        58,    16.123,        58,   718.225,        61,       633,        45,         0,         0,   671.863,        61,       607,        45,        12,     5.798,        17,   10439.8,      8931,      6246,      8497,         7,        75
         1,   20.2237,         1,         1,         2,         0,         0,   155.602,       255,    23.361,        71,     2.957,        10,     1.041,        10,    74.648,        12,        66,         4,         0,         0,    70.019,        12,        64,         4,         2,      5.11,        48,   10439.8,      8931,      6246,      8497,         7,        75
