         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   176.955,         2,         2,         8,         0,         0,   938.868,      1248,   465.731,       666,   915.736,      1453,   642.154,      1453,   6556.05,       271,      6048,       189,         0,         0,   6267.26,       271,      5746,       189,        65,    60.766,       215,     32925,     28270,     23223,     26931,        13,       157
         1,   120.668,         3,         3,         4,         0,         0,   481.512,       686,   206.209,       349,   2178.75,      3459,   1845.52,      3459,   3086.54,       147,      2951,        98,         0,         0,   3067.05,       147,      2930,        98,        40,    22.509,       119,     32925,     28270,     23223,     26931,        13,       157
         1,   221.278,         7,         7,         5,         0,         0,   2038.68,      2929,   1335.34,      2180,   7011.34,     11414,   6569.57,     11414,   34171.2,      1328,     32333,      1083,         0,         0,   37285.8,      1328,     35046,      1083,       225,    30.127,        94,     32925,     28270,     23223,     26931,        13,       157
         1,   28.0713,         1,         1,         2,         0,         0,    32.459,        21,     7.533,         7,     3.253,         5,     0.479,         5,     2.661,         5,         0,         0,         0,         0,     1.928,         5,         0,         0,         0,     1.358,        13,     32925,     28270,     23223,     26931,        13,       157
         1,   281.619,         2,         2,         8,         0,         0,   753.611,       835,   358.508,       447,   2646.61,      2658,   2287.89,      2658,   5689.28,       223,      5378,       179,         0,         0,   5808.11,       223,      5498,       179,        29,    45.201,       111,     32925,     28270,     23223,     26931,        13,       157
         1,   60.1415,         2,         2,         2,         0,         0,    89.366,        78,    41.119,        46,   116.328,       174,   120.503,       174,   456.866,        22,       429,        13,         0,         0,    486.17,        22,       462,        13,         3,    20.552,        58,     32925,     28270,     23223,     26931,        13,       157
         1,   71.4003,         1,         1,         2,         0,         0,   193.227,       358,   122.893,       212,    11.666,        42,     6.339,        42,    671.36,        44,       633,        20,         0,         0,   657.211,        44,       622,        20,        18,    29.544,       130,     32925,     28270,     23223,     26931,        13,       157
         1,    153.44,         2,         2,         4,         0,         0,    3481.1,      2957,   1316.13,      1788,   1483.13,      2477,   1316.35,      2477,   24731.7,       892,     23604,       803,         0,         0,   25612.3,       892,     24344,       803,        75,    37.085,       149,     32925,     28270,     23223,     26931,        13,       157
         1,   99.8787,         1,         1,         9,         0,         0,   533.738,       766,   253.264,       379,   2878.15,      2313,   1510.13,      2313,   4240.13,       127,      3934,        96,         0,         0,   3594.85,       127,      3161,        96,        23,    38.367,       102,     32925,     28270,     23223,     26931,        13,       157
         1,   45.2769,         1,         1,         2,         0,         0,    68.815,        85,    24.398,        54,     5.542,        14,     2.487,        14,   194.142,        17,       182,         7,         0,         0,   189.324,        17,       181,         7,         4,     9.639,        46,     32925,     28270,     23223,     26931,        13,       157
         1,   180.121,         5,         5,         9,         0,         0,   1235.22,      1879,   730.928,      1331,   3386.32,      5078,   3222.18,      5078,     14515,       641,     13798,       471,         0,         0,   14662.5,       641,     13879,       471,       137,     4.297,        15,     32925,     28270,     23223,     26931,        13,       157
         1,   61.5873,         1,         1,         2,         0,         0,   122.476,       182,    37.907,        85,      6.94,        37,     4.413,        37,   552.072,        40,       532,        18,         0,         0,   543.195,        40,       524,        18,        16,    15.888,       115,     32925,     28270,     23223,     26931,        13,       157
         1,   14.4558,         1,         1,         4,         0,         0,     75.56,       117,    19.221,        47,     7.129,        14,     3.212,        14,   267.374,        16,       257,         8,         0,         0,   256.525,        16,       246,         8,         4,     0.058,         3,     32925,     28270,     23223,     26931,        13,       157
         1,   14.1421,         1,         1,         2,         0,         0,    34.027,       122,     3.235,        18,     3.596,         9,     0.781,         9,   129.005,        12,       125,         4,         0,         0,    191.23,        12,       185,         4,         2,     3.289,        31,     32925,     28270,     23223,     26931,        13,       157
         1,   41.1461,         1,         1,         2,         0,         0,     82.19,       143,    21.454,        50,     4.578,         9,     2.264,         9,   134.703,        12,       128,         4,         0,         0,   130.317,        12,       124,         4,         2,    28.948,       145,     32925,     28270,     23223,     26931,        13,       157
         1,   202.137,         8,         8,         6,         0,         0,   559.419,      1205,   279.503,       618,   5999.36,      7226,    4066.9,      7226,   8143.11,       320,      7805,       259,         0,         0,   9225.34,       320,      8473,       259,        55,    175.79,       294,     32925,     28270,     23223,     26931,        13,       157
         1,   27.2771,         1,         1,         4,         0,         0,   110.644,       204,    19.502,        48,      9.22,        19,     3.991,        19,   303.827,        22,       288,        11,         0,         0,   292.009,        22,       278,        11,         5,     1.631,        18,     32925,     28270,     23223,     26931,        13,       157
         1,   371.281,         8,         8,        13,         0,         0,   1829.89,      2227,   996.052,      1701,   10850.5,     17865,   10433.9,     17865,   35375.8,      1213,     33614,      1119,         0,         0,   37397.3,      1213,     35198,      1119,        82,    10.269,        13,     32925,     28270,     23223,     26931,        13,       157
         1,   63.6946,         2,         2,         2,         0,         0,   397.492,       647,   110.896,       167,   1235.06,      1787,   964.278,      1787,   1320.58,        58,      1240,        36,         0,         0,   1308.77,        58,      1230,        36,        15,    15.424,        67,     32925,     28270,     23223,     26931,        13,       157
         1,   110.263,         2,         2,         5,         0,         0,   229.299,       601,   132.317,       274,   362.449,       357,    297.85,       357,   4590.69,       177,      4416,       117,         0,         0,   5235.18,       177,      4985,       117,        53,    43.227,        81,     32925,     28270,     23223,     26931,        13,       157
         1,   29.1731,         1,         1,         5,         0,         0,   261.771,       177,    89.528,       110,     14.88,        20,     8.446,        20,     414.2,        22,       384,        12,         0,         0,   383.875,        22,       361,        12,         6,    12.288,        20,     32925,     28270,     23223,     26931,        13,       157
         1,   93.8508,         2,         2,         4,         0,         0,   1677.89,       657,   630.725,       226,   1688.06,      1637,   1400.65,      1637,    2928.1,        94,      2708,        67,         0,         0,   2782.05,        94,      2650,        67,        21,    13.918,        57,     32925,     28270,     23223,     26931,        13,       157
         1,   164.678,         6,         6,         3,         0,         0,    2669.7,      2834,   1085.48,      1742,   7929.43,      9048,   9842.15,      9048,   24713.5,       720,     23418,       605,         0,         0,   25992.1,       720,     24528,       605,        91,   414.373,      1370,     32925,     28270,     23223,     26931,        13,       157
         1,   139.804,         1,         1,        14,         0,         0,    1194.1,       798,   336.213,       428,   1773.43,      1880,   1157.54,      1880,   4605.89,       172,      4347,       142,         0,         0,   5452.44,       172,      5146,       142,        21,    15.704,        61,     32925,     28270,     23223,     26931,        13,       157
         1,   155.913,         5,         5,         6,         0,         0,   948.672,       992,   400.247,       564,   3822.69,      5258,   3949.94,      5258,   9973.86,       377,      9421,       258,         0,         0,     11113,       377,     10544,       258,        74,    56.676,       296,     32925,     28270,     23223,     26931,        13,       157
