         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   58.9009,         1,         1,         3,         0,         0,   103.281,       299,    52.499,       196,     15.71,        54,     8.059,        54,   248.998,        57,       206,        40,         0,         0,   238.775,        57,       194,        40,         9,    10.162,        77,   5573.97,      8646,      6246,      8293,         4,        75
         1,     255.7,         2,         2,         8,         0,         0,     363.1,      1169,   324.301,      1045,   1138.56,      3783,   952.897,      3783,   3723.27,       690,      3110,       582,         0,         0,   3734.99,       690,      3075,       582,        76,    57.544,       457,   5573.97,      8646,      6246,      8293,         4,        75
         1,   112.233,         1,         1,         6,         0,         0,    93.844,       399,    74.101,       283,    26.466,       115,     21.77,       115,   551.666,       118,       466,        92,         0,         0,    558.64,       118,       467,        92,        17,     5.719,        57,   5573.97,      8646,      6246,      8293,         4,        75
         1,   140.279,         1,         1,         4,         0,         0,   201.568,       770,   130.055,       560,    13.994,        66,     10.35,        66,   266.111,        66,       219,        45,         0,         0,   260.365,        66,       216,        45,        14,     8.162,        91,   5573.97,      8646,      6246,      8293,         4,        75
         1,   375.988,         1,         1,        15,         0,         0,   286.253,      1196,   268.338,      1062,   1481.53,      5489,   1439.12,      5489,   5074.18,       983,      4181,       835,         0,         0,   5303.72,       983,      4414,       835,       107,    43.028,       249,   5573.97,      8646,      6246,      8293,         4,        75
         1,   120.624,         1,         1,         7,         0,         0,   144.438,       585,   123.442,       510,    17.984,        83,    13.304,        83,   357.237,        85,       298,        60,         0,         0,   359.108,        85,       301,        60,        18,     5.445,        55,   5573.97,      8646,      6246,      8293,         4,        75
         1,   311.381,         2,         2,        13,         0,         0,   276.276,      1169,   262.306,      1055,   1067.27,      4107,   1049.87,      4107,   4138.97,       787,      3474,       668,         0,         0,   4219.55,       787,      3550,       668,        87,     0.029,         3,   5573.97,      8646,      6246,      8293,         4,        75
         1,   206.893,         1,         1,        14,         0,         0,   134.905,       628,   167.197,       557,    81.932,       294,    73.473,       294,   1465.58,       296,      1257,       227,         0,         0,   1514.24,       296,      1281,       227,        49,     8.874,        94,   5573.97,      8646,      6246,      8293,         4,        75
         1,   13.3417,         1,         1,         2,         0,         0,    30.473,       146,     3.643,        23,     0.636,         5,     0.033,         5,    14.211,         8,        12,         2,         0,         0,    13.342,         8,        12,         2,         0,     0.157,        20,   5573.97,      8646,      6246,      8293,         4,        75
         1,   67.5341,         1,         1,         3,         0,         0,   152.727,       652,    91.057,       427,     5.199,        33,     3.611,        33,    79.574,        37,        64,        18,         0,         0,    75.762,        37,        59,        18,        12,     3.228,        47,   5573.97,      8646,      6246,      8293,         4,        75
         1,   342.209,         2,         2,        13,         0,         0,   276.113,      1169,   260.591,      1052,   1206.86,      4100,   1069.38,      4100,   4175.11,       787,      3502,       665,         0,         0,   4034.65,       787,      3363,       665,        88,     3.643,        27,   5573.97,      8646,      6246,      8293,         4,        75
         1,   176.895,         1,         1,        10,         0,         0,   217.022,       932,   183.033,       780,   114.372,       432,   103.142,       432,   2235.57,       435,      1865,       361,         0,         0,   2658.69,       435,      2277,       361,        55,      8.34,        66,   5573.97,      8646,      6246,      8293,         4,        75
         1,   112.898,         1,         1,         4,         0,         0,   252.868,       875,   204.863,       767,    12.772,        50,     9.625,        50,   244.406,        52,       205,        40,         0,         0,   241.784,        52,       207,        40,         8,     1.487,        13,   5573.97,      8646,      6246,      8293,         4,        75
         1,   43.0677,         1,         1,         5,         0,         0,   139.403,       645,    82.275,       385,    18.409,        46,      6.79,        46,   204.134,        50,       181,        31,         0,         0,    197.29,        50,       171,        31,        11,    24.807,       171,   5573.97,      8646,      6246,      8293,         4,        75
         1,   79.5034,         1,         1,         5,         0,         0,    219.49,       824,   168.306,       683,     6.657,        42,     4.838,        42,    168.42,        44,       141,        28,         0,         0,   162.538,        44,       138,        28,        10,    21.284,       252,   5573.97,      8646,      6246,      8293,         4,        75
         1,    273.43,         2,         2,        14,         0,         0,   308.904,      1171,   272.904,      1045,    1176.3,      3923,   1010.89,      3923,   3764.96,       739,      3139,       623,         0,         0,    4153.6,       739,      3512,       623,        83,     0.027,         3,   5573.97,      8646,      6246,      8293,         4,        75
         1,    333.64,         2,         2,        13,         0,         0,   282.318,      1170,   265.577,      1055,   1116.83,      4109,   1054.18,      4109,   4500.73,       790,      3770,       668,         0,         0,   4116.71,       790,      3396,       668,        88,     5.026,        35,   5573.97,      8646,      6246,      8293,         4,        75
         1,   123.629,         1,         1,         6,         0,         0,   243.949,       856,   153.858,       593,     9.805,        41,     6.982,        41,    189.96,        45,       160,        29,         0,         0,   184.241,        45,       157,        29,        10,     0.042,         3,   5573.97,      8646,      6246,      8293,         4,        75
         1,   29.2746,         1,         1,         2,         0,         0,    52.379,       228,    21.109,       102,      1.67,        15,     1.108,        15,     51.36,        18,        45,         7,         0,         0,     48.67,        18,        42,         7,         5,     3.968,        49,   5573.97,      8646,      6246,      8293,         4,        75
         1,   128.776,         1,         1,         4,         0,         0,   262.938,       928,   204.981,       816,    12.481,        59,     9.395,        59,   324.103,        61,       283,        42,         0,         0,    254.99,        61,       216,        42,        13,     3.233,        29,   5573.97,      8646,      6246,      8293,         4,        75
         1,    35.171,         1,         1,         2,         0,         0,   105.125,       417,    50.756,       238,     2.022,        16,     1.279,        16,    56.374,        20,        49,         8,         0,         0,    53.885,        20,        48,         8,         6,     3.571,        35,   5573.97,      8646,      6246,      8293,         4,        75
         1,   160.781,         1,         1,         5,         0,         0,    317.84,      1218,   250.326,       948,    19.396,        94,     15.25,        94,    450.46,        96,       391,        69,         0,         0,   411.293,        96,       350,        69,        17,     6.556,        56,   5573.97,      8646,      6246,      8293,         4,        75
         1,   179.222,         2,         2,        11,         0,         0,   170.586,       694,   130.976,       542,   303.417,      1271,   289.667,      1271,   1102.54,       220,       928,       180,         0,         0,   1080.79,       220,       908,       180,        24,      4.75,        41,   5573.97,      8646,      6246,      8293,         4,        75
         1,   77.2624,         1,         1,         5,         0,         0,    61.821,       238,    40.516,       168,     10.53,        49,     8.072,        49,    195.15,        53,       159,        33,         0,         0,    190.05,        53,       156,        33,        12,    14.319,       109,   5573.97,      8646,      6246,      8293,         4,        75
         1,   41.8808,         1,         1,         2,         0,         0,   102.152,       459,    49.341,       266,     1.264,        11,     0.641,        11,    41.631,        14,        39,         5,         0,         0,    31.109,        14,        27,         5,         3,     2.175,        37,   5573.97,      8646,      6246,      8293,         4,        75
         1,   93.2417,         1,         1,         4,         0,         0,     209.7,       869,   182.992,       736,     8.659,        55,     6.524,        55,   210.133,        57,       182,        36,         0,         0,   203.782,        57,       174,        36,        14,    17.033,       176,   5573.97,      8646,      6246,      8293,         4,        75
         1,   61.5189,         1,         1,         5,         0,         0,    49.837,       233,    31.546,       147,     8.964,        45,     6.733,        45,   194.694,        49,       162,        32,         0,         0,    190.91,        49,       159,        32,         8,     7.522,        69,   5573.97,      8646,      6246,      8293,         4,        75
