         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   3214.09,         0,         0,   261.262,       236,     15.37,        27,    29.947,         7,     1.757,         7,   360.835,         9,       348,         4,         0,     5.547,        18,   29040.7,     12353,      6608,     22400,        87,       287
         1,   5974.09,         0,         0,   378.075,       395,    48.335,        61,    20.825,        14,     4.904,        14,   502.858,        16,       490,         6,         0,    61.121,       207,   29040.7,     12353,      6608,     22400,        87,       287
         1,   1141.24,         0,         0,    32.415,        38,     6.256,        13,    16.259,         4,     0.122,         4,   170.974,         7,       168,         2,         0,     0.373,        12,   29040.7,     12353,      6608,     22400,        87,       287
         1,   8932.06,         0,         0,     885.4,       781,    141.93,       164,    46.868,        43,    25.932,        43,   3867.92,        44,      3811,        35,         0,    13.522,        45,   29040.7,     12353,      6608,     22400,        87,       287
         1,   8768.77,         0,         0,   646.534,       738,    77.983,       121,    27.399,        23,    10.608,        23,   1201.29,        25,      1176,        15,         0,    10.355,        32,   29040.7,     12353,      6608,     22400,        87,       287
         1,   6535.79,         0,         0,   415.084,       476,    78.743,       105,    31.936,        22,     9.742,        22,   1288.69,        24,      1264,        16,         0,    16.948,        38,   29040.7,     12353,      6608,     22400,        87,       287
         1,   5759.94,         0,         0,   331.492,       332,    41.582,        61,    24.449,        19,     7.622,        19,   1117.24,        20,      1099,        11,         0,    12.097,        33,   29040.7,     12353,      6608,     22400,        87,       287
         1,   1090.12,         0,         0,    29.886,        39,     3.405,         9,    15.676,         4,     0.121,         4,   174.794,         7,       171,         2,         0,     0.326,        12,   29040.7,     12353,      6608,     22400,        87,       287
         1,   1137.37,         0,         0,   127.646,        89,     4.219,        10,     16.51,         6,     0.569,         6,   150.423,         8,       146,         2,         0,     2.003,        22,   29040.7,     12353,      6608,     22400,        87,       287
         1,   8024.61,         0,         0,   608.833,       660,   125.559,       155,    23.957,        16,      7.33,        16,   1209.67,        21,      1190,        12,         0,     5.851,        19,   29040.7,     12353,      6608,     22400,        87,       287
         1,   15578.3,         0,         0,   1676.68,      1726,   415.108,       442,    59.493,        61,    40.237,        61,   4067.28,        67,      3985,        50,         0,    11.012,        47,   29040.7,     12353,      6608,     22400,        87,       287
         1,   303.784,         0,         0,    86.905,       125,     3.592,        10,    16.915,         4,     0.124,         4,   121.275,         8,       117,         2,         0,     0.405,        12,   29040.7,     12353,      6608,     22400,        87,       287
         1,   7968.05,         0,         0,   445.985,       510,   104.765,       119,    26.114,        19,     9.499,        19,   787.617,        21,       764,        13,         0,    89.236,       272,   29040.7,     12353,      6608,     22400,        87,       287
         1,    5646.1,         0,         0,    388.19,       486,    51.448,        81,    33.968,        36,    16.002,        36,   1189.62,        21,      1172,        13,         0,     9.942,        26,   29040.7,     12353,      6608,     22400,        87,       287
         1,   6523.22,         0,         0,   460.589,       588,    76.246,       104,    39.889,        41,    22.855,        41,   1481.92,        28,      1447,        17,         0,    60.715,       142,   29040.7,     12353,      6608,     22400,        87,       287
         1,   7761.02,         0,         0,   633.554,       657,    93.738,       130,    27.918,        18,     9.463,        18,   1065.81,        20,      1043,        14,         0,     0.067,         5,   29040.7,     12353,      6608,     22400,        87,       287
         1,   5870.26,         0,         0,   377.129,       458,     89.33,       112,    27.988,        23,    10.971,        23,   1199.93,        26,      1173,        16,         0,    21.668,        77,   29040.7,     12353,      6608,     22400,        87,       287
         1,   6885.58,         0,         0,   426.062,       525,   108.046,       148,    26.455,        19,     9.906,        19,   1083.09,        23,      1060,        13,         0,     5.706,        21,   29040.7,     12353,      6608,     22400,        87,       287
         1,   4295.58,         0,         0,    177.33,       228,    32.591,        43,    20.669,        12,     5.054,        12,   596.243,        15,       581,         8,         0,    26.298,        79,   29040.7,     12353,      6608,     22400,        87,       287
         1,   1246.18,         0,         0,    38.072,        46,     8.183,        19,    16.263,         6,     0.573,         6,    174.82,        10,       169,         3,         0,     2.015,        26,   29040.7,     12353,      6608,     22400,        87,       287
         1,   4756.91,         0,         0,   195.342,       242,    34.704,        53,    20.828,        12,     4.248,        12,   515.731,        16,       503,         7,         0,     5.378,        34,   29040.7,     12353,      6608,     22400,        87,       287
         1,   3502.25,         0,         0,    116.73,       166,    11.966,        24,    16.477,         5,     0.492,         5,   150.652,         8,       147,         2,         0,     2.285,        23,   29040.7,     12353,      6608,     22400,        87,       287
         1,   3084.75,         0,         0,   145.096,       201,    25.541,        43,    17.449,         8,     2.078,         8,   343.136,        12,       335,         4,         0,     6.108,        25,   29040.7,     12353,      6608,     22400,        87,       287
         1,   10078.7,         0,         0,   656.591,       796,    170.35,       221,   146.421,       182,   121.682,       182,   2570.79,        34,      2533,        23,         0,    20.611,        69,   29040.7,     12353,      6608,     22400,        87,       287
         1,    2628.4,         0,         0,    167.98,       223,    19.578,        35,    18.825,        10,     3.198,        10,   353.671,        12,       344,         5,         0,     7.297,        23,   29040.7,     12353,      6608,     22400,        87,       287
         1,   4574.77,         0,         0,   260.117,       343,    34.154,        57,    18.473,         7,     2.629,         7,    206.51,         9,       199,         3,         0,     6.277,        18,   29040.7,     12353,      6608,     22400,        87,       287
         1,   1746.55,         0,         0,    97.317,       130,     8.396,        17,    16.992,         8,     1.253,         8,   171.782,        11,       165,         3,         0,     7.006,        48,   29040.7,     12353,      6608,     22400,        87,       287
         1,   1847.75,         0,         0,    28.207,        60,     4.565,        14,      16.5,         7,     0.801,         7,   226.143,        12,       221,         3,         0,    12.848,        66,   29040.7,     12353,      6608,     22400,        87,       287
