         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   4080.22,         1,         1,         9,         0,         0,   5255.62,     11785,   445.462,      1030,    61.119,        80,    14.648,        80,   4473.93,        83,      4395,        63,         0,         0,    4359.7,        83,      4293,        63,        13,     5.075,        26,    454426,    371885,    188905,    327846,       587,      8385
         1,   852.545,         2,         2,         3,         0,         0,   785.326,      1530,     9.556,        34,    34.546,        28,     2.651,        28,   638.156,        15,       629,         9,         0,         0,   680.806,        15,       672,         9,         0,     8.175,        76,    454426,    371885,    188905,    327846,       587,      8385
         1,   490.918,         1,         1,         2,         0,         0,    24.318,        51,      5.22,        20,    31.243,         7,     0.725,         7,       255,        11,       250,         4,         0,         0,   259.537,        11,       255,         4,         2,     2.005,         9,    454426,    371885,    188905,    327846,       587,      8385
         1,   2324.74,         1,         1,         5,         0,         0,   2368.76,      5896,    74.699,       317,     37.33,        40,     5.463,        40,   1967.04,        42,      1938,        30,         0,         0,   2072.09,        42,      2042,        30,         6,     9.923,        79,    454426,    371885,    188905,    327846,       587,      8385
         1,   2541.95,         2,         2,         8,         0,         0,   2413.26,      6459,    91.119,       370,    41.214,        69,     8.194,        69,   3229.14,        55,      3190,        42,         0,         0,   3187.43,        55,      3154,        42,         4,    14.251,       120,    454426,    371885,    188905,    327846,       587,      8385
         1,   2160.35,         1,         1,         3,         0,         0,   1963.71,      4852,    68.105,       247,    33.076,        14,     0.951,        14,   324.813,        15,       319,         6,         0,         0,   551.163,        15,       543,         6,         3,     6.346,        70,    454426,    371885,    188905,    327846,       587,      8385
         1,   1868.18,         1,         1,         4,         0,         0,   1396.58,      3750,    64.703,       183,    31.382,        13,      1.25,        13,   488.035,        17,       480,         9,         0,         0,   464.354,        17,       455,         9,         2,     3.174,        33,    454426,    371885,    188905,    327846,       587,      8385
         1,       676,         1,         1,         2,         0,         0,    82.219,       205,     4.866,        23,    30.634,         7,     0.403,         7,   187.788,         9,       184,         3,         0,         0,   192.729,         9,       190,         3,         1,     1.183,        17,    454426,    371885,    188905,    327846,       587,      8385
         1,   2599.41,         1,         1,         5,         0,         0,   2166.59,      5564,    80.751,       343,    35.572,        33,     3.983,        33,   1731.79,        35,      1710,        24,         0,         0,    1117.3,        35,      1098,        24,         4,     8.795,        80,    454426,    371885,    188905,    327846,       587,      8385
         1,   2303.46,         1,         1,         3,         0,         0,   1396.07,      3955,    49.982,       243,     37.78,        29,     4.609,        29,   1733.61,        34,      1709,        23,         0,         0,   1402.07,        34,      1377,        23,         4,     2.155,        31,    454426,    371885,    188905,    327846,       587,      8385
         1,   3250.38,         1,         1,         6,         0,         0,   3718.27,     10625,   166.757,       658,    40.872,        52,     9.307,        52,   3251.35,        57,      3210,        41,         0,         0,   2694.49,        57,      2656,        41,         8,     7.921,        74,    454426,    371885,    188905,    327846,       587,      8385
         1,   1092.37,         1,         1,         4,         0,         0,   693.789,      1832,     16.11,        58,    30.103,        13,     1.009,        13,   471.643,        16,       463,         8,         0,         0,   483.788,        16,       477,         8,         2,     4.955,        46,    454426,    371885,    188905,    327846,       587,      8385
         1,    3427.6,         1,         1,         6,         0,         0,    3915.1,     11493,   205.633,       844,    82.524,       198,        35,       198,   4492.08,       104,      4414,        78,         0,         0,   5969.19,       104,      5890,        78,        15,     6.587,        70,    454426,    371885,    188905,    327846,       587,      8385
         1,    2443.7,         1,         1,         4,         0,         0,   2701.65,      6764,   122.393,       490,    30.404,        16,     1.368,        16,   580.059,        16,       571,         7,         0,         0,   683.902,        16,       676,         7,         3,     3.429,        44,    454426,    371885,    188905,    327846,       587,      8385
         1,   3150.38,         1,         1,         3,         0,         0,   2833.26,      7797,     94.07,       423,    31.547,        22,     2.286,        22,   1041.33,        27,      1027,        14,         0,         0,   894.505,        27,       880,        14,         7,      6.99,        69,    454426,    371885,    188905,    327846,       587,      8385
         1,   1600.12,         1,         1,         2,         0,         0,   832.388,      2387,    20.573,        91,    29.628,        13,     0.991,        13,   461.129,        15,       455,         6,         0,         0,   549.199,        15,       545,         6,         4,     4.038,        37,    454426,    371885,    188905,    327846,       587,      8385
         1,   943.126,         1,         1,         3,         0,         0,   477.863,      1160,    20.302,        29,    55.838,        17,    19.597,        17,    522.32,        20,       496,        12,         0,         0,   664.996,        20,       641,        12,         2,     1.813,        14,    454426,    371885,    188905,    327846,       587,      8385
         1,   3771.24,         1,         1,         5,         0,         0,    3566.8,     11011,   232.745,       893,    64.047,        54,    14.989,        54,   2425.75,        56,      2385,        43,         0,         0,   2405.22,        56,      2369,        43,         8,     0.521,         6,    454426,    371885,    188905,    327846,       587,      8385
         1,   1641.59,         1,         1,         3,         0,         0,   953.733,      2639,    19.724,       108,     29.96,        13,     0.822,        13,   347.876,        15,       341,         7,         0,         0,   558.495,        15,       552,         7,         2,    16.789,        99,    454426,    371885,    188905,    327846,       587,      8385
         1,   2827.35,         1,         1,         7,         0,         0,   2674.23,      7118,     94.76,       432,    51.401,       100,    13.988,       100,   1868.96,        43,      1841,        30,         0,         0,   2099.82,        43,      2069,        30,         4,      3.86,        38,    454426,    371885,    188905,    327846,       587,      8385
         1,   1985.56,         1,         1,         4,         0,         0,   1240.78,      3610,    59.683,       250,    45.114,        81,    12.744,        81,    3130.7,        61,      3085,        45,         0,         0,   2827.57,        61,      2786,        45,         9,     10.57,        71,    454426,    371885,    188905,    327846,       587,      8385
         1,   2466.15,         1,         1,         6,         0,         0,   2002.82,      6073,    83.274,       355,     35.52,        33,     5.375,        33,   1790.47,        35,      1764,        28,         0,         0,   1926.54,        35,      1902,        28,         1,     4.108,        30,    454426,    371885,    188905,    327846,       587,      8385
         1,   2703.28,         1,         1,         5,         0,         0,   2101.39,      6174,    76.901,       350,    39.661,        55,     7.675,        55,   1187.56,        34,      1164,        25,         0,         0,   1685.58,        34,      1663,        25,         3,      3.36,        28,    454426,    371885,    188905,    327846,       587,      8385
         1,   2793.78,         1,         1,         3,         0,         0,   1947.86,      6870,    74.259,       353,    31.205,        16,     1.909,        16,    616.79,        18,       608,         8,         0,         0,   534.924,        18,       527,         8,         4,     2.556,        34,    454426,    371885,    188905,    327846,       587,      8385
         1,   394.804,         1,         1,         3,         0,         0,   168.757,       635,     4.655,        21,    29.658,         8,     0.526,         8,   207.023,        10,       203,         4,         0,         0,   209.766,        10,       205,         4,         0,     1.489,        19,    454426,    371885,    188905,    327846,       587,      8385
         1,   1990.91,         1,         1,         4,         0,         0,    1045.3,      3779,    36.735,       186,    30.953,        16,     1.491,        16,   784.597,        20,       776,        10,         0,         0,   605.203,        20,       596,        10,         3,    10.706,       114,    454426,    371885,    188905,    327846,       587,      8385
         1,   447.191,         1,         1,         3,         0,         0,    61.484,       183,     2.246,        14,    29.175,        11,      0.84,        11,   337.846,        14,       332,         6,         0,         0,   360.119,        14,       354,         6,         3,     2.458,        25,    454426,    371885,    188905,    327846,       587,      8385
         1,   4438.12,         1,         1,        10,         0,         0,   4317.79,     13473,   299.385,       928,    58.571,       115,    22.377,       115,   6463.38,       119,      6375,        99,         0,         0,   6327.43,       119,      6240,        99,        10,     3.519,        28,    454426,    371885,    188905,    327846,       587,      8385
         1,   3553.51,         1,         1,         4,         0,         0,   4123.08,     10623,   156.879,       636,    40.062,        53,     7.936,        53,    3329.2,        58,      3289,        40,         0,         0,   3685.33,        58,      3649,        40,        10,     8.627,        55,    454426,    371885,    188905,    327846,       587,      8385
         1,   2535.98,         1,         1,         6,         0,         0,    2046.7,      5665,   126.698,       438,    38.167,        41,     6.064,        41,   1360.66,        43,      1331,        29,         0,         0,   2033.58,        43,      2004,        29,         7,     10.68,       118,    454426,    371885,    188905,    327846,       587,      8385
         1,   4104.22,         1,         1,         8,         0,         0,      4457,     12703,   205.717,       866,    67.052,       160,    28.049,       160,   8642.86,       142,      8529,       114,         0,         0,   6339.74,       142,      6225,       114,        20,    10.609,       102,    454426,    371885,    188905,    327846,       587,      8385
         1,   2177.36,         1,         1,         6,         0,         0,   1671.37,      4271,    84.063,       287,    35.127,        33,     4.143,        33,   1252.88,        34,      1234,        19,         0,         0,   1287.22,        34,      1269,        19,         9,      8.86,        91,    454426,    371885,    188905,    327846,       587,      8385
         1,   2271.32,         1,         1,         3,         0,         0,   1565.31,      4025,    58.853,       266,    33.197,        25,     3.089,        25,   862.832,        28,       845,        17,         0,         0,   1238.56,        28,      1225,        17,         5,      8.89,       109,    454426,    371885,    188905,    327846,       587,      8385
         1,   1180.54,         1,         1,         3,         0,         0,   539.095,      1342,    12.704,        57,    30.428,         9,     0.717,         9,    354.55,        12,       349,         6,         0,         0,   399.889,        12,       393,         6,         0,     1.172,        15,    454426,    371885,    188905,    327846,       587,      8385
         1,   996.009,         1,         1,         3,         0,         0,   437.279,      1294,    13.439,        63,    30.186,        15,     1.449,        15,   369.543,        17,       361,         8,         0,         0,   521.563,        17,       514,         8,         3,     6.405,        53,    454426,    371885,    188905,    327846,       587,      8385
         1,   2333.94,         1,         1,         4,         0,         0,   1859.69,      5352,    76.831,       337,    29.838,        13,     1.308,        13,   467.662,        14,       461,         7,         0,         0,   419.944,        14,       411,         7,         2,     5.495,        49,    454426,    371885,    188905,    327846,       587,      8385
         1,   1706.28,         1,         1,         3,         0,         0,   1097.89,      3304,     27.43,       129,    31.256,        18,     2.165,        18,   820.829,        21,       809,        11,         0,         0,   693.219,        21,       680,        11,         5,     7.286,        57,    454426,    371885,    188905,    327846,       587,      8385
         1,   1211.57,         1,         1,         3,         0,         0,   499.729,      1267,     19.66,        78,    30.773,        15,     1.727,        15,   482.734,        17,       473,         9,         0,         0,    408.66,        17,       400,         9,         2,     2.259,        28,    454426,    371885,    188905,    327846,       587,      8385
         1,   3500.35,         1,         1,         9,         0,         0,   2921.99,      9480,   159.682,       600,    45.475,        85,    12.695,        85,   4015.15,        88,      3960,        66,         0,         0,   3907.72,        88,      3851,        66,        14,     5.376,        81,    454426,    371885,    188905,    327846,       587,      8385
         1,   1951.22,         1,         1,         4,         0,         0,   1191.42,      3165,    33.024,       149,    34.359,        29,     3.789,        29,   1563.28,        31,      1544,        23,         0,         0,   1474.78,        31,      1455,        23,         2,     1.984,        19,    454426,    371885,    188905,    327846,       587,      8385
         1,   1427.84,         1,         1,         3,         0,         0,   809.909,      2930,    24.365,       113,    29.515,        13,     1.113,        13,   564.303,        15,       558,         7,         0,         0,   418.521,        15,       412,         7,         3,      4.58,        45,    454426,    371885,    188905,    327846,       587,      8385
         1,   564.802,         1,         1,         2,         0,         0,   250.587,       878,     2.428,        15,    28.918,         4,     0.033,         4,   107.304,         7,       106,         2,         0,         0,   128.665,         7,       127,         2,         0,     0.129,        12,    454426,    371885,    188905,    327846,       587,      8385
         1,   4476.72,         1,         1,         8,         0,         0,   5812.01,     16770,   401.713,      1225,    55.022,        95,    13.228,        95,   3832.09,        97,      3770,        70,         0,         0,   5631.93,        97,      5551,        70,        17,     7.252,        60,    454426,    371885,    188905,    327846,       587,      8385
         1,    1549.6,         1,         1,         4,         0,         0,   2306.62,      3040,    36.648,       122,    36.868,        24,     2.668,        24,   976.683,        28,       961,        16,         0,         0,   937.321,        28,       924,        16,         4,     2.491,        45,    454426,    371885,    188905,    327846,       587,      8385
         1,   3165.63,         1,         1,         4,         0,         0,   2955.99,      7950,   153.536,       599,    34.094,        22,       2.8,        22,   917.515,        24,       903,        13,         0,         0,   857.466,        24,       846,        13,         5,     1.251,        19,    454426,    371885,    188905,    327846,       587,      8385
         1,   4305.93,         1,         1,        10,         0,         0,   4948.88,     13468,   243.607,       760,    58.708,       105,    17.766,       105,   4359.07,        97,      4263,        67,         0,         0,    5460.4,        97,      5396,        67,        19,     8.305,        77,    454426,    371885,    188905,    327846,       587,      8385
         1,   4370.19,         1,         1,         8,         0,         0,    6855.8,     17183,    291.76,      1126,    47.194,        72,    10.688,        72,   2820.28,        76,      2768,        56,         0,         0,   4392.82,        76,      4341,        56,        12,     6.179,        43,    454426,    371885,    188905,    327846,       587,      8385
         1,   2886.14,         1,         1,         5,         0,         0,   2720.73,      7449,    99.893,       412,    43.282,        67,    10.093,        67,   2680.08,        69,      2631,        52,         0,         0,    2913.2,        69,      2867,        52,         6,      5.88,        65,    454426,    371885,    188905,    327846,       587,      8385
         1,   2022.25,         1,         1,         3,         0,         0,   1399.71,      3398,    26.861,       141,     30.61,        14,     1.556,        14,   417.697,        16,       409,         8,         0,         0,   590.911,        16,       583,         8,         3,     4.325,        35,    454426,    371885,    188905,    327846,       587,      8385
         1,   1667.32,         1,         1,         4,         0,         0,   1184.61,      3250,     24.24,       113,    38.406,        27,     3.969,        27,   1231.72,        31,      1211,        21,         0,         0,   1278.91,        31,      1258,        21,         4,     8.785,       101,    454426,    371885,    188905,    327846,       587,      8385
         1,   2133.36,         1,         1,         6,         0,         0,   1658.08,      4568,    47.585,       208,    36.565,        35,     4.782,        35,   1745.86,        37,      1720,        26,         0,         0,   1748.28,        37,      1727,        26,         4,      3.57,        34,    454426,    371885,    188905,    327846,       587,      8385
         1,   1439.14,         1,         1,         2,         0,         0,   748.711,      1978,    17.184,        83,     29.42,         8,     0.343,         8,   187.409,        10,       184,         3,         0,         0,   168.618,        10,       166,         3,         1,     1.048,        28,    454426,    371885,    188905,    327846,       587,      8385
         1,   432.585,         1,         1,         2,         0,         0,    21.436,        56,     3.083,        14,    29.031,         1,     0.023,         1,     0.237,         6,         0,         0,         0,         0,     0.141,         6,         0,         0,         0,     0.065,         8,    454426,    371885,    188905,    327846,       587,      8385
         1,   1266.54,         1,         1,         4,         0,         0,    966.07,      2294,    18.554,        69,    34.182,        21,     2.477,        21,   1114.76,        24,      1099,        17,         0,         0,   678.211,        24,       662,        17,         1,     0.546,        19,    454426,    371885,    188905,    327846,       587,      8385
         1,   1207.54,         1,         1,         3,         0,         0,   484.542,      1519,    13.232,        58,    31.274,        14,     1.548,        14,   552.995,        16,       544,        10,         0,         0,   853.662,        16,       845,        10,         1,     3.926,        32,    454426,    371885,    188905,    327846,       587,      8385
         1,    3439.7,         1,         1,         6,         0,         0,   2731.31,      7846,   137.559,       499,    56.264,        71,    11.547,        71,   3703.01,        74,      3650,        61,         0,         0,   3904.37,        74,      3852,        61,         7,    12.021,       106,    454426,    371885,    188905,    327846,       587,      8385
         1,   595.312,         1,         1,         3,         0,         0,   144.075,       568,     4.325,        23,    29.722,        10,     0.687,        10,   277.881,        13,       272,         5,         0,         0,   384.395,        13,       379,         5,         1,     1.697,        22,    454426,    371885,    188905,    327846,       587,      8385
         1,   2117.71,         1,         1,         2,         0,         0,   1342.41,      4137,    59.771,       257,    29.543,        14,     1.146,        14,   474.631,        17,       465,         8,         0,         0,   419.104,        17,       412,         8,         4,     4.559,        43,    454426,    371885,    188905,    327846,       587,      8385
         1,   2392.79,         1,         1,         3,         0,         0,   1432.31,      4157,    73.011,       268,    30.614,        17,     1.541,        17,   567.545,        19,       556,         8,         0,         0,   531.689,        19,       522,         8,         6,     5.004,        38,    454426,    371885,    188905,    327846,       587,      8385
         1,   1095.85,         1,         1,         3,         0,         0,   376.824,      1152,    13.955,        58,    30.281,        11,     1.002,        11,   322.852,        14,       315,         7,         0,         0,   453.328,        14,       447,         7,         2,     4.485,        47,    454426,    371885,    188905,    327846,       587,      8385
         1,   4733.75,         1,         1,         8,         0,         0,   6198.14,     18321,   593.464,      1785,    51.133,        80,    12.692,        80,   6831.08,        83,      6774,        62,         0,         0,   6961.73,        83,      6904,        62,        14,      1.69,         9,    454426,    371885,    188905,    327846,       587,      8385
         1,   1516.22,         1,         1,         3,         0,         0,   1088.87,      2454,    19.971,        88,    30.423,        10,     0.732,        10,   282.004,        12,       276,         5,         0,         0,   273.309,        12,       269,         5,         1,     4.414,        60,    454426,    371885,    188905,    327846,       587,      8385
         1,   3630.39,         1,         1,         7,         0,         0,   4230.13,     11919,    195.45,       809,    56.097,       120,    20.618,       120,   7022.16,       122,      6936,        99,         0,         0,   5771.84,       122,      5680,        99,        15,    13.621,       122,    454426,    371885,    188905,    327846,       587,      8385
         1,   3218.34,         1,         1,        10,         0,         0,    3539.5,      8791,    127.17,       553,    40.981,        50,     7.774,        50,   3064.13,        54,      3028,        40,         0,         0,   2667.76,        54,      2627,        40,         6,     4.806,        43,    454426,    371885,    188905,    327846,       587,      8385
         1,   3266.94,         1,         1,         8,         0,         0,   3940.74,      9698,   184.964,       705,    61.607,       144,    24.434,       144,   4916.59,       102,      4845,        81,         0,         0,   6424.31,       102,      6352,        81,        12,     8.013,        89,    454426,    371885,    188905,    327846,       587,      8385
         1,   191.732,         1,         1,         2,         0,         0,   250.777,       513,     4.638,        14,    33.522,         1,     0.019,         1,     0.403,         6,         0,         0,         0,         0,      0.26,         6,         0,         0,         0,     1.872,        24,    454426,    371885,    188905,    327846,       587,      8385
         1,   2893.91,         1,         1,         6,         0,         0,   1827.76,      4361,   168.672,       402,    46.059,        63,    13.022,        63,   3873.56,        67,      3822,        46,         0,         0,   3047.83,        67,      3000,        46,        13,     0.775,        11,    454426,    371885,    188905,    327846,       587,      8385
         1,   2429.77,         1,         1,         4,         0,         0,   2109.39,      4760,    78.511,       329,    32.949,        32,     2.727,        32,   1322.41,        35,      1302,        21,         0,         0,   1781.87,        35,      1763,        21,         8,    17.822,       155,    454426,    371885,    188905,    327846,       587,      8385
         1,    843.38,         1,         1,         3,         0,         0,   450.294,      1035,     9.019,        37,    31.051,         9,     0.664,         9,   432.289,        14,       426,         6,         0,         0,   392.043,        14,       386,         6,         0,     2.232,        37,    454426,    371885,    188905,    327846,       587,      8385
         1,   2354.71,         1,         1,         6,         0,         0,   1444.73,      3558,   108.893,       293,    56.292,        92,    21.175,        92,    3772.8,        82,      3707,        68,         0,         0,   4870.93,        82,      4802,        68,         7,    11.803,       129,    454426,    371885,    188905,    327846,       587,      8385
         1,   1290.82,         1,         1,         3,         0,         0,   922.717,      2055,    20.688,        82,    32.215,        20,     2.237,        20,   755.747,        22,       743,        13,         0,         0,    723.34,        22,       711,        13,         2,     3.234,        49,    454426,    371885,    188905,    327846,       587,      8385
         1,   1805.77,         1,         1,         6,         0,         0,   1414.98,      3668,    37.628,       167,    34.137,        36,     4.245,        36,   1583.83,        40,      1560,        25,         0,         0,   1511.75,        40,      1490,        25,         7,     8.209,        77,    454426,    371885,    188905,    327846,       587,      8385
         1,   2476.71,         1,         1,         3,         0,         0,   2004.33,      4990,   107.993,       392,    31.511,        24,     2.746,        24,    1038.4,        27,      1025,        14,         0,         0,   1228.65,        27,      1214,        14,         7,      9.02,        67,    454426,    371885,    188905,    327846,       587,      8385
         1,   1226.26,         1,         1,         2,         0,         0,   630.139,      1802,    24.054,        90,    29.489,        12,     0.959,        12,   377.636,        15,       369,         7,         0,         0,   231.857,        15,       225,         7,         3,     6.101,        55,    454426,    371885,    188905,    327846,       587,      8385
         1,   2586.62,         1,         1,         4,         0,         0,   2102.22,      6671,    68.235,       314,    35.267,        21,     2.625,        21,   708.686,        26,       697,        13,         0,         0,   907.614,        26,       896,        13,         6,     4.816,        36,    454426,    371885,    188905,    327846,       587,      8385
         1,   2460.81,         1,         1,         4,         0,         0,   1392.23,      4154,    58.532,       255,    42.991,        73,     10.14,        73,   2690.24,        57,      2648,        44,         0,         0,    2584.2,        57,      2545,        44,         8,    13.087,        97,    454426,    371885,    188905,    327846,       587,      8385
         1,   2946.16,         1,         1,         4,         0,         0,   2186.64,      6489,   115.887,       489,    38.951,        48,     7.551,        48,   3362.52,        50,      3326,        38,         0,         0,   3500.08,        50,      3468,        38,         6,     7.071,        60,    454426,    371885,    188905,    327846,       587,      8385
