         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   2377.35,         2,         2,         5,         0,         0,   2585.15,      5960,   108.862,       302,    68.893,        60,     8.235,        60,   2129.87,        42,      2096,        27,         0,         0,   2147.03,        42,      2117,        27,         9,     6.308,        50,    446450,    370520,    188905,    325679,       755,      8385
         1,   2624.15,         1,         1,         4,         0,         0,   2475.61,      6939,    97.379,       396,    53.839,        24,     2.118,        24,    1782.3,        28,      1768,        15,         0,         0,   1110.09,        28,      1097,        15,         6,    21.075,       216,    446450,    370520,    188905,    325679,       755,      8385
         1,   1689.73,         1,         1,         3,         0,         0,   1261.78,      3445,    32.662,       161,    47.034,        19,     2.346,        19,   862.177,        21,       851,        10,         0,         0,   992.588,        21,       982,        10,         6,     1.484,        11,    446450,    370520,    188905,    325679,       755,      8385
         1,   4135.54,         1,         1,        11,         0,         0,   4368.96,     13600,   239.672,       877,    83.499,       142,    20.407,       142,   4762.09,        77,      4711,        57,         0,         0,   5739.12,        77,      5688,        57,         9,      3.66,        34,    446450,    370520,    188905,    325679,       755,      8385
         1,    5129.7,         1,         1,        11,         0,         0,    6607.5,     20054,   506.701,      1656,     92.96,       115,    23.644,       115,   4933.89,       121,      4842,        93,         0,         0,   6317.04,       121,      6210,        93,        16,     6.373,        36,    446450,    370520,    188905,    325679,       755,      8385
         1,   1715.14,         1,         1,         2,         0,         0,   1412.32,      3144,    55.423,       204,     38.17,        17,      1.78,        17,   790.998,        19,       781,         8,         0,         0,   666.222,        19,       656,         8,         6,     9.459,        74,    446450,    370520,    188905,    325679,       755,      8385
         1,   3671.44,         1,         1,         6,         0,         0,   4794.16,     11805,   231.821,       830,    54.486,        70,    11.844,        70,   4626.89,        73,      4573,        55,         0,         0,   3407.03,        73,      3356,        55,        10,     7.635,        60,    446450,    370520,    188905,    325679,       755,      8385
         1,   781.673,         1,         1,         2,         0,         0,   284.215,       694,     4.534,        23,     40.21,         9,     0.574,         9,   325.784,        11,       322,         4,         0,         0,   346.915,        11,       344,         4,         2,      1.72,        21,    446450,    370520,    188905,    325679,       755,      8385
         1,   1009.34,         1,         1,         3,         0,         0,   512.473,      1189,     10.47,        41,    41.283,        10,     1.061,        10,   348.126,        12,       342,         6,         0,         0,   440.794,        12,       435,         6,         1,     0.504,        13,    446450,    370520,    188905,    325679,       755,      8385
         1,   2289.44,         1,         1,         6,         0,         0,   2013.72,      5362,    71.222,       290,    41.712,        27,     3.371,        27,   1006.73,        30,       989,        18,         0,         0,   1279.35,        30,      1263,        18,         6,    10.241,       104,    446450,    370520,    188905,    325679,       755,      8385
         1,   1765.71,         1,         1,         7,         0,         0,   948.061,      2614,     28.11,       140,    42.592,        30,     4.083,        30,    1018.6,        32,      1002,        21,         0,         0,   1258.31,        32,      1242,        21,         6,     1.058,        15,    446450,    370520,    188905,    325679,       755,      8385
         1,   1420.44,         1,         1,         3,         0,         0,   730.899,      1994,    22.319,       105,    41.889,        27,     3.243,        27,   1460.42,        30,      1443,        19,         0,         0,    1305.8,        30,      1288,        19,         5,     3.799,        41,    446450,    370520,    188905,    325679,       755,      8385
         1,   1105.68,         1,         1,         4,         0,         0,   579.526,      1586,    20.279,        92,    39.721,        11,     1.321,        11,   531.166,        13,       524,         6,         0,         0,   897.214,        13,       886,         6,         2,     2.059,        20,    446450,    370520,    188905,    325679,       755,      8385
         1,      1708,         1,         1,         2,         0,         0,   1039.05,      2860,    34.236,       154,    39.905,        16,     1.232,        16,   516.952,        19,       508,         8,         0,         0,   525.487,        19,       519,         8,         5,     7.284,        94,    446450,    370520,    188905,    325679,       755,      8385
         1,   843.692,         1,         1,         2,         0,         0,   629.771,      1345,    19.875,        48,    43.666,         6,     0.283,         6,   163.699,         9,       149,         3,         0,         0,   103.094,         9,       100,         3,         0,     1.592,        33,    446450,    370520,    188905,    325679,       755,      8385
         1,   3256.91,         1,         1,         7,         0,         0,   3041.09,      8958,   210.988,       708,    48.932,        49,     8.057,        49,   3514.87,        55,      3475,        42,         0,         0,   2997.18,        55,      2958,        42,         5,     3.091,        31,    446450,    370520,    188905,    325679,       755,      8385
         1,   774.619,         1,         1,         2,         0,         0,   247.904,       773,     7.555,        38,    37.515,         5,     0.032,         5,   174.944,         8,       173,         2,         0,         0,   128.114,         8,       126,         2,         0,     0.264,        20,    446450,    370520,    188905,    325679,       755,      8385
         1,   1992.11,         1,         1,         3,         0,         0,   1216.37,      3629,    58.462,       238,    43.077,        21,     2.512,        21,   1531.63,        25,      1513,        16,         0,         0,   1273.73,        25,      1261,        16,         4,     3.328,        39,    446450,    370520,    188905,    325679,       755,      8385
         1,   3442.99,         1,         1,         4,         0,         0,   3883.26,     11526,   163.275,       644,    80.008,       159,     25.11,       159,   5621.25,        58,      5586,        38,         0,         0,   3319.79,        58,      3284,        38,        10,     6.558,        55,    446450,    370520,    188905,    325679,       755,      8385
         1,   2764.02,         1,         1,         6,         0,         0,   1629.97,      5232,    81.743,       307,    46.122,        48,     7.292,        48,   3266.24,        55,      3231,        43,         0,         0,   2767.54,        55,      2729,        43,         3,     6.358,        78,    446450,    370520,    188905,    325679,       755,      8385
         1,    1545.5,         1,         1,         4,         0,         0,   733.725,      2480,    30.351,       148,    39.507,        23,     2.593,        23,   785.161,        25,       772,        14,         0,         0,   842.238,        25,       828,        14,         4,     6.051,        70,    446450,    370520,    188905,    325679,       755,      8385
         1,   2138.98,         1,         1,         4,         0,         0,   1225.11,      4007,    56.672,       239,    40.846,        18,     2.174,        18,   614.876,        22,       602,        12,         0,         0,   724.906,        22,       714,        12,         3,     0.069,         5,    446450,    370520,    188905,    325679,       755,      8385
         1,   1372.36,         1,         1,         3,         0,         0,   737.672,      2111,    20.435,        90,    38.877,        14,     1.525,        14,   663.933,        16,       656,         8,         0,         0,   652.842,        16,       646,         8,         3,     1.312,        17,    446450,    370520,    188905,    325679,       755,      8385
         1,   3962.93,         2,         2,         3,         0,         0,   3722.24,     12508,   211.032,       875,    52.195,        92,    10.798,        92,   3568.24,        62,      3530,        45,         0,         0,   4091.02,        62,      4051,        45,        10,     9.668,        84,    446450,    370520,    188905,    325679,       755,      8385
         1,   1339.08,         2,         2,         4,         0,         0,   564.215,      1592,    35.595,       137,    44.841,        42,     5.498,        42,   1808.41,        29,      1787,        21,         0,         0,   1539.01,        29,      1520,        21,         3,    11.552,       105,    446450,    370520,    188905,    325679,       755,      8385
         1,   760.742,         1,         1,         3,         0,         0,   341.342,      1105,     5.362,        25,    40.163,        12,     0.944,        12,   407.884,        16,       401,         8,         0,         0,   473.872,        16,       467,         8,         1,     2.262,        31,    446450,    370520,    188905,    325679,       755,      8385
         1,   698.181,         1,         1,         2,         0,         0,   384.039,       942,     7.783,        34,    40.135,         8,     0.591,         8,   160.192,        10,       156,         2,         0,         0,    171.42,        10,       168,         2,         2,     1.963,        23,    446450,    370520,    188905,    325679,       755,      8385
         1,   1033.83,         1,         1,         2,         0,         0,    355.05,      1119,     7.284,        38,    36.692,         9,     0.543,         9,   231.325,        11,       227,         4,         0,         0,   407.664,        11,       403,         4,         2,     4.132,        42,    446450,    370520,    188905,    325679,       755,      8385
         1,   1638.26,         1,         1,         4,         0,         0,   811.799,      2571,    22.417,       105,    41.939,        15,     1.682,        15,   1011.74,        17,      1000,         8,         0,         0,   668.858,        17,       660,         8,         2,     2.582,        25,    446450,    370520,    188905,    325679,       755,      8385
         1,   1008.98,         1,         1,         4,         0,         0,   483.271,      1446,    10.133,        52,    41.913,        12,     1.234,        12,   629.654,        14,       623,         7,         0,         0,   773.252,        14,       767,         7,         1,      2.24,        24,    446450,    370520,    188905,    325679,       755,      8385
         1,   1477.38,         1,         1,         4,         0,         0,   563.288,      2113,    14.767,        68,    40.303,        17,     1.782,        17,   822.374,        19,       812,        11,         0,         0,   751.297,        19,       741,        11,         2,     1.193,         9,    446450,    370520,    188905,    325679,       755,      8385
         1,   724.362,         1,         1,         3,         0,         0,   331.021,       977,     8.662,        42,     39.89,        13,     0.957,        13,   737.144,        17,       729,         7,         0,         0,   547.109,        17,       541,         7,         3,     3.423,        37,    446450,    370520,    188905,    325679,       755,      8385
         1,   1435.16,         1,         1,         3,         0,         0,   620.272,      2237,    22.075,       105,    40.686,        17,     1.806,        17,   674.262,        19,       667,         9,         0,         0,   712.057,        19,       703,         9,         5,     4.344,        36,    446450,    370520,    188905,    325679,       755,      8385
         1,   1613.52,         1,         1,         2,         0,         0,   728.007,      2257,    18.568,        94,    38.157,        11,     0.808,        11,   446.298,        16,       440,         7,         0,         0,   363.211,        16,       356,         7,         3,     5.088,        52,    446450,    370520,    188905,    325679,       755,      8385
