         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   8140.98,         0,         0,    737.92,       745,   104.515,       123,     23.23,        17,     7.649,        17,   398.232,        20,       374,        12,         0,     5.096,        17,   32115.6,     13095,      6607,     23578,        15,       287
         1,   5832.33,         0,         0,   303.293,       343,    33.158,        52,     5.228,         6,     1.231,         6,   119.417,         9,       114,         3,         0,     2.864,        15,   32115.6,     13095,      6607,     23578,        15,       287
         1,   14857.7,         0,         0,   1142.48,      1160,   297.976,       342,    25.324,        35,    18.783,        35,   942.191,        38,       900,        25,         0,     1.467,        17,   32115.6,     13095,      6607,     23578,        15,       287
         1,   3556.31,         0,         0,   110.892,       169,    16.134,        29,      6.34,         9,      2.29,         9,   162.177,        12,       153,         5,         0,     5.202,        21,   32115.6,     13095,      6607,     23578,        15,       287
         1,   9814.13,         0,         0,   850.603,       986,    196.04,       232,    14.952,        24,    10.229,        24,   557.372,        24,       534,        14,         0,     25.65,        89,   32115.6,     13095,      6607,     23578,        15,       287
         1,   6404.63,         0,         0,   152.931,       186,    29.663,        48,     3.972,         1,     0.016,         1,     0.566,         6,         0,         0,         0,     0.086,         8,   32115.6,     13095,      6607,     23578,        15,       287
         1,   13051.5,         0,         0,   1383.18,      1502,   313.816,       363,    35.408,        41,    28.435,        41,   1180.39,        43,      1122,        33,         0,    35.748,        99,   32115.6,     13095,      6607,     23578,        15,       287
         1,   12956.6,         0,         0,   1324.99,      1371,   328.069,       392,     21.34,        32,    32.079,        32,   676.469,        34,       645,        19,         0,     5.322,        43,   32115.6,     13095,      6607,     23578,        15,       287
         1,   17041.1,         0,         0,   2295.37,      2298,   630.047,       672,    23.839,        32,    18.329,        32,   912.623,        36,       871,        23,         0,    16.801,        46,   32115.6,     13095,      6607,     23578,        15,       287
         1,   14903.4,         0,         0,   1679.28,      1687,   432.865,       525,    42.116,        56,    31.853,        56,   1380.47,        58,      1313,        43,         0,     5.196,        43,   32115.6,     13095,      6607,     23578,        15,       287
         1,   17869.7,         0,         0,    1719.2,      1716,   461.827,       524,    83.052,        99,    70.822,        99,   2877.74,       100,      2728,        77,         0,    17.131,        55,   32115.6,     13095,      6607,     23578,        15,       287
         1,   24672.6,         0,         0,   4655.41,      4103,   1754.69,      1597,    69.025,        89,    60.694,        89,    2460.5,        89,      2346,        67,         0,    15.978,        49,   32115.6,     13095,      6607,     23578,        15,       287
         1,   10847.6,         0,         0,   926.033,      1075,   204.387,       262,    16.315,        23,    11.337,        23,   542.312,        25,       517,        15,         0,    18.725,        68,   32115.6,     13095,      6607,     23578,        15,       287
         1,   18531.3,         0,         0,    2732.7,      2630,   826.249,       876,    32.332,        43,    26.438,        43,   1256.72,        45,      1202,        34,         0,    39.261,       113,   32115.6,     13095,      6607,     23578,        15,       287
