         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   1976.19,         1,         1,         4,         0,         0,   1122.43,      2043,     47.97,       130,   208.298,        54,     6.148,        54,   921.778,        23,       906,        12,         0,         0,   1584.45,        23,      1570,        12,         2,     4.626,        35,    460404,    364394,    188905,    304278,      3355,      8385
         1,   407.382,         1,         1,         2,         0,         0,   338.938,       908,     6.378,        18,   251.925,         5,     0.187,         5,   558.946,         7,       557,         2,         0,         0,   516.163,         7,       514,         2,         0,     0.493,        13,    460404,    364394,    188905,    304278,      3355,      8385
         1,   696.826,         1,         1,         3,         0,         0,   248.314,       803,    10.984,        45,   237.688,        13,     1.242,        13,   1703.96,        15,      1696,         7,         0,         0,   1502.86,        15,      1494,         7,         3,     3.046,        22,    460404,    364394,    188905,    304278,      3355,      8385
         1,   546.126,         1,         1,         3,         0,         0,   398.918,      1042,     5.212,        26,    190.17,         6,     0.414,         6,   549.446,         9,       544,         4,         0,         0,    740.62,         9,       736,         4,         0,     1.614,        21,    460404,    364394,    188905,    304278,      3355,      8385
         1,   850.457,         1,         1,         3,         0,         0,    463.66,      1326,      9.34,        42,   183.338,        11,     1.175,        11,   1486.89,        12,      1481,         5,         0,         0,   1121.03,        12,      1115,         5,         2,     2.545,        24,    460404,    364394,    188905,    304278,      3355,      8385
         1,   637.835,         1,         1,         2,         0,         0,   141.557,       491,     3.878,        14,   182.617,         4,     0.032,         4,   271.624,         7,       270,         2,         0,         0,   361.908,         7,       361,         2,         0,     0.625,        22,    460404,    364394,    188905,    304278,      3355,      8385
         1,   574.843,         1,         1,         2,         0,         0,   297.274,       836,     5.964,        21,   184.557,         6,     0.129,         6,    453.16,         8,       450,         2,         0,         0,   268.671,         8,       266,         2,         0,     0.693,        22,    460404,    364394,    188905,    304278,      3355,      8385
         1,   347.382,         1,         1,         2,         0,         0,    20.425,        69,     2.468,        13,   189.528,         5,     0.033,         5,   304.628,         8,       303,         2,         0,         0,   226.914,         8,       225,         2,         0,      0.19,        20,    460404,    364394,    188905,    304278,      3355,      8385
         1,   245.491,         1,         1,         2,         0,         0,    20.334,        52,     3.855,        16,   183.187,         4,     0.033,         4,   441.607,         7,       439,         2,         0,         0,    422.64,         7,       420,         2,         0,     0.766,        22,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1008.63,         1,         1,         3,         0,         0,   542.674,      1714,    15.196,        65,   183.146,        14,     1.441,        14,   1507.93,        17,      1499,         9,         0,         0,   1597.18,        17,      1588,         9,         2,    16.012,       176,    460404,    364394,    188905,    304278,      3355,      8385
         1,   737.957,         1,         1,         2,         0,         0,   279.763,       835,     7.899,        31,   179.905,         7,     0.181,         7,   663.691,        11,       659,         4,         0,         0,   907.928,        11,       903,         4,         1,     0.812,        25,    460404,    364394,    188905,    304278,      3355,      8385
         1,   536.479,         1,         1,         2,         0,         0,   183.634,       506,     9.533,        33,   183.829,         9,     0.811,         9,   1043.27,        11,      1038,         4,         0,         0,   670.548,        11,       665,         4,         2,     4.124,        39,    460404,    364394,    188905,    304278,      3355,      8385
         1,    1080.5,         1,         1,         3,         0,         0,   510.506,      1415,    11.433,        49,   187.336,        14,     2.208,        14,   3114.05,        18,      3101,        11,         0,         0,   3652.73,        18,      3642,        11,         1,     1.689,         9,    460404,    364394,    188905,    304278,      3355,      8385
         1,   400.707,         1,         1,         3,         0,         0,   215.991,       595,     3.926,        16,   181.555,         9,     0.831,         9,   812.751,        12,       806,         5,         0,         0,   760.802,        12,       755,         5,         2,      2.86,        23,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1337.22,         1,         1,         5,         0,         0,   1134.77,      2960,    30.771,       125,   191.523,        44,     6.915,        44,   1376.74,        22,      1362,        13,         0,         0,   2065.17,        22,      2053,        13,         4,     3.302,        28,    460404,    364394,    188905,    304278,      3355,      8385
         1,   563.067,         1,         1,         2,         0,         0,    10.912,        41,     4.355,        19,   192.839,         6,     0.128,         6,   489.129,         9,       484,         3,         0,         0,   792.661,         9,       788,         3,         0,     0.747,        22,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1304.67,         1,         1,         3,         0,         0,   815.695,      2112,    23.386,        63,   187.419,        38,     3.848,        38,   1032.29,        13,      1026,         5,         0,         0,   469.134,        13,       464,         5,         1,      4.28,        48,    460404,    364394,    188905,    304278,      3355,      8385
         1,   735.843,         1,         1,         2,         0,         0,   343.241,       968,    10.242,        42,   183.337,         8,     0.522,         8,   1113.09,        12,      1108,         4,         0,         0,   456.005,        12,       451,         4,         2,     5.246,        57,    460404,    364394,    188905,    304278,      3355,      8385
         1,   967.443,         1,         1,         2,         0,         0,    193.62,       644,     7.342,        32,   183.867,         6,     0.196,         6,    324.71,         8,       322,         2,         0,         0,   197.703,         8,       195,         2,         0,      0.86,        22,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1264.12,         1,         1,         3,         0,         0,   502.847,      1617,    16.588,        67,   184.495,        11,     1.198,        11,   1886.95,        14,      1880,         7,         0,         0,   1459.45,        14,      1451,         7,         1,     3.063,        22,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1266.06,         1,         1,         3,         0,         0,   687.456,      2212,    19.757,        82,   185.271,        15,     2.054,        15,   3045.57,        17,      3035,        11,         0,         0,   2694.36,        17,      2684,        11,         0,     4.637,        32,    460404,    364394,    188905,    304278,      3355,      8385
         1,   884.831,         1,         1,         3,         0,         0,   283.262,       959,     8.914,        38,   207.377,         8,     0.602,         8,   814.165,        11,       807,         5,         0,         0,   438.057,        11,       434,         5,         1,     0.186,         9,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1399.91,         2,         2,         3,         0,         0,   470.421,      1635,    17.815,        80,   193.954,        39,       5.7,        39,   1866.91,        14,      1860,         6,         0,         0,   1336.47,        14,      1329,         6,         4,     0.185,         6,    460404,    364394,    188905,    304278,      3355,      8385
         1,    387.64,         1,         1,         2,         0,         0,    23.495,        72,     2.301,        12,   182.047,         1,     0.024,         1,      0.31,         6,         0,         0,         0,         0,     0.245,         6,         0,         0,         0,     2.791,        28,    460404,    364394,    188905,    304278,      3355,      8385
         1,   778.302,         1,         1,         2,         0,         0,   285.337,       962,     5.937,        29,   184.982,         9,     0.488,         9,   963.712,        12,       960,         4,         0,         0,   767.144,        12,       764,         4,         2,     6.205,        92,    460404,    364394,    188905,    304278,      3355,      8385
         1,    188.03,         1,         1,         3,         0,         0,   178.942,       607,     3.367,        15,   183.463,         9,     0.696,         9,   1184.04,        12,      1179,         5,         0,         0,   1114.92,        12,      1111,         5,         1,     4.023,        62,    460404,    364394,    188905,    304278,      3355,      8385
         1,   633.269,         1,         1,         2,         0,         0,    262.07,       842,     6.832,        31,   242.928,         6,     0.505,         6,   260.729,         9,       256,         3,         0,         0,    698.96,         9,       695,         3,         1,     2.189,        27,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1273.41,         1,         1,         2,         0,         0,   576.932,      1731,    14.881,        59,   184.344,         9,     0.569,         9,   754.064,        12,       749,         4,         0,         0,   1192.88,        12,      1187,         4,         2,     5.341,        53,    460404,    364394,    188905,    304278,      3355,      8385
         1,   819.622,         1,         1,         3,         0,         0,   420.007,      1389,    12.008,        48,   187.004,        11,     1.284,        11,   1675.57,        14,      1668,         8,         0,         0,   1285.28,        14,      1278,         8,         1,     2.834,        26,    460404,    364394,    188905,    304278,      3355,      8385
         1,   387.485,         1,         1,         2,         0,         0,   122.992,       390,     5.544,        24,   180.523,         4,     0.033,         4,   221.005,         7,       219,         2,         0,         0,   505.012,         7,       503,         2,         0,     0.189,        12,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1407.17,         2,         2,         5,         0,         0,   687.744,      2147,    24.923,       108,   224.746,        76,     13.02,        76,   8351.27,        38,      8321,        30,         0,         0,   7369.81,        38,      7342,        30,         2,    15.479,       149,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1258.66,         2,         2,         3,         0,         0,   908.299,      2126,    17.927,        68,   231.054,        48,     6.786,        48,   3270.53,        28,      3251,        18,         0,         0,   2709.12,        28,      2692,        18,         3,     0.224,         5,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1282.02,         1,         1,         4,         0,         0,   657.911,      1612,    25.031,        81,   191.364,        18,     2.478,        18,   2456.39,        22,      2442,        13,         0,         0,   2267.54,        22,      2246,        13,         2,     6.582,        67,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1190.77,         1,         1,         5,         0,         0,   847.679,      2145,    20.807,        80,   206.114,        16,      2.33,        16,   2121.91,        19,      2109,        10,         0,         0,   1099.29,        19,      1090,        10,         2,     9.273,        70,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1629.26,         1,         1,         2,         0,         0,   1245.39,      3260,    27.246,       117,   186.701,        12,      1.12,        12,    612.97,        16,       606,         6,         0,         0,   1438.11,        16,      1429,         6,         3,     5.753,        70,    460404,    364394,    188905,    304278,      3355,      8385
         1,   615.066,         1,         1,         4,         0,         0,   219.644,       590,     7.116,        29,    189.31,         9,     0.802,         9,   1000.03,        11,       992,         6,         0,         0,   741.594,        11,       735,         6,         0,     1.324,        15,    460404,    364394,    188905,    304278,      3355,      8385
         1,   880.028,         1,         1,         2,         0,         0,   487.463,      1099,    23.343,        46,   192.416,        10,     0.734,        10,     793.1,        12,       787,         4,         0,         0,   938.375,        12,       932,         4,         2,     2.737,        34,    460404,    364394,    188905,    304278,      3355,      8385
         1,   831.621,         1,         1,         2,         0,         0,   564.412,      1065,    30.359,        74,    244.63,        11,     1.729,        11,   1521.65,        13,      1515,         5,         0,         0,   1232.46,        13,      1226,         5,         3,     8.266,        55,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1481.33,         1,         1,         2,         0,         0,   694.451,      1820,    20.755,        84,   306.818,        12,     0.983,        12,   1076.79,        14,      1071,         5,         0,         0,   681.908,        14,       677,         5,         3,     4.225,        40,    460404,    364394,    188905,    304278,      3355,      8385
         1,   415.562,         1,         1,         2,         0,         0,    23.454,        59,     1.594,        10,   189.979,         5,     0.034,         5,   507.967,         8,       506,         2,         0,         0,   171.354,         8,       169,         2,         0,      1.14,        34,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1343.72,         2,         2,         2,         0,         0,   706.227,      1673,    33.172,       108,   208.194,        45,     7.032,        45,   1623.29,        22,      1610,        12,         0,         0,   3617.23,        22,      3603,        12,         4,     6.221,        45,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1592.48,         1,         1,         4,         0,         0,   607.846,      1870,    16.674,        65,   190.091,        15,     3.123,        15,   577.876,        17,       566,        10,         0,         0,   1360.56,        17,      1348,        10,         0,      4.88,        41,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1309.86,         1,         1,         4,         0,         0,    532.67,      1256,    22.363,        86,   228.465,        19,    14.032,        19,   5086.05,        27,      5068,        15,         0,         0,   5444.77,        27,      5421,        15,         2,     5.311,        37,    460404,    364394,    188905,    304278,      3355,      8385
         1,   744.993,         1,         1,         3,         0,         0,   257.105,       548,     7.344,        25,    252.91,        13,     1.928,        13,   1159.64,        15,      1151,         6,         0,         0,   2097.03,        15,      2085,         6,         2,      4.74,        34,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1580.38,         1,         1,         3,         0,         0,   1504.85,      3254,    88.682,       148,   204.399,        13,     1.306,        13,   2371.21,        16,      2359,         7,         0,         0,   1774.13,        16,      1762,         7,         3,     5.771,        45,    460404,    364394,    188905,    304278,      3355,      8385
         1,   473.542,         1,         1,         2,         0,         0,   127.325,       291,    10.344,        34,   237.645,         7,     0.365,         7,    1070.6,        10,      1066,         3,         0,         0,   751.615,        10,       746,         3,         1,     1.183,        25,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1936.36,         1,         1,         5,         0,         0,   1882.16,      4517,    90.578,       211,   231.045,        20,     4.804,        20,   3755.01,        27,      3725,        14,         0,         0,   1887.34,        27,      1868,        14,         3,    11.835,        52,    460404,    364394,    188905,    304278,      3355,      8385
         1,   2370.43,         1,         1,         4,         0,         0,   2139.12,      5718,   109.332,       338,   204.116,        34,     4.867,        34,    7999.2,        37,      7972,        25,         0,         0,   6311.94,        37,      6281,        25,         5,     5.217,        49,    460404,    364394,    188905,    304278,      3355,      8385
         1,   819.497,         2,         2,         3,         0,         0,   337.902,       670,    13.737,        46,   208.767,        38,     5.852,        38,   2572.41,        18,      2561,        10,         0,         0,   3591.09,        18,      3581,        10,         2,     4.217,        40,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1131.33,         1,         1,         4,         0,         0,   924.371,      2008,    17.911,        72,   199.657,        24,     3.282,        24,   1828.94,        17,      1820,         9,         0,         0,   853.705,        17,       843,         9,         3,     2.195,        13,    460404,    364394,    188905,    304278,      3355,      8385
         1,   418.073,         1,         1,         2,         0,         0,    33.938,        79,     1.917,        10,   199.607,         5,     0.035,         5,   657.539,         8,       655,         2,         0,         0,   422.989,         8,       421,         2,         0,     9.055,        78,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1869.21,         1,         1,         4,         0,         0,   1417.87,      3522,    49.933,       175,   200.639,        49,      6.85,        49,   4045.45,        28,      4024,        17,         0,         0,    1826.6,        28,      1804,        17,         5,     8.327,        69,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1200.43,         1,         1,         2,         0,         0,   458.482,      1162,     18.27,        67,    193.23,        13,     1.023,        13,   1548.31,        17,      1540,         6,         0,         0,   2101.44,        17,      2093,         6,         4,       9.9,        94,    460404,    364394,    188905,    304278,      3355,      8385
         1,   426.043,         1,         1,         2,         0,         0,    27.713,        69,     3.573,        16,   187.418,         5,     0.032,         5,   449.671,         8,       447,         2,         0,         0,   572.419,         8,       569,         2,         0,     0.228,        20,    460404,    364394,    188905,    304278,      3355,      8385
         1,   649.554,         1,         1,         2,         0,         0,    71.007,       164,     0.249,        10,   198.915,         1,     0.013,         1,     0.358,        10,         0,         0,         0,         0,     0.252,        10,         0,         0,         0,   375.502,      2919,    460404,    364394,    188905,    304278,      3355,      8385
         1,   287.647,         1,         1,         2,         0,         0,     8.185,        29,     3.324,        12,   190.788,         4,     0.213,         4,   307.507,         6,       305,         2,         0,         0,   143.836,         6,       141,         2,         0,     1.252,        12,    460404,    364394,    188905,    304278,      3355,      8385
         1,    1381.6,         2,         2,         3,         0,         0,   821.301,      2150,    17.492,        81,   203.251,        40,     4.959,        40,   1062.89,        12,      1058,         5,         0,         0,   506.048,        12,       501,         5,         1,     2.925,        24,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1343.21,         1,         1,         4,         0,         0,    660.77,      1657,    18.071,        79,   210.727,        19,     1.585,        19,   1242.27,        24,      1229,        13,         0,         0,   2140.97,        24,      2128,        13,         4,    11.334,       139,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1296.69,         1,         1,         4,         0,         0,   949.264,      2509,    27.858,       111,   190.737,        13,     1.604,        13,   1735.25,        17,      1726,         6,         0,         0,    1021.2,        17,      1012,         6,         2,     5.393,        34,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1511.03,         1,         1,         4,         0,         0,    929.52,      2696,    28.632,       117,   194.854,        28,      4.02,        28,   5990.21,        30,      5970,        20,         0,         0,    4793.1,        30,      4774,        20,         4,     6.992,        79,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1159.38,         2,         2,         3,         0,         0,   408.864,      1084,    18.739,        67,   207.095,        30,     3.786,        30,   1597.39,        15,      1590,         7,         0,         0,   2357.66,        15,      2349,         7,         1,     3.195,        28,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1008.13,         1,         1,         3,         0,         0,   683.917,      1576,    13.563,        48,   190.871,         8,     0.562,         8,   881.032,        10,       876,         3,         0,         0,   453.959,        10,       450,         3,         1,     0.052,         5,    460404,    364394,    188905,    304278,      3355,      8385
         1,   700.321,         1,         1,         2,         0,         0,   309.044,       722,     7.879,        29,   194.814,         7,     0.241,         7,   529.177,        10,       525,         3,         0,         0,   312.236,        10,       309,         3,         1,     1.047,        25,    460404,    364394,    188905,    304278,      3355,      8385
         1,   417.968,         1,         1,         2,         0,         0,   329.543,       787,      6.42,        24,   184.691,         6,     0.338,         6,   863.084,         9,       859,         3,         0,         0,   386.483,         9,       383,         3,         1,     1.082,        15,    460404,    364394,    188905,    304278,      3355,      8385
         1,   2714.01,         1,         1,         7,         0,         0,   2644.92,      6533,   123.959,       419,   240.995,       143,     21.75,       143,   4108.81,        31,      4089,        21,         0,         0,   3463.51,        31,      3442,        21,         3,     0.272,        11,    460404,    364394,    188905,    304278,      3355,      8385
         1,     925.2,         1,         1,         3,         0,         0,   467.518,      1347,      14.2,        54,   215.805,        10,     1.268,        10,   1102.62,        12,      1096,         5,         0,         0,   1594.57,        12,      1589,         5,         1,     5.799,        33,    460404,    364394,    188905,    304278,      3355,      8385
         1,   369.876,         1,         1,         2,         0,         0,   191.404,       505,     3.708,        13,   184.683,         5,     0.163,         5,   500.016,         9,       496,         3,         0,         0,    595.86,         9,       591,         3,         0,     0.942,        23,    460404,    364394,    188905,    304278,      3355,      8385
         1,   1621.94,         2,         2,         5,         0,         0,   1096.97,      2775,    49.574,       161,   188.153,        30,     3.186,        30,   2586.87,        21,      2575,        11,         0,         0,   1195.44,        21,      1183,        11,         4,     6.303,        83,    460404,    364394,    188905,    304278,      3355,      8385
         1,   930.078,         1,         1,         2,         0,         0,   494.852,      1415,    15.606,        57,   184.977,        10,     1.274,        10,   877.616,        12,       871,         5,         0,         0,   1202.58,        12,      1196,         5,         2,     3.691,        51,    460404,    364394,    188905,    304278,      3355,      8385
         1,   879.046,         1,         1,         2,         0,         0,   349.581,      1055,     6.664,        29,   191.405,         9,     0.946,         9,     883.6,        14,       875,         6,         0,         0,   1770.09,        14,      1761,         6,         2,     4.705,        32,    460404,    364394,    188905,    304278,      3355,      8385
         1,   455.501,         1,         1,         3,         0,         0,    195.91,       507,     4.568,        20,    181.91,         9,     0.669,         9,   995.717,        11,       991,         4,         0,         0,   1475.74,        11,      1471,         4,         2,     2.069,        27,    460404,    364394,    188905,    304278,      3355,      8385
         1,   468.898,         1,         1,         2,         0,         0,   214.817,       611,     3.643,        17,   204.398,         8,     0.524,         8,    730.81,         9,       727,         2,         0,         0,   498.751,         9,       496,         2,         2,     1.993,        27,    460404,    364394,    188905,    304278,      3355,      8385
         1,   198.177,         1,         1,         2,         0,         0,    13.555,        47,     0.894,         9,   219.821,         1,     0.022,         1,     0.281,         5,         0,         0,         0,         0,     0.163,         5,         0,         0,         0,     0.084,         7,    460404,    364394,    188905,    304278,      3355,      8385
         1,    1226.2,         2,         2,         2,         0,         0,   532.603,      1657,    15.113,        79,   184.938,        20,     2.045,        20,   882.404,        15,       876,         7,         0,         0,   1621.99,        15,      1614,         7,         2,     3.629,        36,    460404,    364394,    188905,    304278,      3355,      8385
         1,   877.734,         1,         1,         2,         0,         0,    52.645,       156,    16.641,        19,   186.962,         1,     0.013,         1,     0.302,        10,         0,         0,         0,         0,     0.281,        10,         0,         0,         0,   312.264,      2799,    460404,    364394,    188905,    304278,      3355,      8385
         1,    1471.3,         1,         1,         3,         0,         0,   954.813,      2819,    19.461,        93,   252.514,        13,     1.648,        13,    2268.8,        15,      2259,         8,         0,         0,   1894.65,        15,      1885,         8,         1,     5.117,        23,    460404,    364394,    188905,    304278,      3355,      8385
