         k,      dist,      rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   3434.79,         2,         5,         0,         0,   4305.46,      7696,   222.056,       560,   188.918,       100,    23.465,       100,   10443.4,        78,     10349,        59,         0,         0,   12199.5,        78,     12057,        59,        11,    16.465,       130,    431960,    365015,    188905,    691136,       671,      8385
         1,   2567.27,         1,         3,         0,         0,   3137.52,      5477,   151.804,       303,   157.368,        23,     3.739,        23,   2031.55,        27,      2000,        12,         0,         0,   1968.95,        27,      1946,        12,         9,     18.22,       101,    431960,    365015,    188905,    691136,       671,      8385
         1,   1058.43,         1,         2,         0,         0,   660.746,      1173,    10.365,        40,   125.527,         9,     0.851,         9,   467.172,        13,       457,         5,         0,         0,    465.36,        13,       456,         5,         2,     2.437,        21,    431960,    365015,    188905,    691136,       671,      8385
         1,   3125.75,         1,         4,         0,         0,   4260.64,      8299,   182.681,       459,   145.993,        54,    10.873,        54,   5130.52,        56,      5068,        38,         0,         0,   4643.95,        56,      4586,        38,        12,     3.194,        25,    431960,    365015,    188905,    691136,       671,      8385
         1,   578.636,         1,         2,         0,         0,   440.713,       783,     6.788,        24,   128.362,         8,     0.667,         8,   244.186,         9,       238,         2,         0,         0,   208.795,         9,       204,         2,         2,     2.006,        19,    431960,    365015,    188905,    691136,       671,      8385
         1,   2049.51,         1,         5,         0,         0,   2320.12,      4109,   101.642,       264,   199.075,        23,     6.111,        23,   1521.58,        25,      1498,        16,         0,         0,   1674.09,        25,      1649,        16,         4,     0.076,         5,    431960,    365015,    188905,    691136,       671,      8385
         1,   2724.88,         1,         5,         0,         0,   3209.15,      5960,   152.272,       407,   138.133,        32,     5.738,        32,   2127.65,        32,      2098,        18,         0,         0,   2115.52,        32,      2085,        18,         7,    14.609,        81,    431960,    365015,    188905,    691136,       671,      8385
         1,   717.781,         1,         3,         0,         0,   391.128,       633,     9.288,        32,   170.933,         7,      0.48,         7,   454.285,        10,       446,         4,         0,         0,   425.304,        10,       420,         4,         0,     2.967,        39,    431960,    365015,    188905,    691136,       671,      8385
         1,    1964.6,         1,         4,         0,         0,   1779.51,      3327,    40.899,       144,   135.735,        32,     5.188,        32,   2125.61,        36,      2090,        24,         0,         0,   2119.28,        36,      2084,        24,         6,     0.287,        11,    431960,    365015,    188905,    691136,       671,      8385
         1,   1114.41,         1,         2,         0,         0,     743.2,      1207,    17.147,        62,   127.611,         7,     0.593,         7,   342.893,        11,       336,         4,         0,         0,   336.092,        11,       328,         4,         1,     1.772,        17,    431960,    365015,    188905,    691136,       671,      8385
         1,   1075.18,         1,         3,         0,         0,   867.064,      1632,    22.448,        56,   142.837,        13,     1.723,        13,   869.602,        15,       855,         8,         0,         0,   837.037,        15,       824,         8,         1,     4.796,        37,    431960,    365015,    188905,    691136,       671,      8385
         1,   3828.03,         1,         7,         0,         0,      5267,      9889,   183.799,       423,   161.382,        71,    17.269,        71,   5316.74,        76,      5228,        58,         0,         0,   5511.96,        76,      5399,        58,         9,    14.356,        88,    431960,    365015,    188905,    691136,       671,      8385
         1,   1815.27,         1,         5,         0,         0,   1441.94,      2657,    43.293,       142,    177.53,        21,     4.271,        21,   1457.99,        25,      1436,        14,         0,         0,   1598.18,        25,      1574,        14,         3,    11.101,        83,    431960,    365015,    188905,    691136,       671,      8385
         1,   491.435,         1,         2,         0,         0,   116.834,       222,     5.142,        18,   126.446,         1,     0.024,         1,     1.187,         5,         0,         0,         0,         0,     0.816,         5,         0,         0,         0,     0.059,         6,    431960,    365015,    188905,    691136,       671,      8385
         1,   3318.31,         2,         2,         0,         0,   4589.15,      8490,   187.755,       525,   144.188,        59,    10.221,        59,   3551.43,        53,      3500,        33,         0,         0,   3555.25,        53,      3504,        33,        14,    15.256,       110,    431960,    365015,    188905,    691136,       671,      8385
         1,   1694.15,         1,         5,         0,         0,    1827.3,      3313,    44.611,       148,   129.622,        18,     3.161,        18,   1164.61,        18,      1146,        10,         0,         0,   1089.29,        18,      1073,        10,         2,     1.997,        37,    431960,    365015,    188905,    691136,       671,      8385
         1,   425.048,         1,         2,         0,         0,   394.272,       652,      5.21,        17,   135.551,         5,     0.202,         5,   286.975,         7,       281,         2,         0,         0,   284.658,         7,       281,         2,         0,      1.31,        27,    431960,    365015,    188905,    691136,       671,      8385
         1,   2900.29,         2,         3,         0,         0,   4244.16,      7688,   167.555,       451,   157.427,        83,    16.733,        83,   1634.88,        27,      1610,        12,         0,         0,   1518.88,        27,      1497,        12,         9,    16.642,        87,    431960,    365015,    188905,    691136,       671,      8385
         1,   2786.96,         1,         5,         0,         0,   3305.04,      6005,    70.319,       210,   206.698,        40,    18.521,        40,   2982.25,        44,      2938,        32,         0,         0,   3302.41,        44,      3250,        32,         5,    17.553,        44,    431960,    365015,    188905,    691136,       671,      8385
         1,   2430.01,         1,         4,         0,         0,    2927.1,      5303,   108.089,       289,   163.187,        22,     4.373,        22,   1863.71,        24,      1837,        18,         0,         0,   1806.56,        24,      1784,        18,         1,     7.899,        61,    431960,    365015,    188905,    691136,       671,      8385
         1,   644.014,         1,         2,         0,         0,   317.437,       584,     6.344,        22,   127.863,         8,     0.677,         8,    329.16,        11,       322,         4,         0,         0,   329.031,        11,       322,         4,         2,     2.086,        19,    431960,    365015,    188905,    691136,       671,      8385
         1,   1548.58,         1,         5,         0,         0,   1524.24,      2754,    37.588,       124,   137.397,        33,     6.001,        33,   3086.72,        36,      3050,        26,         0,         0,   3045.45,        36,      3010,        26,         4,     1.521,        25,    431960,    365015,    188905,    691136,       671,      8385
         1,   3190.38,         1,         4,         0,         0,   4705.26,      8416,   301.854,       708,   154.169,        50,    10.921,        50,   7000.79,        52,      6940,        38,         0,         0,   7221.34,        52,      7150,        38,         7,     5.424,        59,    431960,    365015,    188905,    691136,       671,      8385
         1,   865.569,         1,         2,         0,         0,   370.191,       722,     6.936,        27,   127.692,         8,     0.496,         8,   307.663,        10,       301,         3,         0,         0,    275.68,        10,       270,         3,         1,     2.873,        36,    431960,    365015,    188905,    691136,       671,      8385
         1,   2551.63,         1,         5,         0,         0,   2871.01,      5445,   149.142,       370,   139.541,        56,     9.207,        56,   2548.28,        34,      2514,        20,         0,         0,   2460.94,        34,      2433,        20,         6,     5.975,        37,    431960,    365015,    188905,    691136,       671,      8385
         1,   2535.58,         1,         3,         0,         0,   3725.95,      6840,   180.854,       457,   134.214,        25,      3.44,        25,   1753.51,        29,      1729,        14,         0,         0,   1489.84,        29,      1466,        14,         8,    17.373,       100,    431960,    365015,    188905,    691136,       671,      8385
         1,   3491.85,         1,         7,         0,         0,   5039.53,      9470,   242.361,       646,   153.934,        59,    13.239,        59,   7586.75,        61,      7512,        51,         0,         0,   7772.32,        61,      7690,        51,         3,     9.568,        45,    431960,    365015,    188905,    691136,       671,      8385
         1,   3171.15,         1,         6,         0,         0,   3781.87,      8074,   136.629,       395,   137.247,        26,     4.787,        26,   2539.76,        29,      2512,        19,         0,         0,   2289.29,        29,      2260,        19,         4,     5.819,        57,    431960,    365015,    188905,    691136,       671,      8385
         1,   2108.65,         1,         4,         0,         0,   2097.04,      4112,    58.181,       187,   136.707,        29,      4.98,        29,   2929.52,        33,      2899,        22,         0,         0,   2909.75,        33,      2879,        22,         4,     6.021,        72,    431960,    365015,    188905,    691136,       671,      8385
         1,   145.825,         1,         2,         0,         0,   295.309,       606,     1.994,        10,   126.749,         5,     0.052,         5,   254.764,         8,       250,         2,         0,         0,    254.03,         8,       250,         2,         0,     0.347,        20,    431960,    365015,    188905,    691136,       671,      8385
         1,   2691.58,         1,         6,         0,         0,   3838.19,      6737,   194.458,       470,   164.788,        42,     8.445,        42,   3898.22,        47,      3849,        34,         0,         0,   3496.83,        47,      3449,        34,         5,     6.886,        45,    431960,    365015,    188905,    691136,       671,      8385
         1,   2283.71,         1,         4,         0,         0,   3100.05,      5337,   138.718,       360,   130.796,        18,     3.401,        18,   1504.64,        22,      1484,        12,         0,         0,   1625.04,        22,      1605,        12,         4,    10.606,        79,    431960,    365015,    188905,    691136,       671,      8385
         1,   1646.98,         1,         3,         0,         0,   1670.47,      3115,    49.435,       146,   133.133,        20,     2.987,        20,   1302.02,        22,      1284,        10,         0,         0,   1937.51,        22,      1920,        10,         6,      8.16,        51,    431960,    365015,    188905,    691136,       671,      8385
         1,   2446.62,         1,         2,         0,         0,   2905.14,      4971,    92.586,       262,   153.564,        11,     1.059,        11,   717.761,        15,       708,         5,         0,         0,    717.99,        15,       708,         5,         3,     8.032,        59,    431960,    365015,    188905,    691136,       671,      8385
         1,   1645.88,         1,         3,         0,         0,   1305.42,      2327,    55.367,       155,   127.315,        13,     1.408,        13,   872.276,        16,       859,         8,         0,         0,   872.157,        16,       858,         8,         1,     8.109,        67,    431960,    365015,    188905,    691136,       671,      8385
         1,   2139.04,         1,         4,         0,         0,   1000.21,      1916,     39.47,       133,   137.302,        36,     5.254,        36,   2716.99,        46,      2676,        28,         0,         0,   2948.99,        46,      2907,        28,         7,   199.452,       866,    431960,    365015,    188905,    691136,       671,      8385
         1,   2045.78,         1,         3,         0,         0,   2097.81,      3835,    76.823,       227,   140.338,        35,     6.844,        35,   4129.67,        37,      4089,        24,         0,         0,   4003.63,        37,      3954,        24,         4,    16.409,       118,    431960,    365015,    188905,    691136,       671,      8385
         1,    1719.4,         1,         6,         0,         0,   1825.79,      3428,    41.983,       135,   137.613,        44,     6.601,        44,   2106.88,        35,      2075,        20,         0,         0,    2110.5,        35,      2080,        20,         6,     9.255,        65,    431960,    365015,    188905,    691136,       671,      8385
         1,   3256.26,         1,         4,         0,         0,   5391.94,      9909,   236.234,       608,   148.068,        75,    12.292,        75,   3857.77,        51,      3805,        33,         0,         0,    4102.6,        51,      4051,        33,         9,    30.872,       236,    431960,    365015,    188905,    691136,       671,      8385
         1,   3005.21,         2,         5,         0,         0,   4000.61,      7383,   242.922,       493,   141.736,        59,     9.628,        59,    4096.9,        46,      4050,        34,         0,         0,   5107.14,        46,      5058,        34,         5,    25.388,       210,    431960,    365015,    188905,    691136,       671,      8385
         1,   629.916,         1,         2,         0,         0,    34.035,        66,     3.524,        15,   125.868,         1,     0.023,         1,     1.091,         6,         0,         0,         0,         0,     0.558,         6,         0,         0,         0,      0.07,         8,    431960,    365015,    188905,    691136,       671,      8385
         1,   2872.59,         1,         5,         0,         0,   4347.81,      8641,   211.158,       522,   138.462,        36,    17.683,        36,   2389.72,        38,      2347,        27,         0,         0,   2392.01,        38,      2354,        27,         5,    22.452,       159,    431960,    365015,    188905,    691136,       671,      8385
         1,    2964.4,         1,         3,         0,         0,   3999.73,      7136,   220.319,       575,   169.462,        58,    10.058,        58,   2330.61,        31,      2302,        17,         0,         0,   2326.59,        31,      2292,        17,         7,    26.457,       226,    431960,    365015,    188905,    691136,       671,      8385
         1,   2161.21,         1,         3,         0,         0,   1937.81,      3413,    59.309,       186,   132.079,        21,     3.607,        21,    1003.4,        25,       979,        12,         0,         0,   992.373,        25,       970,        12,         5,     1.991,        14,    431960,    365015,    188905,    691136,       671,      8385
         1,   562.826,         1,         2,         0,         0,   242.638,       466,    10.189,        31,   132.339,        10,     1.269,        10,   366.834,        11,       359,         3,         0,         0,   385.463,        11,       377,         3,         3,      7.17,        65,    431960,    365015,    188905,    691136,       671,      8385
         1,   364.856,         1,         2,         0,         0,   229.247,       392,     6.061,        18,   128.102,         7,     0.236,         7,   449.379,        10,       444,         3,         0,         0,   405.466,        10,       399,         3,         1,     1.057,        25,    431960,    365015,    188905,    691136,       671,      8385
         1,   2128.32,         1,         3,         0,         0,   1926.46,      3330,    80.505,       200,    135.24,        15,      2.02,        15,   1534.44,        17,      1520,         8,         0,         0,   1265.84,        17,      1250,         8,         4,     4.634,        24,    431960,    365015,    188905,    691136,       671,      8385
         1,    2799.4,         2,         4,         0,         0,   4262.61,      7771,   127.942,       364,   140.111,        52,     7.954,        52,   3908.17,        45,      3864,        29,         0,         0,    5782.5,        45,      5735,        29,         8,    25.527,       120,    431960,    365015,    188905,    691136,       671,      8385
         1,   2226.61,         1,         3,         0,         0,   2461.83,      4578,   138.165,       356,   138.486,        28,     6.165,        28,   2485.58,        32,      2453,        20,         0,         0,   2746.08,        32,      2710,        20,         6,     6.662,        48,    431960,    365015,    188905,    691136,       671,      8385
         1,   3068.48,         2,         4,         0,         0,   4095.86,      7658,   220.352,       545,   163.417,       106,        25,       106,   7930.31,        93,      7817,        74,         0,         0,   7444.75,        93,      7336,        74,        10,    14.516,       105,    431960,    365015,    188905,    691136,       671,      8385
         1,   2308.33,         1,         5,         0,         0,   2333.76,      4145,    84.037,       255,   138.201,        34,     5.951,        34,   2147.51,        36,      2112,        24,         0,         0,   2148.34,        36,      2114,        24,         6,     3.986,        68,    431960,    365015,    188905,    691136,       671,      8385
         1,   2135.56,         1,         7,         0,         0,   2108.44,      4053,   107.133,       286,   155.235,        84,    20.242,        84,    3435.6,        34,      3399,        24,         0,         0,   3583.92,        34,      3550,        24,         4,     3.966,        31,    431960,    365015,    188905,    691136,       671,      8385
         1,    3058.3,         1,         6,         0,         0,   4633.77,      8481,   196.143,       511,   184.989,       116,    24.855,       116,   5443.96,        64,      5373,        47,         0,         0,   5593.86,        64,      5516,        47,         7,    25.989,       148,    431960,    365015,    188905,    691136,       671,      8385
         1,   1596.54,         1,         5,         0,         0,   1523.74,      2869,    34.398,       117,   130.412,        18,      2.91,        18,   1880.59,        20,      1862,        11,         0,         0,   1994.53,        20,      1975,        11,         3,     3.734,        43,    431960,    365015,    188905,    691136,       671,      8385
         1,   2693.13,         1,         5,         0,         0,   4206.29,      7878,   168.096,       425,   137.494,        32,     6.771,        32,   2251.26,        34,      2217,        22,         0,         0,   2233.75,        34,      2200,        22,         6,    11.451,        78,    431960,    365015,    188905,    691136,       671,      8385
         1,   3211.58,         1,         3,         0,         0,   4743.41,      9096,   221.187,       557,   133.829,        27,      3.99,        27,   2080.35,        30,      2055,        15,         0,         0,   2157.71,        30,      2133,        15,        10,      1.37,        12,    431960,    365015,    188905,    691136,       671,      8385
         1,   1867.86,         1,         4,         0,         0,   1823.18,      3078,    57.405,       175,   134.372,        27,     4.648,        27,   2030.98,        30,      2001,        19,         0,         0,   2036.72,        30,      2009,        19,         3,     3.207,        35,    431960,    365015,    188905,    691136,       671,      8385
         1,   2175.99,         1,         4,         0,         0,   2171.75,      3688,    83.953,       243,   133.601,        21,      3.18,        21,   2740.98,        25,      2713,        14,         0,         0,   2052.92,        25,      2030,        14,         3,     7.302,        38,    431960,    365015,    188905,    691136,       671,      8385
         1,   3032.99,         1,         7,         0,         0,   5150.78,      9961,   180.176,       477,   146.808,        35,     7.148,        35,   3134.82,        36,      3097,        26,         0,         0,   3499.71,        36,      3461,        26,         3,     8.676,        59,    431960,    365015,    188905,    691136,       671,      8385
         1,   1409.93,         1,         2,         0,         0,   1122.24,      1858,    15.551,        58,   128.423,        13,      1.56,        13,   592.516,        13,       584,         4,         0,         0,    590.13,        13,       582,         4,         4,     5.786,        39,    431960,    365015,    188905,    691136,       671,      8385
         1,   1971.67,         1,         4,         0,         0,   2150.26,      3504,     87.25,       211,   138.755,        33,     7.706,        33,   2521.52,        34,      2482,        22,         0,         0,   2456.68,        34,      2423,        22,         4,     1.388,        15,    431960,    365015,    188905,    691136,       671,      8385
         1,   3313.17,         1,         4,         0,         0,   4879.07,      9672,   300.496,       684,   137.777,        28,     5.629,        28,   2907.87,        30,      2875,        16,         0,         0,   2278.34,        30,      2247,        16,         8,      4.01,        21,    431960,    365015,    188905,    691136,       671,      8385
         1,   552.091,         1,         2,         0,         0,   431.925,       697,    11.004,        30,   128.714,         8,     0.639,         8,   476.078,        11,       468,         4,         0,         0,   529.937,        11,       523,         4,         2,     2.572,        27,    431960,    365015,    188905,    691136,       671,      8385
         1,   3174.02,         1,         2,         0,         0,   4807.32,      8503,   313.895,       689,   138.094,        30,     4.431,        30,   2116.48,        34,      2088,        16,         0,         0,   2150.84,        34,      2122,        16,        12,    16.732,        78,    431960,    365015,    188905,    691136,       671,      8385
         1,   1092.78,         1,         3,         0,         0,    1064.2,      1815,    18.412,        65,   129.046,        14,     2.102,        14,   920.351,        18,       906,         8,         0,         0,   919.548,        18,       906,         8,         4,     1.629,        19,    431960,    365015,    188905,    691136,       671,      8385
         1,   3152.08,         1,         6,         0,         0,   4815.36,      8704,   221.848,       527,    156.31,        41,     8.778,        41,   3893.99,        45,      3847,        33,         0,         0,   3950.04,        45,      3899,        33,         4,    26.617,       188,    431960,    365015,    188905,    691136,       671,      8385
         1,   1523.19,         1,         4,         0,         0,   1436.08,      2400,    39.007,       122,   133.007,        21,     3.326,        21,   1535.34,        22,      1514,        14,         0,         0,   1533.45,        22,      1513,        14,         3,       1.8,        19,    431960,    365015,    188905,    691136,       671,      8385
         1,   1795.75,         1,         4,         0,         0,   2103.76,      3878,     48.58,       150,   135.727,        21,     3.801,        21,   1436.64,        23,      1411,        15,         0,         0,   1557.02,        23,      1523,        15,         3,      9.87,        50,    431960,    365015,    188905,    691136,       671,      8385
         1,   5400.85,         1,         7,         0,         0,   13347.6,     24906,   822.286,      1762,   163.946,        85,    19.669,        85,   10022.2,        87,      9921,        67,         0,         0,   12126.3,        87,     12028,        67,        14,     18.29,       107,    431960,    365015,    188905,    691136,       671,      8385
         1,      2123,         1,         6,         0,         0,   2831.06,      5044,   100.157,       289,   176.429,        38,     7.783,        38,   3256.06,        38,      3215,        23,         0,         0,   2878.23,        38,      2838,        23,         8,     16.98,        48,    431960,    365015,    188905,    691136,       671,      8385
         1,   1427.92,         1,         3,         0,         0,   1418.92,      2367,    20.615,        76,   133.327,        22,     3.715,        22,   1331.25,        26,      1305,        15,         0,         0,   1362.08,        26,      1340,        15,         5,     9.332,        57,    431960,    365015,    188905,    691136,       671,      8385
         1,   2288.61,         1,         9,         0,         0,   2176.35,      4009,    99.781,       269,   185.443,       103,    26.815,       103,   8289.88,        62,      8212,        47,         0,         0,    9343.6,        62,      9250,        47,         6,     4.457,        21,    431960,    365015,    188905,    691136,       671,      8385
         1,   469.396,         1,         2,         0,         0,    525.54,       959,     5.572,        22,   132.699,         5,     0.122,         5,   213.707,         8,       207,         3,         0,         0,    211.19,         8,       206,         3,         0,     0.624,        14,    431960,    365015,    188905,    691136,       671,      8385
         1,   3113.12,         1,         6,         0,         0,   5062.86,      9693,    157.75,       428,    143.67,        49,    10.004,        49,   5027.51,        52,      4969,        42,         0,         0,   5599.35,        52,      5540,        42,         4,    10.392,        98,    431960,    365015,    188905,    691136,       671,      8385
         1,   1508.34,         1,         3,         0,         0,   1228.63,      2212,    34.059,       109,   133.784,        23,     3.927,        23,   1933.79,        25,      1907,        17,         0,         0,   1932.91,        25,      1909,        17,         2,      5.84,        69,    431960,    365015,    188905,    691136,       671,      8385
         1,   2487.78,         1,         6,         0,         0,   3196.84,      5514,    143.54,       379,   140.092,        34,     6.061,        34,   5090.83,        36,      5050,        25,         0,         0,    5014.5,        36,      4976,        25,         4,     7.867,        45,    431960,    365015,    188905,    691136,       671,      8385
         1,   2218.06,         1,         7,         0,         0,   2415.61,      4098,     79.17,       238,   136.413,        32,     6.453,        32,   4979.55,        34,      4935,        27,         0,         0,   4794.59,        34,      4753,        27,         1,     2.645,        27,    431960,    365015,    188905,    691136,       671,      8385
         1,   2016.43,         1,         2,         0,         0,   2412.41,      4403,    91.653,       251,    124.91,        13,     1.124,        13,   957.883,        17,       945,         7,         0,         0,   914.452,        17,       901,         7,         3,    14.006,       121,    431960,    365015,    188905,    691136,       671,      8385
         1,   991.856,         1,         3,         0,         0,   622.142,       984,    12.025,        46,   129.061,        11,      1.02,        11,   699.489,        14,       687,         6,         0,         0,   692.882,        14,       683,         6,         1,     4.245,        42,    431960,    365015,    188905,    691136,       671,      8385
         1,   1266.47,         1,         3,         0,         0,   907.944,      1567,    17.357,        59,   127.916,        11,     1.885,        11,   837.066,        13,       826,         7,         0,         0,   836.857,        13,       826,         7,         2,     1.767,         9,    431960,    365015,    188905,    691136,       671,      8385
         1,   1885.37,         1,         4,         0,         0,   1739.14,      3222,    58.669,       175,   162.466,        29,     6.742,        29,   1777.35,        31,      1746,        17,         0,         0,   1773.79,        31,      1743,        17,         6,     4.439,        23,    431960,    365015,    188905,    691136,       671,      8385
         1,   905.539,         1,         2,         0,         0,   536.432,      1136,    14.603,        51,    126.28,         6,     0.207,         6,   147.299,         8,       143,         2,         0,         0,   146.851,         8,       143,         2,         0,     0.877,        22,    431960,    365015,    188905,    691136,       671,      8385
         1,   2956.53,         1,         3,         0,         0,   3999.08,      7373,   195.881,       500,   133.234,        18,     3.383,        18,   1811.06,        22,      1789,        11,         0,         0,   1696.58,        22,      1677,        11,         5,     6.854,        57,    431960,    365015,    188905,    691136,       671,      8385
         1,   2659.73,         1,         5,         0,         0,   3136.12,      5778,   108.909,       327,   151.206,        45,     8.415,        45,   3251.34,        48,      3202,        34,         0,         0,   3154.25,        48,      3107,        34,         5,    11.415,        66,    431960,    365015,    188905,    691136,       671,      8385
         1,   1510.53,         1,         3,         0,         0,   1257.19,      2432,    22.794,        83,   128.639,        13,     1.623,        13,   818.895,        17,       806,         7,         0,         0,   776.354,        17,       764,         7,         3,     8.246,        53,    431960,    365015,    188905,    691136,       671,      8385
         1,   1665.18,         1,         4,         0,         0,   1484.66,      2751,    56.345,       129,   136.678,        26,     5.007,        26,   3583.07,        28,      3549,        20,         0,         0,    3073.1,        28,      3041,        20,         2,     6.067,        43,    431960,    365015,    188905,    691136,       671,      8385
         1,   3033.48,         1,         5,         0,         0,   3962.79,      7222,   152.961,       421,   135.468,        27,     4.461,        27,   1840.07,        30,      1814,        17,         0,         0,   1813.73,        30,      1789,        17,         7,     2.477,        23,    431960,    365015,    188905,    691136,       671,      8385
         1,   2347.35,         1,         3,         0,         0,   1941.63,      3609,    95.807,       246,   144.821,        14,       1.5,        14,   911.926,        16,       898,         7,         0,         0,   959.098,        16,       949,         7,         3,     7.215,        70,    431960,    365015,    188905,    691136,       671,      8385
         1,   3943.73,         1,         9,         0,         0,   8195.77,     14802,   432.322,       842,   144.443,        44,      8.46,        44,   3815.13,        46,      3762,        34,         0,         0,   4247.02,        46,      4197,        34,         4,      0.33,         9,    431960,    365015,    188905,    691136,       671,      8385
         1,   752.047,         1,         3,         0,         0,   639.348,      1079,    12.985,        41,   127.611,        10,     1.159,        10,   632.146,        13,       622,         5,         0,         0,    632.85,        13,       623,         5,         3,     3.511,        27,    431960,    365015,    188905,    691136,       671,      8385
         1,   1681.55,         1,         5,         0,         0,   2044.31,      3727,    61.183,       179,   167.198,        19,     3.688,        19,   1434.51,        21,      1414,        11,         0,         0,   1350.61,        21,      1332,        11,         5,     1.923,        15,    431960,    365015,    188905,    691136,       671,      8385
         1,   1811.61,         2,         6,         0,         0,   1966.14,      3379,    90.526,       248,   144.648,        61,    10.848,        61,   2291.04,        34,      2260,        23,         0,         0,   2237.36,        34,      2205,        23,         3,    17.676,       126,    431960,    365015,    188905,    691136,       671,      8385
         1,   1772.73,         1,         3,         0,         0,   2044.88,      3422,    68.911,       188,    136.04,        20,     3.814,        20,   1942.29,        22,      1921,        13,         0,         0,   1943.87,        22,      1925,        13,         4,     2.418,        17,    431960,    365015,    188905,    691136,       671,      8385
         1,   2567.49,         2,         3,         0,         0,   3452.29,      6615,   149.184,       308,   149.942,        61,    11.079,        61,   5189.71,        49,      5134,        33,         0,         0,   5081.89,        49,      5014,        33,         8,    10.885,        85,    431960,    365015,    188905,    691136,       671,      8385
         1,   4391.01,         1,        10,         0,         0,   6260.95,     11970,    332.35,       763,   201.932,       204,    53.286,       204,   11630.6,        99,     11513,        76,         0,         0,   11634.8,        99,     11518,        76,        14,    11.744,        63,    431960,    365015,    188905,    691136,       671,      8385
         1,    1336.4,         1,         3,         0,         0,   1091.93,      1954,    24.755,        89,   129.798,        11,     1.493,        11,   749.599,        14,       737,         7,         0,         0,   750.733,        14,       739,         7,         2,     4.678,        33,    431960,    365015,    188905,    691136,       671,      8385
         1,   1869.49,         1,         4,         0,         0,   1785.27,      3279,    65.111,       194,   133.828,        14,     2.086,        14,    1010.1,        15,       995,         7,         0,         0,   1029.95,        15,      1018,         7,         3,      2.13,        19,    431960,    365015,    188905,    691136,       671,      8385
         1,   3126.14,         1,         7,         0,         0,    4328.6,      8569,   165.074,       441,   142.127,        34,     6.325,        34,   2850.29,        36,      2811,        26,         0,         0,   2820.81,        36,      2781,        26,         3,     6.352,        52,    431960,    365015,    188905,    691136,       671,      8385
         1,   1483.12,         1,         3,         0,         0,   1427.43,      2409,    37.412,       104,    151.23,        17,     2.824,        17,   1955.46,        19,      1938,        11,         0,         0,   2003.61,        19,      1987,        11,         2,     2.763,        36,    431960,    365015,    188905,    691136,       671,      8385
         1,    3325.3,         2,         5,         0,         0,   4183.13,      7663,   219.473,       586,   153.002,        78,    14.281,        78,   5800.59,        70,      5730,        48,         0,         0,   5830.31,        70,      5748,        48,         9,     5.796,       101,    431960,    365015,    188905,    691136,       671,      8385
         1,   1156.05,         1,         2,         0,         0,   1108.04,      2048,    16.221,        59,   129.362,         9,     1.062,         9,   534.794,        11,       526,         4,         0,         0,   537.023,        11,       528,         4,         2,     4.085,        28,    431960,    365015,    188905,    691136,       671,      8385
         1,   2172.86,         1,         5,         0,         0,   2552.65,      4800,   101.159,       238,   134.634,        22,     3.841,        22,   1853.92,        26,      1825,        16,         0,         0,   1987.13,        26,      1961,        16,         4,     4.552,        27,    431960,    365015,    188905,    691136,       671,      8385
         1,   3436.03,         1,         6,         0,         0,   6359.14,     11026,   242.315,       613,   157.334,        68,    14.765,        68,      5227,        74,      5146,        53,         0,         0,   4846.52,        74,      4762,        53,        13,     9.113,        54,    431960,    365015,    188905,    691136,       671,      8385
         1,   380.079,         1,         3,         0,         0,   289.734,       558,     5.329,        19,    130.51,         7,     0.659,         7,   400.769,         9,       394,         3,         0,         0,   403.556,         9,       399,         3,         1,     4.677,        36,    431960,    365015,    188905,    691136,       671,      8385
         1,   1968.63,         2,         3,         0,         0,   1656.22,      3111,    60.824,       178,   305.024,        65,    26.535,        65,   2134.68,        34,      2102,        20,         0,         0,   2878.54,        34,      2834,        20,         7,    15.695,        44,    431960,    365015,    188905,    691136,       671,      8385
         1,   530.134,         1,         3,         0,         0,   726.744,      1032,    11.118,        27,   174.913,        10,     1.077,        10,   609.262,        12,       599,         5,         0,         0,     603.4,        12,       596,         5,         1,     3.537,        23,    431960,    365015,    188905,    691136,       671,      8385
         1,   518.865,         1,         2,         0,         0,   527.604,       933,    15.043,        23,   132.184,         6,     0.487,         6,   302.902,         9,       296,         3,         0,         0,   302.513,         9,       297,         3,         1,     1.573,        15,    431960,    365015,    188905,    691136,       671,      8385
         1,   1874.73,         1,         4,         0,         0,    2013.7,      3823,    54.881,       173,    132.23,        19,     3.404,        19,   908.476,        19,       893,         9,         0,         0,   906.806,        19,       893,         9,         4,     1.151,        11,    431960,    365015,    188905,    691136,       671,      8385
         1,    2124.1,         1,         3,         0,         0,      2790,      4220,    89.522,       248,   134.342,        26,     3.907,        26,    1827.2,        27,      1803,        15,         0,         0,   1756.14,        27,      1731,        15,         6,      5.08,        32,    431960,    365015,    188905,    691136,       671,      8385
         1,   3088.16,         1,         4,         0,         0,   2677.16,      4925,    98.781,       273,   139.622,        27,     5.168,        27,   1758.22,        29,      1730,        17,         0,         0,   1790.53,        29,      1763,        17,         7,     5.395,        31,    431960,    365015,    188905,    691136,       671,      8385
