         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   8.62532,         1,         1,         4,         0,         0,    40.772,       121,     5.932,        30,     4.516,        10,     1.237,        10,    53.002,        12,        47,         7,         0,         0,    46.994,        12,        40,         7,         1,     0.855,         7,   5779.23,      8606,      6246,      8217,         5,        75
         1,   20.3961,         1,         1,         2,         0,         0,     22.53,        76,     7.316,        42,     2.445,        22,     1.603,        22,    72.335,        23,        63,         9,         0,         0,    68.661,        23,        62,         9,         8,     8.808,        99,   5779.23,      8606,      6246,      8217,         5,        75
         1,   83.7443,         1,         1,         3,         0,         0,   136.799,       426,   103.564,       343,    25.965,        69,     9.091,        69,   319.949,        71,       276,        43,         0,         0,    314.69,        71,       271,        43,        17,    11.681,       133,   5779.23,      8606,      6246,      8217,         5,        75
         1,   80.8372,         1,         1,         7,         0,         0,    87.238,       348,    62.943,       271,    30.271,       147,     23.13,       147,    335.63,        73,       293,        46,         0,         0,   324.597,        73,       283,        46,        19,     5.741,        66,   5779.23,      8606,      6246,      8217,         5,        75
         1,   131.468,         1,         1,         7,         0,         0,   150.882,       590,    138.74,       541,    26.275,        97,    17.306,        97,   477.387,        99,       415,        68,         0,         0,   468.201,        99,       405,        68,        18,     2.255,        57,   5779.23,      8606,      6246,      8217,         5,        75
         1,   105.399,         2,         2,         6,         0,         0,    169.04,       644,    92.544,       389,    89.425,       264,    69.712,       264,   491.202,        81,       437,        61,         0,         0,   532.896,        81,       471,        61,        14,     2.533,        16,   5779.23,      8606,      6246,      8217,         5,        75
         1,   89.1361,         1,         1,         6,         0,         0,    78.314,       248,    52.971,       171,    14.308,        69,    10.193,        69,   338.323,        71,       291,        48,         0,         0,   377.407,        71,       320,        48,        13,     1.976,        20,   5779.23,      8606,      6246,      8217,         5,        75
         1,   88.4492,         1,         1,         5,         0,         0,   176.146,       690,   104.557,       463,     6.314,        38,     4.224,        38,    165.32,        41,       145,        23,         0,         0,   162.084,        41,       139,        23,        12,     0.986,        25,   5779.23,      8606,      6246,      8217,         5,        75
         1,   28.6356,         1,         1,         2,         0,         0,    37.921,       137,    10.634,        55,     2.262,        18,     1.321,        18,    55.976,        20,        47,         9,         0,         0,    53.333,        20,        44,         9,         5,     5.606,        70,   5779.23,      8606,      6246,      8217,         5,        75
         1,   46.2942,         1,         1,         3,         0,         0,   109.592,       487,    46.391,       224,     3.377,        17,     2.157,        17,    71.636,        19,        64,         9,         0,         0,    68.836,        19,        63,         9,         5,     6.825,        73,   5779.23,      8606,      6246,      8217,         5,        75
         1,   134.444,         1,         1,         7,         0,         0,   133.598,       577,   121.904,       531,     23.17,        99,    18.089,        99,   494.838,       101,       435,        71,         0,         0,   485.068,       101,       424,        71,        19,     2.021,        31,   5779.23,      8606,      6246,      8217,         5,        75
         1,   55.9017,         1,         1,         2,         0,         0,   136.329,       604,    66.252,       345,     1.922,        15,     1.147,        15,    57.701,        19,        51,         7,         0,         0,    52.305,        19,        45,         7,         5,     4.308,        55,   5779.23,      8606,      6246,      8217,         5,        75
         1,     93.96,         1,         1,         5,         0,         0,    82.573,       392,    69.017,       320,    15.845,        70,    12.298,        70,   318.784,        72,       281,        47,         0,         0,   306.835,        72,       265,        47,        18,     0.563,         7,   5779.23,      8606,      6246,      8217,         5,        75
         1,    52.469,         1,         1,         2,         0,         0,   185.796,       600,    81.087,       353,      2.85,        24,      1.94,        24,    94.693,        27,        85,        12,         0,         0,    92.275,        27,        82,        12,         9,    12.783,       118,   5779.23,      8606,      6246,      8217,         5,        75
         1,   13.0384,         1,         1,         2,         0,         0,    34.089,       145,     8.184,        50,     1.331,         8,     0.458,         8,     36.53,        11,        32,         4,         0,         0,    34.649,        11,        31,         4,         2,     1.173,        19,   5779.23,      8606,      6246,      8217,         5,        75
         1,   105.213,         1,         1,         8,         0,         0,   118.355,       489,    99.283,       397,    24.299,        94,    19.545,        94,   526.262,        96,       461,        70,         0,         0,   578.284,        96,       511,        70,        18,     6.007,        60,   5779.23,      8606,      6246,      8217,         5,        75
         1,   181.573,         1,         1,         6,         0,         0,   136.006,       566,   132.618,       532,    25.995,       115,    20.385,       115,   591.063,       117,       507,        80,         0,         0,   542.287,       117,       478,        80,        24,     5.696,        85,   5779.23,      8606,      6246,      8217,         5,        75
         1,   39.3192,         1,         1,         2,         0,         0,    40.918,       144,    17.074,        78,     2.694,        26,     1.883,        26,    87.887,        29,        76,        14,         0,         0,    84.682,        29,        73,        14,         9,     9.187,       106,   5779.23,      8606,      6246,      8217,         5,        75
         1,   211.396,         1,         1,        12,         0,         0,   131.214,       631,   133.266,       580,   120.996,       403,    86.386,       403,   2349.67,       405,      2054,       318,         0,         0,   2271.99,       405,      1954,       318,        65,    14.094,       161,   5779.23,      8606,      6246,      8217,         5,        75
