         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   11348.5,         0,         0,    936.79,       930,   232.054,       268,    29.167,        21,    11.544,        21,   481.212,        22,       452,        12,         0,     1.565,         5,   29631.2,     12873,      6607,     23313,        18,       287
         1,   9714.26,         0,         0,   797.728,       854,    193.43,       238,    22.934,        28,    16.076,        28,    902.77,        30,       868,        21,         0,    37.144,        85,   29631.2,     12873,      6607,     23313,        18,       287
         1,   6943.94,         0,         0,   360.773,       373,    84.995,        93,    19.032,        22,    12.874,        22,   801.489,        25,       769,        18,         0,     7.656,        22,   29631.2,     12873,      6607,     23313,        18,       287
         1,     15504,         0,         0,   707.034,       784,    208.52,       216,     5.934,         7,     0.963,         7,   141.126,        10,       136,         3,         0,    16.249,        82,   29631.2,     12873,      6607,     23313,        18,       287
         1,   10907.4,         0,         0,   987.681,      1041,   206.858,       254,    44.883,        61,    33.585,        61,   958.458,        36,       917,        22,         0,    41.712,       110,   29631.2,     12873,      6607,     23313,        18,       287
         1,   4348.57,         0,         0,   235.681,       309,    45.787,        69,    14.457,        18,     8.192,        18,   507.232,        20,       486,        12,         0,     1.856,        13,   29631.2,     12873,      6607,     23313,        18,       287
         1,   5633.24,         0,         0,   312.524,       288,    42.711,        67,     7.306,         8,     1.812,         8,   191.667,        12,       183,         5,         0,    10.369,        48,   29631.2,     12873,      6607,     23313,        18,       287
         1,   25817.1,         0,         0,   5334.65,      3971,   1736.44,      1563,   136.567,       134,   113.056,       134,   4624.04,       136,      4414,       107,         0,     34.71,        89,   29631.2,     12873,      6607,     23313,        18,       287
         1,   23501.7,         0,         0,   3135.95,      2863,   811.592,       823,    24.226,        31,    16.663,        31,   1003.16,        38,       960,        24,         0,    10.335,        32,   29631.2,     12873,      6607,     23313,        18,       287
         1,   18856.9,         0,         0,   1181.74,      1224,   262.183,       267,     6.894,         9,     1.983,         9,   186.624,        12,       180,         4,         0,    27.227,       127,   29631.2,     12873,      6607,     23313,        18,       287
         1,   3621.73,         0,         0,   140.197,       180,    18.601,        34,     6.857,         8,      1.79,         8,   180.969,        12,       174,         4,         0,     2.576,        15,   29631.2,     12873,      6607,     23313,        18,       287
         1,   9437.75,         0,         0,   659.733,       786,   154.026,       212,    22.807,        31,    16.252,        31,   903.001,        33,       868,        21,         0,     20.32,        67,   29631.2,     12873,      6607,     23313,        18,       287
         1,   24630.1,         0,         0,   3820.58,      3595,    1435.8,      1412,     74.55,        96,    65.112,        96,   3274.03,        98,      3145,        74,         0,    17.222,        36,   29631.2,     12873,      6607,     23313,        18,       287
         1,   13327.9,         0,         0,   1319.78,      1506,   318.271,       370,    19.752,        27,    12.871,        27,   786.459,        32,       733,        19,         0,    14.485,        53,   29631.2,     12873,      6607,     23313,        18,       287
         1,   10020.6,         0,         0,   756.664,       799,   176.453,       200,    22.645,        32,    15.831,        32,   952.175,        35,       912,        25,         0,    24.929,        68,   29631.2,     12873,      6607,     23313,        18,       287
         1,   5224.95,         0,         0,    98.796,       136,    17.545,        31,      5.16,         5,      0.14,         5,    92.884,         8,        89,         2,         0,     4.448,        38,   29631.2,     12873,      6607,     23313,        18,       287
         1,   12756.5,         0,         0,   1091.63,      1172,   256.409,       268,     28.58,        38,    22.021,        38,   1286.08,        40,      1242,        28,         0,    18.014,        55,   29631.2,     12873,      6607,     23313,        18,       287
         1,   18438.1,         0,         0,   2297.36,      2323,   864.987,       856,    47.242,        58,    39.908,        58,    1911.5,        60,      1830,        47,         0,    19.904,        62,   29631.2,     12873,      6607,     23313,        18,       287
         1,   24327.5,         0,         0,   4264.11,      4002,   1537.34,      1490,    73.517,        88,    63.659,        88,   2991.59,        90,      2881,        70,         0,    36.671,        96,   29631.2,     12873,      6607,     23313,        18,       287
         1,   24292.6,         0,         0,   4370.04,      4071,   1566.16,      1526,    67.184,        89,     59.28,        89,   2961.65,        91,      2845,        71,         0,    37.563,       116,   29631.2,     12873,      6607,     23313,        18,       287
         1,   15096.1,         0,         0,    1629.5,      1777,   416.202,       481,    31.911,        42,    24.049,        42,   1353.77,        44,      1303,        31,         0,       4.8,        17,   29631.2,     12873,      6607,     23313,        18,       287
         1,   11057.1,         0,         0,   791.269,       831,   177.899,       193,    14.145,        18,     7.865,        18,   541.994,        21,       520,        13,         0,     1.588,        16,   29631.2,     12873,      6607,     23313,        18,       287
         1,   5076.21,         0,         0,   230.005,       296,    45.978,        53,     6.605,         8,     1.792,         8,   196.119,        12,       188,         4,         0,      4.79,        23,   29631.2,     12873,      6607,     23313,        18,       287
         1,   33750.1,         0,         0,   6142.51,      5366,   2282.82,      2061,   148.608,       185,   133.343,       185,    6336.9,       187,      6080,       152,         0,    52.588,       132,   29631.2,     12873,      6607,     23313,        18,       287
         1,     14905,         0,         0,   1772.96,      1889,   493.257,       546,    52.176,        68,    44.326,        68,   2300.19,        71,      2211,        51,         0,    21.117,        88,   29631.2,     12873,      6607,     23313,        18,       287
         1,   18232.9,         0,         0,   1922.68,      1879,   354.325,       397,    17.553,        24,    10.654,        24,   768.078,        31,       737,        18,         0,    10.283,        27,   29631.2,     12873,      6607,     23313,        18,       287
         1,   7502.61,         0,         0,   432.859,       556,    63.972,        99,    10.245,        13,     4.558,        13,   577.362,        22,       556,        13,         0,     18.76,        55,   29631.2,     12873,      6607,     23313,        18,       287
         1,   4660.42,         0,         0,    148.81,       214,    24.232,        39,     7.816,         9,     2.662,         9,   271.256,        12,       261,         6,         0,     7.781,        23,   29631.2,     12873,      6607,     23313,        18,       287
         1,   17167.5,         0,         0,   2279.61,      2205,   748.646,       719,    66.423,        86,    57.102,        86,   3111.32,        88,      2992,        73,         0,    13.124,        40,   29631.2,     12873,      6607,     23313,        18,       287
         1,   4240.57,         0,         0,   152.341,       187,    34.968,        47,     9.393,        11,     3.708,        11,   273.094,        13,       262,         7,         0,     4.756,        17,   29631.2,     12873,      6607,     23313,        18,       287
         1,   5953.92,         0,         0,   312.036,       360,    51.238,        65,    14.291,        19,     8.715,        19,   533.752,        22,       511,        12,         0,    22.369,        76,   29631.2,     12873,      6607,     23313,        18,       287
         1,   3189.19,         0,         0,    61.982,        84,    10.125,        22,     5.929,         6,     1.043,         6,   141.854,         9,       137,         3,         0,     2.403,        15,   29631.2,     12873,      6607,     23313,        18,       287
         1,   9107.08,         0,         0,   656.116,       791,   100.798,       144,     11.36,        17,     5.961,        17,   370.206,        19,       346,         8,         0,     6.967,        23,   29631.2,     12873,      6607,     23313,        18,       287
         1,   24257.7,         0,         0,   3694.26,      3586,   1451.45,      1246,    66.729,        75,    57.291,        75,   2728.85,        78,      2617,        63,         0,    14.631,        53,   29631.2,     12873,      6607,     23313,        18,       287
         1,    3852.9,         0,         0,   136.003,       179,    14.994,        27,      4.95,         1,     0.016,         1,     0.608,         6,         0,         0,         0,     3.598,        19,   29631.2,     12873,      6607,     23313,        18,       287
         1,   6382.14,         0,         0,   363.432,       422,     109.3,       130,    11.219,        15,     6.413,        15,   370.904,        20,       351,         8,         0,    18.673,        52,   29631.2,     12873,      6607,     23313,        18,       287
         1,   12708.5,         0,         0,   1430.62,      1438,   361.596,       387,    38.035,        44,    30.181,        44,   1346.82,        48,      1285,        33,         0,     6.489,        22,   29631.2,     12873,      6607,     23313,        18,       287
         1,   7162.03,         0,         0,   482.596,       557,    82.224,       123,    13.393,        15,     8.215,        15,   417.243,        20,       394,        10,         0,    14.125,        30,   29631.2,     12873,      6607,     23313,        18,       287
         1,   14133.3,         0,         0,   1350.81,      1414,   345.588,       362,    34.234,        38,    26.519,        38,   1261.74,        40,      1209,        29,         0,     9.755,        27,   29631.2,     12873,      6607,     23313,        18,       287
         1,   3569.32,         0,         0,    189.01,       226,    20.165,        37,    10.824,        14,     5.399,        14,    377.29,        17,       363,         9,         0,     6.211,        25,   29631.2,     12873,      6607,     23313,        18,       287
         1,   8357.79,         0,         0,   614.666,       731,    99.351,       149,    18.998,        27,    12.321,        27,   705.437,        27,       678,        17,         0,     4.186,        14,   29631.2,     12873,      6607,     23313,        18,       287
         1,     14910,         0,         0,   1570.97,      1594,   517.605,       549,    61.309,        84,    63.228,        84,   1703.96,        54,      1634,        39,         0,     45.65,       112,   29631.2,     12873,      6607,     23313,        18,       287
         1,   12446.2,         0,         0,   1293.99,      1353,   288.158,       325,    15.729,        22,     9.168,        22,   742.507,        24,       717,        14,         0,    14.892,        60,   29631.2,     12873,      6607,     23313,        18,       287
         1,   26565.3,         0,         0,   5512.37,      4042,   1934.79,      1580,   132.273,       178,   119.779,       178,   5383.56,       155,      5165,       121,         0,    77.621,       152,   29631.2,     12873,      6607,     23313,        18,       287
         1,   4119.46,         0,         0,   199.014,       192,    13.851,        26,     5.303,         5,     0.142,         5,    97.736,         8,        95,         2,         0,    13.908,        38,   29631.2,     12873,      6607,     23313,        18,       287
         1,   1806.17,         0,         0,   105.768,       110,     3.769,         9,     5.436,         5,     0.528,         5,    92.523,         7,        89,         2,         0,     1.453,        13,   29631.2,     12873,      6607,     23313,        18,       287
         1,   25383.2,         0,         0,   3992.04,      3650,   1434.38,      1294,    58.398,        73,    49.235,        73,   2235.54,        75,      2139,        57,         0,    32.104,        91,   29631.2,     12873,      6607,     23313,        18,       287
         1,   17623.2,         0,         0,   2612.87,      2605,   664.136,       763,   179.491,       255,    166.16,       255,    2635.6,        86,      2535,        61,         0,     7.275,        25,   29631.2,     12873,      6607,     23313,        18,       287
         1,   2185.67,         0,         0,    49.743,        58,      3.81,        11,     5.168,         1,     0.026,         1,     0.763,         6,         0,         0,         0,    18.249,        80,   29631.2,     12873,      6607,     23313,        18,       287
         1,   3755.21,         0,         0,    60.032,        77,    15.852,        29,      5.07,         5,     0.144,         5,    124.85,         8,       120,         2,         0,    13.303,        62,   29631.2,     12873,      6607,     23313,        18,       287
         1,   4699.91,         0,         0,   170.923,       221,     23.82,        45,     9.949,        12,     4.158,        12,   287.759,        15,       274,         8,         0,     0.078,         5,   29631.2,     12873,      6607,     23313,        18,       287
         1,   27912.1,         0,         0,   3025.66,      3173,   886.134,       785,    24.905,        34,    17.385,        34,   1026.43,        37,       987,        25,         0,     0.328,        11,   29631.2,     12873,      6607,     23313,        18,       287
         1,   1672.31,         0,         0,   121.485,       159,     8.934,        19,     4.909,         5,     0.155,         5,    96.004,         9,        91,         3,         0,      0.51,        20,   29631.2,     12873,      6607,     23313,        18,       287
         1,   16619.6,         0,         0,   2254.06,      2229,   664.857,       750,    67.764,        85,    58.533,        85,   3394.09,        87,      3269,        69,         0,     1.504,         7,   29631.2,     12873,      6607,     23313,        18,       287
         1,   15755.8,         0,         0,   1538.78,      1502,   405.619,       415,    37.967,        45,    30.593,        45,   1641.97,        49,      1579,        37,         0,    21.383,        63,   29631.2,     12873,      6607,     23313,        18,       287
         1,   21669.6,         0,         0,    3298.6,      3067,   1204.06,      1163,   113.801,       131,   104.406,       131,   4480.42,       133,      4291,       105,         0,    12.721,        33,   29631.2,     12873,      6607,     23313,        18,       287
         1,   14088.8,         0,         0,   1233.84,      1353,   315.003,       402,    52.491,        52,    32.319,        52,   1784.11,        56,      1715,        43,         0,    18.165,        44,   29631.2,     12873,      6607,     23313,        18,       287
