         k,      dist,      rank,  max_rank,      vnum,   tot_hit, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,rtree_cost, cost_poly,  gen_poly, sort_cost,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices,         x,         y
         1,   804.815,         1,         1,         3,         1,         0,         0,     7.106,        26,     0.895,         8,         0,         0,         0,         0,   4232.15,        11,      4226,         5,         1,         0,     4.939,        53,     5.948,         9,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     53766,     90592
         1,   92.8009,         1,         1,         2,         1,         0,         0,     1.686,         7,     0.024,         1,         0,         0,         0,         0,     0.314,         5,         0,         0,         0,         0,     0.057,         6,     0.349,         5,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,      9621,     27639
         1,   241.282,         1,         1,         2,         1,         0,         0,     1.679,         7,     0.013,         1,         0,         0,         0,         0,     0.316,         5,         0,         0,         0,         0,     4.369,        26,     0.322,         5,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     50219,     39567
         1,   518.369,         1,         1,         2,         1,         0,         0,     6.139,        21,     0.043,         4,         0,         0,         0,         0,   1056.16,         8,      1053,         2,         0,         0,     5.145,        72,     3.823,         8,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     34051,     97128
         1,   162.963,         1,         1,         2,         1,         0,         0,     2.371,        11,     0.025,         1,         0,         0,         0,         0,     0.327,         5,         0,         0,         0,         0,     2.152,        21,     0.409,         5,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     78804,     53239
         1,   1044.99,         1,         1,         4,         2,         0,         0,    22.033,        45,     4.113,        24,         0,         0,         0,         0,   9255.92,        17,      9247,         9,         2,         0,     1.752,        20,     7.453,        13,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     93210,     36935
         1,   300.089,         1,         1,         3,         1,         0,         0,     5.669,        15,     1.672,        10,         0,         0,         0,         0,    5927.6,        15,      5920,         7,         1,         0,     0.916,        10,     7.391,        13,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     77077,     66596
         1,    953.68,         1,         1,         2,         1,         0,         0,    21.134,        71,     1.294,         9,         0,         0,         0,         0,   2765.25,        14,      2759,         4,         2,         0,     9.037,        46,    10.072,        14,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     13900,     85570
         1,   334.887,         1,         1,         2,         1,         0,         0,     2.901,        11,     0.034,         5,         0,         0,         0,         0,   969.536,         8,       968,         2,         0,         0,     0.982,        26,     2.712,         8,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     95883,     10128
         1,   527.414,         1,         1,         2,         1,         0,         0,    16.788,        20,     0.234,         5,         0,         0,         0,         0,   1752.27,         8,      1747,         3,         0,         0,     1.183,        13,     3.729,         8,    590130,    417196,    188905,    318052,    134320,         0,         0,     10918,      8385,    109171,     96889,     65580
