         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   11602.1,         0,         0,   1300.05,      1076,   263.759,       257,    44.085,        26,    11.203,        26,    1807.7,        29,      1777,        17,         0,     26.07,        75,   29877.5,     12497,      6607,     22394,       115,       287
         1,      6969,         0,         0,   366.679,       451,    50.994,        67,    42.118,        40,    19.224,        40,   1280.83,        19,      1259,        12,         0,     6.715,        35,   29877.5,     12497,      6607,     22394,       115,       287
         1,   319.789,         0,         0,    15.327,        22,     1.712,         6,    20.215,         1,     0.026,         1,     0.506,         4,         0,         0,         0,     0.048,         4,   29877.5,     12497,      6607,     22394,       115,       287
         1,    4437.7,         0,         0,   194.749,       232,    37.834,        59,    27.222,        15,     5.841,        15,   1412.65,        18,      1395,        10,         0,     0.347,        11,   29877.5,     12497,      6607,     22394,       115,       287
         1,   2560.06,         0,         0,   151.708,       188,    25.228,        27,    21.945,         6,     0.715,         6,   221.783,         8,       217,         2,         0,     2.973,        22,   29877.5,     12497,      6607,     22394,       115,       287
         1,   9007.55,         0,         0,   635.282,       722,   143.589,       146,    39.679,        35,    18.551,        35,    2670.1,        27,      2640,        14,         0,    54.963,       140,   29877.5,     12497,      6607,     22394,       115,       287
         1,   5599.52,         0,         0,   329.536,       372,    52.349,        61,    31.645,        19,    10.453,        19,   1451.11,        22,      1428,        14,         0,    21.436,        58,   29877.5,     12497,      6607,     22394,       115,       287
         1,   3794.15,         0,         0,   193.172,       238,    20.136,        38,    21.431,         8,     2.172,         8,   376.695,        11,       369,         4,         0,      5.38,        23,   29877.5,     12497,      6607,     22394,       115,       287
         1,   10516.6,         0,         0,    686.99,       740,   123.949,       153,    45.026,        39,    23.516,        39,   1186.03,        22,      1159,        15,         0,    29.424,       111,   29877.5,     12497,      6607,     22394,       115,       287
         1,    4053.5,         0,         0,   234.643,       303,    30.879,        51,    22.949,         7,     2.524,         7,   421.856,         9,       414,         4,         0,      7.01,        27,   29877.5,     12497,      6607,     22394,       115,       287
