         k,      dist,      rank,  max_rank,      vnum,   tot_hit, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,rtree_cost, cost_poly,  gen_poly, sort_cost,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices,         x,         y
         1,   20729.1,         1,         1,         9,         1,         0,         0,   28097.2,     44684,   276.441,       748,         0,         0,         0,         0,   9638.43,       753,      8914,       610,       105,         0,    51.513,       328,   141.319,       146,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     62440,     49392
         1,   6646.71,         1,         1,         9,         1,         0,         0,   1127.45,      2939,    24.821,       116,         0,         0,         0,         0,   1381.69,       119,      1294,        96,        13,         0,     1.922,        18,    37.094,        49,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     69946,     92447
         1,   24659.7,         2,         2,         5,         2,         0,         0,     40752,     65466,   750.505,      2149,         0,         0,         0,         0,   27700.4,      1890,     25848,      1576,       242,         0,    46.787,       313,   143.774,       146,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     42477,     23608
         1,   12589.7,         1,         1,         6,         1,         0,         0,   6182.65,     13843,    46.336,       207,         0,         0,         0,         0,   2447.73,       209,      2286,       159,        37,         0,    29.139,       195,    65.032,        72,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     65482,     36773
         1,   15153.6,         1,         1,        15,         1,         0,         0,   8822.74,     17940,   196.494,       728,         0,         0,         0,         0,   9404.24,       730,      8800,       622,        76,         0,      9.13,        83,    94.312,       108,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,      8235,     31067
         1,   17283.3,         1,         1,        12,         2,         0,         0,   14725.8,     28514,    448.74,      1685,         0,         0,         0,         0,   8104.28,       546,      7674,       446,        75,         0,    10.828,        69,    96.247,       110,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     63937,     64443
         1,   9813.13,         1,         1,        17,         1,         0,         0,   3128.69,      7575,     51.58,       224,         0,         0,         0,         0,   2825.24,       228,      2649,       185,        27,         0,     3.149,        31,    54.113,        67,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     28699,     28965
         1,   9873.87,         1,         1,        15,         1,         0,         0,   2803.53,      6673,    90.938,       355,         0,         0,         0,         0,   4379.62,       358,      4097,       296,        43,         0,    13.656,       129,     83.23,       103,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     76167,      5389
         1,   6734.82,         1,         1,         5,         1,         0,         0,   1472.66,      3643,    20.519,        85,         0,         0,         0,         0,   1066.28,        87,      1002,        66,        11,         0,    22.673,       139,    40.827,        51,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     81660,     41208
         1,   3114.62,         1,         1,         4,         1,         0,         0,   155.007,       477,     6.459,        32,         0,         0,         0,         0,   303.928,        36,       281,        20,         8,         0,     2.343,        25,    16.639,        26,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     65818,     80976
         1,   26927.5,         2,         2,        21,         2,         0,         0,   31332.2,     53254,   1488.68,      4454,         0,         0,         0,         0,   27371.9,      2226,     25380,      1842,       289,         0,    20.436,       141,   173.965,       192,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     46410,      8727
         1,   28029.8,         1,         1,        33,         1,         0,         0,   25393.9,     46940,   1059.28,      3114,         0,         0,         0,         0,   38702.3,      3117,     35865,      2630,       368,         0,    16.715,       120,   158.051,       188,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     47627,      3049
         1,   33937.6,         1,         1,        27,         1,         0,         0,   34745.9,     59158,   1744.66,      4012,         0,         0,         0,         0,   52016.3,      4016,     47874,      3431,       443,         0,    26.083,       135,   240.435,       225,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,      1634,     81019
         1,   32992.2,         1,         1,        36,         1,         0,         0,   35969.5,     63117,   1485.19,      4599,         0,         0,         0,         0,   59060.9,      4603,     54736,      3978,       481,         0,     9.592,        74,   196.226,       244,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,      3827,     78300
         1,   15299.8,         1,         1,        17,         1,         0,         0,   9187.64,     21059,   464.578,      1118,         0,         0,         0,         0,   15828.1,      1122,     14721,       946,       128,         0,     8.505,        63,    98.971,       105,    472439,    415999,    188905,    377055,    134320,         0,         0,        11,      8385,    109171,     40136,     77084
