         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   125.044,         1,         1,        18,         0,         0,   457.573,       432,   263.773,       350,   2040.13,      1990,   1881.17,      1990,   3362.31,       261,      2963,       217,         0,         0,   3165.37,       261,      2818,       217,        31,    10.112,        33,   11752.9,      9367,      8391,      9009,         5,        47
         1,    106.46,         1,         1,        10,         0,         0,   948.921,       433,    697.92,       356,   138.202,       123,   108.007,       123,   1639.07,       125,      1338,       102,         0,         0,   1620.99,       125,      1362,       102,        13,     9.168,        54,   11752.9,      9367,      8391,      9009,         5,        47
         1,   17.7246,         1,         1,         3,         0,         0,   105.755,        63,    29.823,        39,     5.039,        14,     3.019,        14,   106.293,        16,        92,         7,         0,         0,   102.374,        16,        91,         7,         3,     9.293,        45,   11752.9,      9367,      8391,      9009,         5,        47
         1,   137.009,         1,         1,        13,         0,         0,   316.565,       461,   248.774,       377,   138.373,       244,   120.497,       244,   2872.16,       246,      2579,       209,         0,         0,   2848.22,       246,      2560,       209,        24,     10.34,        27,   11752.9,      9367,      8391,      9009,         5,        47
         1,   119.403,         3,         3,         7,         0,         0,   313.129,       454,   209.614,       337,   260.112,       487,   236.227,       487,   1926.64,       162,      1736,       137,         0,         0,   1902.27,       162,      1720,       137,        16,    29.594,       195,   11752.9,      9367,      8391,      9009,         5,        47
         1,   11.4031,         1,         1,         3,         0,         0,    52.972,        94,     18.09,        55,     3.193,        16,       1.6,        16,    87.819,        17,        81,         6,         0,         0,    84.982,        17,        79,         6,         2,    10.685,       123,   11752.9,      9367,      8391,      9009,         5,        47
         1,   92.7313,         2,         2,         6,         0,         0,   387.201,       621,   257.281,       483,   998.571,      1445,   841.653,      1445,   1144.03,       103,      1024,        81,         0,         0,      1136,       103,      1026,        81,        11,    24.458,        72,   11752.9,      9367,      8391,      9009,         5,        47
         1,   25.2552,         1,         1,         5,         0,         0,     85.67,       114,    43.896,        68,    10.937,        24,     7.171,        24,    204.66,        25,       183,        15,         0,         0,   196.055,        25,       176,        15,         3,      3.55,        28,   11752.9,      9367,      8391,      9009,         5,        47
         1,   124.887,         4,         4,        11,         0,         0,   277.317,       409,    224.91,       342,   1267.91,      1938,   1200.44,      1938,   2785.87,       243,      2448,       191,         0,         0,   2663.12,       243,      2368,       191,        34,      2.35,        11,   11752.9,      9367,      8391,      9009,         5,        47
         1,   42.5411,         1,         1,         5,         0,         0,   133.368,       248,    74.175,       176,    15.734,        26,    11.765,        26,   241.846,        28,       216,        16,         0,         0,   231.573,        28,       206,        16,         6,     6.427,        35,   11752.9,      9367,      8391,      9009,         5,        47
         1,   140.963,         2,         2,        11,         0,         0,   461.736,       827,   404.133,       724,   1257.43,      1723,   1361.94,      1723,   5062.48,       442,      4515,       366,         0,         0,      5369,       442,      4738,       366,        60,    14.544,        51,   11752.9,      9367,      8391,      9009,         5,        47
         1,    36.217,         1,         1,         5,         0,         0,    143.14,       198,    81.402,       142,    18.929,        30,    13.944,        30,   331.363,        32,       295,        23,         0,         0,   318.056,        32,       286,        23,         5,      5.32,        12,   11752.9,      9367,      8391,      9009,         5,        47
         1,   166.861,         1,         1,        11,         0,         0,   578.556,       810,   585.587,       713,   1656.99,      1837,   1716.39,      1837,   6729.79,       563,      6033,       457,         0,         0,   7121.75,       563,      6216,       457,        86,    27.529,       137,   11752.9,      9367,      8391,      9009,         5,        47
         1,    62.432,         1,         1,         7,         0,         0,   274.001,       405,   142.193,       250,    25.763,        36,     15.65,        36,   410.635,        38,       360,        27,         0,         0,   397.632,        38,       348,        27,         7,     8.644,        12,   11752.9,      9367,      8391,      9009,         5,        47
         1,   84.0877,         2,         2,         7,         0,         0,   547.001,       407,   280.016,       338,   125.139,       187,   103.376,       187,   1919.48,       143,      1681,       123,         0,         0,   1707.12,       143,      1526,       123,         9,    17.887,        41,   11752.9,      9367,      8391,      9009,         5,        47
         1,   167.243,         1,         1,        12,         0,         0,   429.749,       782,   350.652,       693,    1074.7,      1797,   999.232,      1797,    6256.8,       545,      5617,       457,         0,         0,   6847.57,       545,      6173,       457,        69,    12.138,        49,   11752.9,      9367,      8391,      9009,         5,        47
