         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   77.3751,         5,         5,         3,         0,         0,   346.548,       374,   295.872,       244,   813.934,      1479,   673.477,      1479,   9570.57,       110,      9357,        99,         0,         0,   7547.97,       110,      7389,        99,         6,    23.576,       123,     32126,     28587,     23223,     25780,        79,       157
         1,   21.2691,         2,         2,         4,         0,         0,   194.564,       338,    30.487,        88,    12.412,        45,       5.2,        45,   1257.16,        26,      1241,        11,         0,         0,   848.295,        26,       836,        11,         7,    11.244,        92,     32126,     28587,     23223,     25780,        79,       157
         1,   20.5913,         1,         1,         2,         0,         0,    88.694,       177,     6.894,        27,      7.83,        14,      1.76,        14,   506.644,        17,       498,         7,         0,         0,    508.92,        17,       502,         7,         5,     5.068,        31,     32126,     28587,     23223,     25780,        79,       157
         1,   8.06226,         1,         1,         2,         0,         0,    61.187,        97,     5.664,        14,     6.402,         7,      0.36,         7,   178.881,        10,       174,         3,         0,         0,    175.68,        10,       170,         3,         1,     1.318,        25,     32126,     28587,     23223,     25780,        79,       157
         1,     8.544,         1,         1,         2,         0,         0,    46.294,        96,     4.783,        21,     5.674,         6,     0.062,         6,    93.626,         9,        92,         2,         0,         0,    91.441,         9,        90,         2,         0,     0.171,        24,     32126,     28587,     23223,     25780,        79,       157
         1,   29.8329,         1,         1,         2,         0,         0,    35.919,        83,     6.826,        53,     6.241,         7,     0.218,         7,   159.327,        10,       157,         3,         0,         0,   156.245,        10,       154,         3,         1,     0.871,        25,     32126,     28587,     23223,     25780,        79,       157
         1,   64.5373,         5,         5,         6,         0,         0,   201.029,       323,   118.025,       240,   769.674,      1253,   608.018,      1253,   9564.72,       155,      9374,       138,         0,         0,   9964.28,       155,      9728,       138,         8,     0.034,         3,     32126,     28587,     23223,     25780,        79,       157
         1,   22.4722,         1,         1,         2,         0,         0,    84.897,       103,     4.218,        11,     6.554,         1,     0.036,         1,      0.32,         7,         0,         0,         0,         0,     0.257,         7,         0,         0,         0,     6.869,        24,     32126,     28587,     23223,     25780,        79,       157
         1,        25,         1,         1,         2,         0,         0,    75.678,       161,     20.56,        73,     7.695,        14,     1.005,        14,   579.032,        16,       570,         6,         0,         0,    559.64,        16,       552,         6,         3,     4.125,        47,     32126,     28587,     23223,     25780,        79,       157
         1,     12.06,         1,         1,         3,         0,         0,    69.997,       200,     8.261,        39,     11.53,        13,     2.395,        13,   472.451,        18,       464,         7,         0,         0,   515.044,        18,       507,         7,         3,    12.345,        79,     32126,     28587,     23223,     25780,        79,       157
         1,   57.0088,         2,         2,         2,         0,         0,   202.293,       247,    57.762,       115,    74.356,       185,    51.978,       185,   2043.43,        60,      2003,        30,         0,         0,   1964.22,        60,      1926,        30,        16,    26.781,       136,     32126,     28587,     23223,     25780,        79,       157
         1,   5.38516,         1,         1,         2,         0,         0,    70.853,       170,     1.845,        14,     6.201,         7,     0.281,         7,   200.342,        10,       197,         3,         0,         0,   198.132,        10,       194,         3,         1,     5.041,        65,     32126,     28587,     23223,     25780,        79,       157
         1,   15.8114,         1,         1,         2,         0,         0,   154.541,       201,    11.522,        23,     6.843,         5,     0.043,         5,   131.609,         8,       128,         2,         0,         0,       128,         8,       126,         2,         0,     4.385,        40,     32126,     28587,     23223,     25780,        79,       157
         1,   146.687,        19,        19,         2,         0,         0,   299.997,       396,   161.604,       268,    8672.8,     16634,   9610.79,     16634,   14119.4,       214,     13824,       183,         0,         0,   13857.1,       214,     13583,       183,        11,    28.435,        68,     32126,     28587,     23223,     25780,        79,       157
         1,   27.0799,         2,         2,         3,         0,         0,   126.246,       184,    26.865,        52,    22.183,        43,    11.449,        43,   759.367,        18,       744,        10,         0,         0,    747.61,        18,       734,        10,         4,     2.321,        10,     32126,     28587,     23223,     25780,        79,       157
         1,   15.5242,         1,         1,         2,         0,         0,    73.669,       161,     4.825,        17,     6.105,         1,     0.028,         1,     0.283,         6,         0,         0,         0,         0,     0.227,         6,         0,         0,         0,     7.824,        67,     32126,     28587,     23223,     25780,        79,       157
         1,   61.8466,         1,         1,         2,         0,         0,   157.223,       190,    32.756,        80,      8.08,         7,     1.612,         7,   262.671,         9,       257,         3,         0,         0,   236.206,         9,       230,         3,         1,     4.917,        23,     32126,     28587,     23223,     25780,        79,       157
         1,   86.2903,         9,         9,         4,         0,         0,   580.111,      1100,   411.007,       735,   4548.48,      8779,   3501.68,      8779,   31841.8,       333,     31398,       265,         0,         0,   29810.7,       333,     29358,       265,        57,    34.833,       159,     32126,     28587,     23223,     25780,        79,       157
         1,   18.0278,         1,         1,         2,         0,         0,    76.768,        98,     5.184,        11,     8.333,         5,     1.179,         5,   180.368,         7,       174,         2,         0,         0,   154.482,         7,       148,         2,         0,     6.768,        33,     32126,     28587,     23223,     25780,        79,       157
         1,   60.6453,         1,         1,         5,         0,         0,   193.835,       197,    63.116,       121,    19.429,        26,     9.536,        26,   1201.11,        28,      1181,        14,         0,         0,   1334.84,        28,      1311,        14,         8,    48.719,       190,     32126,     28587,     23223,     25780,        79,       157
         1,   85.4384,         3,         3,         5,         0,         0,   293.022,       631,    94.663,       264,    371.11,       605,   201.603,       605,   13598.9,       183,     13394,       125,         0,         0,   12059.5,       183,     11862,       125,        36,    20.129,        99,     32126,     28587,     23223,     25780,        79,       157
         1,    53.345,         2,         2,         3,         0,         0,    303.96,       490,    45.585,       111,   146.549,       264,    89.352,       264,   2628.23,        47,      2599,        23,         0,         0,   3215.87,        47,      3176,        23,        19,    10.092,        49,     32126,     28587,     23223,     25780,        79,       157
         1,   34.1321,         1,         1,         2,         0,         0,    27.905,        83,     6.025,        40,       7.1,        11,     0.735,        11,   266.116,        14,       261,         5,         0,         0,   256.572,        14,       252,         5,         3,    11.643,       107,     32126,     28587,     23223,     25780,        79,       157
         1,   6.08276,         1,         1,         2,         0,         0,    80.042,       198,     2.641,        10,     6.216,         6,     0.232,         6,   100.149,         8,        97,         2,         0,         0,    98.356,         8,        96,         2,         0,      1.01,        22,     32126,     28587,     23223,     25780,        79,       157
         1,   46.0109,         4,         4,         3,         0,         0,     54.64,        61,    17.622,        39,   286.068,       462,   221.478,       462,   698.404,        19,       681,        10,         0,         0,   867.671,        19,       827,        10,         1,     12.15,        45,     32126,     28587,     23223,     25780,        79,       157
         1,   119.274,         6,         6,         6,         0,         0,   260.342,       385,   140.516,       308,   8761.02,     13807,   9065.73,     13807,   16382.7,       274,     16005,       199,         0,         0,   15007.4,       274,     14653,       199,        55,    51.857,       256,     32126,     28587,     23223,     25780,        79,       157
