         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   169.211,         1,         1,        13,         0,         0,   1058.33,      1244,   875.619,      1146,   447.884,       640,   369.923,       640,   3502.79,       380,      2931,       317,         0,         0,   3116.59,       380,      2599,       317,        46,    35.733,       228,   16440.2,      9547,      8391,      9210,         3,        47
         1,   170.523,         3,         3,        10,         0,         0,   772.723,      1108,   607.305,       989,   766.178,      1143,   626.749,      1143,   5388.08,       565,      4566,       510,         0,         0,   5287.64,       565,      4466,       510,        39,    23.297,        61,   16440.2,      9547,      8391,      9210,         3,        47
         1,   104.466,         1,         1,        12,         0,         0,   297.086,       365,   228.345,       330,   100.239,       137,    85.004,       137,   1129.71,       139,       943,       115,         0,         0,   1127.07,       139,       959,       115,        16,     4.231,        13,   16440.2,      9547,      8391,      9210,         3,        47
         1,   151.404,         1,         1,        13,         0,         0,   636.957,       980,   537.871,       807,   404.317,       651,   369.865,       651,   2540.63,       254,      2120,       220,         0,         0,   2062.27,       254,      1752,       220,        23,    12.374,        73,   16440.2,      9547,      8391,      9210,         3,        47
         1,   61.4526,         1,         1,         6,         0,         0,   203.137,       318,   137.956,       253,    18.025,        46,     12.87,        46,   320.787,        48,       279,        33,         0,         0,   305.977,        48,       269,        33,         9,    14.107,        68,   16440.2,      9547,      8391,      9210,         3,        47
         1,   94.0553,         1,         1,        10,         0,         0,    231.74,       432,   197.975,       379,   508.305,       823,   437.414,       823,   950.427,        99,       826,        83,         0,         0,   1401.94,        99,       980,        83,        10,    15.818,        87,   16440.2,      9547,      8391,      9210,         3,        47
         1,   135.937,         1,         1,        14,         0,         0,   484.609,       707,   364.798,       609,   221.392,       245,   213.293,       245,   2146.63,       246,      1793,       203,         0,         0,   2673.05,       246,      2282,       203,        29,    14.129,        50,   16440.2,      9547,      8391,      9210,         3,        47
         1,   128.018,         1,         1,        10,         0,         0,   402.217,       518,   276.615,       410,   138.595,       199,    122.09,       199,   1714.95,       203,      1459,       178,         0,         0,   1888.05,       203,      1595,       178,        18,     36.23,       107,   16440.2,      9547,      8391,      9210,         3,        47
         1,   175.402,         1,         1,        24,         0,         0,    967.11,      1163,   714.985,      1024,   691.172,      1041,   577.037,      1041,   5973.27,       542,      4651,       481,         0,         0,   5299.74,       542,      4219,       481,        40,     4.933,        40,   16440.2,      9547,      8391,      9210,         3,        47
         1,    68.321,         1,         1,        11,         0,         0,   153.771,       205,   103.856,       175,    34.323,        61,    26.038,        61,   473.499,        65,       405,        49,         0,         0,    457.89,        65,       396,        49,        11,     0.157,         5,   16440.2,      9547,      8391,      9210,         3,        47
