         k,      dist,      rank,  max_rank,      vnum,   tot_hit, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,rtree_cost, cost_poly,  gen_poly, sort_cost,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices,         x,         y
         1,   3200.35,         1,         1,         8,         1,         0,         0,    354.43,       759,    27.319,        57,         0,         0,         0,         0,   4730.14,        60,      4687,        46,         8,         0,     2.506,        25,    30.798,        37,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     82663,     22416
         1,   2427.16,         1,         1,         5,         2,         0,         0,   131.801,       357,    37.293,        82,         0,         0,         0,         0,   2904.21,        35,      2879,        25,         3,         0,     8.645,        69,    26.119,        24,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     78193,     21309
         1,   2977.75,         1,         1,         5,         2,         0,         0,   137.603,       440,    14.247,        75,         0,         0,         0,         0,   2892.43,        42,      2868,        27,         9,         0,     6.789,        41,     21.52,        29,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     88908,     75524
         1,   252.539,         1,         1,         2,         1,         0,         0,     4.726,        15,     0.046,         4,         0,         0,         0,         0,    144.64,         7,       143,         2,         0,         0,     0.144,        12,      4.01,         7,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     55518,     50001
         1,    1955.7,         2,         2,         4,         2,         0,         0,    63.369,       198,     9.311,        49,         0,         0,         0,         0,   2106.86,        39,      2074,        26,         6,         0,    20.098,       182,    14.886,        22,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     53693,     49602
         1,   2333.72,         1,         1,         4,         2,         0,         0,    77.061,       256,     5.696,        46,         0,         0,         0,         0,   1471.68,        26,      1457,        13,         5,         0,       7.2,        45,    19.525,        26,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     14560,     95362
         1,   773.463,         1,         1,         3,         1,         0,         0,    12.545,        44,     2.462,        13,         0,         0,         0,         0,   664.201,        16,       653,        10,         1,         0,     0.837,        15,     7.934,        13,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,      4510,     70128
         1,   1577.44,         1,         1,         6,         1,         0,         0,    25.908,        83,     4.438,        18,         0,         0,         0,         0,   1099.02,        21,      1085,        14,         0,         0,     0.813,        23,    35.844,        18,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     98588,     56721
         1,   1564.79,         1,         1,         4,         2,         0,         0,    30.266,       112,     7.753,        45,         0,         0,         0,         0,   1106.25,        18,      1096,        10,         3,         0,     5.675,        44,     9.353,        16,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     71067,     55185
         1,   1339.56,         1,         1,         2,         1,         0,         0,    23.117,        71,     0.853,        12,         0,         0,         0,         0,   451.759,        14,       446,         5,         3,         0,     6.003,        72,     7.118,        14,    519779,    361868,    188905,    314632,    134320,         0,         0,      1092,      8385,    109171,     72707,     65271
