         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   11605.1,         0,         0,    1359.6,      1223,   306.654,       322,    20.668,        18,     7.113,        18,   202.597,        19,       181,         9,         0,    58.611,       178,   32251.9,     13545,      6608,     24092,         9,       287
         1,   11414.7,         0,         0,   1222.92,      1260,   273.028,       303,    21.877,        32,     16.47,        32,   561.991,        34,       525,        22,         0,    23.682,        83,   32251.9,     13545,      6608,     24092,         9,       287
         1,   12565.6,         0,         0,   1360.43,      1265,    407.86,       403,    17.609,        25,    12.136,        25,   495.782,        28,       466,        17,         0,     4.158,        17,   32251.9,     13545,      6608,     24092,         9,       287
         1,   7271.48,         0,         0,   522.029,       586,    96.797,       127,    22.832,        26,    18.085,        26,   493.656,        30,       455,        19,         0,    11.907,        33,   32251.9,     13545,      6608,     24092,         9,       287
         1,   6345.61,         0,         0,   356.686,       378,    66.542,        90,     7.056,        10,     3.758,        10,   135.125,        14,       124,         5,         0,    12.665,        41,   32251.9,     13545,      6608,     24092,         9,       287
         1,   4882.58,         0,         0,   213.539,       255,    36.682,        51,     5.679,         8,     2.343,         8,   109.918,        12,       102,         4,         0,     5.423,        23,   32251.9,     13545,      6608,     24092,         9,       287
         1,   20475.2,         0,         0,   2404.73,      2348,   648.284,       617,    48.563,        57,    49.444,        57,   1181.11,        60,      1102,        47,         0,    16.616,        46,   32251.9,     13545,      6608,     24092,         9,       287
         1,   35085.7,         0,         0,   5998.69,      5052,   2274.01,      1825,    43.427,        56,    38.243,        56,   1004.02,        59,       931,        42,         0,    80.407,       127,   32251.9,     13545,      6608,     24092,         9,       287
         1,   27538.3,         0,         0,   4449.63,      4013,   1377.03,      1221,   150.744,       147,   128.187,       147,   2963.93,       149,      2736,       118,         0,    19.889,        57,   32251.9,     13545,      6608,     24092,         9,       287
         1,   21827.4,         0,         0,   3882.66,      3338,   1531.17,      1364,   247.361,       290,    233.65,       290,   1649.81,        83,      1537,        65,         0,     15.65,        35,   32251.9,     13545,      6608,     24092,         9,       287
         1,   19176.3,         0,         0,   3365.61,      2914,   1221.13,      1089,   124.561,       146,   116.167,       146,   2668.83,       127,      2481,       105,         0,    57.451,       127,   32251.9,     13545,      6608,     24092,         9,       287
         1,   24254.8,         0,         0,   5320.52,      4629,   2844.72,      1852,   319.519,       261,   325.338,       261,   7732.76,       219,      7153,       183,         0,   103.102,       129,   32251.9,     13545,      6608,     24092,         9,       287
         1,   11947.6,         0,         0,   2065.31,      1411,   449.543,       395,    71.424,        65,    67.475,        65,   1721.95,        67,      1596,        52,         0,    53.151,        61,   32251.9,     13545,      6608,     24092,         9,       287
         1,   4293.48,         0,         0,   263.895,       230,    57.707,        47,    11.567,         8,     4.125,         8,   166.645,        12,       151,         4,         0,    12.337,        29,   32251.9,     13545,      6608,     24092,         9,       287
         1,   18041.9,         0,         0,   3969.97,      2401,   1243.79,       777,    58.549,        57,    49.328,        57,   1369.05,        59,      1254,        45,         0,    91.367,       101,   32251.9,     13545,      6608,     24092,         9,       287
         1,   12079.3,         0,         0,   1983.71,      1177,   585.061,       333,     21.62,        25,    14.976,        25,   771.337,        29,       707,        17,         0,   108.978,       175,   32251.9,     13545,      6608,     24092,         9,       287
         1,   5628.81,         0,         0,   400.222,       390,    53.731,        66,    13.859,        11,     6.482,        11,   284.822,        15,       267,         7,         0,    27.251,        59,   32251.9,     13545,      6608,     24092,         9,       287
         1,   15116.3,         0,         0,   2980.53,      1720,   742.612,       570,    43.744,        34,    33.913,        34,   879.225,        36,       822,        26,         0,    35.913,        51,   32251.9,     13545,      6608,     24092,         9,       287
         1,   37459.6,         0,         0,    9878.9,      5853,   2956.47,      2222,   444.798,       454,   479.162,       454,   7904.91,       341,      7222,       281,         0,    36.711,        84,   32251.9,     13545,      6608,     24092,         9,       287
         1,   13866.7,         0,         0,   1951.34,      1485,   433.832,       416,    58.821,        53,     47.75,        53,   948.387,        55,       879,        38,         0,    47.724,       127,   32251.9,     13545,      6608,     24092,         9,       287
         1,   10510.9,         0,         0,   755.896,       750,   113.705,       147,    17.798,        26,    11.696,        26,   475.337,        30,       442,        18,         0,     4.305,        33,   32251.9,     13545,      6608,     24092,         9,       287
         1,    5726.6,         0,         0,   371.587,       394,    50.617,        75,    12.396,        17,     7.537,        17,   261.387,        19,       241,        10,         0,      9.14,        25,   32251.9,     13545,      6608,     24092,         9,       287
         1,   15139.3,         0,         0,   2092.74,      1712,   468.411,       499,    44.848,        37,    23.172,        37,   727.382,        40,       676,        29,         0,     17.65,        61,   32251.9,     13545,      6608,     24092,         9,       287
         1,     13096,         0,         0,   1116.41,      1091,   167.493,       200,    21.846,        26,    16.752,        26,   428.562,        30,       395,        17,         0,    26.135,        66,   32251.9,     13545,      6608,     24092,         9,       287
         1,    9549.1,         0,         0,   840.954,       871,   147.959,       180,      7.91,        15,     4.359,        15,   196.747,        19,       183,         8,         0,    26.829,       108,   32251.9,     13545,      6608,     24092,         9,       287
         1,   635.261,         0,         0,    21.513,        33,     2.371,         7,      3.64,         5,     0.502,         5,    53.996,         7,        50,         2,         0,     1.271,        13,   32251.9,     13545,      6608,     24092,         9,       287
         1,   3588.36,         0,         0,   171.741,       199,    22.301,        37,     8.326,         6,     2.724,         6,     88.69,         9,        83,         3,         0,     6.644,        15,   32251.9,     13545,      6608,     24092,         9,       287
         1,     28909,         0,         0,   6193.54,      4869,   2342.89,      1843,   155.194,       147,   119.636,       147,   3074.77,       150,      2843,       120,         0,    23.677,        72,   32251.9,     13545,      6608,     24092,         9,       287
         1,   49248.8,         0,         0,   9045.55,      7480,   2989.22,      2434,   438.503,       431,   355.373,       431,   3527.35,       199,      3267,       150,         0,   499.474,       971,   32251.9,     13545,      6608,     24092,         9,       287
         1,   24339.5,         0,         0,   4698.94,      3984,   1623.43,      1544,   122.568,       120,   111.267,       120,   2237.99,       124,      2068,       100,         0,    10.143,        44,   32251.9,     13545,      6608,     24092,         9,       287
         1,   14203.1,         0,         0,   1897.73,      1556,   586.496,       504,    28.416,        33,    20.566,        33,   695.697,        36,       650,        24,         0,     0.442,        11,   32251.9,     13545,      6608,     24092,         9,       287
         1,   27798.7,         0,         0,   7215.05,      5286,   2872.46,      2166,   367.902,       395,   353.787,       395,   5052.97,       231,      4685,       186,         0,     8.632,        28,   32251.9,     13545,      6608,     24092,         9,       287
         1,   36801.4,         0,         0,    5726.9,      4716,   1907.73,      1514,   204.127,       220,   192.385,       220,   4682.69,       224,      4337,       184,         0,    24.979,        75,   32251.9,     13545,      6608,     24092,         9,       287
         1,    9525.1,         0,         0,   769.726,       834,   174.281,       201,    33.507,        43,    27.976,        43,   545.176,        35,       501,        21,         0,    32.675,        93,   32251.9,     13545,      6608,     24092,         9,       287
         1,   9573.39,         0,         0,   1119.15,       879,   127.735,       177,    10.906,        15,     6.721,        15,   240.658,        19,       223,         9,         0,    17.962,        43,   32251.9,     13545,      6608,     24092,         9,       287
         1,   6304.43,         0,         0,   393.873,       463,    76.948,       106,     7.003,         9,     3.766,         9,    58.214,         9,        50,         2,         0,     9.223,        34,   32251.9,     13545,      6608,     24092,         9,       287
         1,    8283.5,         0,         0,   516.275,       599,    91.744,       125,    12.606,        19,     8.477,        19,     343.8,        22,       322,        13,         0,     5.169,        19,   32251.9,     13545,      6608,     24092,         9,       287
         1,   21885.7,         0,         0,   3522.44,      2666,   871.082,       831,    24.129,        36,    20.124,        36,   571.635,        39,       527,        26,         0,    43.831,        88,   32251.9,     13545,      6608,     24092,         9,       287
         1,   14960.5,         0,         0,   1742.26,      1712,   580.031,       598,    17.357,        24,    13.022,        24,   356.273,        26,       332,        14,         0,     9.317,        33,   32251.9,     13545,      6608,     24092,         9,       287
         1,   37931.6,         0,         0,   5375.82,      4946,   1761.49,      1531,   281.353,       277,   267.859,       277,   5521.21,       279,      5082,       226,         0,     67.79,       134,   32251.9,     13545,      6608,     24092,         9,       287
         1,   9454.54,         0,         0,   797.448,       863,   139.369,       190,    14.336,        22,     9.904,        22,   373.963,        25,       349,        15,         0,     4.874,        22,   32251.9,     13545,      6608,     24092,         9,       287
         1,   21065.1,         0,         0,   3524.35,      3165,   1189.79,      1191,    90.694,       114,    83.517,       114,   2274.86,       117,      2120,        93,         0,     21.84,        77,   32251.9,     13545,      6608,     24092,         9,       287
         1,   12508.1,         0,         0,   1273.68,      1389,   318.043,       371,    16.559,        25,    12.357,        25,   396.547,        29,       369,        16,         0,    48.502,       115,   32251.9,     13545,      6608,     24092,         9,       287
         1,   34905.4,         0,         0,   6760.62,      5849,   2941.75,      2413,   110.354,       157,   101.712,       157,   2924.91,       161,      2723,       131,         0,    15.557,        52,   32251.9,     13545,      6608,     24092,         9,       287
         1,   5606.61,         0,         0,   297.637,       379,    48.062,        70,     7.636,        13,      4.27,        13,   199.292,        17,       186,         8,         0,     19.57,        78,   32251.9,     13545,      6608,     24092,         9,       287
         1,   46549.2,         0,         0,   7618.49,      7148,   2582.99,      2232,   622.682,       660,   597.827,       660,      2225,       133,      2066,       100,         0,   251.397,       558,   32251.9,     13545,      6608,     24092,         9,       287
         1,   11454.4,         0,         0,   946.383,      1037,   256.231,       286,    14.463,        20,     9.901,        20,   299.924,        22,       280,        12,         0,    21.415,        49,   32251.9,     13545,      6608,     24092,         9,       287
         1,     17047,         0,         0,   2160.75,      2141,   598.337,       689,    28.857,        41,    24.018,        41,   846.218,        44,       796,        32,         0,    11.893,        76,   32251.9,     13545,      6608,     24092,         9,       287
