         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,    3783.9,         0,         0,   188.759,       211,    21.926,        37,    67.201,         7,     1.792,         7,   331.408,        11,       319,         3,         0,    24.776,        63,     31564,     13869,      6607,     22944,       259,       287
         1,   1480.29,         0,         0,    198.53,       253,    11.462,        20,    46.591,         5,     0.691,         5,   159.141,         7,       155,         2,         0,     1.709,        13,     31564,     13869,      6607,     22944,       259,       287
         1,   6001.42,         0,         0,   336.967,       388,    51.872,        69,    92.577,        39,    23.235,        39,   2232.62,        28,      2200,        19,         0,    32.467,        93,     31564,     13869,      6607,     22944,       259,       287
         1,   872.578,         0,         0,    72.339,       110,      5.96,        14,    45.914,         4,     0.128,         4,   220.744,         7,       217,         2,         0,     0.322,        12,     31564,     13869,      6607,     22944,       259,       287
         1,    4800.6,         0,         0,   281.446,       397,    31.491,        60,    75.589,        61,    26.719,        61,   1396.08,        26,      1375,        13,         0,    10.116,        40,     31564,     13869,      6607,     22944,       259,       287
         1,   5408.78,         0,         0,   359.048,       405,    51.029,        81,    72.308,        56,    24.566,        56,   845.437,        17,       830,         9,         0,    40.204,       119,     31564,     13869,      6607,     22944,       259,       287
         1,   465.626,         0,         0,    21.999,        35,     0.777,         5,    45.952,         1,     0.026,         1,     0.539,         5,         0,         0,         0,     0.375,        14,     31564,     13869,      6607,     22944,       259,       287
         1,   2741.04,         0,         0,    50.918,        70,    12.436,        24,    57.706,        27,    10.571,        27,   536.679,        12,       529,         5,         0,     4.482,        19,     31564,     13869,      6607,     22944,       259,       287
         1,   1357.73,         0,         0,    29.224,        41,     3.159,        10,    46.412,         1,     0.022,         1,     0.557,         6,         0,         0,         0,     0.311,        12,     31564,     13869,      6607,     22944,       259,       287
         1,   4229.74,         0,         0,   182.267,       240,    22.228,        29,    70.512,         8,     2.165,         8,    380.72,        13,       370,         5,         0,     8.698,        36,     31564,     13869,      6607,     22944,       259,       287
         1,   1081.82,         0,         0,   117.104,       161,     5.189,        16,    52.261,         1,     0.016,         1,     0.585,         6,         0,         0,         0,     6.736,        51,     31564,     13869,      6607,     22944,       259,       287
         1,   8348.59,         0,         0,   396.337,       510,    83.357,       114,   173.805,       136,    93.885,       136,   2293.58,        53,      2233,        27,         0,     21.04,        42,     31564,     13869,      6607,     22944,       259,       287
         1,   1248.04,         0,         0,    15.293,        23,     7.134,        15,    46.336,         1,     0.027,         1,     1.004,         6,         0,         0,         0,     0.094,         8,     31564,     13869,      6607,     22944,       259,       287
         1,   634.442,         0,         0,    19.716,        22,     3.954,         9,    47.479,         6,      1.06,         6,   322.222,         9,       315,         3,         0,     2.578,        15,     31564,     13869,      6607,     22944,       259,       287
         1,   1052.09,         0,         0,    16.229,        29,     3.231,        10,    46.059,         1,     0.026,         1,     0.562,         5,         0,         0,         0,     3.717,        23,     31564,     13869,      6607,     22944,       259,       287
         1,    4354.9,         0,         0,    210.71,       277,    23.889,        42,    52.454,        14,     5.771,        14,   927.654,        16,       912,        10,         0,    22.305,        95,     31564,     13869,      6607,     22944,       259,       287
         1,   5236.58,         0,         0,   290.209,       371,    44.383,        67,    77.621,        22,      8.45,        22,    915.84,        12,       905,         7,         0,    19.314,        62,     31564,     13869,      6607,     22944,       259,       287
         1,   6823.86,         0,         0,   625.036,       697,    97.869,       123,    85.926,        54,    27.289,        54,   2116.52,        36,      2078,        24,         0,    38.786,       132,     31564,     13869,      6607,     22944,       259,       287
         1,   1018.32,         0,         0,    75.305,        97,     8.563,        19,    48.119,         6,     1.195,         6,   282.629,        12,       275,         3,         0,     3.485,        33,     31564,     13869,      6607,     22944,       259,       287
