         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   5330.21,         0,         0,   329.053,       359,    41.921,        62,    55.686,        32,    10.488,        32,   1463.15,        19,      1440,        11,         0,    21.792,        60,   28847.8,     12844,      6608,     22463,       173,       287
         1,   3805.76,         0,         0,   233.074,       238,    23.926,        37,    37.162,        12,     4.135,        12,   500.995,        13,       489,         6,         0,      6.25,        21,   28847.8,     12844,      6608,     22463,       173,       287
         1,   3211.39,         0,         0,   122.002,       163,    11.171,        27,    39.661,         7,     0.972,         7,   244.084,        10,       239,         3,         0,    10.019,        71,   28847.8,     12844,      6608,     22463,       173,       287
         1,   4918.22,         0,         0,   208.839,       250,    35.128,        62,    40.064,        20,     8.822,        20,   1323.83,        24,      1301,        13,         0,    12.936,        57,   28847.8,     12844,      6608,     22463,       173,       287
         1,   1260.49,         0,         0,    58.212,        60,     7.056,        13,    34.652,         4,     0.123,         4,   179.415,         7,       176,         2,         0,     0.721,        12,   28847.8,     12844,      6608,     22463,       173,       287
         1,   1413.56,         0,         0,    47.195,        35,     6.032,        10,    31.852,         6,     0.775,         6,   140.449,         8,       135,         2,         0,      5.54,        28,   28847.8,     12844,      6608,     22463,       173,       287
         1,   1942.29,         0,         0,    89.495,        86,    15.445,        29,    33.448,         7,     1.442,         7,   343.076,        12,       334,         4,         0,     9.722,        42,   28847.8,     12844,      6608,     22463,       173,       287
         1,   1503.07,         0,         0,   202.967,       230,     9.307,        18,    31.297,         5,      0.14,         5,   181.598,         8,       179,         2,         0,     0.545,        20,   28847.8,     12844,      6608,     22463,       173,       287
         1,   8238.25,         0,         0,   624.047,       589,   124.295,       135,     50.43,        31,    16.197,        31,   2695.25,        34,      2654,        23,         0,     3.928,        19,   28847.8,     12844,      6608,     22463,       173,       287
         1,   3063.47,         0,         0,   223.873,       245,    21.781,        36,    38.838,        20,     7.359,        20,   434.295,         9,       427,         4,         0,     5.608,        30,   28847.8,     12844,      6608,     22463,       173,       287
         1,   5668.05,         0,         0,   234.777,       301,    47.677,        74,    34.268,        11,     3.596,        11,   656.683,        13,       647,         6,         0,       6.5,        25,   28847.8,     12844,      6608,     22463,       173,       287
         1,   5014.55,         0,         0,   374.533,       372,     41.72,        65,    48.181,        34,      15.7,        34,    836.07,        20,       815,        12,         0,    16.548,        49,   28847.8,     12844,      6608,     22463,       173,       287
         1,   1935.58,         0,         0,    92.982,       120,     5.168,        13,    31.592,         6,     0.988,         6,   202.754,        10,       198,         3,         0,    14.479,        59,   28847.8,     12844,      6608,     22463,       173,       287
         1,    1940.9,         0,         0,   106.869,       120,     7.165,        16,    42.845,         7,     1.435,         7,   272.276,         9,       267,         3,         0,     4.304,        22,   28847.8,     12844,      6608,     22463,       173,       287
         1,   2086.88,         0,         0,     29.35,        45,    10.184,        22,    31.804,         8,     1.875,         8,   291.471,        14,       282,         5,         0,     7.675,        33,   28847.8,     12844,      6608,     22463,       173,       287
         1,   2436.43,         0,         0,   171.148,       217,    13.145,        25,    30.875,         4,      0.13,         4,   205.967,         8,       202,         3,         0,     0.302,        12,   28847.8,     12844,      6608,     22463,       173,       287
