         k,      dist, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,       pts,     polys
         1,   2157.17,         0,         0,    60.982,        61,      8.84,        16,    16.382,         4,     0.141,         4,   151.475,         7,       144,         2,         0,     2.277,        12,     31504,     13097,      6607,     23464,        29,       287
         1,   12511.3,         0,         0,   1201.45,      1228,   298.044,       301,    40.832,        47,    28.238,        47,   2583.19,        49,      2513,        37,         0,    27.578,        85,     31504,     13097,      6607,     23464,        29,       287
         1,   5853.71,         0,         0,   375.775,       431,    44.504,        69,    15.209,        25,     8.209,        25,   424.441,        13,       414,         6,         0,    21.123,        69,     31504,     13097,      6607,     23464,        29,       287
         1,   5432.92,         0,         0,   286.538,       342,    46.133,        66,     9.955,        10,     3.194,        10,   354.144,        13,       344,         6,         0,     0.078,         5,     31504,     13097,      6607,     23464,        29,       287
         1,   7704.52,         0,         0,   567.265,       697,    71.458,       108,    17.534,        20,     9.008,        20,   636.426,        20,       618,        11,         0,     0.242,         5,     31504,     13097,      6607,     23464,        29,       287
         1,     14884,         0,         0,   1726.49,      1686,   582.917,       584,   123.712,       169,   108.546,       169,   2891.39,        58,      2818,        44,         0,     6.272,        33,     31504,     13097,      6607,     23464,        29,       287
         1,   2742.33,         0,         0,    39.652,        44,     5.876,        13,     6.227,         4,     0.122,         4,    143.89,         7,       141,         2,         0,    15.933,        65,     31504,     13097,      6607,     23464,        29,       287
         1,   1327.69,         0,         0,    79.649,       122,     3.258,        10,     6.069,         4,      0.12,         4,   142.126,         7,       139,         2,         0,     0.301,        12,     31504,     13097,      6607,     23464,        29,       287
         1,   16240.4,         0,         0,   1686.01,      1818,   463.635,       503,   138.092,       155,   122.249,       155,   2900.51,        67,      2817,        45,         0,    18.306,        61,     31504,     13097,      6607,     23464,        29,       287
         1,   8131.16,         0,         0,   567.501,       666,     93.45,       134,    25.307,        36,    17.494,        36,   707.193,        20,       688,        11,         0,    15.214,        62,     31504,     13097,      6607,     23464,        29,       287
         1,   15499.5,         0,         0,   1980.83,      2017,   496.749,       554,    65.777,        92,    56.313,        92,   2376.11,        59,      2305,        39,         0,    28.301,        69,     31504,     13097,      6607,     23464,        29,       287
         1,   10597.3,         0,         0,   946.528,      1020,   207.906,       257,    11.382,        14,     4.694,        14,   497.373,        16,       483,         8,         0,    18.323,        90,     31504,     13097,      6607,     23464,        29,       287
         1,   6304.63,         0,         0,   399.309,       505,    59.896,        97,    18.377,        24,    10.721,        24,   1137.19,        26,      1112,        17,         0,     5.824,        27,     31504,     13097,      6607,     23464,        29,       287
         1,   3152.06,         0,         0,   128.693,       195,    14.769,        29,     7.464,         7,     1.475,         7,   213.214,        11,       207,         3,         0,     7.622,        48,     31504,     13097,      6607,     23464,        29,       287
         1,   11694.3,         0,         0,   1075.29,      1281,   275.733,       334,   126.804,       143,    91.734,       143,   4171.67,        79,      4068,        61,         0,    12.241,        41,     31504,     13097,      6607,     23464,        29,       287
