K,order,dist,cost_ki,cost_edbt,vnum,density
4,1,5884.58,88.434,416411,4,0.355872
4,2,9494.84,88.434,416411,5,0.355872
4,3,12354.2,88.434,416411,4,0.355872
4,4,14364.7,88.434,416411,7,0.355872
4,1,6554.14,56.167,208910,3,0.355872
4,2,7858.72,56.167,208910,4,0.355872
4,3,8744.24,56.167,208910,3,0.355872
4,4,9347.1,56.167,208910,3,0.355872
4,1,52.3259,57.798,272229,2,0.355872
4,2,2906.32,57.798,272229,2,0.355872
4,3,7344.58,57.798,272229,7,0.355872
4,4,8931.41,57.798,272229,6,0.355872
4,1,4508.51,74.736,155935,2,0.355872
4,2,8512.73,74.736,155935,3,0.355872
4,3,9781.61,74.736,155935,2,0.355872
4,4,10108.8,74.736,155935,6,0.355872
4,1,6140.24,108.929,232548,2,0.355872
4,2,10797.7,108.929,232548,3,0.355872
4,3,11607.8,108.929,232548,6,0.355872
4,4,11744.1,108.929,232548,2,0.355872
4,1,5378.43,93.023,525777,2,0.355872
4,2,8118.18,93.023,525777,3,0.355872
4,3,10797.9,93.023,525777,3,0.355872
4,4,13053.4,93.023,525777,5,0.355872
4,1,7955.69,25.165,70640.9,2,0.355872
4,2,7987.52,25.165,70640.9,2,0.355872
4,3,8154.05,25.165,70640.9,2,0.355872
4,4,8683.27,25.165,70640.9,2,0.355872
4,1,3201,71.779,167615,2,0.355872
4,2,6224.9,71.779,167615,3,0.355872
4,3,10229.1,71.779,167615,6,0.355872
4,4,11581.9,71.779,167615,3,0.355872
4,1,3800.12,89.269,200251,2,0.355872
4,2,7978.01,89.269,200251,4,0.355872
4,3,9060.5,89.269,200251,4,0.355872
4,4,10799.2,89.269,200251,5,0.355872
4,1,9973.12,218.475,442127,3,0.355872
4,2,10562.7,218.475,442127,7,0.355872
4,3,15165.5,218.475,442127,4,0.355872
4,4,17534,218.475,442127,5,0.355872
4,1,4048.98,84.978,349218,2,0.355872
4,2,4718.52,84.978,349218,4,0.355872
4,3,7212.37,84.978,349218,6,0.355872
4,4,10171.8,84.978,349218,4,0.355872
4,1,2877.04,89.844,133563,2,0.355872
4,2,3248.57,89.844,133563,3,0.355872
4,3,5876.11,89.844,133563,2,0.355872
4,4,6433.44,89.844,133563,2,0.355872
4,1,2500.2,129.026,347046,3,0.355872
4,2,4880.22,129.026,347046,3,0.355872
4,3,9407.21,129.026,347046,4,0.355872
4,4,12169.3,129.026,347046,7,0.355872
4,1,3000.49,59.259,85709.2,2,0.355872
4,2,3383.71,59.259,85709.2,2,0.355872
4,3,7924.1,59.259,85709.2,4,0.355872
4,4,8535.51,59.259,85709.2,4,0.355872
4,1,7291.3,128.303,631361,8,0.355872
4,2,8777.08,128.303,631361,2,0.355872
4,3,10716.5,128.303,631361,6,0.355872
4,4,11995.2,128.303,631361,4,0.355872
4,1,6578.5,23.813,73679.3,2,0.355872
4,2,8560.27,23.813,73679.3,2,0.355872
4,3,8732.81,23.813,73679.3,2,0.355872
4,4,9074.2,23.813,73679.3,2,0.355872
4,1,4850.35,35.939,100670,4,0.355872
4,2,5159.07,35.939,100670,2,0.355872
4,3,7066.16,35.939,100670,7,0.355872
4,4,8011.2,35.939,100670,4,0.355872
