K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,gen_hi,push_hi,pop_hi,density
3,29068.3,1628.74,2771.44,2410,14,171,33,4470,31,116,401,0.0177936
3,49858.5,1628.74,2771.44,2410,11,171,33,4470,31,116,401,0.0177936
3,13179.3,1024.94,1764.94,1455,4,138,23,2880,25,59,277,0.0177936
3,32604.2,1024.94,1764.94,1455,5,138,23,2880,25,59,277,0.0177936
3,38359.7,1024.94,1764.94,1455,8,138,23,2880,25,59,277,0.0177936
3,18610.2,1553.23,1677.72,1440,5,149,26,3291,24,61,229,0.0177936
3,27659.2,1553.23,1677.72,1440,6,149,26,3291,24,61,229,0.0177936
3,38823.2,1553.23,1677.72,1440,10,149,26,3291,24,61,229,0.0177936
3,23849.9,1752.04,2313.71,1927,7,191,38,4641,22,61,345,0.0177936
3,36787.8,1752.04,2313.71,1927,3,191,38,4641,22,61,345,0.0177936
3,41258.5,1752.04,2313.71,1927,14,191,38,4641,22,61,345,0.0177936
3,11815.2,1725.05,2106.45,1754,3,155,26,4544,27,65,317,0.0177936
3,21633,1725.05,2106.45,1754,8,155,26,4544,27,65,317,0.0177936
3,61148,1725.05,2106.45,1754,15,155,26,4544,27,65,317,0.0177936
3,25179.7,1366.96,2977.91,2624,7,161,37,3462,23,63,297,0.0177936
3,27012,1366.96,2977.91,2624,14,161,37,3462,23,63,297,0.0177936
3,42249.8,1366.96,2977.91,2624,20,161,37,3462,23,63,297,0.0177936
3,13562.4,1518.52,5335.55,4644,7,161,24,3859,35,95,543,0.0177936
3,30187.6,1518.52,5335.55,4644,7,161,24,3859,35,95,543,0.0177936
3,46196.3,1518.52,5335.55,4644,16,161,24,3859,35,95,543,0.0177936
3,34703.5,1520.36,5107.5,4469,11,119,29,2915,32,142,582,0.0177936
3,45715.1,1520.36,5107.5,4469,9,119,29,2915,32,142,582,0.0177936
3,52249.3,1520.36,5107.5,4469,13,119,29,2915,32,142,582,0.0177936
3,35393.3,1978.98,4456.78,3803,10,184,44,4917,36,131,607,0.0177936
3,39167.6,1978.98,4456.78,3803,7,184,44,4917,36,131,607,0.0177936
3,53041.2,1978.98,4456.78,3803,14,184,44,4917,36,131,607,0.0177936
3,6771.42,1317.05,1379.71,1164,4,144,21,3462,25,41,184,0.0177936
3,37137.2,1317.05,1379.71,1164,10,144,21,3462,25,41,184,0.0177936
3,38134.4,1317.05,1379.71,1164,5,144,21,3462,25,41,184,0.0177936
3,35779.1,1933.51,4734.55,4106,7,201,52,5080,33,158,652,0.0177936
3,41104.2,1933.51,4734.55,4106,12,201,52,5080,33,158,652,0.0177936
3,52840.2,1933.51,4734.55,4106,10,201,52,5080,33,158,652,0.0177936
3,8222.18,1518.19,2831.5,2404,4,145,19,4201,25,97,414,0.0177936
3,27756.4,1518.19,2831.5,2404,11,145,19,4201,25,97,414,0.0177936
3,62525.2,1518.19,2831.5,2404,15,145,19,4201,25,97,414,0.0177936
3,39438.3,2199.19,10750.5,8913,2,214,57,5692,62,215,1714,0.0177936
3,63205.8,2199.19,10750.5,8913,12,214,57,5692,62,215,1714,0.0177936
3,75280.9,2199.19,10750.5,8913,4,214,57,5692,62,215,1714,0.0177936
3,20257.7,1247.52,1438.89,1210,4,132,21,3175,25,51,207,0.0177936
3,23697.8,1247.52,1438.89,1210,3,132,21,3175,25,51,207,0.0177936
3,49040.5,1247.52,1438.89,1210,19,132,21,3175,25,51,207,0.0177936
3,18787.3,985.157,3011.58,2626,9,115,22,2732,28,58,384,0.0177936
3,38846.2,985.157,3011.58,2626,14,115,22,2732,28,58,384,0.0177936
3,39179.4,985.157,3011.58,2626,8,115,22,2732,28,58,384,0.0177936
3,15013.4,1763.28,2536.22,2200,3,165,22,4903,24,91,369,0.0177936
3,39983.5,1763.28,2536.22,2200,6,165,22,4903,24,91,369,0.0177936
3,62004.8,1763.28,2536.22,2200,8,165,22,4903,24,91,369,0.0177936
3,23384.4,539.323,861.181,749,7,92,22,1520,20,33,102,0.0177936
3,24680.6,539.323,861.181,749,6,92,22,1520,20,33,102,0.0177936
3,26142.9,539.323,861.181,749,6,92,22,1520,20,33,102,0.0177936
3,20413.2,1944.96,1884.51,1612,4,191,32,5061,21,79,284,0.0177936
3,42294.9,1944.96,1884.51,1612,10,191,32,5061,21,79,284,0.0177936
3,47006.9,1944.96,1884.51,1612,4,191,32,5061,21,79,284,0.0177936
3,18211.4,1780.36,4143.78,3442,4,185,22,4876,35,79,664,0.0177936
3,28189,1780.36,4143.78,3442,8,185,22,4876,35,79,664,0.0177936
3,57237.6,1780.36,4143.78,3442,21,185,22,4876,35,79,664,0.0177936
3,12140,1900.14,3156.57,2707,3,176,31,5134,31,107,483,0.0177936
3,39819.3,1900.14,3156.57,2707,9,176,31,5134,31,107,483,0.0177936
3,61488,1900.14,3156.57,2707,9,176,31,5134,31,107,483,0.0177936
3,9919.17,2414.61,2596.74,2250,5,144,18,3368,31,46,284,0.0177936
3,30102.2,2414.61,2596.74,2250,5,144,18,3368,31,46,284,0.0177936
3,43461.6,2414.61,2596.74,2250,9,144,18,3368,31,46,284,0.0177936
3,21557.8,2149.71,4978.72,4320,5,164,36,4323,36,44,616,0.0177936
3,48163.1,2149.71,4978.72,4320,5,164,36,4323,36,44,616,0.0177936
3,50282.9,2149.71,4978.72,4320,14,164,36,4323,36,44,616,0.0177936
3,4024.3,1663.15,1002.53,836,3,176,20,4264,20,38,154,0.0177936
3,21519.9,1663.15,1002.53,836,7,176,20,4264,20,38,154,0.0177936
3,47981.2,1663.15,1002.53,836,5,176,20,4264,20,38,154,0.0177936
3,9522.48,1763.75,1518.31,1255,4,187,17,4699,21,50,231,0.0177936
3,16497.1,1763.75,1518.31,1255,7,187,17,4699,21,50,231,0.0177936
3,42618.9,1763.75,1518.31,1255,12,187,17,4699,21,50,231,0.0177936
3,32655,1619.28,4055.46,3431,12,165,37,4242,33,90,558,0.0177936
3,46410.4,1619.28,4055.46,3431,7,165,37,4242,33,90,558,0.0177936
3,49357.7,1619.28,4055.46,3431,15,165,37,4242,33,90,558,0.0177936
3,35826.8,1244.34,3414.11,2872,13,137,30,3434,35,114,504,0.0177936
3,36862.5,1244.34,3414.11,2872,5,137,30,3434,35,114,504,0.0177936
3,55469.6,1244.34,3414.11,2872,11,137,30,3434,35,114,504,0.0177936
3,6436.58,1308.02,1105.98,913,3,153,20,3342,17,58,169,0.0177936
3,24195.2,1308.02,1105.98,913,6,153,20,3342,17,58,169,0.0177936
3,38487.2,1308.02,1105.98,913,5,153,20,3342,17,58,169,0.0177936
3,1779.99,1805.75,3146.64,2613,2,158,21,4773,34,84,477,0.0177936
3,29907.4,1805.75,3146.64,2613,9,158,21,4773,34,84,477,0.0177936
3,69457.7,1805.75,3146.64,2613,15,158,21,4773,34,84,477,0.0177936
3,11008.9,1848.44,1617.16,1346,3,187,16,4919,23,54,249,0.0177936
3,21173.8,1848.44,1617.16,1346,8,187,16,4919,23,54,249,0.0177936
3,54777.7,1848.44,1617.16,1346,6,187,16,4919,23,54,249,0.0177936
3,9162.2,1648.49,1300.88,1104,4,182,22,4490,22,51,193,0.0177936
3,25532.1,1648.49,1300.88,1104,7,182,22,4490,22,51,193,0.0177936
3,53328.1,1648.49,1300.88,1104,4,182,22,4490,22,51,193,0.0177936
3,15704.4,2123.3,2321.53,1981,7,202,38,5335,22,91,329,0.0177936
3,34793.7,2123.3,2321.53,1981,8,202,38,5335,22,91,329,0.0177936
3,52858.1,2123.3,2321.53,1981,6,202,38,5335,22,91,329,0.0177936
3,38751.4,1883.11,4971.21,4270,10,195,51,5139,37,150,693,0.0177936
3,40390.4,1883.11,4971.21,4270,6,195,51,5139,37,150,693,0.0177936
3,55717.8,1883.11,4971.21,4270,13,195,51,5139,37,150,693,0.0177936
3,22715.8,1075.54,1905.91,1585,4,132,18,2995,23,60,292,0.0177936
3,42924.9,1075.54,1905.91,1585,4,132,18,2995,23,60,292,0.0177936
3,48602.6,1075.54,1905.91,1585,17,132,18,2995,23,60,292,0.0177936
3,21389.8,1406.82,1929.5,1632,7,158,32,3763,23,78,276,0.0177936
3,23968.6,1406.82,1929.5,1632,11,158,32,3763,23,78,276,0.0177936
3,42900.7,1406.82,1929.5,1632,8,158,32,3763,23,78,276,0.0177936
3,41390,1340.2,3445.77,2892,3,137,28,3514,34,107,509,0.0177936
3,42559.8,1340.2,3445.77,2892,14,137,28,3514,34,107,509,0.0177936
3,61323.5,1340.2,3445.77,2892,13,137,28,3514,34,107,509,0.0177936
3,37967.6,1897.4,7422.2,6551,10,193,50,5106,33,140,673,0.0177936
3,41756.5,1897.4,7422.2,6551,6,193,50,5106,33,140,673,0.0177936
3,56621.1,1897.4,7422.2,6551,13,193,50,5106,33,140,673,0.0177936
3,9406.74,2617.83,1576.63,1362,4,192,37,4822,21,43,178,0.0177936
3,29476.1,2617.83,1576.63,1362,8,192,37,4822,21,43,178,0.0177936
3,51356,2617.83,1576.63,1362,7,192,37,4822,21,43,178,0.0177936
3,32051.2,1989,3994.86,3461,11,156,34,4450,29,117,497,0.0177936
3,35350,1989,3994.86,3461,4,156,34,4450,29,117,497,0.0177936
3,45572.8,1989,3994.86,3461,12,156,34,4450,29,117,497,0.0177936
3,26258.4,1744.42,5140.16,4274,5,171,41,4782,39,101,818,0.0177936
3,53762.1,1744.42,5140.16,4274,6,171,41,4782,39,101,818,0.0177936
3,58658.1,1744.42,5140.16,4274,16,171,41,4782,39,101,818,0.0177936
3,9505.22,1899.39,1751.1,1469,2,192,19,4935,26,51,256,0.0177936
3,20014.2,1899.39,1751.1,1469,7,192,19,4935,26,51,256,0.0177936
3,53237,1899.39,1751.1,1469,6,192,19,4935,26,51,256,0.0177936
3,16341,1207.15,1079.77,890,2,153,30,3130,22,36,167,0.0177936
3,22062.5,1207.15,1079.77,890,7,153,30,3130,22,36,167,0.0177936
3,34217.2,1207.15,1079.77,890,11,153,30,3130,22,36,167,0.0177936
3,16877.4,1822.07,3337.2,2902,7,193,43,4928,30,116,429,0.0177936
3,34748.9,1822.07,3337.2,2902,11,193,43,4928,30,116,429,0.0177936
3,47427.6,1822.07,3337.2,2902,9,193,43,4928,30,116,429,0.0177936
3,10574.7,1930.04,3221.47,2634,4,194,21,5046,30,59,547,0.0177936
3,22140.3,1930.04,3221.47,2634,6,194,21,5046,30,59,547,0.0177936
3,52598.3,1930.04,3221.47,2634,22,194,21,5046,30,59,547,0.0177936
3,20049.7,824.907,1561.17,1349,7,107,21,2359,25,49,200,0.0177936
3,34982.8,824.907,1561.17,1349,13,107,21,2359,25,49,200,0.0177936
3,35979.3,824.907,1561.17,1349,5,107,21,2359,25,49,200,0.0177936
3,9180.17,1810.69,1446.62,1202,2,202,30,4626,29,46,222,0.0177936
3,21482.5,1810.69,1446.62,1202,10,202,30,4626,29,46,222,0.0177936
3,40697.4,1810.69,1446.62,1202,11,202,30,4626,29,46,222,0.0177936
3,13981.7,1759.86,2491.53,2136,3,167,26,4865,25,86,354,0.0177936
3,38819.6,1759.86,2491.53,2136,8,167,26,4865,25,86,354,0.0177936
3,60499.1,1759.86,2491.53,2136,8,167,26,4865,25,86,354,0.0177936
3,39668.1,2092.6,13071.6,11229,3,212,57,5588,58,209,1576,0.0177936
3,62337.2,2092.6,13071.6,11229,12,212,57,5588,58,209,1576,0.0177936
3,74412.4,2092.6,13071.6,11229,4,212,57,5588,58,209,1576,0.0177936
3,12688.6,1496.89,2081.62,1799,6,145,20,3150,30,45,259,0.0177936
3,32871.6,1496.89,2081.62,1799,6,145,20,3150,30,45,259,0.0177936
3,42287,1496.89,2081.62,1799,9,145,20,3150,30,45,259,0.0177936
3,26393.3,1694.58,3582.92,3109,7,164,45,3896,29,103,420,0.0177936
3,36445,1694.58,3582.92,3109,11,164,45,3896,29,103,420,0.0177936
3,38733.7,1694.58,3582.92,3109,8,164,45,3896,29,103,420,0.0177936
3,18579.6,1578.2,3975.89,3450,5,166,39,4254,28,91,550,0.0177936
3,48377.9,1578.2,3975.89,3450,15,166,39,4254,28,91,550,0.0177936
3,49890.7,1578.2,3975.89,3450,7,166,39,4254,28,91,550,0.0177936
3,14133.7,1606.02,1973.64,1680,6,174,25,4341,34,80,294,0.0177936
3,32800.6,1606.02,1973.64,1680,10,174,25,4341,34,80,294,0.0177936
3,57203.2,1606.02,1973.64,1680,5,174,25,4341,34,80,294,0.0177936
3,25739.8,1421.44,1349.89,1154,2,143,22,3966,18,65,191,0.0177936
3,36376,1421.44,1349.89,1154,6,143,22,3966,18,65,191,0.0177936
3,57766.2,1421.44,1349.89,1154,5,143,22,3966,18,65,191,0.0177936
3,20532,2048.16,2221.18,1855,5,211,22,5468,31,74,337,0.0177936
3,26404.5,2048.16,2221.18,1855,9,211,22,5468,31,74,337,0.0177936
3,64300.7,2048.16,2221.18,1855,8,211,22,5468,31,74,337,0.0177936
3,9891.75,1912.07,1609,1340,3,190,18,4929,23,53,245,0.0177936
3,20514.9,1912.07,1609,1340,7,190,18,4929,23,53,245,0.0177936
3,53660.5,1912.07,1609,1340,6,190,18,4929,23,53,245,0.0177936
3,12640.9,1423.98,1189.14,1003,3,163,29,3795,23,38,165,0.0177936
3,21628.8,1423.98,1189.14,1003,8,163,29,3795,23,38,165,0.0177936
3,37216.3,1423.98,1189.14,1003,10,163,29,3795,23,38,165,0.0177936
3,28746.2,1230.83,4249.8,3634,8,129,27,3233,32,145,630,0.0177936
3,43662.1,1230.83,4249.8,3634,12,129,27,3233,32,145,630,0.0177936
3,50680.3,1230.83,4249.8,3634,15,129,27,3233,32,145,630,0.0177936
3,11008.3,1906.68,1651.01,1364,3,189,18,4974,24,51,249,0.0177936
3,20478.9,1906.68,1651.01,1364,8,189,18,4974,24,51,249,0.0177936
3,54777.1,1906.68,1651.01,1364,6,189,18,4974,24,51,249,0.0177936
3,17852,1979.58,1707.68,1441,5,190,36,5142,23,64,240,0.0177936
3,18150.9,1979.58,1707.68,1441,4,190,36,5142,23,64,240,0.0177936
3,60968.4,1979.58,1707.68,1441,4,190,36,5142,23,64,240,0.0177936
3,25543.9,1390.9,2685.91,2322,5,137,26,3620,27,81,329,0.0177936
3,28423.9,1390.9,2685.91,2322,8,137,26,3620,27,81,329,0.0177936
3,47675.6,1390.9,2685.91,2322,7,137,26,3620,27,81,329,0.0177936
3,18873.3,1745.43,2287.42,2001,7,165,39,3256,23,70,253,0.0177936
3,30151.5,1745.43,2287.42,2001,7,165,39,3256,23,70,253,0.0177936
3,34342,1745.43,2287.42,2001,12,165,39,3256,23,70,253,0.0177936
3,17814.7,1782.25,2233.93,1970,5,149,26,4043,25,61,269,0.0177936
3,18058.1,1782.25,2233.93,1970,11,149,26,4043,25,61,269,0.0177936
3,55388.2,1782.25,2233.93,1970,13,149,26,4043,25,61,269,0.0177936
3,31097.6,1886.87,5960.36,5130,6,184,44,4780,38,122,813,0.0177936
3,49426.4,1886.87,5960.36,5130,7,184,44,4780,38,122,813,0.0177936
3,58486.4,1886.87,5960.36,5130,21,184,44,4780,38,122,813,0.0177936
3,28663.7,1140.34,3929.67,3400,8,115,24,2615,29,86,481,0.0177936
3,44860.8,1140.34,3929.67,3400,10,115,24,2615,29,86,481,0.0177936
3,46345.6,1140.34,3929.67,3400,11,115,24,2615,29,86,481,0.0177936
3,8351.69,1837.04,2954.96,2492,4,145,19,4190,25,97,414,0.0177936
3,27703.1,1837.04,2954.96,2492,11,145,19,4190,25,97,414,0.0177936
3,62460,1837.04,2954.96,2492,16,145,19,4190,25,97,414,0.0177936
3,41166.8,2254.18,9307.11,7829,4,207,56,5449,54,218,1439,0.0177936
3,60849.5,2254.18,9307.11,7829,10,207,56,5449,54,218,1439,0.0177936
3,72780.3,2254.18,9307.11,7829,3,207,56,5449,54,218,1439,0.0177936
3,22599.7,1675.93,4068.51,3343,5,167,40,4449,37,59,651,0.0177936
3,46640.6,1675.93,4068.51,3343,3,167,40,4449,37,59,651,0.0177936
3,51893.5,1675.93,4068.51,3343,15,167,40,4449,37,59,651,0.0177936
3,24090.7,1690.18,4166.6,3519,9,166,22,3996,44,140,609,0.0177936
3,44509.4,1690.18,4166.6,3519,11,166,22,3996,44,140,609,0.0177936
3,61715.8,1690.18,4166.6,3519,11,166,22,3996,44,140,609,0.0177936
3,16590.3,1009.61,1780.79,1511,8,133,20,2771,25,69,271,0.0177936
3,36773.3,1009.61,1780.79,1511,8,133,20,2771,25,69,271,0.0177936
3,41148.9,1009.61,1780.79,1511,9,133,20,2771,25,69,271,0.0177936
3,15571.5,2182.4,1237.98,1063,5,189,33,5214,20,61,175,0.0177936
3,23716,2182.4,1237.98,1063,5,189,33,5214,20,61,175,0.0177936
3,58672.3,2182.4,1237.98,1063,4,189,33,5214,20,61,175,0.0177936
3,17799.7,1298.22,2263.63,1911,6,155,25,3534,28,76,334,0.0177936
3,39128.3,1298.22,2263.63,1911,7,155,25,3534,28,76,334,0.0177936
3,52229.3,1298.22,2263.63,1911,9,155,25,3534,28,76,334,0.0177936
3,19644,786.342,1670.2,1451,6,120,26,2222,25,52,208,0.0177936
3,27135.8,786.342,1670.2,1451,6,120,26,2222,25,52,208,0.0177936
3,31098.6,786.342,1670.2,1451,14,120,26,2222,25,52,208,0.0177936
3,16452.4,1455.66,1692.71,1438,9,140,24,3864,25,59,231,0.0177936
3,18614.5,1455.66,1692.71,1438,4,140,24,3864,25,59,231,0.0177936
3,52666.5,1455.66,1692.71,1438,12,140,24,3864,25,59,231,0.0177936
3,43691.6,1786.99,4569.56,3933,7,196,46,4805,30,175,618,0.0177936
3,52227.8,1786.99,4569.56,3933,20,196,46,4805,30,175,618,0.0177936
3,63254.7,1786.99,4569.56,3933,4,196,46,4805,30,175,618,0.0177936
3,19687.2,1720.35,6959.83,6149,7,130,29,3103,39,118,637,0.0177936
3,38082.1,1720.35,6959.83,6149,6,130,29,3103,39,118,637,0.0177936
3,43829.1,1720.35,6959.83,6149,12,130,29,3103,39,118,637,0.0177936
3,21604.8,2155.12,3689.84,3266,7,179,45,4460,29,126,430,0.0177936
3,34427.9,2155.12,3689.84,3266,15,179,45,4460,29,126,430,0.0177936
3,42480.5,2155.12,3689.84,3266,8,179,45,4460,29,126,430,0.0177936
3,20805.6,777.032,1027,863,4,126,32,2145,17,40,146,0.0177936
3,27322.9,777.032,1027,863,8,126,32,2145,17,40,146,0.0177936
3,29661.9,777.032,1027,863,9,126,32,2145,17,40,146,0.0177936
3,31759.8,1798.29,4145.51,3484,7,173,42,4836,29,115,624,0.0177936
3,43519.9,1798.29,4145.51,3484,7,173,42,4836,29,115,624,0.0177936
3,54076.6,1798.29,4145.51,3484,19,173,42,4836,29,115,624,0.0177936
3,17155.2,1812.52,1329.71,1110,4,211,42,4623,24,51,207,0.0177936
3,37308.8,1812.52,1329.71,1110,4,211,42,4623,24,51,207,0.0177936
3,42015.9,1812.52,1329.71,1110,15,211,42,4623,24,51,207,0.0177936
3,38648.8,1882.78,5570.98,4682,6,203,55,5127,41,151,840,0.0177936
3,48903.1,1882.78,5570.98,4682,11,203,55,5127,41,151,840,0.0177936
3,62888.1,1882.78,5570.98,4682,7,203,55,5127,41,151,840,0.0177936
3,22108.5,1621.66,4019.04,3291,5,166,37,4427,36,53,622,0.0177936
3,47194.4,1621.66,4019.04,3291,4,166,37,4427,36,53,622,0.0177936
3,51634.1,1621.66,4019.04,3291,14,166,37,4427,36,53,622,0.0177936
3,27249.9,2058.87,3731.11,3390,7,195,43,4183,17,68,257,0.0177936
3,29255.1,2058.87,3731.11,3390,4,195,43,4183,17,68,257,0.0177936
3,38175.4,2058.87,3731.11,3390,13,195,43,4183,17,68,257,0.0177936
3,18172.6,2586.13,3332.05,2919,8,190,39,4670,28,104,357,0.0177936
3,27771.6,2586.13,3332.05,2919,13,190,39,4670,28,104,357,0.0177936
3,46213,2586.13,3332.05,2919,16,190,39,4670,28,104,357,0.0177936
3,12871.4,2076.62,4536.19,3908,4,183,38,4813,29,146,634,0.0177936
3,46672.7,2076.62,4536.19,3908,11,183,38,4813,29,146,634,0.0177936
3,55081.8,2076.62,4536.19,3908,8,183,38,4813,29,146,634,0.0177936
3,19162,880.294,1073.83,902,3,123,25,2490,22,50,160,0.0177936
3,21004.6,880.294,1073.83,902,8,123,25,2490,22,50,160,0.0177936
3,31770.7,880.294,1073.83,902,7,123,25,2490,22,50,160,0.0177936
3,21630,1461.86,2682.6,2346,7,158,31,4078,26,111,359,0.0177936
3,26929.4,1461.86,2682.6,2346,8,158,31,4078,26,111,359,0.0177936
3,48606,1461.86,2682.6,2346,9,158,31,4078,26,111,359,0.0177936
3,27141.9,1672.94,5797.91,4817,3,169,36,4795,43,91,921,0.0177936
3,60087.7,1672.94,5797.91,4817,8,169,36,4795,43,91,921,0.0177936
3,64088.6,1672.94,5797.91,4817,20,169,36,4795,43,91,921,0.0177936
3,16488.4,3530.58,6203.85,5539,10,184,40,4640,32,139,611,0.0177936
3,42101.8,3530.58,6203.85,5539,15,184,40,4640,32,139,611,0.0177936
3,49771.1,3530.58,6203.85,5539,7,184,40,4640,32,139,611,0.0177936
3,26420.7,1783.44,4429.59,3781,9,164,22,3911,39,139,630,0.0177936
3,46839.3,1783.44,4429.59,3781,11,164,22,3911,39,139,630,0.0177936
3,62723.5,1783.44,4429.59,3781,11,164,22,3911,39,139,630,0.0177936
3,14851.2,1941.56,2681.5,2271,3,166,22,5011,26,93,411,0.0177936
3,41102.2,1941.56,2681.5,2271,5,166,22,5011,26,93,411,0.0177936
3,63010.1,1941.56,2681.5,2271,8,166,22,5011,26,93,411,0.0177936
3,10627.4,1854.66,3176.79,2586,4,195,20,5058,30,58,539,0.0177936
3,21379.9,1854.66,3176.79,2586,5,195,20,5058,30,58,539,0.0177936
3,52651.1,1854.66,3176.79,2586,22,195,20,5058,30,58,539,0.0177936
3,17989.2,1585.23,2156.9,1837,6,169,30,4285,25,86,309,0.0177936
3,30202.2,1585.23,2156.9,1837,7,169,30,4285,25,86,309,0.0177936
3,51875.3,1585.23,2156.9,1837,7,169,30,4285,25,86,309,0.0177936
3,20452.5,1540.31,1423.85,1282,5,125,24,2582,15,52,131,0.0177936
3,25290.1,1540.31,1423.85,1282,4,125,24,2582,15,52,131,0.0177936
3,33771.2,1540.31,1423.85,1282,8,125,24,2582,15,52,131,0.0177936
3,10386.4,2753.87,1768.31,1567,4,191,39,4788,21,48,176,0.0177936
3,32510.8,2753.87,1768.31,1567,9,191,39,4788,21,48,176,0.0177936
3,48622.1,2753.87,1768.31,1567,8,191,39,4788,21,48,176,0.0177936
3,20573.9,1702.2,5087.91,4394,13,152,28,3614,34,135,642,0.0177936
3,35105.5,1702.2,5087.91,4394,8,152,28,3614,34,135,642,0.0177936
3,47803.2,1702.2,5087.91,4394,13,152,28,3614,34,135,642,0.0177936
3,41539.2,1894.55,5130.1,4450,11,183,47,5023,33,172,674,0.0177936
3,42214.2,1894.55,5130.1,4450,8,183,47,5023,33,172,674,0.0177936
3,56968.8,1894.55,5130.1,4450,7,183,47,5023,33,172,674,0.0177936
3,31122.5,1561.03,5210.44,4437,11,167,25,4236,42,181,779,0.0177936
3,51301.3,1561.03,5210.44,4437,15,167,25,4236,42,181,779,0.0177936
3,69165.5,1561.03,5210.44,4437,21,167,25,4236,42,181,779,0.0177936
3,23529.8,2150.34,2349.53,2001,5,214,22,5588,28,87,338,0.0177936
3,30381.7,2150.34,2349.53,2001,8,214,22,5588,28,87,338,0.0177936
3,67298.6,2150.34,2349.53,2001,8,214,22,5588,28,87,338,0.0177936
3,36605.7,1881.81,5857.24,4953,8,192,49,5189,38,149,866,0.0177936
3,45267.8,1881.81,5857.24,4953,7,192,49,5189,38,149,866,0.0177936
3,59297.4,1881.81,5857.24,4953,19,192,49,5189,38,149,866,0.0177936
3,8794.24,2203.97,4005.94,3469,4,200,35,5888,38,136,588,0.0177936
3,45846.7,2203.97,4005.94,3469,15,200,35,5888,38,136,588,0.0177936
3,66611.7,2203.97,4005.94,3469,15,200,35,5888,38,136,588,0.0177936
3,12622.9,1799.92,2360.88,2024,6,181,26,4409,33,101,339,0.0177936
3,31268.2,1799.92,2360.88,2024,9,181,26,4409,33,101,339,0.0177936
3,55743.3,1799.92,2360.88,2024,5,181,26,4409,33,101,339,0.0177936
3,18175.4,1637.17,4171.59,3643,10,180,39,4526,32,127,544,0.0177936
3,41110.5,1637.17,4171.59,3643,12,180,39,4526,32,127,544,0.0177936
3,47997.3,1637.17,4171.59,3643,7,180,39,4526,32,127,544,0.0177936
3,36112.6,1016.62,4487.95,3860,13,121,30,2920,31,145,631,0.0177936
