K,order,dist,cost_ki,cost_edbt,vnum,density
5,1,5775.39,377.635,965289,2,0.355872
5,2,11235.9,377.635,965289,5,0.355872
5,3,13069.2,377.635,965289,4,0.355872
5,4,13174.9,377.635,965289,3,0.355872
5,5,14509.5,377.635,965289,4,0.355872
5,1,2266.41,84.696,327115,3,0.355872
5,2,6975.97,84.696,327115,4,0.355872
5,3,8197.42,84.696,327115,4,0.355872
5,4,9121.23,84.696,327115,3,0.355872
5,5,9437,84.696,327115,2,0.355872
5,1,3156,90.196,181930,2,0.355872
5,2,6067.05,90.196,181930,4,0.355872
5,3,9306.38,90.196,181930,4,0.355872
5,4,9755.03,90.196,181930,2,0.355872
5,5,12174.3,90.196,181930,2,0.355872
5,1,4840.09,191.794,1.27112e+06,3,0.355872
5,2,8396.04,191.794,1.27112e+06,4,0.355872
5,3,9155.74,191.794,1.27112e+06,3,0.355872
5,4,10987.3,191.794,1.27112e+06,3,0.355872
5,5,16004,191.794,1.27112e+06,3,0.355872
5,1,4169.71,210.43,1.1018e+06,2,0.355872
5,2,4941.97,210.43,1.1018e+06,4,0.355872
5,3,10941.9,210.43,1.1018e+06,7,0.355872
5,4,11363.3,210.43,1.1018e+06,4,0.355872
5,5,14022.8,210.43,1.1018e+06,9,0.355872
5,1,1043.93,184.965,1.58961e+06,2,0.355872
5,2,8360.05,184.965,1.58961e+06,3,0.355872
5,3,10731.4,184.965,1.58961e+06,5,0.355872
5,4,13616.6,184.965,1.58961e+06,6,0.355872
5,5,14371.4,184.965,1.58961e+06,9,0.355872
5,1,1585.38,87.193,139734,2,0.355872
5,2,5084.62,87.193,139734,2,0.355872
5,3,9622.21,87.193,139734,4,0.355872
5,4,9805.39,87.193,139734,4,0.355872
5,5,11560.9,87.193,139734,5,0.355872
5,1,4028.17,21.92,103037,2,0.355872
5,2,4926.54,21.92,103037,2,0.355872
5,3,5201.75,21.92,103037,2,0.355872
5,4,5432.98,21.92,103037,2,0.355872
5,5,11634.5,21.92,103037,2,0.355872
5,1,4502.48,71.896,398327,2,0.355872
5,2,7158.31,71.896,398327,5,0.355872
5,3,9214.98,71.896,398327,4,0.355872
5,4,9788.08,71.896,398327,5,0.355872
5,5,10771.6,71.896,398327,3,0.355872
5,1,829.543,13.386,18888.3,2,0.355872
5,2,1515.79,13.386,18888.3,2,0.355872
5,3,2583.75,13.386,18888.3,2,0.355872
5,4,4054.61,13.386,18888.3,2,0.355872
5,5,5197.09,13.386,18888.3,4,0.355872
5,1,4762.99,34.817,111096,2,0.355872
5,2,5021.18,34.817,111096,2,0.355872
5,3,5542.07,34.817,111096,2,0.355872
5,4,6330.98,34.817,111096,2,0.355872
5,5,10446.6,34.817,111096,3,0.355872
5,1,3981.35,21.87,94569.7,2,0.355872
5,2,6874.02,21.87,94569.7,2,0.355872
5,3,7314.08,21.87,94569.7,2,0.355872
5,4,7339.22,21.87,94569.7,2,0.355872
5,5,12751.4,21.87,94569.7,2,0.355872
5,1,6236.94,57.055,185066,4,0.355872
5,2,7050.82,57.055,185066,4,0.355872
5,3,7609.34,57.055,185066,4,0.355872
5,4,8449.54,57.055,185066,3,0.355872
5,5,10327.3,57.055,185066,5,0.355872
5,1,3965.74,128.647,1.1601e+06,2,0.355872
5,2,4216.63,128.647,1.1601e+06,4,0.355872
5,3,7542.32,128.647,1.1601e+06,4,0.355872
5,4,11476.9,128.647,1.1601e+06,4,0.355872
5,5,13136.4,128.647,1.1601e+06,6,0.355872
5,1,5556.02,90.681,1.0624e+06,5,0.355872
5,2,8504.41,90.681,1.0624e+06,2,0.355872
5,3,10146.6,90.681,1.0624e+06,3,0.355872
5,4,10735.5,90.681,1.0624e+06,4,0.355872
5,5,10744.3,90.681,1.0624e+06,4,0.355872
5,1,2981.18,134.687,890863,2,0.355872
5,2,5264.08,134.687,890863,3,0.355872
5,3,7610.1,134.687,890863,3,0.355872
5,4,10069.2,134.687,890863,6,0.355872
5,5,10772.6,134.687,890863,7,0.355872
5,1,485.619,10.092,19290,2,0.355872
5,2,1284.59,10.092,19290,2,0.355872
5,3,3359.39,10.092,19290,2,0.355872
5,4,3730.86,10.092,19290,2,0.355872
5,5,5569.02,10.092,19290,3,0.355872
5,1,4714.39,39.053,289190,2,0.355872
5,2,5714.67,39.053,289190,2,0.355872
5,3,8432.75,39.053,289190,4,0.355872
5,4,9239.68,39.053,289190,2,0.355872
5,5,9757.23,39.053,289190,2,0.355872
5,1,4249.19,61.343,299788,2,0.355872
5,2,5456.93,61.343,299788,3,0.355872
5,3,5796.89,61.343,299788,3,0.355872
5,4,6851.24,61.343,299788,4,0.355872
5,5,7370.26,61.343,299788,3,0.355872
5,1,7618.34,104.19,1.33766e+06,3,0.355872
5,2,7884.38,104.19,1.33766e+06,4,0.355872
5,3,8411.04,104.19,1.33766e+06,3,0.355872
5,4,10147.5,104.19,1.33766e+06,4,0.355872
5,5,11109.8,104.19,1.33766e+06,5,0.355872
5,1,6174.07,142.413,1.20585e+06,3,0.355872
5,2,7771.36,142.413,1.20585e+06,4,0.355872
5,3,8106.57,142.413,1.20585e+06,5,0.355872
5,4,8525.45,142.413,1.20585e+06,6,0.355872
5,5,13589,142.413,1.20585e+06,5,0.355872
5,1,6025.7,172.629,1.29319e+06,3,0.355872
5,2,9987.93,172.629,1.29319e+06,4,0.355872
5,3,13687.6,172.629,1.29319e+06,6,0.355872
5,4,15830,172.629,1.29319e+06,3,0.355872
5,5,16294.8,172.629,1.29319e+06,7,0.355872
5,1,1625.79,187.386,901489,2,0.355872
5,2,4834.27,187.386,901489,3,0.355872
5,3,8820.57,187.386,901489,4,0.355872
5,4,11107.1,187.386,901489,5,0.355872
5,5,14536.6,187.386,901489,4,0.355872
5,1,3021.91,169.804,1.18208e+06,2,0.355872
5,2,7327.29,169.804,1.18208e+06,4,0.355872
5,3,10751.5,169.804,1.18208e+06,4,0.355872
5,4,11019.9,169.804,1.18208e+06,6,0.355872
5,5,13351.7,169.804,1.18208e+06,6,0.355872
5,1,1583.12,59.052,430030,4,0.355872
5,2,4957.02,59.052,430030,5,0.355872
5,3,6567.05,59.052,430030,2,0.355872
5,4,7875.57,59.052,430030,4,0.355872
5,5,9724.15,59.052,430030,6,0.355872
5,1,8347.41,223.334,1.72854e+06,6,0.355872
5,2,11370,223.334,1.72854e+06,7,0.355872
5,3,11615.2,223.334,1.72854e+06,6,0.355872
5,4,12707.4,223.334,1.72854e+06,6,0.355872
5,5,13950.5,223.334,1.72854e+06,5,0.355872
5,1,5723.38,171.083,1.17919e+06,4,0.355872
5,2,6910.26,171.083,1.17919e+06,4,0.355872
5,3,13036.2,171.083,1.17919e+06,6,0.355872
5,4,13495,171.083,1.17919e+06,4,0.355872
5,5,16016.6,171.083,1.17919e+06,4,0.355872
5,1,8868.94,313.532,1.75285e+06,4,0.355872
5,2,12655.2,313.532,1.75285e+06,6,0.355872
5,3,17448,313.532,1.75285e+06,6,0.355872
5,4,21442.5,313.532,1.75285e+06,4,0.355872
5,5,22115,313.532,1.75285e+06,4,0.355872
5,1,1615.31,22.379,85972.5,2,0.355872
5,2,1833.91,22.379,85972.5,2,0.355872
5,3,2339.27,22.379,85972.5,2,0.355872
5,4,5370.57,22.379,85972.5,2,0.355872
5,5,9467.13,22.379,85972.5,2,0.355872
5,1,2723.27,43.916,190604,2,0.355872
5,2,4134.96,43.916,190604,4,0.355872
5,3,4283.1,43.916,190604,2,0.355872
5,4,6664.51,43.916,190604,4,0.355872
5,5,6996.43,43.916,190604,2,0.355872
5,1,725.74,94.359,446958,2,0.355872
5,2,6622.19,94.359,446958,3,0.355872
5,3,7738.45,94.359,446958,4,0.355872
5,4,11014.5,94.359,446958,7,0.355872
5,5,11337.3,94.359,446958,3,0.355872
5,1,7562.89,55.015,457779,4,0.355872
5,2,7927.95,55.015,457779,2,0.355872
5,3,8152.54,55.015,457779,4,0.355872
5,4,8872.96,55.015,457779,7,0.355872
5,5,10103.3,55.015,457779,3,0.355872
5,1,1103.1,12.767,6524.48,2,0.355872
5,2,1879.27,12.767,6524.48,2,0.355872
5,3,6632.97,12.767,6524.48,2,0.355872
5,4,7061.93,12.767,6524.48,2,0.355872
5,5,7154.01,12.767,6524.48,2,0.355872
5,1,10151.3,80.946,121646,5,0.355872
5,2,10290.8,80.946,121646,5,0.355872
5,3,12546.1,80.946,121646,3,0.355872
5,4,13503.2,80.946,121646,6,0.355872
5,5,13695.3,80.946,121646,7,0.355872
5,1,7198.18,169.649,1.24672e+06,6,0.355872
5,2,8490.06,169.649,1.24672e+06,2,0.355872
5,3,9177.55,169.649,1.24672e+06,3,0.355872
5,4,11494.3,169.649,1.24672e+06,3,0.355872
5,5,15043.8,169.649,1.24672e+06,6,0.355872
5,1,7201.33,169.411,1.01043e+06,3,0.355872
5,2,11696.6,169.411,1.01043e+06,4,0.355872
5,3,12356,169.411,1.01043e+06,4,0.355872
5,4,12423,169.411,1.01043e+06,7,0.355872
5,5,17833,169.411,1.01043e+06,5,0.355872
5,1,4600.49,310.574,1.57592e+06,3,0.355872
5,2,10921.9,310.574,1.57592e+06,7,0.355872
5,3,13866.4,310.574,1.57592e+06,9,0.355872
5,4,15499.7,310.574,1.57592e+06,2,0.355872
5,5,15668.1,310.574,1.57592e+06,4,0.355872
5,1,5584.61,106.686,565376,2,0.355872
5,2,7715.99,106.686,565376,2,0.355872
5,3,9023,106.686,565376,4,0.355872
5,4,10389.9,106.686,565376,3,0.355872
5,5,10931,106.686,565376,5,0.355872
5,1,1912.26,193.827,1.2159e+06,2,0.355872
5,2,3011.79,193.827,1.2159e+06,3,0.355872
5,3,3291.32,193.827,1.2159e+06,2,0.355872
5,4,10008.6,193.827,1.2159e+06,6,0.355872
5,5,13110.7,193.827,1.2159e+06,7,0.355872
5,1,1809.03,287.053,1.41919e+06,3,0.355872
5,2,2835.34,287.053,1.41919e+06,2,0.355872
5,3,3999.58,287.053,1.41919e+06,3,0.355872
5,4,11217,287.053,1.41919e+06,6,0.355872
5,5,13688.3,287.053,1.41919e+06,11,0.355872
5,1,6784.5,165.675,1.12839e+06,3,0.355872
5,2,7930.17,165.675,1.12839e+06,5,0.355872
5,3,9269.91,165.675,1.12839e+06,4,0.355872
5,4,12735.4,165.675,1.12839e+06,4,0.355872
