K,order,dist,cost_ki,cost_edbt,vnum,density
3,1,9761.63,87.26,366226,3,0.355872
3,2,10461.6,87.26,366226,3,0.355872
3,3,12057.9,87.26,366226,3,0.355872
3,1,6281.33,63.673,109322,5,0.355872
3,2,8038.05,63.673,109322,5,0.355872
3,3,9936.02,63.673,109322,7,0.355872
3,1,2966.98,15.882,35939.4,3,0.355872
3,2,4449.06,15.882,35939.4,3,0.355872
3,3,6676.66,15.882,35939.4,4,0.355872
3,1,3696.81,66.662,213966,5,0.355872
3,2,6462.07,66.662,213966,7,0.355872
3,3,7914.26,66.662,213966,5,0.355872
3,1,2286.81,15.589,98793.7,3,0.355872
3,2,4570.39,15.589,98793.7,2,0.355872
3,3,4669.01,15.589,98793.7,2,0.355872
3,1,6401.12,156.292,539716,3,0.355872
3,2,7537.88,156.292,539716,4,0.355872
3,3,14850.7,156.292,539716,6,0.355872
3,1,3812.33,22.225,94252.2,3,0.355872
3,2,4179.86,22.225,94252.2,2,0.355872
3,3,5082.27,22.225,94252.2,4,0.355872
3,1,6347.79,48.002,318291,7,0.355872
3,2,6704.59,48.002,318291,3,0.355872
3,3,7052.95,48.002,318291,8,0.355872
3,1,1552.14,109.426,252291,2,0.355872
3,2,14998.8,109.426,252291,6,0.355872
3,3,18569.8,109.426,252291,5,0.355872
3,1,12257,182.352,1.02972e+06,3,0.355872
3,2,14273.1,182.352,1.02972e+06,3,0.355872
3,3,15395.5,182.352,1.02972e+06,6,0.355872
3,1,5116.35,83.62,131934,3,0.355872
3,2,7222.27,83.62,131934,3,0.355872
3,3,7909.31,83.62,131934,3,0.355872
3,1,5670.67,34.616,69171.7,3,0.355872
3,2,8088.73,34.616,69171.7,3,0.355872
3,3,8227.06,34.616,69171.7,5,0.355872
3,1,14714.1,148.704,838355,5,0.355872
3,2,14937.7,148.704,838355,5,0.355872
3,3,15271.6,148.704,838355,9,0.355872
3,1,1267.71,47.105,275341,2,0.355872
3,2,4444.05,47.105,275341,2,0.355872
3,3,10416.1,47.105,275341,3,0.355872
3,1,7390.22,16.761,47253.3,2,0.355872
3,2,8808.71,16.761,47253.3,2,0.355872
3,3,8858.52,16.761,47253.3,2,0.355872
3,1,4561.42,65.13,151150,4,0.355872
3,2,6954.88,65.13,151150,4,0.355872
3,3,9701.69,65.13,151150,3,0.355872
3,1,10311.5,67.84,136540,5,0.355872
3,2,10451,67.84,136540,5,0.355872
3,3,12162.7,67.84,136540,2,0.355872
3,1,3272.99,26.284,71623.4,2,0.355872
3,2,6412.83,26.284,71623.4,2,0.355872
3,3,7470.27,26.284,71623.4,2,0.355872
