         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         8,   1921.81,         6,         8,        27,    300276,      2049,   1768.91,      4302,    89.884,       235,    843.09,       177,    23.534,       177,   94793.2,       101,     94703,        89,        14,        26,         0,         0,         0,         0,         0,   105.507,       132,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   1098.45,        10,        10,        28,    323322,       974,   529.362,      1559,    32.611,       103,   646.621,       135,    15.154,       135,   31872.3,        55,     31834,        37,         4,        16,         0,         0,         0,         0,         0,    49.947,        71,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   2007.93,         6,         8,        23,    419700,      1996,   1329.93,      3470,    77.315,       219,   582.352,       130,     14.81,       130,   24175.9,        76,     24114,        63,         8,        20,         0,         0,         0,         0,         0,    72.506,       101,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   1926.81,         8,         8,        26,    464709,      1546,   1065.08,      3766,     65.48,       191,   600.792,       151,    17.791,       151,   51755.2,        63,     51697,        57,         7,        22,         0,         0,         0,         0,         0,   116.397,       101,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   2088.28,         8,         8,        31,    458076,      3142,   1712.01,      4264,    74.616,       215,   576.941,       180,    20.162,       180,   42151.5,        72,     42090,        56,         8,        15,         0,         0,         0,         0,         0,    70.941,        84,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,      1771,         8,         8,        21,    356458,      1420,   1369.14,      4593,    59.356,       171,   579.686,        86,     6.687,        86,   36860.3,        49,     36822,        39,         5,        18,         0,         0,         0,         0,         0,    50.319,        68,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   1570.12,         9,         9,        26,    416415,      1758,   916.215,      3083,      53.4,       164,   576.522,       152,    18.614,       152,   26666.2,        74,     26607,        58,         8,        19,         0,         0,         0,         0,         0,    73.327,       100,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   1994.83,         6,        11,        33,    932306,      7088,   1387.08,      5010,   101.689,       295,   603.603,       322,    50.383,       322,   70649.3,       117,     70550,        87,         8,        27,         0,         0,         0,         0,         0,   125.127,       167,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   1747.21,         7,         9,        31,    531305,      2857,   1579.37,      4877,    84.104,       218,   579.096,       160,    19.858,       160,   34664.5,        76,     34601,        63,        14,        24,         0,         0,         0,         0,         0,    77.737,       103,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   1558.16,         6,        10,        33,    298391,      2394,   1286.35,      3142,    62.032,       175,   592.235,       190,    21.871,       190,   37370.5,        81,     37306,        67,         5,        23,         0,         0,         0,         0,         0,    65.326,        92,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         8,   1132.36,         8,         8,        18,    138332,       452,   670.267,      1998,    22.691,        84,   593.202,        58,     3.347,        58,   11965.8,        39,     11942,        19,         2,         4,         0,         0,         0,         0,         0,    24.804,        43,    549784,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
