K,order,dist,cost_ki,cost_edbt,vnum,density
5,1,184.201,41.126,339670,2,1.07773
5,2,217.451,41.126,339670,2,1.07773
5,3,609.118,41.126,339670,2,1.07773
5,4,649.34,41.126,339670,2,1.07773
5,5,1645.28,41.126,339670,5,1.07773
5,1,614.56,17.053,95185.4,2,1.07773
5,2,1033.43,17.053,95185.4,2,1.07773
5,3,1039.21,17.053,95185.4,2,1.07773
5,4,1751.68,17.053,95185.4,2,1.07773
5,5,1960.8,17.053,95185.4,2,1.07773
5,1,509.083,48.733,249709,2,1.07773
5,2,1340.49,48.733,249709,3,1.07773
5,3,1748.85,48.733,249709,3,1.07773
5,4,2407.01,48.733,249709,3,1.07773
5,5,2457.17,48.733,249709,2,1.07773
5,1,1257.13,57.811,361970,3,1.07773
5,2,1824.55,57.811,361970,5,1.07773
5,3,1874.21,57.811,361970,3,1.07773
5,4,2161.66,57.811,361970,4,1.07773
5,5,2198.54,57.811,361970,5,1.07773
5,1,1235.17,39.646,304512,5,1.07773
5,2,1662.39,39.646,304512,5,1.07773
5,3,1881.21,39.646,304512,6,1.07773
5,4,2113.18,39.646,304512,2,1.07773
5,5,2432.63,39.646,304512,5,1.07773
5,1,2138.26,92.009,443220,4,1.07773
5,2,2518.95,92.009,443220,8,1.07773
5,3,2859.58,92.009,443220,5,1.07773
5,4,3113.14,92.009,443220,3,1.07773
5,5,3271.1,92.009,443220,5,1.07773
5,1,1669.4,75.894,307601,2,1.07773
5,2,1872.58,75.894,307601,2,1.07773
5,3,2371.38,75.894,307601,3,1.07773
5,4,2941.3,75.894,307601,4,1.07773
5,5,3148.47,75.894,307601,3,1.07773
5,1,1634.52,55.557,410518,2,1.07773
5,2,2184.26,55.557,410518,3,1.07773
5,3,2207.12,55.557,410518,2,1.07773
5,4,2786.03,55.557,410518,4,1.07773
5,5,3119.9,55.557,410518,3,1.07773
5,1,885.768,22.673,201925,2,1.07773
5,2,1380.61,22.673,201925,2,1.07773
5,3,1518.54,22.673,201925,2,1.07773
5,4,1612.58,22.673,201925,2,1.07773
5,5,1913.98,22.673,201925,2,1.07773
5,1,559.647,64.045,221546,2,1.07773
5,2,2264.61,64.045,221546,3,1.07773
5,3,2476.59,64.045,221546,7,1.07773
5,4,2783.37,64.045,221546,3,1.07773
5,5,3061.35,64.045,221546,2,1.07773
5,1,640.672,88.782,893775,2,1.07773
5,2,2530.74,88.782,893775,4,1.07773
5,3,2959.76,88.782,893775,4,1.07773
5,4,3017.86,88.782,893775,6,1.07773
5,5,3025.42,88.782,893775,3,1.07773
5,1,1074.39,27.385,43385.8,2,1.07773
5,2,1165.46,27.385,43385.8,2,1.07773
5,3,1786.93,27.385,43385.8,2,1.07773
5,4,1892.08,27.385,43385.8,6,1.07773
5,5,2014.28,27.385,43385.8,6,1.07773
5,1,992.516,22.534,116438,2,1.07773
5,2,1346.19,22.534,116438,3,1.07773
5,3,1730.2,22.534,116438,2,1.07773
5,4,1778.72,22.534,116438,4,1.07773
5,5,1802.1,22.534,116438,5,1.07773
5,1,1143.94,76.272,460960,3,1.07773
5,2,1651.72,76.272,460960,6,1.07773
5,3,1902.03,76.272,460960,3,1.07773
5,4,2745.03,76.272,460960,3,1.07773
5,5,3042.48,76.272,460960,3,1.07773
5,1,751.708,37.954,90635.4,2,1.07773
5,2,1750.77,37.954,90635.4,3,1.07773
5,3,2380.55,37.954,90635.4,4,1.07773
5,4,2506.46,37.954,90635.4,4,1.07773
5,5,2521.12,37.954,90635.4,4,1.07773
5,1,1482.09,33.082,96657.3,3,1.07773
5,2,1493.49,33.082,96657.3,3,1.07773
5,3,1923.79,33.082,96657.3,3,1.07773
5,4,1999.57,33.082,96657.3,3,1.07773
5,5,2257.11,33.082,96657.3,2,1.07773
5,1,1771,48.944,330326,5,1.07773
5,2,1830.22,48.944,330326,9,1.07773
5,3,1935.37,48.944,330326,2,1.07773
5,4,2268.23,48.944,330326,4,1.07773
5,5,2399.02,48.944,330326,4,1.07773
5,1,879.821,30.808,74803.8,2,1.07773
5,2,2222.92,30.808,74803.8,5,1.07773
5,3,2330.67,30.808,74803.8,3,1.07773
5,4,2384.34,30.808,74803.8,4,1.07773
5,5,2400.7,30.808,74803.8,4,1.07773
5,1,462.716,46.096,239768,2,1.07773
5,2,781.85,46.096,239768,2,1.07773
5,3,1660.34,46.096,239768,3,1.07773
5,4,1922.26,46.096,239768,3,1.07773
5,5,2236.11,46.096,239768,4,1.07773
5,1,308.577,12.492,72777.6,2,1.07773
5,2,673.547,12.492,72777.6,2,1.07773
5,3,1546.8,12.492,72777.6,3,1.07773
5,4,1584.38,12.492,72777.6,2,1.07773
5,5,1605.37,12.492,72777.6,2,1.07773
5,1,524.284,46.78,170880,2,1.07773
5,2,1493.89,46.78,170880,2,1.07773
5,3,1978.26,46.78,170880,3,1.07773
5,4,2021.28,46.78,170880,3,1.07773
5,5,2726.19,46.78,170880,3,1.07773
5,1,248.582,24.952,91353.9,2,1.07773
5,2,795.675,24.952,91353.9,3,1.07773
5,3,1109.03,24.952,91353.9,3,1.07773
5,4,1320.74,24.952,91353.9,3,1.07773
5,5,1604.77,24.952,91353.9,2,1.07773
5,1,1396.39,41.28,134360,3,1.07773
5,2,1450.74,41.28,134360,3,1.07773
5,3,1646.76,41.28,134360,3,1.07773
5,4,2111.31,41.28,134360,6,1.07773
5,5,2156.19,41.28,134360,4,1.07773
5,1,629.007,50.646,316461,2,1.07773
5,2,2307.17,50.646,316461,6,1.07773
