K,order,dist,cost_ki,cost_edbt,vnum,density
10,1,167.502,122.322,783714,2,1.07542
10,2,876.647,122.322,783714,3,1.07542
10,3,1317.15,122.322,783714,3,1.07542
10,4,1576.32,122.322,783714,3,1.07542
10,5,1628.19,122.322,783714,3,1.07542
10,6,1725.36,122.322,783714,3,1.07542
10,7,1822.51,122.322,783714,3,1.07542
10,8,2263.06,122.322,783714,6,1.07542
10,9,2459.24,122.322,783714,3,1.07542
10,10,2609.48,122.322,783714,3,1.07542
10,1,835.149,101.198,344814,4,1.07542
10,2,1015.38,101.198,344814,4,1.07542
10,3,1134.78,101.198,344814,4,1.07542
10,4,1598.22,101.198,344814,5,1.07542
10,5,1710.93,101.198,344814,4,1.07542
10,6,2001.82,101.198,344814,3,1.07542
10,7,2076.45,101.198,344814,3,1.07542
10,8,2143.05,101.198,344814,4,1.07542
10,9,2195.96,101.198,344814,4,1.07542
10,10,2341.06,101.198,344814,4,1.07542
10,1,393.966,98.379,901115,2,1.07542
10,2,1035.47,98.379,901115,3,1.07542
10,3,1708.7,98.379,901115,3,1.07542
10,4,1827.4,98.379,901115,4,1.07542
10,5,2123.28,98.379,901115,5,1.07542
10,6,2172.5,98.379,901115,5,1.07542
10,7,2303.69,98.379,901115,4,1.07542
10,8,2639.49,98.379,901115,7,1.07542
10,9,2665.34,98.379,901115,6,1.07542
10,10,2735.29,98.379,901115,3,1.07542
10,1,430.409,118.347,2.72575e+06,2,1.07542
10,2,876.446,118.347,2.72575e+06,2,1.07542
10,3,1051.03,118.347,2.72575e+06,2,1.07542
10,4,1374.81,118.347,2.72575e+06,3,1.07542
10,5,1658.34,118.347,2.72575e+06,2,1.07542
10,6,1665.56,118.347,2.72575e+06,6,1.07542
10,7,1694.46,118.347,2.72575e+06,3,1.07542
10,8,2106.65,118.347,2.72575e+06,4,1.07542
10,9,2151.37,118.347,2.72575e+06,4,1.07542
10,10,2176.75,118.347,2.72575e+06,5,1.07542
10,1,345.558,90.02,683816,2,1.07542
10,2,1436.83,90.02,683816,8,1.07542
10,3,1575.61,90.02,683816,8,1.07542
10,4,1630.06,90.02,683816,6,1.07542
10,5,1782.09,90.02,683816,3,1.07542
10,6,2095.33,90.02,683816,3,1.07542
10,7,2226.35,90.02,683816,4,1.07542
10,8,2243.8,90.02,683816,7,1.07542
10,9,2252.35,90.02,683816,4,1.07542
10,10,2291.8,90.02,683816,3,1.07542
10,1,233.009,72.768,916633,2,1.07542
10,2,374.647,72.768,916633,2,1.07542
10,3,443.825,72.768,916633,2,1.07542
10,4,925.357,72.768,916633,3,1.07542
10,5,1138.28,72.768,916633,3,1.07542
10,6,1486.79,72.768,916633,2,1.07542
