K,order,dist,cost_ki,cost_edbt,vnum,density
7,1,343.144,24.549,117170,2,1.07604
7,2,428.887,24.549,117170,2,1.07604
7,3,863.943,24.549,117170,3,1.07604
7,4,1491.33,24.549,117170,2,1.07604
7,5,1511.23,24.549,117170,3,1.07604
7,6,1562.9,24.549,117170,3,1.07604
7,7,1569.92,24.549,117170,3,1.07604
7,1,543.625,55.435,228245,2,1.07604
7,2,881.975,55.435,228245,5,1.07604
7,3,1514.85,55.435,228245,5,1.07604
7,4,1818.05,55.435,228245,2,1.07604
7,5,1856.24,55.435,228245,2,1.07604
7,6,1889.42,55.435,228245,4,1.07604
7,7,2106.56,55.435,228245,2,1.07604
7,1,855.162,24.663,82423.4,3,1.07604
7,2,893.114,24.663,82423.4,2,1.07604
7,3,1100.33,24.663,82423.4,3,1.07604
7,4,1210.36,24.663,82423.4,3,1.07604
7,5,1290.53,24.663,82423.4,4,1.07604
7,6,1299.21,24.663,82423.4,3,1.07604
7,7,1394.22,24.663,82423.4,3,1.07604
7,1,282.399,92.905,365685,2,1.07604
7,2,882.366,92.905,365685,2,1.07604
7,3,1421.64,92.905,365685,3,1.07604
7,4,1661.35,92.905,365685,3,1.07604
7,5,1887.55,92.905,365685,3,1.07604
7,6,2698.71,92.905,365685,6,1.07604
7,7,2715.46,92.905,365685,4,1.07604
7,1,1274.13,50.275,382348,4,1.07604
7,2,1374.12,50.275,382348,4,1.07604
7,3,1695.85,50.275,382348,5,1.07604
7,4,1796.75,50.275,382348,3,1.07604
7,5,1911,50.275,382348,5,1.07604
7,6,1955.74,50.275,382348,4,1.07604
7,7,2024.87,50.275,382348,3,1.07604
7,1,1045.3,62.251,216226,3,1.07604
7,2,1877.11,62.251,216226,4,1.07604
7,3,1923.61,62.251,216226,4,1.07604
7,4,1923.75,62.251,216226,4,1.07604
7,5,2076.42,62.251,216226,3,1.07604
7,6,2112.3,62.251,216226,2,1.07604
7,7,2349.02,62.251,216226,2,1.07604
7,1,598.021,39.816,843865,2,1.07604
7,2,718.535,39.816,843865,2,1.07604
7,3,772.423,39.816,843865,4,1.07604
7,4,884.619,39.816,843865,4,1.07604
7,5,1179.96,39.816,843865,4,1.07604
7,6,1717.5,39.816,843865,6,1.07604
7,7,1731.99,39.816,843865,5,1.07604
7,1,1137.32,59.763,806756,2,1.07604
7,2,1202.58,59.763,806756,4,1.07604
7,3,2098.91,59.763,806756,4,1.07604
7,4,2121.26,59.763,806756,6,1.07604
7,5,2219.61,59.763,806756,4,1.07604
7,6,2240.85,59.763,806756,4,1.07604
7,7,2409.24,59.763,806756,4,1.07604
7,1,1020.24,34.517,143190,3,1.07604
7,2,1076.26,34.517,143190,2,1.07604
7,3,1499.93,34.517,143190,4,1.07604
7,4,1596.25,34.517,143190,3,1.07604
7,5,1683.76,34.517,143190,4,1.07604
7,6,1714.92,34.517,143190,3,1.07604
7,7,1773.53,34.517,143190,3,1.07604
7,1,1319.76,75.934,476180,3,1.07604
7,2,1364.72,75.934,476180,4,1.07604
7,3,1608.34,75.934,476180,3,1.07604
7,4,1954.21,75.934,476180,5,1.07604
7,5,2018.39,75.934,476180,4,1.07604
