K,order,dist,cost_ki,cost_edbt,vnum,density
3,1,248.455,33.486,196506,2,1.07143
3,2,2729.4,33.486,196506,2,1.07143
3,3,3670.84,33.486,196506,4,1.07143
3,1,1668,17.921,99240.9,2,1.07143
3,2,2219.49,17.921,99240.9,2,1.07143
3,3,2870.57,17.921,99240.9,2,1.07143
3,1,1504.99,27.899,146053,2,1.07143
3,2,4038.47,27.899,146053,3,1.07143
3,3,4534.9,27.899,146053,3,1.07143
3,1,1451.42,19.821,44808,3,1.07143
3,2,2504.09,19.821,44808,4,1.07143
3,3,2815.81,19.821,44808,3,1.07143
3,1,3111.02,25.713,65203.6,4,1.07143
3,2,3369.78,25.713,65203.6,4,1.07143
3,3,3381.67,25.713,65203.6,3,1.07143
3,1,706.072,9.031,48984,2,1.07143
3,2,1401.97,9.031,48984,2,1.07143
3,3,2563.49,9.031,48984,2,1.07143
3,1,3755.78,51.798,376524,5,1.07143
3,2,4916.61,51.798,376524,6,1.07143
3,3,5264.61,51.798,376524,5,1.07143
3,1,2318.83,19.801,65214.5,3,1.07143
3,2,3624.13,19.801,65214.5,3,1.07143
3,3,3912.08,19.801,65214.5,3,1.07143
3,1,937.777,32.534,84418.2,2,1.07143
3,2,3718.33,32.534,84418.2,3,1.07143
3,3,4288.63,32.534,84418.2,3,1.07143
3,1,3062.85,36.629,95492.2,7,1.07143
3,2,3358.4,36.629,95492.2,3,1.07143
3,3,3907.93,36.629,95492.2,5,1.07143
3,1,442.143,8.459,14810.8,2,1.07143
3,2,2186.7,8.459,14810.8,2,1.07143
3,3,2453.04,8.459,14810.8,2,1.07143
3,1,1981.07,15.569,89630.1,2,1.07143
3,2,2607.83,15.569,89630.1,3,1.07143
3,3,3023.81,15.569,89630.1,4,1.07143
3,1,2805.35,34.491,210141,2,1.07143
3,2,3466.57,34.491,210141,4,1.07143
3,3,4051.93,34.491,210141,2,1.07143
3,1,385.099,21.491,61102.3,2,1.07143
3,2,724.541,21.491,61102.3,2,1.07143
3,3,3209.07,21.491,61102.3,3,1.07143
3,1,2690.35,20.923,34011.8,5,1.07143
3,2,3000.37,20.923,34011.8,3,1.07143
3,3,3298.56,20.923,34011.8,2,1.07143
3,1,1149.29,6.283,24170.8,2,1.07143
3,2,1619.52,6.283,24170.8,2,1.07143
3,3,2302.93,6.283,24170.8,3,1.07143
3,1,4358.58,31.16,107049,5,1.07143
3,2,4552.59,31.16,107049,5,1.07143
3,3,4587.3,31.16,107049,3,1.07143
3,1,3847.21,36.08,157595,3,1.07143
3,2,4707.04,36.08,157595,3,1.07143
3,3,5008.44,36.08,157595,2,1.07143
3,1,2798.97,32.875,46820.2,3,1.07143
3,2,2998.53,32.875,46820.2,3,1.07143
3,3,3886.12,32.875,46820.2,4,1.07143
3,1,1700.82,13.187,34993.7,2,1.07143
3,2,1741.53,13.187,34993.7,2,1.07143
3,3,2175.89,13.187,34993.7,2,1.07143
3,1,233.634,7.722,16020.4,2,1.07143
3,2,521.647,7.722,16020.4,2,1.07143
3,3,985.597,7.722,16020.4,2,1.07143
3,1,3039.5,33.866,160424,3,1.07143
3,2,3434.37,33.866,160424,3,1.07143
3,3,4310.88,33.866,160424,3,1.07143
3,1,520.405,18.061,40082.9,2,1.07143
3,2,2351.27,18.061,40082.9,3,1.07143
3,3,3749.07,18.061,40082.9,3,1.07143
3,1,1524.5,29.391,197853,2,1.07143
3,2,1828.97,29.391,197853,3,1.07143
3,3,3293.49,29.391,197853,4,1.07143
3,1,713.507,9.756,21291.7,2,1.07143
3,2,1319.18,9.756,21291.7,2,1.07143
3,3,2479.95,9.756,21291.7,2,1.07143
3,1,3776.11,45.021,259071,3,1.07143
3,2,4884.46,45.021,259071,3,1.07143
3,3,4906.02,45.021,259071,4,1.07143
3,1,2232.88,19.729,18170.7,2,1.07143
3,2,4384.26,19.729,18170.7,4,1.07143
3,3,4494.81,19.729,18170.7,4,1.07143
3,1,1431.26,27.792,35356.8,2,1.07143
3,2,3261.68,27.792,35356.8,2,1.07143
3,3,4110.77,27.792,35356.8,2,1.07143
3,1,2470.41,76.987,130821,2,1.07143
3,2,4137.23,76.987,130821,2,1.07143
3,3,5241.94,76.987,130821,6,1.07143
3,1,702.473,28.996,28416.6,2,1.07143
3,2,1669.37,28.996,28416.6,2,1.07143
3,3,2515.2,28.996,28416.6,2,1.07143
3,1,1543.02,22.586,83842.6,2,1.07143
3,2,3314.11,22.586,83842.6,4,1.07143
3,3,3947.85,22.586,83842.6,4,1.07143
3,1,3602.63,48.852,181091,4,1.07143
3,2,3637.54,48.852,181091,3,1.07143
3,3,5309.26,48.852,181091,5,1.07143
3,1,1388.32,7.392,54358.4,2,1.07143
3,2,1839.79,7.392,54358.4,2,1.07143
3,3,2008.07,7.392,54358.4,3,1.07143
3,1,492.893,20.149,48624,2,1.07143
3,2,3488.86,20.149,48624,3,1.07143
3,3,3655.52,20.149,48624,7,1.07143
3,1,2006.01,25.553,41715.5,3,1.07143
3,2,2668.87,25.553,41715.5,2,1.07143
3,3,3948.38,25.553,41715.5,3,1.07143
3,1,1582.82,5.751,8695.4,2,1.07143
3,2,2657.96,5.751,8695.4,2,1.07143
3,3,2817.31,5.751,8695.4,2,1.07143
3,1,1945,24.595,43335.8,2,1.07143
3,2,2860.34,24.595,43335.8,3,1.07143
3,3,4539.31,24.595,43335.8,3,1.07143
3,1,1129.78,22.21,53291.4,2,1.07143
3,2,1542.27,22.21,53291.4,2,1.07143
3,3,3833.44,22.21,53291.4,4,1.07143
3,1,809.255,19.982,132485,2,1.07143
3,2,1610.97,19.982,132485,2,1.07143
3,3,3195.04,19.982,132485,5,1.07143
3,1,767.208,11.373,18880.1,2,1.07143
3,2,1255.31,11.373,18880.1,2,1.07143
3,3,2166.49,11.373,18880.1,3,1.07143
3,1,2344.13,26.739,102631,4,1.07143
3,2,3223,26.739,102631,6,1.07143
3,3,3464.19,26.739,102631,3,1.07143
