         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
        10,   1646.17,        13,        13,        25,    713556,      4599,   1254.42,      3083,    87.578,       185,   837.261,       224,    23.786,       224,   40791.6,        66,     40732,        51,         6,        20,         0,         0,         0,         0,         0,   107.174,       100,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,   2351.22,        12,        12,        31,    956776,      7136,   1713.33,      4896,   180.747,       345,     652.9,       217,    29.774,       217,     55680,        97,     55583,        87,        17,        32,         0,         0,         0,         0,         0,   215.853,       168,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,    2188.3,        10,        12,        47,    989848,      8224,   1744.86,      5197,   152.031,       370,   636.204,       497,    78.437,       497,   74159.2,       147,     74008,       131,        18,        43,         0,         0,         0,         0,         0,   211.543,       237,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,   1844.86,        11,        11,        24,    650213,      2556,   1306.14,      3541,    55.292,       162,   562.588,       126,    10.592,       126,     19160,        68,     19112,        44,         8,        15,         0,         0,         0,         0,         0,    75.282,        88,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,   1717.74,        10,        10,        32,    199413,      1260,   1195.93,      3577,    56.975,       199,   657.448,       113,    11.356,       113,   26516.6,        70,     26465,        48,        11,        19,         0,         0,         0,         0,         0,    81.148,       101,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,    1505.6,         9,        11,        37,    582795,      2945,   1127.41,      3174,    63.987,       189,   656.648,       195,    22.284,       195,   53202.5,        81,     53127,        53,        13,        12,         0,         0,         0,         0,         0,    88.435,        98,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,   2189.55,        10,        10,        35,    456149,      3131,    1579.4,      5137,    75.281,       279,    581.68,       212,    24.727,       212,   38436.3,       100,     38340,        95,         9,        35,         0,         0,         0,         0,         0,   127.972,       162,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,   2660.85,        14,        14,        40,3.08003e+06,     14909,   2101.39,      7621,   189.373,       514,   760.924,       749,    134.22,       749,    144303,       199,    144064,       196,        24,        61,         0,         0,         0,         0,         0,   289.692,       307,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,   1674.49,         9,        10,        35,    428058,      3996,   1398.78,      4075,    60.883,       221,   625.035,       242,    21.734,       242,   20983.5,        88,     20915,        64,        10,        22,         0,         0,         0,         0,         0,   100.215,       140,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
        10,   2165.14,        10,        11,        36,    475227,      2285,   1583.03,      4582,    63.277,       233,   577.344,       207,    23.644,       207,   28999.4,        86,     28927,        70,        10,        27,         0,         0,         0,         0,         0,   114.089,       150,    571956,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
