k,dist,cost_ki0,cost_ki,cost_hi,cost_edbt,gen_ki0,gen_ki,gen_hi,gen_edbt,pts,polys
15,2592.05,2271.21,129.446,129007,1.43648e+06,7550,418,176,13280,9000,8385
15,2653.32,2069.24,198.828,119345,2.09334e+06,6875,481,209,12775,9000,8385
15,2355.53,1792.32,152.659,86905.9,1.41978e+06,5859,445,176,6757,9000,8385
15,1751.08,882.765,117.015,142954,1.05286e+06,2853,255,150,6524,9000,8385
15,1921.87,1296.6,64.392,60290.9,550344,4659,220,82,2395,9000,8385
15,2912.15,3650.59,264.107,110815,2.35659e+06,11138,658,246,14115,9000,8385
15,2295.54,1939.08,141.853,15371.4,1.79438e+06,6766,428,169,12315,9000,8385
15,2708.84,2040.84,117.327,35057.9,1.40535e+06,7339,382,146,8938,9000,8385
15,2176.91,1437.89,96.333,49019.9,889451,4637,301,143,5890,9000,8385
15,2234.83,1646.5,91.547,85314.3,956453,5448,297,134,6641,9000,8385
15,2563.34,2959.25,136.41,84507.7,1.13975e+06,8455,397,138,9617,9000,8385
15,2184.37,1532.3,84.315,37456,938073,4758,282,126,4706,9000,8385
15,3168.32,3166.53,210.009,128782,2.51508e+06,9964,680,255,20000,9000,8385
15,1719.28,937.524,54.375,26032.8,620749,3444,179,82,2016,9000,8385
15,2636.54,1802.84,118.657,125868,1.44608e+06,7113,389,143,8129,9000,8385
15,2876.9,2997.2,179.132,47501.6,2.72253e+06,9625,579,182,14962,9000,8385
15,2503.89,2498.95,157.383,221037,3.36382e+06,8333,481,231,13253,9000,8385
15,2622.98,1916.4,143.688,79997.7,1.65188e+06,7310,452,131,9898,9000,8385
15,2543.98,2273.71,104.901,93423.2,888859,7951,341,156,5082,9000,8385
15,2530.03,2299.51,134.408,129430,1.34517e+06,8166,457,143,7078,9000,8385
15,2019.85,1591.03,104.185,102651,669945,5466,343,158,5877,9000,8385
15,2245.52,1787.46,113.786,65622.5,1.44357e+06,5189,314,106,7484,9000,8385
15,2201,1596.06,111.843,70119.8,1.25379e+06,5515,348,120,7401,9000,8385
15,2030.84,1401.27,61.578,63708.5,898128,4359,189,87,3396,9000,8385
15,2534.2,2659.26,140.58,123527,1.12726e+06,7183,380,127,6558,9000,8385
15,2610.01,2965.81,128.028,149758,2.55218e+06,8986,452,159,9044,9000,8385
15,2625,1835.97,114.389,92092.1,1.11891e+06,6537,371,130,4918,9000,8385
15,2456.12,2072.59,131.342,39772.7,577302,7153,369,134,6857,9000,8385
15,1781.97,1394.55,68.521,53753.3,515536,3737,218,102,3165,9000,8385
15,2595.92,2108.5,122.135,77476.5,880480,6709,448,143,7080,9000,8385
15,2472.98,1447.78,96.033,37001.3,916615,5069,331,141,7008,9000,8385
15,1965.07,1340.39,79.773,15284.5,299149,4092,241,92,2651,9000,8385
15,2697.41,2257.55,164.326,83567.2,1.61945e+06,7606,505,178,12001,9000,8385
15,2543.04,2719.82,173.466,33749.5,1.61855e+06,7687,451,144,10637,9000,8385
15,2485.64,2169.21,99.469,105682,1.20673e+06,7980,354,132,7228,9000,8385
15,2959.87,2516.5,188.15,210563,2.30412e+06,9604,607,226,17223,9000,8385
15,2646.51,3121.28,166.788,137870,1.36194e+06,8961,514,201,11470,9000,8385
15,2218.25,1843.59,90.62,46291.7,582842,6252,312,118,5272,9000,8385
15,2977.91,2403.76,227.505,264565,5.09922e+06,8320,701,221,19111,9000,8385
15,1790.36,1190.36,82.774,79193,679832,4196,253,86,2879,9000,8385
15,2504.42,1750.93,100.468,75047.8,497127,5933,317,145,4650,9000,8385
15,1888.72,874.342,85.338,23126.3,995484,2979,231,73,3076,9000,8385
15,3444.57,3581.74,257.765,55208.3,2.41956e+06,12325,724,202,13640,9000,8385
15,2380.44,1713.14,113.582,105312,1.79204e+06,6174,342,131,8730,9000,8385
15,2175.6,1437.93,103.636,31808.5,1.03227e+06,5125,365,104,6228,9000,8385
15,2471.66,2451.32,147.208,90217.1,2.62888e+06,7020,464,154,11789,9000,8385
15,2215.78,1768.36,101.258,68695.1,575352,5299,324,116,3949,9000,8385
15,2491.44,2063.65,129.444,134952,1.36036e+06,7089,347,135,6933,9000,8385
15,2628.96,2168.49,153.186,237458,1.62979e+06,7650,419,125,8538,9000,8385
15,1908.72,1537.78,98.45,22515.9,399319,4391,244,116,4100,9000,8385
15,2366.23,2118.49,96.01,49131.2,756546,7718,321,145,7392,9000,8385
15,2128.84,1376.2,122.577,93880.2,866804,4573,334,92,5304,9000,8385
15,2707.16,2304.26,187.776,105765,1.17143e+06,8399,525,190,9902,9000,8385
15,2795.75,2494.77,197.651,85454.9,1.39837e+06,8889,563,203,14639,9000,8385
15,1673.91,787.09,57.063,71302.3,424543,2836,192,101,2824,9000,8385
15,1806.46,1086.93,72.293,53860.4,529432,3253,211,123,2993,9000,8385
15,2806.05,3197.61,263.408,63127.3,1.45618e+06,9624,540,196,9896,9000,8385
15,2429.53,2238.25,110.304,80083.1,933759,6170,366,132,5297,9000,8385
15,2768.27,2567.45,162.853,186753,1.49608e+06,8792,507,174,9555,9000,8385
15,1815.39,1115.95,59.402,70155.3,534665,3725,196,87,1971,9000,8385
15,2796.65,2191.94,219.528,177378,2.20772e+06,8384,563,195,12934,9000,8385
15,2684.02,2366.82,112.328,174274,1.06432e+06,8188,413,138,4705,9000,8385
15,1864.32,1184.52,85.826,60489,362902,3711,356,138,2593,9000,8385
15,2951.62,2885.75,179.076,61487.1,545430,9120,540,188,8854,9000,8385
15,2049.44,1644.66,116.012,62732.5,1.20687e+06,4584,315,103,6520,9000,8385
15,2076.19,1303.25,74.273,60796.4,885075,4454,242,117,6142,9000,8385
15,2928.89,1315.61,86.793,102357,498925,4281,256,102,2770,9000,8385
15,2165.05,1195.52,81.973,75095.8,685656,3424,232,106,3780,9000,8385
15,2067.06,2139.35,92.345,57070.8,597777,5489,295,150,4636,9000,8385
15,2584.42,2118.93,140.382,190029,1.38445e+06,6548,427,152,8264,9000,8385
15,2132.24,1418.56,92.364,145809,1.18051e+06,5313,297,127,5332,9000,8385
15,2372.3,2055.65,105.374,105670,895133,6771,357,201,7039,9000,8385
15,3165.56,3118.28,172.523,171402,1.79944e+06,10015,579,256,11472,9000,8385
15,2481.85,2022.3,166.383,106616,2.11679e+06,7191,461,144,10203,9000,8385
15,3486.66,3259.05,250.611,345901,3.49261e+06,11830,739,285,17461,9000,8385
15,2993.68,2722.16,221.47,232790,3.45205e+06,9296,660,256,21909,9000,8385
15,2587.91,2647.91,165.812,143552,1.50852e+06,8103,435,166,8785,9000,8385
15,2583.07,2662.71,169.132,51385.8,1.55534e+06,8217,449,162,8693,9000,8385
15,2284.59,1776.24,184.07,98495.7,1.4309e+06,5836,391,169,8913,9000,8385
15,2556.71,2357.1,180.583,71742.2,3.33138e+06,6602,501,191,9587,9000,8385
15,2343.41,2083.24,123.404,121556,3.52114e+06,5711,388,155,9821,9000,8385
15,1996.22,1173.38,67.307,47215.9,283701,4056,222,102,2531,9000,8385
15,2372.46,1385.08,100.271,113156,801783,4470,307,130,4580,9000,8385
15,2359.95,2215.38,109.856,53249,880953,7432,394,132,6357,9000,8385
15,1789.22,1566.1,77.791,59778.6,651262,4760,234,96,4975,9000,8385
15,2054.11,1662.79,78.211,77703.4,583718,4944,278,125,3517,9000,8385
15,2352.78,1859.77,131.531,121641,998090,5598,398,154,7588,9000,8385
15,2700.24,2559.42,161.621,96687.1,1.60423e+06,8133,461,150,8983,9000,8385
15,2648.2,2205.88,161.802,154693,1.50254e+06,7507,451,139,7773,9000,8385
15,2418.22,2024.79,176.683,114076,2.06836e+06,7408,531,214,12969,9000,8385
15,2181.17,1538.69,115.989,136325,1.47175e+06,3877,332,122,6257,9000,8385
15,2274.37,1978.89,95.624,77059.5,715347,7198,332,130,5942,9000,8385
15,3082.56,2862.91,184.071,114630,2.24354e+06,10087,637,148,9894,9000,8385
15,2512.92,1877.93,105.008,74503.8,1.43168e+06,6397,350,125,8162,9000,8385
15,2750.66,2149.26,266.5,69843.5,4.01924e+06,8055,562,142,9446,9000,8385
15,3125.15,2738.57,226.226,124303,3.2953e+06,9363,598,177,16909,9000,8385
15,2957.99,2469.26,162.062,185350,2.27909e+06,9118,485,162,10267,9000,8385
15,2058.25,1164.68,73.155,168330,603545,3964,240,124,3917,9000,8385
15,2915.34,2563.17,124.439,109447,1.49369e+06,7905,397,155,11276,9000,8385
15,2637.5,3346.6,190.107,154076,1.86811e+06,9185,498,190,14613,9000,8385
15,2421.48,2523.03,107.221,151811,873980,8120,378,152,6137,9000,8385
15,2374.12,1846.98,125.601,86214.7,625892,6108,361,151,5988,9000,8385
15,2631.19,2059.54,144.299,140459,1.61166e+06,7421,453,189,8055,9000,8385
15,2720.38,2382.1,138.059,129719,1.89919e+06,8851,475,197,10050,9000,8385
15,2277.65,1967.2,146.858,220266,2.51919e+06,6259,433,168,14483,9000,8385
15,2481.58,1812.69,111.458,158506,1.62963e+06,6491,367,142,7677,9000,8385
15,2034.48,1312.5,52.225,50786.2,277744,3346,166,77,1363,9000,8385
15,2281.5,2164.61,103.256,96173.8,696557,6941,328,120,5256,9000,8385
15,2310.71,1971.6,106.665,50913.7,513010,5563,353,126,6901,9000,8385
15,2016.75,1749.9,138.173,125771,1.19965e+06,5141,576,229,4837,9000,8385
15,2629.94,2240.28,135.683,129571,1.1738e+06,7532,426,158,6747,9000,8385
15,2492.48,2019.46,139.365,141123,1.68744e+06,6905,426,220,9976,9000,8385
15,2322.29,1768.45,121.483,102305,1.40597e+06,6279,399,152,10867,9000,8385
15,1779.59,1227.06,44.71,52866,432152,4276,165,108,2348,9000,8385
15,2491.73,2176.52,156.258,45984.1,1.88203e+06,6127,423,156,10678,9000,8385
15,2257.47,1752.2,155.838,125712,833937,6362,324,135,6924,9000,8385
15,2702.94,2496,171.306,98473.6,1.57468e+06,7130,418,160,10266,9000,8385
15,2437.31,2321.1,123.189,62749.2,1.04076e+06,6437,404,159,7159,9000,8385
15,2625.44,2699.03,142.241,31120.6,635051,8173,489,140,8226,9000,8385
15,2760.69,2264.47,153.051,148512,1.86519e+06,7901,489,197,11457,9000,8385
15,2735.35,2539.58,176.418,107048,1.63547e+06,8338,535,191,13795,9000,8385
15,2208.88,1430.34,73.972,178845,705689,5122,279,136,4501,9000,8385
15,2328.79,2333,135.043,141412,1.91656e+06,5623,407,146,11466,9000,8385
15,2429.68,1759.83,109.92,106704,656175,6111,337,121,3965,9000,8385
15,2360.73,1908.91,100.41,136413,1.29356e+06,5718,352,129,6991,9000,8385
15,2631.61,2268.48,153.188,83007.1,1.25622e+06,7995,501,159,9765,9000,8385
15,2558.76,1894.35,134.739,90704.3,644325,6394,397,132,6924,9000,8385
15,1617.31,1017.93,51.439,35956.5,696877,3286,183,66,2395,9000,8385
15,1909.99,1296.32,101.078,99112.4,501458,3753,272,114,3912,9000,8385
15,2102.78,2142.12,117.467,82191.3,1.02906e+06,5953,382,119,5404,9000,8385
15,2562.48,2497.7,168.107,73330.1,982295,8255,460,179,6964,9000,8385
15,2190.91,2013.79,83.098,56225.5,524872,6252,249,144,6211,9000,8385
15,2493.09,2059.81,147.177,106035,831768,6630,633,177,6333,9000,8385
15,2371.56,1963.51,110.485,143381,1.87852e+06,6279,373,159,7804,9000,8385
15,2624.3,2062.73,148.847,77115.7,1.10192e+06,7156,496,147,8091,9000,8385
15,2368.99,2260.22,113.665,113607,1.14844e+06,8320,358,154,7168,9000,8385
15,2045.91,1521.34,129.002,36435.9,1.15236e+06,4047,295,130,7811,9000,8385
15,2339.97,1924.61,94.483,16408.6,483234,6629,306,131,4162,9000,8385
15,2760.7,2396.67,154.082,69918.1,1.49459e+06,9547,504,187,11188,9000,8385
15,2043.34,1374.89,68.18,60105.9,652386,4273,225,114,3204,9000,8385
15,2475.15,1597.26,118.212,52755.6,949311,5667,413,138,6774,9000,8385
15,3456.08,2922.43,234.519,46626,1.35391e+06,10087,755,184,15643,9000,8385
15,2287.19,1935.75,125.148,108821,1.10209e+06,6249,396,110,5868,9000,8385
15,1989.9,1497.55,87.374,173195,813769,4514,288,117,6026,9000,8385
15,2056.6,1569.09,112.035,32497.4,637679,4690,326,132,5456,9000,8385
15,1594.23,830.741,58.672,54772.2,577297,2450,161,98,3008,9000,8385
15,2602.93,2181.49,149.054,121863,1.91493e+06,6993,435,145,7014,9000,8385
15,2096.11,1520.23,81.882,49104.4,948304,5127,221,117,4175,9000,8385
15,3508.06,3726.75,238.186,142811,6.4025e+06,13000,742,252,35829,9000,8385
15,3117.04,2927.78,206.964,103918,1.93324e+06,10378,660,246,20542,9000,8385
15,2638.02,2044.79,168.959,147429,3.18698e+06,7267,526,207,13202,9000,8385
15,2400.62,2073.67,117.287,131633,986066,7824,410,157,7695,9000,8385
15,2432.34,2067.93,117.631,119464,1.5557e+06,7322,327,135,7501,9000,8385
15,2271.78,1627.14,143.534,121622,1.34036e+06,5766,356,147,8160,9000,8385
15,3411.18,3280.5,225.638,83394.6,3.07038e+06,12208,772,170,15169,9000,8385
15,2583.63,2072.24,109.249,33096.5,1.28464e+06,7808,355,105,5592,9000,8385
15,2496.52,2750.87,116.254,103580,1.28246e+06,8125,407,144,7694,9000,8385
15,2673.67,2219.35,190.704,142117,3.93262e+06,8223,560,146,14822,9000,8385
15,2524.88,1875.84,133.536,144541,1.4803e+06,6858,436,135,9918,9000,8385
15,2198.8,1537.28,116.107,91953,1.19028e+06,5574,346,118,7413,9000,8385
15,2022.51,1931.06,89.101,68374.2,648050,6705,258,104,3904,9000,8385
15,2286.86,1644.09,91.351,29645.8,950496,5679,304,156,5491,9000,8385
15,2976.61,2538.58,161.464,110710,1.84822e+06,8537,543,195,11970,9000,8385
15,1968.48,1337.53,84.792,87368.9,813469,4949,270,141,6003,9000,8385
15,2285.96,1840.87,187.98,161644,2.39504e+06,6504,389,145,10032,9000,8385
15,2282.85,1567.59,133.088,98146.2,955997,4940,409,176,8118,9000,8385
15,1896.8,1110.28,107.164,53605.3,772412,3595,276,100,3339,9000,8385
15,2525.68,2036.19,145.989,154750,2.13892e+06,6500,464,165,9086,9000,8385
15,2189.86,1742.02,97.601,96054,1.67149e+06,5638,327,138,9848,9000,8385
15,2195.6,1563.31,140.521,81739.6,946865,4938,386,161,7473,9000,8385
15,2745.87,2550.3,215.272,155628,1.77226e+06,8432,563,161,12790,9000,8385
15,2384.03,1850.59,67.722,61551.9,397379,6991,261,115,2744,9000,8385
15,2238.7,1609.43,108.156,82472.1,837813,4693,299,137,6613,9000,8385
15,2466.13,1576.06,121.074,77743.4,1.18668e+06,5335,395,151,6448,9000,8385
15,2439.23,1348.66,73.395,34642.8,617692,4496,251,84,3154,9000,8385
15,2990.79,3070.29,321.715,235202,4.34901e+06,10270,759,235,24924,9000,8385
15,2740.76,2671.37,178.343,104583,1.58699e+06,9096,494,145,13058,9000,8385
15,2553.02,2119.27,103.151,24645,789948,7619,320,119,7135,9000,8385
15,2048.37,1709.74,184.923,74222.8,889021,5590,412,144,8312,9000,8385
15,2359.81,1787.77,131.691,170130,2.80017e+06,6520,373,185,8387,9000,8385
15,2341.64,1555.41,93.974,145356,1.26885e+06,5207,291,133,7974,9000,8385
15,2558.03,2201.59,125.126,109327,1.47191e+06,7194,389,125,7062,9000,8385
15,2548.81,2090.95,115.143,132020,815499,7899,420,186,6500,9000,8385
15,2794.82,2125.58,154.616,97905.2,1.63156e+06,7337,498,168,7945,9000,8385
15,2789.98,3099.96,169.133,113029,1.42363e+06,8044,476,176,8419,9000,8385
15,3133.42,2773.76,174.988,215487,1.9643e+06,10122,602,188,12056,9000,8385
15,2689.62,1082.58,90.693,102401,492905,3229,232,93,2105,9000,8385
15,2883.42,2147.85,186.034,93513.1,701261,7459,567,207,9482,9000,8385
15,1744.2,1172.28,49.108,101342,298761,3658,165,85,1760,9000,8385
15,2635.84,2172.15,143.555,136855,2.17428e+06,7837,464,155,10043,9000,8385
15,2337.16,1862.38,112.58,89869.8,1.28153e+06,6933,377,140,7923,9000,8385
15,2187.09,1685.54,103.428,56738.3,595536,5568,316,129,4260,9000,8385
15,2851.86,2384.81,206.566,73253.9,1.19232e+06,8370,600,250,15639,9000,8385
15,2102.5,1393.69,93.63,112669,965766,3967,243,111,4167,9000,8385
15,1821.31,1388.54,68.043,74067.5,655261,3599,232,103,3449,9000,8385
15,3273.19,2853.8,236.423,250913,2.29888e+06,10055,696,204,13605,9000,8385
15,2874.35,3056.94,199.731,170800,2.00496e+06,9500,570,161,16437,9000,8385
15,1757.13,998.967,47.633,16354.2,137861,3241,153,81,1568,9000,8385
15,2594.61,2012.19,120.273,24800.4,822283,6813,411,117,5327,9000,8385
15,2416.8,1782.69,97.553,180964,1.62496e+06,6699,351,130,6275,9000,8385
15,2241.55,1872.07,129.658,210792,1.23994e+06,5997,392,162,8496,9000,8385
15,2008.74,1290.48,96.917,65546.2,504126,4051,239,92,4155,9000,8385
15,2067.13,1361.31,90.013,55996.1,785847,5092,289,149,5543,9000,8385
15,2845.85,2515.56,123.71,40955.8,1.06115e+06,9642,439,129,7842,9000,8385
15,2656.95,2110.84,149.888,144512,1.21547e+06,7574,490,170,7673,9000,8385
15,2932.41,3314.86,201.264,85679.7,1.62825e+06,10357,561,200,13676,9000,8385
15,2938.29,2329.4,162.295,96893.9,772044,7761,497,184,7965,9000,8385
15,2589.45,2292.39,172.261,34145.5,1.03542e+06,7654,473,143,8271,9000,8385
15,2177.07,1573.65,130.718,98209.4,1.29875e+06,5218,353,122,8799,9000,8385
15,2570.51,2198.93,153.721,58440.6,1.19078e+06,6869,406,109,7284,9000,8385
15,2943.18,2752.37,164.023,82530,1.05189e+06,9543,514,193,9782,9000,8385
15,2386.54,1930.01,107.652,153011,1.35076e+06,6662,361,151,7247,9000,8385
15,1998.02,1477.73,94.886,123579,1.0965e+06,5464,298,116,6468,9000,8385
15,2194.81,1568.09,110.361,59308.8,1.60195e+06,4941,301,132,9281,9000,8385
15,2817.01,2441.03,154.057,130942,852108,8880,459,173,8657,9000,8385
15,2379.46,2003.27,143.404,121684,1.76749e+06,7163,433,132,7736,9000,8385
15,2790.47,2387.97,180.495,145995,2.17571e+06,8227,539,127,10113,9000,8385
15,2209.36,1473.96,80.97,46972.8,965654,5425,303,85,3145,9000,8385
15,2209.62,1292.36,86.39,47088,821275,3542,252,104,4310,9000,8385
15,2103.88,1125.36,57.639,66518,371502,4177,220,122,3101,9000,8385
15,3007.39,4105.47,224.59,91495.8,1.66331e+06,8696,539,178,12252,9000,8385
15,2225.33,1823.65,90.881,104425,556711,6436,306,125,4826,9000,8385
15,2362.1,1680.55,117.185,44270.6,1.69756e+06,5786,384,104,8319,9000,8385
15,1689.01,1170.73,58.008,54980.5,685890,4111,176,80,2563,9000,8385
15,2284.9,2100.05,153.204,143686,1.66262e+06,6687,335,174,7783,9000,8385
15,1725.45,1121.01,62.763,23720.1,565602,3518,194,61,1872,9000,8385
15,1911.9,1313.25,53.965,41754.1,604288,4143,203,84,2506,9000,8385
15,1628.18,947.8,49.713,25410.8,325462,3239,164,91,2304,9000,8385
15,1892.18,1444.8,66.374,7870.44,235893,3946,214,81,2225,9000,8385
15,2422.82,1537.38,74.37,86600,740502,5475,252,118,4276,9000,8385
15,1814.99,998.929,102.48,106402,439666,3804,210,113,2626,9000,8385
15,2156.95,1251.88,72.784,81644.1,449231,4171,264,101,2996,9000,8385
15,2734.76,2302.22,194.059,65484.4,3.03367e+06,6306,515,172,14159,9000,8385
15,2521.29,2113.08,120.864,130251,1.30797e+06,7485,364,135,7146,9000,8385
15,1945.56,1012.07,44.292,72146.7,694226,3390,164,79,2619,9000,8385
15,2404.73,2015.03,131.709,154336,1.16581e+06,6419,444,178,8004,9000,8385
15,2441.16,2199.32,130.434,22433.7,1.10475e+06,7478,442,156,8242,9000,8385
15,2300.65,1809.66,93.93,59369,764360,6141,328,123,4668,9000,8385
15,2402.42,1648.79,95.526,58554.8,313874,5537,263,119,4166,9000,8385
15,3505.09,3663.87,294.048,179183,2.27241e+06,10314,799,295,15449,9000,8385
15,2328.11,2305.58,100.171,23569.5,643879,7058,315,100,5648,9000,8385
15,2480.66,2280.24,135.703,100949,1.52082e+06,7157,347,150,6349,9000,8385
15,2291.37,1700.97,83.546,116409,817671,5155,236,117,4380,9000,8385
15,2435.83,1901.59,97.639,192656,1.0605e+06,6931,302,140,4879,9000,8385
15,3205.04,2857.19,174.14,220419,1.14818e+06,9461,536,216,8896,9000,8385
15,2595.65,1472.69,125.361,132027,926705,4865,373,146,5473,9000,8385
15,1335.08,562.82,45.095,34379.8,349481,1871,137,69,1608,9000,8385
15,2262.64,1867.26,84.204,36898,616323,5919,291,98,4655,9000,8385
15,2860.87,3714.49,164.594,129262,2.46409e+06,9752,555,227,15185,9000,8385
15,2239.27,1814.41,116.07,78985.1,790439,4750,371,131,5309,9000,8385
15,2601.57,2136.82,119.107,182568,989015,7325,413,193,8368,9000,8385
15,1999.48,1546.98,71.166,80166.4,638580,4655,228,98,3856,9000,8385
15,2397.32,1741.02,114.873,140641,1.48329e+06,5957,359,124,7268,9000,8385
15,2728.92,2806.36,192.616,29188.3,1.54251e+06,9530,534,190,13403,9000,8385
15,2849.16,2721.58,173.372,178079,1.74383e+06,8996,494,160,9794,9000,8385
15,1948.75,1366.66,79.378,61766.3,663149,4323,217,82,2775,9000,8385
15,2538.22,1896.36,114.466,135590,1.1882e+06,7077,362,147,6564,9000,8385
15,2696.18,2518.78,138.472,270275,1.02507e+06,8981,482,195,8838,9000,8385
15,2052.56,1299.97,114.548,57156.8,1.24779e+06,4196,284,112,6888,9000,8385
15,2319.77,1569.76,92.629,60670.7,717334,5954,317,123,5310,9000,8385
15,2269.44,1756.39,123.45,76596.6,1.6957e+06,5972,403,119,6386,9000,8385
15,2325.14,1657.47,99.333,108656,941342,4641,298,116,4033,9000,8385
15,3196.79,2357.85,188.905,154331,2.01927e+06,8559,613,170,13816,9000,8385
15,2579.93,1914.83,117.172,102350,2.0925e+06,7629,394,145,10373,9000,8385
15,2834.9,2283.85,221.185,176399,3.21679e+06,8202,579,181,21752,9000,8385
15,3117.79,2558.77,161.642,123249,3.06569e+06,9385,542,214,11814,9000,8385
15,2074.38,1476.98,116.209,110766,1.22089e+06,4824,364,119,7136,9000,8385
15,2320.06,1976.01,92.815,14397.9,500309,6226,324,112,7047,9000,8385
15,2543.82,2600.77,117.748,88631.7,863775,8248,436,138,7651,9000,8385
15,2413.46,2058.05,151.81,182920,1.4398e+06,7099,415,187,11672,9000,8385
15,2011.63,1012.94,85.887,89856.5,795091,3237,254,115,3619,9000,8385
15,2610.94,2272.73,147.421,86348.7,1.97981e+06,7897,475,170,10297,9000,8385
15,2064.86,1497.51,54.939,41773.9,466230,4983,211,78,2478,9000,8385
15,2653.44,2139.63,160.669,217318,1.87496e+06,7297,498,159,14871,9000,8385
15,1999.24,1377.53,82.795,114544,654314,4959,283,111,4389,9000,8385
15,2736.57,3031.92,192.829,34864.7,2.80815e+06,10161,547,192,24872,9000,8385
15,2092.87,1639.03,109.809,161879,788411,4958,277,133,4468,9000,8385
15,2631.15,2020.53,118.916,173471,1.13109e+06,7812,448,126,8236,9000,8385
15,3149.62,2763.48,189.393,47677.4,1.21723e+06,10165,627,188,9637,9000,8385
15,2109.85,1607.63,102.19,92966.2,738301,5847,311,129,4861,9000,8385
15,2477.08,2070.79,165.568,75210,1.63329e+06,7106,385,147,9012,9000,8385
15,2643.26,3028.99,152.405,99639.4,1.31323e+06,7988,441,170,8643,9000,8385
15,2594.9,1980.72,132.51,137505,1.46457e+06,7099,445,146,8237,9000,8385
15,2382.66,2095.4,107.27,108860,734349,6857,329,127,4734,9000,8385
15,2513.4,1711.02,168.733,176371,2.32801e+06,5674,523,182,12356,9000,8385
15,2653.45,2221.51,150.874,115178,1.26651e+06,7307,490,165,9095,9000,8385
15,2044.62,1430.69,107.569,14526,639715,3757,260,117,3494,9000,8385
15,2455.2,2194.47,130.948,135619,1.39807e+06,7011,408,156,8724,9000,8385
15,2005.68,1546.77,75.503,30533,596485,4416,275,114,6001,9000,8385
15,3065.49,2515.69,165.902,142379,1.68975e+06,7746,449,197,9546,9000,8385
15,2413.93,1991.99,114.773,49558.7,575416,6280,331,137,4315,9000,8385
15,2238.19,1664.54,114.974,146224,1.48546e+06,4579,353,131,9837,9000,8385
15,1917.27,1380.79,78.224,69459.2,551452,4658,258,149,4699,9000,8385
15,2149.67,1493.87,91.722,132154,885648,4708,313,120,7607,9000,8385
15,2001.62,1655.06,93.525,56891.4,707571,5122,250,117,4648,9000,8385
15,2765.87,2794.85,174.891,162222,1.4814e+06,9611,574,187,10985,9000,8385
15,2400.28,2584.66,145.189,47786.8,1.87329e+06,6242,417,166,10853,9000,8385
15,2509.27,1979.63,161.172,112666,1.8861e+06,6337,495,165,9418,9000,8385
15,2574.83,1700.99,101.464,111791,518880,6457,344,157,5220,9000,8385
15,2253.5,1643.43,91.198,65521.7,822984,4422,276,120,4853,9000,8385
15,2527.73,2556.61,119.526,26541,911197,7711,341,124,6448,9000,8385
15,2115.41,1985.03,102.511,146642,933460,6053,316,105,4856,9000,8385
15,2721.35,2442,218.054,107174,1.36788e+06,8031,581,207,13657,9000,8385
