K,order,dist,cost_ki,cost_edbt,vnum,density
5,1,516.144,19.399,66852.1,2,1.07686
5,2,763.655,19.399,66852.1,3,1.07686
5,3,893.804,19.399,66852.1,2,1.07686
5,4,1042.03,19.399,66852.1,2,1.07686
5,5,1259.18,19.399,66852.1,4,1.07686
5,1,751.139,85.939,818806,2,1.07686
5,2,1463.02,85.939,818806,3,1.07686
5,3,1648.95,85.939,818806,3,1.07686
5,4,2311.52,85.939,818806,5,1.07686
5,5,2689.19,85.939,818806,4,1.07686
5,1,1282.22,59.75,214279,2,1.07686
5,2,1470.37,59.75,214279,2,1.07686
5,3,1538.11,59.75,214279,3,1.07686
5,4,1685.88,59.75,214279,4,1.07686
5,5,1697.86,59.75,214279,3,1.07686
5,1,1373.13,24.274,115427,4,1.07686
5,2,1373.94,24.274,115427,2,1.07686
5,3,1436.5,24.274,115427,3,1.07686
5,4,1477.6,24.274,115427,3,1.07686
5,5,1512.53,24.274,115427,3,1.07686
5,1,1142.39,31.714,150098,3,1.07686
5,2,1357.89,31.714,150098,3,1.07686
5,3,1599.54,31.714,150098,4,1.07686
5,4,2060.19,31.714,150098,2,1.07686
5,5,2111.03,31.714,150098,4,1.07686
5,1,286.923,16.138,44069.5,2,1.07686
5,2,744.429,16.138,44069.5,4,1.07686
5,3,1145.65,16.138,44069.5,4,1.07686
5,4,1234.35,16.138,44069.5,4,1.07686
5,5,1292.96,16.138,44069.5,4,1.07686
5,1,221.984,7.752,31921.4,2,1.07686
5,2,444.994,7.752,31921.4,2,1.07686
5,3,459.892,7.752,31921.4,2,1.07686
5,4,723.294,7.752,31921.4,2,1.07686
5,5,741.839,7.752,31921.4,2,1.07686
5,1,330.553,32.449,104665,2,1.07686
5,2,628.09,32.449,104665,3,1.07686
5,3,1054.83,32.449,104665,2,1.07686
5,4,1207.73,32.449,104665,4,1.07686
5,5,1406.72,32.449,104665,2,1.07686
5,1,1310.6,79.954,593533,6,1.07686
5,2,1676.27,79.954,593533,3,1.07686
5,3,2114.53,79.954,593533,4,1.07686
5,4,2610.24,79.954,593533,5,1.07686
5,5,2830.56,79.954,593533,3,1.07686
5,1,656.565,80.804,410673,2,1.07686
5,2,678.342,80.804,410673,2,1.07686
5,3,1926.44,80.804,410673,6,1.07686
5,4,2104.47,80.804,410673,3,1.07686
5,5,2448.98,80.804,410673,3,1.07686
5,1,1337.68,49.233,286808,3,1.07686
5,2,1430.9,49.233,286808,4,1.07686
5,3,1557.39,49.233,286808,2,1.07686
5,4,1907.23,49.233,286808,4,1.07686
5,5,1931.95,49.233,286808,2,1.07686
5,1,352.741,17.616,71328,2,1.07686
5,2,554.063,17.616,71328,2,1.07686
5,3,841.547,17.616,71328,2,1.07686
5,4,1322.14,17.616,71328,3,1.07686
5,5,1427.69,17.616,71328,3,1.07686
5,1,545.282,43.183,274349,2,1.07686
5,2,1219.89,43.183,274349,4,1.07686
5,3,1636.12,43.183,274349,4,1.07686
5,4,1730.52,43.183,274349,3,1.07686
5,5,1894.9,43.183,274349,4,1.07686
5,1,756.947,49.537,385267,2,1.07686
5,2,1258.99,49.537,385267,3,1.07686
5,3,1820.92,49.537,385267,3,1.07686
5,4,1928.63,49.537,385267,3,1.07686
5,5,2171.63,49.537,385267,3,1.07686
5,1,1054.41,30.425,297409,2,1.07686
5,2,1126.61,30.425,297409,2,1.07686
5,3,1317.31,30.425,297409,3,1.07686
5,4,1544.32,30.425,297409,4,1.07686
5,5,1661.05,30.425,297409,2,1.07686
5,1,1214.72,44.338,243401,3,1.07686
5,2,1236.81,44.338,243401,3,1.07686
5,3,1265.8,44.338,243401,3,1.07686
5,4,1960.67,44.338,243401,4,1.07686
5,5,1986.15,44.338,243401,4,1.07686
5,1,1252.21,26.934,63425.7,2,1.07686
5,2,1341.04,26.934,63425.7,2,1.07686
5,3,1584.09,26.934,63425.7,2,1.07686
5,4,1623.25,26.934,63425.7,2,1.07686
5,5,1985.98,26.934,63425.7,2,1.07686
5,1,1308.17,60.58,412784,3,1.07686
5,2,1542.21,60.58,412784,4,1.07686
5,3,1707.69,60.58,412784,5,1.07686
5,4,1957.11,60.58,412784,7,1.07686
5,5,2019.25,60.58,412784,7,1.07686
5,1,1079.62,57.555,827712,3,1.07686
5,2,1124.32,57.555,827712,2,1.07686
5,3,2020.8,57.555,827712,3,1.07686
5,4,2091.62,57.555,827712,3,1.07686
5,5,2187.24,57.555,827712,3,1.07686
5,1,258.031,44.901,201499,2,1.07686
5,2,1449.56,44.901,201499,3,1.07686
5,3,2138.46,44.901,201499,5,1.07686
5,4,2286.72,44.901,201499,3,1.07686
5,5,2442.17,44.901,201499,4,1.07686
5,1,141.51,34.559,331064,2,1.07686
5,2,662.661,34.559,331064,3,1.07686
5,3,1226.53,34.559,331064,2,1.07686
5,4,1743.68,34.559,331064,4,1.07686
5,5,1805.7,34.559,331064,4,1.07686
5,1,464.01,32.076,144605,2,1.07686
5,2,744.758,32.076,144605,2,1.07686
5,3,1111.34,32.076,144605,3,1.07686
5,4,1299.42,32.076,144605,3,1.07686
5,5,1555.96,32.076,144605,3,1.07686
5,1,689.604,28.46,192855,2,1.07686
5,2,855.309,28.46,192855,2,1.07686
5,3,1111.83,28.46,192855,2,1.07686
5,4,1592.61,28.46,192855,2,1.07686
5,5,1636.93,28.46,192855,3,1.07686
5,1,210.836,30.484,93145.3,2,1.07686
5,2,1247.29,30.484,93145.3,2,1.07686
5,3,1437.34,30.484,93145.3,4,1.07686
5,4,1480.04,30.484,93145.3,3,1.07686
5,5,1575.2,30.484,93145.3,4,1.07686
5,1,886.527,35.583,224953,3,1.07686
5,2,1028.99,35.583,224953,2,1.07686
5,3,1132.18,35.583,224953,4,1.07686
5,4,1311.77,35.583,224953,3,1.07686
5,5,1690,35.583,224953,3,1.07686
5,1,836.141,52.808,542582,3,1.07686
5,2,1305.36,52.808,542582,2,1.07686
5,3,1405.93,52.808,542582,3,1.07686
5,4,1684.57,52.808,542582,2,1.07686
5,5,1749.59,52.808,542582,3,1.07686
5,1,28.6356,22.661,96062.8,2,1.07686
5,2,107.703,22.661,96062.8,2,1.07686
5,3,676.003,22.661,96062.8,3,1.07686
5,4,919.318,22.661,96062.8,3,1.07686
5,5,1259.9,22.661,96062.8,3,1.07686
5,1,683.933,10.507,42999.4,2,1.07686
