K,order,dist,cost_ki,cost_edbt,vnum,density
10,1,517.116,113.502,397558,2,1.07541
10,2,1241.83,113.502,397558,3,1.07541
10,3,1507.59,113.502,397558,4,1.07541
10,4,1521.4,113.502,397558,3,1.07541
10,5,1554.8,113.502,397558,3,1.07541
10,6,2071.43,113.502,397558,5,1.07541
10,7,2104,113.502,397558,4,1.07541
10,8,2110.12,113.502,397558,4,1.07541
10,9,2167.53,113.502,397558,4,1.07541
10,10,2237.53,113.502,397558,3,1.07541
10,1,338.12,51.632,437149,2,1.07541
10,2,743.189,51.632,437149,2,1.07541
10,3,1453.17,51.632,437149,4,1.07541
10,4,1635.66,51.632,437149,3,1.07541
10,5,1644.08,51.632,437149,5,1.07541
10,6,1681.09,51.632,437149,3,1.07541
10,7,1737.03,51.632,437149,3,1.07541
10,8,1809.95,51.632,437149,4,1.07541
10,9,1832.03,51.632,437149,4,1.07541
10,10,1843.49,51.632,437149,4,1.07541
10,1,875.362,68.5,578661,4,1.07541
10,2,1056.69,68.5,578661,2,1.07541
10,3,1173.99,68.5,578661,2,1.07541
10,4,1262.47,68.5,578661,3,1.07541
10,5,1628.47,68.5,578661,4,1.07541
10,6,1781.36,68.5,578661,3,1.07541
10,7,1786.23,68.5,578661,4,1.07541
10,8,2008.85,68.5,578661,3,1.07541
10,9,2040.6,68.5,578661,3,1.07541
10,10,2093.34,68.5,578661,7,1.07541
10,1,1098.79,145.604,2.35907e+06,3,1.07541
10,2,1454.26,145.604,2.35907e+06,3,1.07541
10,3,1606.17,145.604,2.35907e+06,3,1.07541
10,4,2131.34,145.604,2.35907e+06,4,1.07541
10,5,2243.99,145.604,2.35907e+06,4,1.07541
10,6,2279.24,145.604,2.35907e+06,5,1.07541
10,7,2408.56,145.604,2.35907e+06,5,1.07541
10,8,2453.88,145.604,2.35907e+06,4,1.07541
10,9,2715.11,145.604,2.35907e+06,5,1.07541
10,10,2820.18,145.604,2.35907e+06,4,1.07541
10,1,822.686,75.676,520388,3,1.07541
10,2,1136.58,75.676,520388,3,1.07541
10,3,1348.03,75.676,520388,3,1.07541
10,4,1370,75.676,520388,3,1.07541
10,5,1391.19,75.676,520388,2,1.07541
10,6,1475.45,75.676,520388,3,1.07541
10,7,1494.24,75.676,520388,3,1.07541
10,8,1631.91,75.676,520388,6,1.07541
10,9,1916.66,75.676,520388,4,1.07541
10,10,1972.55,75.676,520388,3,1.07541
10,1,68.6586,92.453,503549,2,1.07541
10,2,1379.51,92.453,503549,6,1.07541
10,3,1446.17,92.453,503549,3,1.07541
10,4,1544.89,92.453,503549,4,1.07541
10,5,1630.53,92.453,503549,3,1.07541
10,6,1691.05,92.453,503549,4,1.07541
10,7,2044.94,92.453,503549,4,1.07541
10,8,2158.22,92.453,503549,6,1.07541
10,9,2160.58,92.453,503549,4,1.07541
10,10,2244.42,92.453,503549,4,1.07541
10,1,624.039,66.977,621808,2,1.07541
10,2,850.869,66.977,621808,2,1.07541
10,3,1023.93,66.977,621808,4,1.07541
10,4,1355.1,66.977,621808,5,1.07541
10,5,1372.16,66.977,621808,3,1.07541
10,6,1590.05,66.977,621808,4,1.07541
10,7,1646.88,66.977,621808,4,1.07541
10,8,1656.67,66.977,621808,4,1.07541
10,9,1689.32,66.977,621808,3,1.07541
10,10,1762.46,66.977,621808,3,1.07541
10,1,900.354,49.169,379740,3,1.07541
10,2,914.212,49.169,379740,3,1.07541
10,3,1011.09,49.169,379740,5,1.07541
10,4,1116.53,49.169,379740,3,1.07541
10,5,1231.85,49.169,379740,3,1.07541
10,6,1234.24,49.169,379740,2,1.07541
10,7,1309.81,49.169,379740,2,1.07541
10,8,1339.45,49.169,379740,2,1.07541
10,9,1386.9,49.169,379740,3,1.07541
10,10,1563.09,49.169,379740,4,1.07541
10,1,173.003,75.396,982690,2,1.07541
10,2,458.656,75.396,982690,2,1.07541
10,3,606.481,75.396,982690,4,1.07541
10,4,657.816,75.396,982690,2,1.07541
10,5,843.567,75.396,982690,4,1.07541
10,6,989.217,75.396,982690,5,1.07541
10,7,1100.57,75.396,982690,3,1.07541
10,8,1366.12,75.396,982690,6,1.07541
10,9,1900.85,75.396,982690,2,1.07541
10,10,2080.88,75.396,982690,3,1.07541
10,1,110.887,77.157,528524,2,1.07541
10,2,579.905,77.157,528524,2,1.07541
10,3,901.864,77.157,528524,4,1.07541
10,4,949.447,77.157,528524,2,1.07541
10,5,1066.42,77.157,528524,3,1.07541
10,6,1209.1,77.157,528524,3,1.07541
10,7,1668.25,77.157,528524,3,1.07541
10,8,1735.73,77.157,528524,5,1.07541
10,9,1918.76,77.157,528524,4,1.07541
10,10,2010.77,77.157,528524,5,1.07541
10,1,319.581,78.288,494267,2,1.07541
10,2,817.962,78.288,494267,5,1.07541
10,3,924.288,78.288,494267,2,1.07541
10,4,1002.66,78.288,494267,4,1.07541
10,5,1085.26,78.288,494267,5,1.07541
10,6,1112.97,78.288,494267,3,1.07541
10,7,1180.71,78.288,494267,3,1.07541
10,8,1242.32,78.288,494267,4,1.07541
10,9,1350.75,78.288,494267,4,1.07541
10,10,1558.52,78.288,494267,5,1.07541
10,1,730.581,56.894,277362,2,1.07541
10,2,950.474,56.894,277362,2,1.07541
10,3,1136.91,56.894,277362,3,1.07541
10,4,1205,56.894,277362,5,1.07541
10,5,1244.81,56.894,277362,4,1.07541
10,6,1340.71,56.894,277362,4,1.07541
10,7,1508.27,56.894,277362,3,1.07541
10,8,1528.3,56.894,277362,4,1.07541
10,9,1777.7,56.894,277362,6,1.07541
10,10,1784.38,56.894,277362,3,1.07541
10,1,152.269,87.725,573833,2,1.07541
10,2,996.814,87.725,573833,4,1.07541
10,3,1433.07,87.725,573833,4,1.07541
10,4,1496.03,87.725,573833,4,1.07541
10,5,1573.06,87.725,573833,4,1.07541
