K,order,dist,cost_ki,cost_edbt,vnum,density
5,1,763.289,44.928,250631,2,1.07548
5,2,1349.52,44.928,250631,2,1.07548
5,3,1500.13,44.928,250631,3,1.07548
5,4,1695.21,44.928,250631,2,1.07548
5,5,1727.77,44.928,250631,3,1.07548
5,1,1721.7,63.599,155924,2,1.07548
5,2,1750.2,63.599,155924,4,1.07548
5,3,1957.67,63.599,155924,4,1.07548
5,4,1959.15,63.599,155924,2,1.07548
5,5,2101.67,63.599,155924,4,1.07548
5,1,433.009,26.045,43105,3,1.07548
5,2,607.573,26.045,43105,3,1.07548
5,3,727.905,26.045,43105,3,1.07548
5,4,1184.98,26.045,43105,3,1.07548
5,5,1462.52,26.045,43105,3,1.07548
5,1,217.681,21.511,167928,2,1.07548
5,2,320.712,21.511,167928,3,1.07548
5,3,738.399,21.511,167928,2,1.07548
5,4,1242.11,21.511,167928,3,1.07548
5,5,1550.35,21.511,167928,2,1.07548
5,1,597.21,28.925,81827.8,2,1.07548
5,2,635.957,28.925,81827.8,2,1.07548
5,3,1381.28,28.925,81827.8,3,1.07548
5,4,1400.71,28.925,81827.8,3,1.07548
5,5,1888.18,28.925,81827.8,2,1.07548
5,1,379.681,20.408,41060.3,3,1.07548
5,2,577.177,20.408,41060.3,3,1.07548
5,3,799.394,20.408,41060.3,3,1.07548
5,4,841.313,20.408,41060.3,4,1.07548
5,5,1024.5,20.408,41060.3,2,1.07548
5,1,1050.11,55.969,241177,2,1.07548
5,2,1132.42,55.969,241177,3,1.07548
5,3,1534.83,55.969,241177,3,1.07548
5,4,2087.47,55.969,241177,4,1.07548
5,5,2674.15,55.969,241177,5,1.07548
5,1,870.533,30.749,209826,3,1.07548
5,2,1109.7,30.749,209826,2,1.07548
5,3,1183.67,30.749,209826,3,1.07548
5,4,1222.39,30.749,209826,3,1.07548
5,5,1518.32,30.749,209826,2,1.07548
5,1,98.4124,20.727,94734.2,2,1.07548
5,2,650.155,20.727,94734.2,2,1.07548
5,3,761.378,20.727,94734.2,2,1.07548
5,4,1187.49,20.727,94734.2,2,1.07548
5,5,1354.99,20.727,94734.2,4,1.07548
5,1,1581.82,98.311,1.73888e+06,3,1.07548
5,2,1720.87,98.311,1.73888e+06,4,1.07548
5,3,2181.83,98.311,1.73888e+06,3,1.07548
5,4,2632.04,98.311,1.73888e+06,5,1.07548
5,5,2872.08,98.311,1.73888e+06,3,1.07548
5,1,435.188,34.545,299800,2,1.07548
5,2,623.318,34.545,299800,2,1.07548
5,3,639.382,34.545,299800,2,1.07548
5,4,810.247,34.545,299800,2,1.07548
5,5,1368.4,34.545,299800,2,1.07548
