         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         6,   1615.26,         1,         7,        20,    283888,      1822,   1417.61,      2646,    67.197,       162,   1339.53,        98,    20.317,        98,   32261.9,        61,     32182,        46,         5,        11,         0,         0,         0,         0,         0,    88.321,        90,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1658.39,         7,         7,        21,    203630,      1619,   1526.34,      4173,    39.041,       135,   681.996,       150,    15.415,       150,   23646.8,        57,     23586,        42,         9,        13,         0,         0,         0,         0,         0,    99.306,        77,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1927.21,         6,         6,        24,    387363,      2550,    1369.8,      3500,    76.655,       195,   764.095,       152,    22.819,       152,   25282.9,        74,     25216,        56,        13,        18,         0,         0,         0,         0,         0,   100.851,       111,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1610.83,         6,         6,        20,    334369,      2872,   1182.75,      3369,    54.877,       155,   670.797,       158,    22.206,       158,   26503.2,        58,     26435,        48,         4,        15,         0,         0,         0,         0,         0,    114.66,       101,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,    1836.8,         4,         7,        22,    150224,      1919,   1410.76,      4596,    43.119,       161,   616.138,       190,    32.569,       190,   60286.2,        61,     60208,        50,         7,        13,         0,         0,         0,         0,         0,      74.2,        80,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1655.18,         6,         6,        21,    250333,      1295,   1327.14,      3649,    46.918,       150,   576.085,        88,     10.09,        88,   44336.5,        48,     44272,        40,         5,        17,         0,         0,         0,         0,         0,    85.408,        87,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1528.19,         9,         9,        16,    210987,      2241,   1010.92,      3450,    51.824,       166,   604.126,       180,    24.484,       180,   37616.7,        59,     37548,        44,         6,        13,         0,         0,         0,         0,         0,    58.772,        64,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1676.05,         6,         6,        15,    144756,       735,   1212.58,      3137,    45.147,       128,   580.694,        81,      7.83,        81,   33381.4,        55,     33320,        39,        10,        14,         0,         0,         0,         0,         0,    76.896,        71,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   2071.57,         6,         6,        27,    657130,      3368,   1580.66,      4654,   107.162,       269,   725.391,       141,    41.991,       141,     33101,        85,     32978,        73,        11,        25,         0,         0,         0,         0,         0,   159.453,       146,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1224.56,         6,         6,        12,    194155,       359,   278.534,       904,    25.375,        75,   570.408,        33,     1.503,        33,   5677.41,        22,      5663,        13,         0,         7,         0,         0,         0,         0,         0,    34.388,        37,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1580.52,         8,         8,        20,    546875,      2734,   1161.78,      3399,    61.585,       198,    631.27,       161,    22.873,       161,   50121.2,        74,     50031,        56,         9,        10,         0,         0,         0,         0,         0,     98.13,        89,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1522.24,         7,         7,        21,    187806,       968,   898.524,      3386,    30.613,       116,   579.147,       104,    10.758,       104,   30416.7,        57,     30361,        37,         7,         9,         0,         0,         0,         0,         0,    57.142,        61,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,    1859.2,         7,         7,        24,1.08278e+06,      3608,   726.682,      2266,    63.752,       186,    615.72,       260,    39.359,       260,   92251.8,        94,     92124,        78,        11,        17,         0,         0,         0,         0,         0,   123.722,       111,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,    1720.8,         7,         7,        20,    858718,      2496,   1255.37,      3855,    80.815,       205,   603.691,       107,    13.822,       107,   57375.1,        71,     57282,        57,         9,        14,         0,         0,         0,         0,         0,   154.687,       108,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   2113.31,         6,         9,        21,    399926,      2622,   1322.01,      3818,    90.136,       210,   596.755,       157,    17.527,       157,   26132.9,        67,     26055,        65,         6,        21,         0,         0,         0,         0,         0,    75.943,        91,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1738.09,         6,         6,        21,    353609,      1794,   1306.73,      3558,    50.014,       161,   626.758,       133,    16.345,       133,   55356.1,        61,     55280,        51,         6,        15,         0,         0,         0,         0,         0,    54.573,        64,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         6,   1504.83,         2,         6,        22,    397613,      1276,    1179.4,      3540,    36.744,       109,   655.638,        90,     7.701,        90,   31298.5,        45,     31239,        35,         7,        15,         0,         0,         0,         0,         0,    60.448,        65,    603928,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
