         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         2,   319.507,         2,         2,         4,   26381.7,        36,    32.874,        51,     4.957,        17,   847.946,         8,     0.071,         8,   811.311,        10,       809,         2,         0,         0,         0,         0,         0,         0,         0,     4.636,        10,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   462.088,         2,         2,         4,   29670.1,       113,   345.974,       670,    12.954,        28,   617.941,        13,     0.555,        13,   3268.43,        18,      3257,         6,         1,         1,         0,         0,         0,         0,         0,    14.875,        20,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   1079.78,         4,         4,         5,   82564.1,       483,   842.526,      2337,      36.8,        87,   569.931,        60,     6.866,        60,   5816.29,        24,      5802,        13,         3,         2,         0,         0,         0,         0,         0,    15.592,        22,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   1091.23,         2,         2,         4,    225722,       452,   745.803,      1949,    23.857,        61,   860.705,        20,     2.292,        20,   4733.02,        18,      4720,         9,         3,         2,         0,         0,         0,         0,         0,     17.36,        26,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   934.203,         1,         2,         6,    184009,       868,   581.056,      1272,    28.181,        69,    692.43,        50,    11.259,        50,   15141.6,        29,     15103,        17,         4,         1,         0,         0,         0,         0,         0,    23.122,        24,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   359.089,         2,         2,         4,   43491.9,        76,     200.7,       510,     8.923,        21,   562.232,        13,     0.513,        13,   4391.41,        16,      4380,         6,         1,         0,         0,         0,         0,         0,         0,    10.785,        16,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   811.252,         2,         2,         5,    480894,      1237,   423.643,      1274,    20.073,        49,   644.191,        75,    10.556,        75,    8968.4,        28,      8941,        16,         3,         1,         0,         0,         0,         0,         0,    22.716,        24,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   821.119,         2,         2,         4,   32365.3,       101,   168.732,       523,    12.685,        39,   614.245,        11,     0.593,        11,   4848.65,        13,      4841,         7,         1,         2,         0,         0,         0,         0,         0,    10.673,        16,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,   758.396,         2,         2,         4,   14857.8,        66,    84.611,       229,    17.238,        43,   635.638,        12,      0.59,        12,    2507.7,        15,      2501,         4,         1,         1,         0,         0,         0,         0,         0,     8.493,        17,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         2,    1169.4,         3,         3,         5,    125335,       566,   764.376,      2398,    21.418,        73,   562.802,        58,     7.529,        58,   7992.99,        33,      7965,        21,         5,         1,         0,         0,         0,         0,         0,    15.877,        26,    613095,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
