         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         7,   2037.21,         4,         7,        24,    388702,      2334,   2367.69,      5022,    76.375,       212,   923.948,       171,    20.467,       171,     29531,        71,     29450,        56,        12,        20,         0,         0,         0,         0,         0,   142.161,       108,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1323.25,         8,         8,        20,    609177,      2984,   1163.11,      2407,    93.432,       178,    610.78,       125,    17.081,       125,   28800.8,        51,     28746,        48,         8,        24,         0,         0,         0,         0,         0,    117.05,       117,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1294.74,         6,         7,        20,    539434,      1835,      1054,      2703,    55.992,       144,   652.829,       100,    12.582,       100,   26966.2,        67,     26891,        56,        12,        23,         0,         0,         0,         0,         0,    62.017,        87,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1743.57,         3,         9,        32,    925062,      6310,   1215.01,      3846,    73.764,       210,   736.804,       293,    52.829,       293,   47400.5,       102,     47279,        76,        12,        15,         0,         0,         0,         0,         0,   113.304,       121,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1009.69,         7,         7,        14,   55000.7,       168,   396.327,      1155,    17.166,        53,   604.603,        33,      1.65,        33,   8930.99,        28,      8918,        12,         3,         5,         0,         0,         0,         0,         0,    23.844,        40,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1447.68,         7,         7,        14,   56911.4,       322,   835.239,      2860,    23.765,        76,   798.432,        36,     3.331,        36,   7143.11,        42,      7115,        23,         4,         9,         0,         0,         0,         0,         0,    34.758,        56,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1706.94,         7,         7,        25,    179045,      1614,   1227.53,      3628,    49.227,       169,    675.92,       141,    17.675,       141,   27233.6,        85,     27154,        69,        15,        21,         0,         0,         0,         0,         0,    77.143,       106,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1595.16,         7,         7,        16,    396365,      1103,   1344.74,      3025,    46.959,       143,   566.024,        59,     5.176,        59,   30712.7,        49,     30669,        32,         8,        12,         0,         0,         0,         0,         0,    49.251,        69,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1405.95,         7,         7,        16,    321170,       791,   1090.03,      3163,    38.779,       116,   714.197,        53,     8.432,        53,     19115,        45,     19077,        28,         6,        10,         0,         0,         0,         0,         0,    44.408,        58,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1451.53,         9,         9,        20,    177336,      1120,   1628.65,      3674,    77.507,       141,   639.932,       116,     13.35,       116,   14481.2,        53,     14434,        32,         4,         8,         0,         0,         0,         0,         0,    43.652,        65,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1672.58,         7,         7,        23,    229241,      1576,   1584.33,      3889,    70.867,       199,   686.839,       128,    13.115,       128,   34198.1,        68,     34137,        55,         9,        22,         0,         0,         0,         0,         0,    72.224,        99,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1717.67,         7,         7,        23,    512980,      1867,    971.98,      2942,    56.073,       185,   587.483,       106,    11.425,       106,   32915.8,        56,     32851,        51,         7,        23,         0,         0,         0,         0,         0,    70.995,       100,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,   1086.68,         6,         7,        17,    136594,       695,   526.776,      1710,    23.211,        85,   574.652,        58,      5.12,        58,   25229.1,        50,     25183,        31,         3,         9,         0,         0,         0,         0,         0,    41.037,        61,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         7,    2279.9,         6,         7,        22,    806450,      3369,   2292.21,      6255,   123.962,       349,    598.73,       211,    24.524,       211,   19877.4,        67,     19817,        55,         7,        19,         0,         0,         0,         0,         0,   112.684,       133,    601724,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
