         k,      dist,      rank,  max_rank,      vnum, cost_edbt,  gen_edbt,  cost_ki0,   gen_ki0,   cost_ki,    gen_ki, cost_poly,  gen_poly,  cost_ffp,   gen_ffp,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,  cost_hi2,   gen_hi2,    hcost2,    hcall2,   hreuse2,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys
         1,   88.0227,         1,         1,         2,   734.971,         4,     34.36,        66,     2.442,         9,   858.105,         1,     0.019,         1,     0.349,         6,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.412,         6,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   27.2029,         1,         1,         2,   337.495,         4,    26.328,        39,     0.641,         5,   566.214,         1,     0.019,         1,     0.316,         5,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.393,         5,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   1150.93,         1,         1,         3,   96156.4,       397,   797.256,      1789,    37.923,        80,   573.102,        22,      2.92,        22,   7099.25,        22,      7079,        12,         4,         0,         0,         0,         0,         0,         0,    13.475,        14,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   1105.24,         1,         1,         3,   95662.3,       447,    936.92,      2304,    28.826,        79,   570.219,        20,     3.473,        20,   5749.69,        24,      5733,        13,         4,         0,         0,         0,         0,         0,         0,    15.521,        20,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   244.806,         1,         1,         2,   7720.36,        19,   226.048,       685,     5.408,        18,   692.855,         1,     0.016,         1,     0.342,         7,         0,         0,         0,         0,         0,         0,         0,         0,         0,     0.377,         7,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   185.239,         1,         1,         3,   74196.5,       115,    32.393,        89,     5.099,        15,   636.405,        13,      1.64,        13,   3335.96,        15,      3326,         8,         1,         0,         0,         0,         0,         0,         0,    11.162,        15,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   621.341,         2,         2,         2,   76329.3,       202,   228.096,       681,    11.201,        30,   646.207,        26,     3.539,        26,   1501.98,        11,      1497,         3,         1,         0,         0,         0,         0,         0,         0,     6.066,        11,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   510.766,         2,         2,         2,   30524.3,       110,   449.842,      1171,    10.682,        26,   579.293,        16,     1.598,        16,   732.731,         7,       730,         2,         0,         0,         0,         0,         0,         0,         0,     3.963,         7,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   724.413,         1,         1,         3,   62729.3,       241,   272.186,       789,    20.159,        40,   625.764,        10,     0.995,        10,   1912.35,        14,      1902,         5,         3,         0,         0,         0,         0,         0,         0,     8.164,        12,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
         1,   310.865,         1,         1,         2,   7246.77,        31,    44.059,        32,     5.605,        17,   580.189,         4,     0.066,         4,    666.94,         9,       663,         2,         0,         0,         0,         0,         0,         0,         0,     4.233,         9,    622340,    399934,    188905,    310458,    134320,         0,         0,      9000,      8385
