         k,      dist,      rank,  max_rank,      vnum,   tot_hit, cost_edbt,  gen_edbt,   cost_ki,    gen_ki,  cost_ffp,   gen_ffp,rtree_cost, cost_poly,  gen_poly, sort_cost,   cost_hi,    gen_hi,     hcost,     hcall,    hreuse,reevaluate,   cost_fc,    gen_fc,   cost_fi,    gen_fi,  cost_pre,   gen_pre,   edgecnt,  fencecnt,    keycnt,      miss,false_retrieval,       pts,     polys,  vertices,         x,         y
        25,   75168.5,        24,        30,      1102,        50,         0,         0,    364440,    371636,    346852,    841476,         3,    357805,    841476,         4,1.42418e+06,     18430,1.38938e+06,     24721,      1993,      8950,         0,         0,   19114.5,     20765,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,      7964,     66775
        50,   76239.1,        50,        50,      2192,        50,         0,         0,    399686,    380039,    350752,    841476,         4,    351866,    841476,         5,1.61896e+06,     21875,1.57281e+06,     36410,      2286,     17803,         0,         0,     33636,     32317,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,      7964,     66775
         1,   22125.3,         2,         2,        31,        38,         0,         0,   15734.5,     30327,   16351.1,     64211,         3,   16716.8,     64211,         3,   94621.7,      1859,     92889,      1539,       221,         0,         0,         0,   119.556,       178,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     64116,     94934
         5,   22350.8,         3,         5,       163,        42,         0,         0,   15139.9,     31011,     17995,     71364,         3,   17555.5,     71364,         4,    119755,      1993,    117415,      1844,       233,       207,         0,         0,   622.656,       914,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     64116,     94934
        10,   22465.7,        11,        12,       317,        43,         0,         0,   17341.6,     31359,   20079.1,     73127,         3,   18811.6,     73127,         4,    145343,      1998,    142346,      2041,       233,       404,         0,         0,   820.643,      1169,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     64116,     94934
        25,   22861.5,        24,        28,       780,        47,         0,         0,   16619.1,     32609,   20637.1,     80571,         3,   20719.8,     80571,         3,    157648,      2208,    154891,      2732,       249,       959,         0,         0,   1513.85,      2148,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     64116,     94934
        50,   24262.7,        50,        50,      1614,        50,         0,         0,   19730.3,     37354,   22572.5,     86054,         3,   21277.1,     86054,         4,    193279,      3044,    188913,      4963,       328,      2588,         0,         0,   3793.61,      5062,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     64116,     94934
         1,   96676.8,         1,         1,       125,        50,         0,         0,    610689,    511201,1.14891e+06,2.03236e+06,         4,1.15972e+06,2.03236e+06,         5,2.22681e+06,     40670,2.16106e+06,     35607,      3980,         0,         0,         0,    653.55,       668,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     23899,      5109
         5,   96900.6,         6,         6,       625,        50,         0,         0,    624725,    512801,1.16538e+06,2.03236e+06,         4,1.14762e+06,2.03236e+06,         4,2.39671e+06,     40682,2.31995e+06,     37787,      3981,      2177,         0,         0,   4230.45,      3885,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     23899,      5109
        10,   97335.7,        10,        10,      1253,        50,         0,         0,    596688,    515857,1.15933e+06,2.03236e+06,         4,1.12633e+06,2.03236e+06,         4,2.68368e+06,     41741,2.61001e+06,     43203,      4104,      6720,         0,         0,   10930.6,     12317,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     23899,      5109
        25,   98003.4,        33,        33,      3171,        50,         0,         0,    634297,    520464,1.14486e+06,2.03236e+06,         4,1.15451e+06,2.03236e+06,         4,3.25797e+06,     45273,3.17154e+06,     56009,      4401,     16470,         0,         0,   26976.1,     23449,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     23899,      5109
        50,   98982.5,        50,        50,      6363,        50,         0,         0,    646101,    526541,1.14266e+06,2.03236e+06,        12,1.13224e+06,2.03236e+06,         6,3.44825e+06,     45788,3.35229e+06,     67685,      4421,     27724,         0,         0,   46647.3,     39831,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     23899,      5109
         1,     21801,         1,         1,        23,        27,         0,         0,     21918,     39540,     10741,     42574,         3,   11424.2,     42574,         4,   76095.1,      1495,     74738,      1250,       176,         0,         0,         0,   116.946,       146,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     59590,     87583
         5,   22076.2,         5,         5,       118,        36,         0,         0,   21210.6,     40588,   13799.7,     56086,         3,   13933.8,     56086,         3,    105432,      1661,    103763,      1742,       190,       361,         0,         0,   690.656,       904,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     59590,     87583
        10,   22303.5,        12,        12,       233,        41,         0,         0,   21656.9,     41318,   16374.3,     63888,         3,   15973.7,     63888,         3,    136667,      1967,    134551,      2252,       220,       655,         0,         0,   1047.28,      1515,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     59590,     87583
        25,   22777.8,        18,        26,       587,        47,         0,         0,   25406.1,     43025,   22356.3,     74514,         4,     26239,     74514,         4,    183511,      2367,    180166,      3234,       255,      1353,         0,         0,   2297.82,      2685,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     59590,     87583
        50,   24079.8,        49,        50,      1199,        50,         0,         0,   35551.3,     48386,   20181.2,     79768,         3,   20733.2,     79768,         4,    210405,      2579,    205544,      5034,       262,      3040,         0,         0,   4340.09,      5286,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     59590,     87583
         1,   18627.9,         1,         1,        30,        38,         0,         0,   10856.8,     21768,   12549.2,     50155,         3,   12632.5,     50155,         3,   64421.3,      1281,     63294,      1062,       146,         0,         0,         0,   104.303,       151,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     69033,     94692
         5,   18892.8,         2,         6,       147,        42,         0,         0,   10319.4,     22534,   14280.2,     56081,         3,   14484.5,     56081,         3,   92757.2,      1695,     91193,      1507,       192,       108,         0,         0,    422.28,       631,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     69033,     94692
        10,   18992.9,        13,        13,       297,        42,         0,         0,   10209.2,     22781,   14866.5,     56081,        13,   14471.6,     56081,         4,   97392.4,      1717,     95744,      1606,       193,       201,         0,         0,   707.171,      1014,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     69033,     94692
        25,   19402.4,        20,        25,       744,        47,         0,         0,   11144.5,     23993,   17522.2,     62904,         3,   16176.3,     62904,         4,    126647,      1891,    124431,      2112,       204,       606,         0,         0,   1377.34,      1867,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     69033,     94692
        50,   20752.9,        50,        50,      1519,        50,         0,         0,   13299.9,     27753,   21602.1,     66949,         3,   18420.7,     66949,         4,    162282,      2502,    158473,      3807,       251,      1883,         0,         0,   3706.68,      4192,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     69033,     94692
         1,     11399,         1,         1,         4,         1,         0,         0,   4119.43,      9135,    22.015,        88,         4,    26.937,        88,        10,   4117.52,        89,      4048,        65,        18,         0,         0,         0,    55.703,        68,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     92377,     80431
         5,   11759.5,         6,         6,        26,         6,         0,         0,   4005.15,      9790,   179.887,       884,         3,   167.049,       884,         3,   17968.2,       296,     17698,       296,        48,        86,         0,         0,   248.786,       345,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     92377,     80431
        10,   12092.4,        18,        18,        53,        18,         0,         0,   4270.56,     10403,   895.844,      4182,         3,   848.836,      4182,         3,   23398.2,       359,     23061,       401,        52,       155,         0,         0,    478.76,       699,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     92377,     80431
        25,     12469,        28,        28,       146,        28,         0,         0,   4481.11,     11064,   1314.94,      5878,         3,   1134.13,      5878,         3,   39103.6,       681,     38435,       759,        82,       290,         0,         0,   840.062,      1065,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     92377,     80431
        50,   13555.2,        50,        50,       285,        50,         0,         0,   5581.35,     13263,   2033.72,     10130,         3,    1897.4,     10130,         3,   44861.7,       819,     43898,      1118,        85,       616,         0,         0,   1447.36,      2091,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     92377,     80431
         1,   19830.4,         2,         2,        27,        11,         0,         0,   10054.6,     22111,   3514.68,     13745,         4,   3290.23,     13745,         3,   53321.8,      1034,     52451,       854,       123,         0,         0,         0,   109.378,       124,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     96713,     68600
         5,   20310.6,         4,         7,       137,        25,         0,         0,   11117.8,     23307,   9636.07,     36407,        14,   9200.15,     36407,         3,   95167.5,      1529,     93540,      1558,       181,       289,         0,         0,   1073.66,      1162,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     96713,     68600
        10,   20679.8,         9,        11,       267,        38,         0,         0,   11521.6,     24197,   14812.1,     56126,         3,   14863.4,     56126,         4,    126357,      1723,    124382,      2101,       201,       677,         0,         0,   1548.96,      1965,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     96713,     68600
        25,   21327.4,        26,        29,       689,        50,         0,         0,   12105.7,     26021,   19836.9,     71285,         3,   17864.5,     71285,         4,    187361,      2409,    183774,      3364,       266,      1427,         0,         0,   2600.17,      3116,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     96713,     68600
        50,   22094.1,        50,        50,      1399,        50,         0,         0,   14282.5,     28278,   18675.2,     71285,         3,   18946.2,     71285,         4,    222665,      2862,    217769,      4508,       303,      2264,         0,         0,      3726,      4479,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     96713,     68600
         1,   46724.7,         1,         1,        25,        30,         0,         0,    186432,    219006,   63539.6,    186454,         3,   64421.3,    186454,         3,    283657,      5415,    277687,      4581,       644,         0,         0,         0,   260.963,       299,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     34022,     73499
         5,   47071.6,         2,         7,       129,        41,         0,         0,    200665,    221793,   89988.2,    261600,         3,   88588.5,    261600,         4,    393436,      6603,    384811,      6436,       795,       886,         0,         0,   3750.97,      4307,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     34022,     73499
        10,   47281.2,         6,        13,       260,        47,         0,         0,    190708,    223369,    104284,    301034,        13,    101722,    301034,         4,    470873,      7235,    460393,      7873,       849,      1792,         0,         0,   5192.83,      6036,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     34022,     73499
        25,   47997.4,        30,        30,       684,        50,         0,         0,    198711,    229028,    110516,    319685,         4,    110724,    319685,         4,    612381,      7633,    599350,     10957,       889,      4610,         0,         0,   10144.7,     11037,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     34022,     73499
        50,   49034.7,        50,        50,      1393,        50,         0,         0,    214641,    237345,    112044,    319685,         9,    109951,    319685,         3,    701309,      9260,    683482,     16311,      1026,      8733,         0,         0,   15969.1,     15963,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     34022,     73499
         1,    7544.2,         1,         1,        12,        10,         0,         0,   1634.94,      4435,   333.215,      1902,         3,   303.453,      1902,         3,   8677.82,       181,      8553,       141,        28,         0,         0,         0,     42.54,        62,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     84331,     86728
         5,   7804.33,         5,         8,        52,        19,         0,         0,   1621.19,      4803,   943.049,      4955,         3,   1030.05,      4955,         3,   19217.6,       329,     18935,       316,        54,        72,         0,         0,   251.898,       292,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     84331,     86728
        10,      8037,         9,        10,       112,        26,         0,         0,   1858.74,      5162,   1496.22,      7116,         3,   1572.68,      7116,         3,   26002.9,       358,     25670,       423,        54,       163,         0,         0,   528.979,       554,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     84331,     86728
        25,   8708.67,        35,        35,       293,        43,         0,         0,   2159.58,      6334,   2350.99,     12378,         3,   2871.24,     12378,         3,   44527.3,       688,     43855,       823,        81,       378,         0,         0,   589.655,       981,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     84331,     86728
        50,   10180.2,        50,        50,       627,        50,         0,         0,   3782.25,      9157,   3428.39,     15558,         4,   3391.71,     15558,         3,   58874.3,       962,     57350,      1508,        90,       943,         0,         0,   1317.96,      1829,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     84331,     86728
         1,   47594.8,         2,         2,         9,        15,         0,         0,    177654,    205022,   12172.2,     34486,         4,   10415.1,     34486,         4,    100507,      1810,     98228,      1469,       247,         0,         0,         0,   262.274,       249,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     77947,     31999
         5,   47780.6,         3,         9,        41,        16,         0,         0,    178638,    206286,   9849.38,     36715,         3,   9991.77,     36715,         3,    143309,      2858,    140237,      2475,       374,       146,         0,         0,   1195.96,      1559,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     77947,     31999
        10,     47961,        12,        12,        87,        18,         0,         0,    178232,    207529,   11379.7,     39315,         4,   11100.5,     39315,         4,    192278,      3317,    188189,      3353,       421,       642,         0,         0,   2836.07,      2938,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     77947,     31999
        25,   48824.9,        33,        33,       224,        46,         0,         0,    194803,    213659,   29947.6,    112872,         3,   29962.1,    112872,         4,    323334,      4677,    316390,      6137,       549,      2448,         0,         0,   6348.87,      7824,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     77947,     31999
        50,   49709.2,        50,        50,       459,        50,         0,         0,    184489,    219956,   34068.3,    122920,         3,   33972.4,    122920,         4,    355013,      4797,    346514,      8373,       553,      4632,         0,         0,   11553.4,     11982,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     77947,     31999
         1,   67731.7,         1,         1,        32,        47,         0,         0,    196820,    239999,    268256,    639927,         3,    259660,    639927,         4,    682524,     13104,    664886,     11261,      1426,         0,         0,         0,   385.574,       373,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     14417,     92894
         5,   68051.6,         3,         6,       164,        50,         0,         0,    195806,    242405,    292251,    681561,         3,    281894,    681561,         4,    918126,     15251,    895296,     15058,      1604,      1924,         0,         0,   3952.61,      4724,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     14417,     92894
        10,   68229.3,        11,        11,       338,        50,         0,         0,    194226,    243683,    280140,    681561,         3,    288293,    681561,         3,1.00684e+06,     15661,    982246,     16690,      1636,      3247,         0,         0,   6739.45,      7764,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     14417,     92894
        25,   68729.4,        27,        27,       855,        50,         0,         0,    211292,    247726,    285059,    681561,         4,    289986,    681561,         3,1.16662e+06,     15996,1.13968e+06,     20379,      1659,      6690,         0,         0,   12296.7,     13594,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     14417,     92894
        50,   69922.3,        50,        50,      1732,        50,         0,         0,    218321,    257051,    274862,    681561,         4,    287507,    681561,         4,1.29106e+06,     16898,1.25882e+06,     27911,      1736,     13523,         0,         0,   25339.9,     25089,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     14417,     92894
         1,   92518.2,         1,         1,       120,        50,         0,         0,    594277,    501874,1.12149e+06,2.03586e+06,         3,1.15865e+06,2.03586e+06,         5,2.28034e+06,     41407,2.21424e+06,     36263,      4056,         0,         0,         0,   589.192,       623,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     19746,     14657
         5,   92756.7,         6,         6,       568,        50,         0,         0,    593284,    503390,1.12501e+06,2.03586e+06,         4,1.1286e+06,2.03586e+06,         4,2.43881e+06,     41424,2.37013e+06,     38732,      4059,      2464,         0,         0,   3287.31,      3864,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     19746,     14657
        10,   93120.4,         9,        10,      1152,        50,         0,         0,    610848,    505413,1.15116e+06,2.03586e+06,         3,1.14701e+06,2.03586e+06,         4,2.66862e+06,     41709,2.59859e+06,     42742,      4098,      6256,         0,         0,     12848,     12338,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     19746,     14657
        25,   93814.3,        31,        31,      2898,        50,         0,         0,    600421,    509620,1.11896e+06,2.03586e+06,         3,1.13781e+06,2.03586e+06,         4,3.23427e+06,     44874,3.14949e+06,     54429,      4345,     15215,         0,         0,   24999.6,     25528,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     19746,     14657
        50,   94838.6,        50,        50,      5822,        50,         0,         0,    600484,    515673,1.14555e+06,2.03586e+06,         5,1.13425e+06,2.03586e+06,         4,3.42811e+06,     45852,3.33266e+06,     66479,      4408,     26455,         0,         0,   51027.7,     41683,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     19746,     14657
         1,     51398,         1,         1,         8,        10,         0,         0,    163726,    208603,   4511.73,     17457,         3,   4738.61,     17457,         3,   41567.5,       879,     40744,       696,       140,         0,         0,         0,   244.206,       253,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     27933,     81676
         5,     51710,         2,         8,        42,        14,         0,         0,    182295,    210856,   5968.18,     24724,         3,   5821.69,     24724,         3,    135569,      2607,    132909,      2367,       349,       266,         0,         0,   1550.28,      1903,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     27933,     81676
        10,   51895.6,        13,        13,        84,        19,         0,         0,    203099,    212191,   7646.88,     30084,         3,   6975.07,     30084,         3,    164403,      2878,    161166,      2887,       374,       584,         0,         0,   2541.82,      3115,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     27933,     81676
        25,   52429.6,        26,        26,       210,        33,         0,         0,    173744,    215965,   11629.3,     48153,         3,     11143,     48153,         4,    219994,      3057,    215648,      4005,       386,      1579,         0,         0,   5598.76,      6288,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     27933,     81676
        50,   53581.1,        50,        50,       387,        50,         0,         0,    184450,    224400,     16992,     73553,         4,   17012.3,     73553,         3,    246239,      3243,    240691,      6007,       394,      3520,         0,         0,   11184.2,     12541,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     27933,     81676
         1,   91221.6,         1,         1,       114,        50,         0,         0,    555622,    484958,1.14861e+06,1.98982e+06,         3,1.13931e+06,1.98982e+06,         5,2.15321e+06,     39386,2.08881e+06,     34468,      3909,         0,         0,         0,   570.466,       589,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     38062,      2487
         5,   91445.4,         5,         5,       570,        50,         0,         0,    554371,    486745,1.13542e+06,1.98982e+06,         4,1.1271e+06,1.98982e+06,         4,2.30629e+06,     39405,2.23927e+06,     36643,      3910,      2165,         0,         0,   3131.28,      3728,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     38062,      2487
        10,   91809.8,        10,        10,      1148,        50,         0,         0,    567276,    489708,1.16985e+06,1.98982e+06,         3,1.14079e+06,1.98982e+06,         5,2.59597e+06,     40920,2.52412e+06,     41807,      4061,      6060,         0,         0,   11534.5,     11282,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     38062,      2487
        25,   92548.2,        30,        30,      2888,        50,         0,         0,    563228,    495656,1.14343e+06,1.98982e+06,         4,1.14393e+06,1.98982e+06,         4,3.17101e+06,     44566,3.08392e+06,     54514,      4370,     15606,         0,         0,   29484.2,     27325,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     38062,      2487
        50,   93527.4,        50,        50,      5798,        50,         0,         0,    574798,    503889,1.13832e+06,1.98982e+06,         5,1.13964e+06,1.98982e+06,         4,3.36127e+06,     44980,3.26678e+06,     64817,      4385,     25603,         0,         0,     52870,     43683,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     38062,      2487
         1,   43767.7,         1,         1,        52,        49,         0,         0,    226289,    247913,    118465,    351419,         3,    117849,    351419,         4,    385187,      7125,    376480,      6133,       767,         0,         0,         0,   249.455,       276,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     55642,     44816
         5,   43991.5,         6,         6,       260,        50,         0,         0,    235844,    250830,    124721,    358496,         3,    120226,    358496,         4,    421114,      7137,    412698,      6811,       768,       675,         0,         0,   1557.03,      1679,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     55642,     44816
        10,   44426.7,        10,        10,       523,        50,         0,         0,    234355,    256550,    123882,    358496,         3,    120118,    358496,         4,    514987,      7650,    504790,      8530,       836,      1994,         0,         0,    4303.6,      4565,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     55642,     44816
        25,   45094.3,        32,        32,      1346,        50,         0,         0,    255230,    265485,    120267,    358496,         3,    119077,    358496,         4,    697545,      8928,    683686,     12467,       948,      4902,         0,         0,   6891.26,      8466,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     55642,     44816
        50,   46073.5,        50,        50,      2713,        50,         0,         0,    252831,    277992,    120095,    358496,         3,    120377,    358496,         3,    761538,      9185,    744046,     15963,       962,      8226,         0,         0,   12538.3,     13723,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     55642,     44816
         1,   48603.5,         1,         1,        58,        50,         0,         0,    318361,    311656,    170957,    476293,         3,    171220,    476293,         4,    510155,      9513,    498490,      8188,      1017,         0,         0,         0,   265.281,       306,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     50467,     42837
         5,   48827.3,         6,         6,       290,        50,         0,         0,    320353,    314672,    170783,    476293,         3,    179812,    476293,         4,    558892,      9525,    546374,      8995,      1018,       804,         0,         0,   1745.48,      2278,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     50467,     42837
        10,   49262.4,        10,        10,       583,        50,         0,         0,    321721,    320444,    173829,    476293,         5,    173585,    476293,         4,    666984,     10062,    653226,     10988,      1091,      2381,         0,         0,   5351.88,      5799,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     50467,     42837
        25,   49930.1,        33,        33,      1498,        50,         0,         0,    334840,    329525,    168551,    476293,         4,    180327,    476293,         3,    890871,     11713,    871369,     15877,      1229,      5915,         0,         0,   9028.85,     10058,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     50467,     42837
        50,   50909.2,        50,        50,      3015,        50,         0,         0,    353132,    342276,    172107,    476293,         3,    169390,    476293,         4,    963736,     11974,    941934,     20012,      1237,      9863,         0,         0,   15238.9,     16397,    418126,    421267,    188905,    383585,    134320,         0,         0,        50,      8385,    109171,     50467,     42837
