vertices: 3940, polygons: 4498
       idx,    K,order,             dist_ki,           dist_edbt,             cost_ki,           cost_edbt,   vnum_ki, vnum_edbt
       193,   10,    9,             7768.79,             7768.79,              42.585,              191257,         5,         5
       194,   10,    0,                   0,                   0,              46.274,              253067,         1,         2
       194,   10,    1,             2974.94,             2974.94,              46.274,              253067,         3,         3
       194,   10,    2,             3900.72,             3900.72,              46.274,              253067,         4,         4
       194,   10,    3,             4100.09,             4100.09,              46.274,              253067,         3,         3
       194,   10,    4,              4891.6,              4891.6,              46.274,              253067,         5,         5
       194,   10,    5,             5112.68,             5112.68,              46.274,              253067,         4,         4
       194,   10,    6,             5473.68,             5473.68,              46.274,              253067,         4,         4
       194,   10,    7,             5664.64,             5664.64,              46.274,              253067,         3,         3
       194,   10,    8,             5775.49,             5775.49,              46.274,              253067,         5,         5
       194,   10,    9,             6291.45,             6291.45,              46.274,              253067,         6,         6
       195,   10,    0,                   0,                   0,              31.103,             93771.4,         1,         2
       195,   10,    1,             2057.27,             2057.27,              31.103,             93771.4,         2,         2
       195,   10,    2,             2123.93,             2123.93,              31.103,             93771.4,         2,         2
       195,   10,    3,             3063.67,             3063.67,              31.103,             93771.4,         4,         4
       195,   10,    4,             3799.83,             3799.83,              31.103,             93771.4,         2,         2
       195,   10,    5,             3967.56,             3967.56,              31.103,             93771.4,         3,         3
       195,   10,    6,             4930.53,             4930.53,              31.103,             93771.4,         2,         2
       195,   10,    7,             5253.55,             5253.55,              31.103,             93771.4,         2,         2
       195,   10,    8,             5406.21,             5406.21,              31.103,             93771.4,         2,         2
       195,   10,    9,             5457.01,             5457.01,              31.103,             93771.4,         6,         6
       196,   10,    0,                   0,                   0,             100.557,              197317,         1,         2
       196,   10,    1,              5071.4,              5071.4,             100.557,              197317,         3,         3
       196,   10,    2,              5917.2,              5917.2,             100.557,              197317,         5,         5
       196,   10,    3,             5982.64,             5982.64,             100.557,              197317,         6,         6
       196,   10,    4,             6664.45,             6664.45,             100.557,              197317,         4,         4
       196,   10,    5,             6979.68,             6979.68,             100.557,              197317,         4,         4
       196,   10,    6,             7031.37,             7031.37,             100.557,              197317,         6,         6
       196,   10,    7,             7242.13,             7242.13,             100.557,              197317,         3,         3
       196,   10,    8,             7417.24,             7417.24,             100.557,              197317,         3,         3
       196,   10,    9,             7956.74,             7956.74,             100.557,              197317,         5,         5
       197,   10,    0,                   0,                   0,               28.56,             71103.5,         1,         2
       197,   10,    1,             1048.21,             1048.21,               28.56,             71103.5,         2,         2
       197,   10,    2,             1328.94,             1328.94,               28.56,             71103.5,         2,         2
       197,   10,    3,             5005.48,             5005.48,               28.56,             71103.5,         2,         2
       197,   10,    4,             5568.46,             5568.46,               28.56,             71103.5,         4,         4
       197,   10,    5,             6309.43,             6309.43,               28.56,             71103.5,         5,         5
       197,   10,    6,             6379.14,             6379.14,               28.56,             71103.5,         5,         5
       197,   10,    7,             6852.28,             6852.28,               28.56,             71103.5,         3,         3
       197,   10,    8,             6979.92,             6979.92,               28.56,             71103.5,         4,         4
       197,   10,    9,             7260.15,             7260.15,               28.56,             71103.5,         2,         2
       198,   10,    0,                   0,                   0,              45.651,              228895,         1,         2
       198,   10,    1,             3240.06,             3240.06,              45.651,              228895,         3,         3
       198,   10,    2,             3611.72,             3611.72,              45.651,              228895,         3,         3
       198,   10,    3,             4186.28,             4186.28,              45.651,              228895,         4,         4
       198,   10,    4,             4233.47,             4233.47,              45.651,              228895,         4,         4
       198,   10,    5,             4921.28,             4921.28,              45.651,              228895,         9,         9
       198,   10,    6,              5558.5,              5558.5,              45.651,              228895,         4,         4
       198,   10,    7,             5916.27,             5916.27,              45.651,              228895,         7,         7
       198,   10,    8,             9097.85,             9097.85,              45.651,              228895,         5,         5
       198,   10,    9,               10066,               10066,              45.651,              228895,         8,         8
       199,   10,    0,                   0,                   0,              32.366,              112111,         1,         2
       199,   10,    1,             862.047,             862.047,              32.366,              112111,         2,         2
       199,   10,    2,             1767.26,             1767.26,              32.366,              112111,         2,         2
       199,   10,    3,             2684.04,             2684.04,              32.366,              112111,         2,         2
       199,   10,    4,             2745.73,             2745.73,              32.366,              112111,         3,         3
       199,   10,    5,             3828.28,             3828.28,              32.366,              112111,         4,         4
       199,   10,    6,             4365.32,             4365.32,              32.366,              112111,         2,         2
       199,   10,    7,             4860.63,             4860.63,              32.366,              112111,         3,         3
       199,   10,    8,             5711.28,             5711.28,              32.366,              112111,         3,         3
       199,   10,    9,             5751.53,             5751.53,              32.366,              112111,         2,         2
       200,   10,    0,                   0,                   0,              38.887,              135962,         1,         2
       200,   10,    1,             1781.02,             1781.02,              38.887,              135962,         2,         2
       200,   10,    2,             3596.13,             3596.13,              38.887,              135962,         3,         3
       200,   10,    3,             3942.59,             3942.59,              38.887,              135962,         2,         2
       200,   10,    4,             4194.98,             4194.98,              38.887,              135962,         4,         4
       200,   10,    5,             5696.43,             5696.43,              38.887,              135962,         3,         3
       200,   10,    6,              6096.2,              6096.2,              38.887,              135962,         4,         4
       200,   10,    7,             6996.59,             6996.59,              38.887,              135962,         3,         3
       200,   10,    8,             7360.21,             7360.21,              38.887,              135962,         5,         5
       200,   10,    9,             7752.94,             7752.94,              38.887,              135962,         6,         6
       201,   10,    0,                   0,                   0,              17.544,              138938,         1,         2
       201,   10,    1,             759.822,             759.822,              17.544,              138938,         2,         2
       201,   10,    2,              991.92,              991.92,              17.544,              138938,         2,         2
       201,   10,    3,             1789.76,             1789.76,              17.544,              138938,         2,         2
       201,   10,    4,             1971.22,             1971.22,              17.544,              138938,         2,         2
       201,   10,    5,             2446.05,             2446.05,              17.544,              138938,         2,         2
       201,   10,    6,             2600.28,             2600.28,              17.544,              138938,         2,         2
       201,   10,    7,             3316.36,             3316.36,              17.544,              138938,         2,         2
       201,   10,    8,             3490.88,             3490.88,              17.544,              138938,         2,         2
       201,   10,    9,             3824.91,             3824.91,              17.544,              138938,         2,         2
       202,   10,    0,                   0,                   0,              63.788,              363736,         1,         2
       202,   10,    1,             1864.23,             1864.23,              63.788,              363736,         2,         2
       202,   10,    2,             4100.86,             4100.86,              63.788,              363736,         4,         4
       202,   10,    3,             4971.33,             4971.33,              63.788,              363736,         2,         2
       202,   10,    4,              7001.7,              7001.7,              63.788,              363736,         2,         2
       202,   10,    5,              7305.6,              7305.6,              63.788,              363736,        10,        10
       202,   10,    6,             7552.18,             7552.18,              63.788,              363736,         4,         4
       202,   10,    7,             7847.79,             7847.79,              63.788,              363736,         3,         3
       202,   10,    8,             7908.57,             7908.57,              63.788,              363736,         3,         3
       202,   10,    9,             8053.27,             8053.27,              63.788,              363736,         7,         7
       203,   10,    0,                   0,                   0,              39.811,              119188,         1,         2
       203,   10,    1,             2713.27,             2713.27,              39.811,              119188,         2,         2
       203,   10,    2,             3359.08,             3359.08,              39.811,              119188,         4,         4
       203,   10,    3,             5387.11,             5387.11,              39.811,              119188,         3,         3
       203,   10,    4,             5707.61,             5707.61,              39.811,              119188,         4,         4
       203,   10,    5,             5891.69,             5891.69,              39.811,              119188,         3,         3
       203,   10,    6,             6216.38,             6216.38,              39.811,              119188,         4,         4
       203,   10,    7,             6501.89,             6501.89,              39.811,              119188,         3,         3
       203,   10,    8,             6864.03,             6864.03,              39.811,              119188,         4,         4
       203,   10,    9,             7182.32,             7182.32,              39.811,              119188,         4,         4
       204,   10,    0,                   0,                   0,              61.496,              313166,         1,         2
       204,   10,    1,             2754.87,             2754.87,              61.496,              313166,         2,         2
       204,   10,    2,             4909.01,             4909.01,              61.496,              313166,         2,         2
       204,   10,    3,              5948.6,              5948.6,              61.496,              313166,         3,         3
       204,   10,    4,             6380.49,             6380.49,              61.496,              313166,         4,         4
       204,   10,    5,              6857.7,              6857.7,              61.496,              313166,         4,         4
       204,   10,    6,             8017.65,             8017.65,              61.496,              313166,         3,         3
       204,   10,    7,             8088.11,             8088.11,              61.496,              313166,         3,         3
       204,   10,    8,             8645.75,             8645.75,              61.496,              313166,         3,         3
       204,   10,    9,             8940.15,             8940.15,              61.496,              313166,         4,         4
       205,   10,    0,                   0,                   0,              41.532,              272269,         1,         2
       205,   10,    1,             612.945,             612.945,              41.532,              272269,         2,         2
       205,   10,    2,             3145.73,             3145.73,              41.532,              272269,         2,         2
       205,   10,    3,              3547.9,              3547.9,              41.532,              272269,         2,         2
       205,   10,    4,             3624.67,             3624.67,              41.532,              272269,         3,         3
       205,   10,    5,             5347.42,             5347.42,              41.532,              272269,         2,         2
       205,   10,    6,             6262.94,             6262.94,              41.532,              272269,         3,         3
       205,   10,    7,             6643.68,             6643.68,              41.532,              272269,         3,         3
       205,   10,    8,             7271.67,             7271.67,              41.532,              272269,         5,         5
       205,   10,    9,              7370.6,              7370.6,              41.532,              272269,         3,         3
       206,   10,    0,                   0,                   0,              52.816,              136401,         1,         2
       206,   10,    1,             3477.98,             3477.98,              52.816,              136401,         2,         2
       206,   10,    2,             4879.44,             4879.44,              52.816,              136401,         2,         2
       206,   10,    3,             4911.96,             4911.96,              52.816,              136401,         2,         2
       206,   10,    4,             6101.96,             6101.96,              52.816,              136401,         2,         2
       206,   10,    5,              6227.5,              6227.5,              52.816,              136401,         2,         2
       206,   10,    6,             6421.05,             6421.05,              52.816,              136401,         2,         2
       206,   10,    7,             7082.87,             7082.87,              52.816,              136401,         2,         2
       206,   10,    8,             7686.68,             7686.68,              52.816,              136401,         5,         5
       206,   10,    9,             8493.87,             8493.87,              52.816,              136401,         2,         2
       207,   10,    0,                   0,                   0,              45.514,              205926,         1,         2
       207,   10,    1,             1788.64,             1788.64,              45.514,              205926,         3,         3
       207,   10,    2,                4784,                4784,              45.514,              205926,         2,         2
       207,   10,    3,             5990.27,             5990.27,              45.514,              205926,         3,         3
       207,   10,    4,             5995.38,             5995.38,              45.514,              205926,         3,         3
       207,   10,    5,             6408.63,             6408.63,              45.514,              205926,         4,         4
       207,   10,    6,             6913.64,             6913.64,              45.514,              205926,         3,         3
       207,   10,    7,             7124.43,             7124.43,              45.514,              205926,         4,         4
       207,   10,    8,             8092.67,             8092.67,              45.514,              205926,         4,         4
       207,   10,    9,             8464.94,             8464.94,              45.514,              205926,         3,         3
       208,   10,    0,                   0,                   0,              32.722,             91081.8,         1,         2
       208,   10,    1,             1038.11,             1038.11,              32.722,             91081.8,         2,         2
       208,   10,    2,             2509.95,             2509.95,              32.722,             91081.8,         2,         2
       208,   10,    3,             2723.19,             2723.19,              32.722,             91081.8,         3,         3
       208,   10,    4,             5142.63,             5142.63,              32.722,             91081.8,         4,         4
       208,   10,    5,             5434.47,             5434.47,              32.722,             91081.8,         4,         4
       208,   10,    6,             5582.64,             5582.64,              32.722,             91081.8,         4,         4
       208,   10,    7,             5719.93,             5719.93,              32.722,             91081.8,         3,         3
       208,   10,    8,             5965.26,             5965.26,              32.722,             91081.8,         3,         3
       208,   10,    9,             6006.35,             6006.35,              32.722,             91081.8,         3,         3
       209,   10,    0,                   0,                   0,              27.207,              155719,         1,         2
       209,   10,    1,             243.655,             243.655,              27.207,              155719,         2,         2
       209,   10,    2,              1714.5,              1714.5,              27.207,              155719,         3,         3
       209,   10,    3,              2836.3,              2836.3,              27.207,              155719,         2,         2
       209,   10,    4,             3484.56,             3484.56,              27.207,              155719,         2,         2
       209,   10,    5,             5406.67,             5406.67,              27.207,              155719,         2,         2
       209,   10,    6,             5489.49,             5489.49,              27.207,              155719,         3,         3
       209,   10,    7,             5614.53,             5614.53,              27.207,              155719,         3,         3
       209,   10,    8,             5872.31,             5872.31,              27.207,              155719,         4,         4
       209,   10,    9,             5914.31,             5914.31,              27.207,              155719,         3,         3
       210,   10,    0,                   0,                   0,              27.513,              121844,         1,         2
       210,   10,    1,             1177.87,             1177.87,              27.513,              121844,         2,         2
       210,   10,    2,              4436.5,              4436.5,              27.513,              121844,         5,         5
       210,   10,    3,             4921.28,             4921.28,              27.513,              121844,         9,         9
       210,   10,    4,             5471.37,             5471.37,              27.513,              121844,         3,         3
       210,   10,    5,             5582.87,             5582.87,              27.513,              121844,         5,         5
       210,   10,    6,             6141.91,             6141.91,              27.513,              121844,         3,         3
       210,   10,    7,             6262.13,             6262.13,              27.513,              121844,         2,         2
       210,   10,    8,             6574.17,             6574.17,              27.513,              121844,         4,         4
       210,   10,    9,             7439.15,             7439.15,              27.513,              121844,         3,         3
       211,   10,    0,                   0,                   0,              41.779,              128117,         1,         2
       211,   10,    1,             2459.46,             2459.46,              41.779,              128117,         2,         2
       211,   10,    2,             3596.13,             3596.13,              41.779,              128117,         3,         3
       211,   10,    3,              5026.8,              5026.8,              41.779,              128117,         4,         4
       211,   10,    4,             5480.14,             5480.14,              41.779,              128117,         2,         2
       211,   10,    5,             7345.06,             7345.06,              41.779,              128117,         3,         3
       211,   10,    6,             7471.73,             7471.73,              41.779,              128117,         3,         3
       211,   10,    7,             7492.15,             7492.15,              41.779,              128117,         6,         6
       211,   10,    8,             8371.45,             8371.45,              41.779,              128117,         4,         4
       211,   10,    9,             8668.49,             8668.49,              41.779,              128117,         3,         3
       212,   10,    0,                   0,                   0,              55.075,              244010,         1,         2
       212,   10,    1,             1125.12,             1125.12,              55.075,              244010,         2,         2
       212,   10,    2,             4519.73,             4519.73,              55.075,              244010,         3,         3
       212,   10,    3,             6214.73,             6214.73,              55.075,              244010,         4,         4
       212,   10,    4,             7521.92,             7521.92,              55.075,              244010,         4,         4
       212,   10,    5,             7778.21,             7778.21,              55.075,              244010,         3,         3
       212,   10,    6,             8113.87,             8113.87,              55.075,              244010,         4,         4
       212,   10,    7,             8428.32,             8428.32,              55.075,              244010,         5,         5
       212,   10,    8,             9011.03,             9011.03,              55.075,              244010,         5,         5
       212,   10,    9,             9403.06,             9403.06,              55.075,              244010,         4,         4
       213,   10,    0,                   0,                   0,              26.507,              115727,         1,         2
       213,   10,    1,             1851.09,             1851.09,              26.507,              115727,         2,         2
       213,   10,    2,             2016.98,             2016.98,              26.507,              115727,         3,         3
       213,   10,    3,             2572.61,             2572.61,              26.507,              115727,         2,         2
       213,   10,    4,             3832.16,             3832.16,              26.507,              115727,         3,         3
       213,   10,    5,             3838.19,             3838.19,              26.507,              115727,         2,         2
       213,   10,    6,             3967.56,             3967.56,              26.507,              115727,         3,         3
       213,   10,    7,             5294.85,             5294.85,              26.507,              115727,         5,         5
       213,   10,    8,             5374.14,             5374.14,              26.507,              115727,         3,         3
       213,   10,    9,             5441.15,             5441.15,              26.507,              115727,         2,         2
       214,   10,    0,                   0,                   0,              20.934,              101485,         1,         2
       214,   10,    1,             2772.26,             2772.26,              20.934,              101485,         2,         2
       214,   10,    2,             3729.16,             3729.16,              20.934,              101485,         2,         2
       214,   10,    3,             4207.21,             4207.21,              20.934,              101485,         5,         5
       214,   10,    4,             4372.18,             4372.18,              20.934,              101485,         2,         2
       214,   10,    5,             4395.63,             4395.63,              20.934,              101485,         2,         2
       214,   10,    6,             4555.85,             4555.85,              20.934,              101485,         2,         2
       214,   10,    7,             5288.32,             5288.32,              20.934,              101485,         3,         3
       214,   10,    8,             5325.23,             5325.23,              20.934,              101485,         2,         2
       214,   10,    9,             5485.68,             5485.68,              20.934,              101485,         3,         3
       215,   10,    0,                   0,                   0,              30.775,             66890.5,         1,         2
       215,   10,    1,             1932.83,             1932.83,              30.775,             66890.5,         2,         2
       215,   10,    2,             2308.29,             2308.29,              30.775,             66890.5,         2,         2
       215,   10,    3,             2788.01,             2788.01,              30.775,             66890.5,         2,         2
       215,   10,    4,             4471.77,             4471.77,              30.775,             66890.5,         4,         4
       215,   10,    5,             4885.15,             4885.15,              30.775,             66890.5,         4,         4
       215,   10,    6,             6157.55,             6157.55,              30.775,             66890.5,         4,         4
       215,   10,    7,             6748.33,             6748.33,              30.775,             66890.5,         4,         4
       215,   10,    8,             7997.03,             7997.03,              30.775,             66890.5,         3,         3
       215,   10,    9,             9323.44,             9323.44,              30.775,             66890.5,         4,         4
       216,   10,    0,                   0,                   0,              51.661,              199831,         1,         2
       216,   10,    1,             574.645,             574.645,              51.661,              199831,         2,         2
       216,   10,    2,             1642.34,             1642.34,              51.661,              199831,         2,         2
       216,   10,    3,             2340.93,             2340.93,              51.661,              199831,         2,         2
       216,   10,    4,              3842.7,              3842.7,              51.661,              199831,         2,         2
       216,   10,    5,             3960.98,             3960.98,              51.661,              199831,         3,         3
       216,   10,    6,             4169.69,             4169.69,              51.661,              199831,         4,         4
       216,   10,    7,             5778.13,             5778.13,              51.661,              199831,         3,         3
       216,   10,    8,              7693.1,              7693.1,              51.661,              199831,         5,         5
       216,   10,    9,             7789.07,             7789.07,              51.661,              199831,         5,         5
       217,   10,    0,                   0,                   0,              27.418,              107846,         1,         2
       217,   10,    1,             2718.25,             2718.25,              27.418,              107846,         2,         2
       217,   10,    2,             4089.05,             4089.05,              27.418,              107846,         2,         2
       217,   10,    3,             5325.23,             5325.23,              27.418,              107846,         2,         2
       217,   10,    4,             5686.19,             5686.19,              27.418,              107846,         3,         3
       217,   10,    5,             6581.43,             6581.43,              27.418,              107846,         3,         3
       217,   10,    6,             6641.43,             6641.43,              27.418,              107846,         4,         4
       217,   10,    7,             6987.57,             6987.57,              27.418,              107846,         3,         3
       217,   10,    8,                7411,                7411,              27.418,              107846,         3,         3
       217,   10,    9,              7620.8,              7620.8,              27.418,              107846,         4,         4
       218,   10,    0,                   0,                   0,              21.117,             84105.3,         1,         2
       218,   10,    1,             1024.51,             1024.51,              21.117,             84105.3,         2,         2
       218,   10,    2,             1953.39,             1953.39,              21.117,             84105.3,         2,         2
       218,   10,    3,             2998.83,             2998.83,              21.117,             84105.3,         2,         2
       218,   10,    4,              3336.1,              3336.1,              21.117,             84105.3,         2,         2
       218,   10,    5,             4123.36,             4123.36,              21.117,             84105.3,         2,         2
       218,   10,    6,             4743.67,             4743.67,              21.117,             84105.3,         2,         2
       218,   10,    7,             5041.72,             5041.72,              21.117,             84105.3,         2,         2
       218,   10,    8,             5706.31,             5706.31,              21.117,             84105.3,         2,         2
       218,   10,    9,             6881.15,             6881.15,              21.117,             84105.3,         4,         4
       219,   10,    0,                   0,                   0,              27.605,               65992,         1,         2
       219,   10,    1,             449.755,             449.755,              27.605,               65992,         2,         2
       219,   10,    2,             4197.27,             4197.27,              27.605,               65992,         4,         4
       219,   10,    3,             4346.48,             4346.48,              27.605,               65992,         4,         4
       219,   10,    4,             6374.85,             6374.85,              27.605,               65992,         3,         3
       219,   10,    5,             6379.14,             6379.14,              27.605,               65992,         5,         5
       219,   10,    6,             6973.74,             6973.74,              27.605,               65992,         3,         3
       219,   10,    7,             7163.52,             7163.52,              27.605,               65992,         2,         2
       219,   10,    8,                7707,                7707,              27.605,               65992,         4,         4
       219,   10,    9,             8029.69,             8029.69,              27.605,               65992,         3,         3
       220,   10,    0,                   0,                   0,              49.816,             98526.7,         1,         2
       220,   10,    1,             1781.02,             1781.02,              49.816,             98526.7,         2,         2
       220,   10,    2,             2459.46,             2459.46,              49.816,             98526.7,         2,         2
       220,   10,    3,             3033.78,             3033.78,              49.816,             98526.7,         2,         2
       220,   10,    4,             4920.37,             4920.37,              49.816,             98526.7,         2,         2
       220,   10,    5,             5723.58,             5723.58,              49.816,             98526.7,         2,         2
       220,   10,    6,             6213.44,             6213.44,              49.816,             98526.7,         3,         3
       220,   10,    7,             6339.32,             6339.32,              49.816,             98526.7,         5,         5
       220,   10,    8,             6399.56,             6399.56,              49.816,             98526.7,         5,         5
       220,   10,    9,             6552.61,             6552.61,              49.816,             98526.7,         4,         4
       221,   10,    0,                   0,                   0,              49.503,              169042,         1,         2
       221,   10,    1,             2394.64,             2394.64,              49.503,              169042,         2,         2
       221,   10,    2,              2477.3,              2477.3,              49.503,              169042,         2,         2
       221,   10,    3,             2624.79,             2624.79,              49.503,              169042,         2,         2
       221,   10,    4,             3590.66,             3590.66,              49.503,              169042,         2,         2
       221,   10,    5,             4555.73,             4555.73,              49.503,              169042,         2,         2
       221,   10,    6,             6270.64,             6270.64,              49.503,              169042,         4,         4
       221,   10,    7,             6674.65,             6674.65,              49.503,              169042,         5,         5
       221,   10,    8,             7196.93,             7196.93,              49.503,              169042,         2,         2
       221,   10,    9,             7422.11,             7422.11,              49.503,              169042,         4,         4
       222,   10,    0,                   0,                   0,              30.105,             68791.8,         1,         2
       222,   10,    1,             2509.95,             2509.95,              30.105,             68791.8,         2,         2
       222,   10,    2,             3294.36,             3294.36,              30.105,             68791.8,         2,         2
       222,   10,    3,             3481.83,             3481.83,              30.105,             68791.8,         3,         3
       222,   10,    4,             3522.92,             3522.92,              30.105,             68791.8,         3,         3
       222,   10,    5,             3895.79,             3895.79,              30.105,             68791.8,         3,         3
       222,   10,    6,             5447.45,             5447.45,              30.105,             68791.8,         4,         4
       222,   10,    7,             5642.53,             5642.53,              30.105,             68791.8,         4,         4
       222,   10,    8,             6110.21,             6110.21,              30.105,             68791.8,         5,         5
       222,   10,    9,             6706.91,             6706.91,              30.105,             68791.8,         3,         3
       223,   10,    0,                   0,                   0,              46.512,              240000,         1,         2
       223,   10,    1,             4373.65,             4373.65,              46.512,              240000,         2,         2
       223,   10,    2,             4692.63,             4692.63,              46.512,              240000,         4,         4
       223,   10,    3,             4696.29,             4696.29,              46.512,              240000,         2,         2
       223,   10,    4,             4758.55,             4758.55,              46.512,              240000,         3,         3
       223,   10,    5,             6192.02,             6192.02,              46.512,              240000,         4,         4
       223,   10,    6,             6307.77,             6307.77,              46.512,              240000,         4,         4
       223,   10,    7,             6438.13,             6438.13,              46.512,              240000,         3,         3
       223,   10,    8,             6880.39,             6880.39,              46.512,              240000,         6,         6
       223,   10,    9,              7046.9,              7046.9,              46.512,              240000,         3,         3
       224,   10,    0,                   0,                   0,              36.482,             54765.1,         1,         2
       224,   10,    1,             315.626,             315.626,              36.482,             54765.1,         2,         2
       224,   10,    2,             2466.71,             2466.71,              36.482,             54765.1,         3,         3
       224,   10,    3,             4179.77,             4179.77,              36.482,             54765.1,         3,         3
       224,   10,    4,             5222.88,             5222.88,              36.482,             54765.1,         3,         3
       224,   10,    5,             5686.32,             5686.32,              36.482,             54765.1,         2,         2
       224,   10,    6,             5996.15,             5996.15,              36.482,             54765.1,         3,         3
       224,   10,    7,             6814.44,             6814.44,              36.482,             54765.1,         4,         4
       224,   10,    8,              6937.8,              6937.8,              36.482,             54765.1,         4,         4
       224,   10,    9,             6942.31,             6942.31,              36.482,             54765.1,         4,         4
       225,   10,    0,                   0,                   0,              78.122,              528894,         1,         2
       225,   10,    1,             4247.83,             4247.83,              78.122,              528894,         2,         2
       225,   10,    2,             6064.41,             6064.41,              78.122,              528894,         3,         3
       225,   10,    3,             6550.12,             6550.12,              78.122,              528894,         3,         3
       225,   10,    4,             7792.51,             7792.51,              78.122,              528894,         4,         4
       225,   10,    5,             8158.62,             8158.62,              78.122,              528894,         4,         4
       225,   10,    6,             8253.83,             8253.83,              78.122,              528894,         3,         3
       225,   10,    7,             8845.36,             8845.36,              78.122,              528894,         4,         4
       225,   10,    8,             9746.41,             9746.41,              78.122,              528894,         3,         3
       225,   10,    9,             9764.24,             9764.24,              78.122,              528894,         4,         4
       226,   10,    0,                   0,                   0,              64.788,              291589,         1,         2
       226,   10,    1,             5734.99,             5734.99,              64.788,              291589,         2,         2
       226,   10,    2,             5764.75,             5764.75,              64.788,              291589,         6,         6
       226,   10,    3,             6061.54,             6061.54,              64.788,              291589,         2,         2
       226,   10,    4,             6778.27,             6778.27,              64.788,              291589,         3,         3
       226,   10,    5,             6944.93,             6944.93,              64.788,              291589,         3,         3
       226,   10,    6,             7052.31,             7052.31,              64.788,              291589,         4,         4
       226,   10,    7,             7633.23,             7633.23,              64.788,              291589,         5,         6
       226,   10,    8,             7725.14,             7725.14,              64.788,              291589,         5,         5
       226,   10,    9,             8645.75,             8645.75,              64.788,              291589,         3,         3
       227,   10,    0,                   0,                   0,              65.767,              370002,         1,         2
       227,   10,    1,             3059.41,             3059.41,              65.767,              370002,         2,         2
       227,   10,    2,             5161.84,             5161.84,              65.767,              370002,         3,         3
       227,   10,    3,             5734.99,             5734.99,              65.767,              370002,         2,         2
       227,   10,    4,             6699.65,             6699.65,              65.767,              370002,         4,         4
       227,   10,    5,             7271.67,             7271.67,              65.767,              370002,         5,         5
       227,   10,    6,             7795.48,             7795.48,              65.767,              370002,         5,         5
       227,   10,    7,             8009.43,             8009.43,              65.767,              370002,         4,         4
       227,   10,    8,             9007.44,             9007.44,              65.767,              370002,         5,         5
       227,   10,    9,             9299.27,             9299.27,              65.767,              370002,         6,         7
       228,   10,    0,                   0,                   0,              29.711,             86099.5,         1,         2
       228,   10,    1,             1029.63,             1029.63,              29.711,             86099.5,         2,         2
       228,   10,    2,             3052.26,             3052.26,              29.711,             86099.5,         3,         3
       228,   10,    3,             4585.22,             4585.22,              29.711,             86099.5,         3,         3
       228,   10,    4,             4723.88,             4723.88,              29.711,             86099.5,         3,         3
       228,   10,    5,             4763.52,             4763.52,              29.711,             86099.5,         3,         3
       228,   10,    6,             4985.91,             4985.91,              29.711,             86099.5,         3,         3
       228,   10,    7,              5190.6,              5190.6,              29.711,             86099.5,         3,         3
