vertices: 3940, polygons: 4498
       idx,    K,order,             dist_ki,           dist_edbt,             cost_ki,           cost_edbt,   vnum_ki, vnum_edbt
       338,   15,    1,             2542.29,             2542.29,               93.68,              468770,         4,         4
       338,   15,    2,             2820.91,             2820.91,               93.68,              468770,         2,         2
       338,   15,    3,             2921.29,             2921.29,               93.68,              468770,         4,         4
       338,   15,    4,             3098.42,             3098.42,               93.68,              468770,         2,         2
       338,   15,    5,             5085.39,             5085.39,               93.68,              468770,         2,         2
       338,   15,    6,             5719.93,             5719.93,               93.68,              468770,         3,         3
       338,   15,    7,             5731.39,             5731.39,               93.68,              468770,         3,         3
       338,   15,    8,             5917.46,             5917.46,               93.68,              468770,         3,         3
       338,   15,    9,             6594.13,             6594.13,               93.68,              468770,         3,         3
       338,   15,   10,             6991.85,             6991.85,               93.68,              468770,         3,         3
       338,   15,   11,             7731.08,             7731.08,               93.68,              468770,         3,         3
       338,   15,   12,             7983.42,             7983.42,               93.68,              468770,         2,         2
       338,   15,   13,             8725.92,             8725.92,               93.68,              468770,         3,         3
       338,   15,   14,             9618.69,             9618.69,               93.68,              468770,         4,         4
       339,   15,    0,                   0,                   0,              49.478,              176886,         1,         2
       339,   15,    1,             687.535,             687.535,              49.478,              176886,         2,         2
       339,   15,    2,             1217.52,             1217.52,              49.478,              176886,         2,         2
       339,   15,    3,             3383.99,             3383.99,              49.478,              176886,         2,         2
       339,   15,    4,             4083.14,             4083.14,              49.478,              176886,         2,         2
       339,   15,    5,             4968.35,             4968.35,              49.478,              176886,         2,         2
       339,   15,    6,             5216.13,             5216.13,              49.478,              176886,         2,         2
       339,   15,    7,             5222.77,             5222.77,              49.478,              176886,         3,         3
       339,   15,    8,             6636.23,             6636.23,              49.478,              176886,         4,         4
       339,   15,    9,             6981.03,             6981.03,              49.478,              176886,         3,         3
       339,   15,   10,             7112.11,             7112.11,              49.478,              176886,         4,         4
       339,   15,   11,             7181.43,             7181.43,              49.478,              176886,         3,         3
       339,   15,   12,             7320.87,             7320.87,              49.478,              176886,         3,         3
       339,   15,   13,             7947.81,             7947.81,              49.478,              176886,         3,         3
       339,   15,   14,             8183.88,             8183.88,              49.478,              176886,         6,         6
       340,   15,    0,                   0,                   0,              33.974,              378988,         1,         2
       340,   15,    1,             1278.79,             1278.79,              33.974,              378988,         2,         2
       340,   15,    2,             1909.26,             1909.26,              33.974,              378988,         2,         2
       340,   15,    3,             2963.98,             2963.98,              33.974,              378988,         3,         3
       340,   15,    4,             3020.96,             3020.96,              33.974,              378988,         3,         3
       340,   15,    5,             3280.15,             3280.15,              33.974,              378988,         2,         2
       340,   15,    6,             3477.28,             3477.28,              33.974,              378988,         2,         2
       340,   15,    7,             4755.96,             4755.96,              33.974,              378988,         2,         2
       340,   15,    8,             4785.58,             4785.58,              33.974,              378988,         3,         3
       340,   15,    9,             4944.05,             4944.05,              33.974,              378988,         2,         2
       340,   15,   10,             6509.35,             6509.35,              33.974,              378988,         2,         2
       340,   15,   11,             6763.52,             6763.52,              33.974,              378988,         4,         4
       340,   15,   12,             7067.49,             7067.49,              33.974,              378988,         3,         3
       340,   15,   13,             7303.71,             7303.71,              33.974,              378988,         4,         4
       340,   15,   14,             7405.23,             7405.23,              33.974,              378988,         2,         2
       341,   15,    0,                   0,                   0,              54.294,              134607,         1,         2
       341,   15,    1,             500.852,             500.852,              54.294,              134607,         2,         2
       341,   15,    2,             3458.36,             3458.36,              54.294,              134607,         4,         4
       341,   15,    3,             4532.86,             4532.86,              54.294,              134607,         2,         2
       341,   15,    4,             4885.15,             4885.15,              54.294,              134607,         4,         4
       341,   15,    5,             5275.53,             5275.53,              54.294,              134607,         4,         4
       341,   15,    6,             5534.39,             5534.39,              54.294,              134607,         3,         3
       341,   15,    7,             7333.92,             7333.92,              54.294,              134607,         4,         4
       341,   15,    8,             8162.25,             8162.25,              54.294,              134607,         3,         3
       341,   15,    9,              9529.4,              9529.4,              54.294,              134607,         4,         4
       341,   15,   10,             9748.27,             9748.27,              54.294,              134607,         4,         4
       341,   15,   11,               10642,               10642,              54.294,              134607,         5,         5
       341,   15,   12,             10878.5,             10878.5,              54.294,              134607,         4,         4
       341,   15,   13,             11477.6,             11477.6,              54.294,              134607,         4,         4
       341,   15,   14,             11961.3,             11961.3,              54.294,              134607,         6,         6
       342,   15,    0,                   0,                   0,              54.022,              188470,         1,         2
       342,   15,    1,             4902.54,             4902.54,              54.022,              188470,         6,         6
       342,   15,    2,             5813.62,             5813.62,              54.022,              188470,         5,         5
       342,   15,    3,             6181.82,             6181.82,              54.022,              188470,         4,         4
       342,   15,    4,             6537.51,             6537.51,              54.022,              188470,         3,         3
       342,   15,    5,             6629.83,             6629.83,              54.022,              188470,         6,         6
       342,   15,    6,             7062.03,             7062.03,              54.022,              188470,         3,         3
       342,   15,    7,             7417.24,             7417.24,              54.022,              188470,         3,         3
       342,   15,    8,             7626.04,             7626.04,              54.022,              188470,         3,         3
       342,   15,    9,             7718.17,             7718.17,              54.022,              188470,         3,         3
       342,   15,   10,             8147.82,             8147.82,              54.022,              188470,         6,         6
       342,   15,   11,             8219.57,             8219.57,              54.022,              188470,         3,         3
       342,   15,   12,             8766.55,             8766.55,              54.022,              188470,         7,         7
       342,   15,   13,             10086.6,             10086.6,              54.022,              188470,         7,         7
       342,   15,   14,             10392.1,             10392.1,              54.022,              188470,         6,         6
       343,   15,    0,                   0,                   0,              48.076,              201943,         1,         2
       343,   15,    1,             143.024,             143.024,              48.076,              201943,         2,         2
       343,   15,    2,             1418.15,             1418.15,              48.076,              201943,         2,         2
       343,   15,    3,             1437.36,             1437.36,              48.076,              201943,         2,         2
       343,   15,    4,             1534.47,             1534.47,              48.076,              201943,         2,         2
       343,   15,    5,             2935.17,             2935.17,              48.076,              201943,         2,         2
       343,   15,    6,             3660.82,             3660.82,              48.076,              201943,         3,         3
       343,   15,    7,             4250.25,             4250.25,              48.076,              201943,         3,         3
       343,   15,    8,             4689.43,             4689.43,              48.076,              201943,         3,         3
       343,   15,    9,             5160.81,             5160.81,              48.076,              201943,         3,         3
       343,   15,   10,             6897.56,             6897.56,              48.076,              201943,         3,         3
       343,   15,   11,             6898.85,             6898.85,              48.076,              201943,         5,         5
       343,   15,   12,             6937.61,             6937.61,              48.076,              201943,         3,         3
       343,   15,   13,             7144.51,             7144.51,              48.076,              201943,         3,         3
       343,   15,   14,             7226.02,             7226.02,              48.076,              201943,         5,         5
       344,   15,    0,                   0,                   0,               58.72,              290431,         1,         2
       344,   15,    1,             1025.58,             1025.58,               58.72,              290431,         3,         3
       344,   15,    2,             1378.35,             1378.35,               58.72,              290431,         2,         2
       344,   15,    3,             3186.99,             3186.99,               58.72,              290431,         3,         3
       344,   15,    4,             3866.79,             3866.79,               58.72,              290431,         2,         2
       344,   15,    5,              3971.9,              3971.9,               58.72,              290431,         4,         4
       344,   15,    6,             4071.15,             4071.15,               58.72,              290431,         2,         2
       344,   15,    7,             5310.83,             5310.83,               58.72,              290431,         5,         5
       344,   15,    8,             6021.07,             6021.07,               58.72,              290431,         4,         4
       344,   15,    9,             6762.86,             6762.86,               58.72,              290431,         4,         4
       344,   15,   10,             6839.05,             6839.05,               58.72,              290431,         3,         3
       344,   15,   11,             7003.92,             7003.92,               58.72,              290431,         4,         4
       344,   15,   12,             7263.89,             7263.89,               58.72,              290431,         3,         3
       344,   15,   13,             8164.21,             8164.21,               58.72,              290431,         4,         4
       344,   15,   14,             8542.73,             8542.73,               58.72,              290431,         4,         4
       345,   15,    0,                   0,                   0,              69.312,              299377,         1,         2
       345,   15,    1,             2325.69,             2325.69,              69.312,              299377,         2,         2
       345,   15,    2,             4067.97,             4067.97,              69.312,              299377,         2,         2
       345,   15,    3,             4754.48,             4754.48,              69.312,              299377,         2,         2
       345,   15,    4,             4968.35,             4968.35,              69.312,              299377,         2,         2
       345,   15,    5,             5163.55,             5163.55,              69.312,              299377,         2,         2
       345,   15,    6,             5988.29,             5988.29,              69.312,              299377,         2,         2
       345,   15,    7,             7339.65,             7339.65,              69.312,              299377,         3,         3
       345,   15,    8,             7823.95,             7823.95,              69.312,              299377,         3,         3
       345,   15,    9,             7967.68,             7967.68,              69.312,              299377,         3,         3
       345,   15,   10,              8193.5,              8193.5,              69.312,              299377,         5,         5
       345,   15,   11,             8311.76,             8311.76,              69.312,              299377,         4,         4
       345,   15,   12,              8336.6,              8336.6,              69.312,              299377,         3,         3
       345,   15,   13,             9120.97,             9120.97,              69.312,              299377,         3,         3
       345,   15,   14,             9333.68,             9333.68,              69.312,              299377,         7,         7
       346,   15,    0,                   0,                   0,              54.605,              187269,         1,         2
       346,   15,    1,             687.535,             687.535,              54.605,              187269,         2,         2
       346,   15,    2,             1549.13,             1549.13,              54.605,              187269,         2,         2
       346,   15,    3,             2700.53,             2700.53,              54.605,              187269,         2,         2
       346,   15,    4,              4207.3,              4207.3,              54.605,              187269,         2,         2
       346,   15,    5,             4754.48,             4754.48,              54.605,              187269,         2,         2
       346,   15,    6,             5748.99,             5748.99,              54.605,              187269,         3,         3
       346,   15,    7,             5760.11,             5760.11,              54.605,              187269,         2,         2
       346,   15,    8,             5953.43,             5953.43,              54.605,              187269,         4,         4
       346,   15,    9,             6429.31,             6429.31,              54.605,              187269,         4,         4
       346,   15,   10,             7634.43,             7634.43,              54.605,              187269,         3,         3
       346,   15,   11,             7707.64,             7707.64,              54.605,              187269,         2,         2
       346,   15,   12,              7847.1,              7847.1,              54.605,              187269,         3,         3
       346,   15,   13,             8389.73,             8389.73,              54.605,              187269,         6,         6
       346,   15,   14,             8601.21,             8601.21,              54.605,              187269,         3,         3
       347,   15,    0,                   0,                   0,              56.905,              247037,         1,         2
       347,   15,    1,             2341.72,             2341.72,              56.905,              247037,         2,         2
       347,   15,    2,             3517.17,             3517.17,              56.905,              247037,         3,         3
       347,   15,    3,             3728.99,             3728.99,              56.905,              247037,         4,         4
       347,   15,    4,             5914.23,             5914.23,              56.905,              247037,         3,         3
       347,   15,    5,             6198.39,             6198.39,              56.905,              247037,         5,         5
       347,   15,    6,             6429.31,             6429.31,              56.905,              247037,         4,         4
       347,   15,    7,             7045.93,             7045.93,              56.905,              247037,         3,         3
       347,   15,    8,             7112.11,             7112.11,              56.905,              247037,         4,         4
       347,   15,    9,             7693.64,             7693.64,              56.905,              247037,         4,         4
       347,   15,   10,             7822.11,             7822.11,              56.905,              247037,         4,         4
       347,   15,   11,              8336.6,              8336.6,              56.905,              247037,         3,         3
       347,   15,   12,                8849,                8849,              56.905,              247037,         3,         3
       347,   15,   13,             9322.66,             9322.66,              56.905,              247037,         3,         3
       347,   15,   14,                9528,                9528,              56.905,              247037,         5,         5
       348,   15,    0,                   0,                   0,              53.604,              499556,         1,         2
       348,   15,    1,              1204.1,              1204.1,              53.604,              499556,         2,         2
       348,   15,    2,             1956.08,             1956.08,              53.604,              499556,         2,         2
       348,   15,    3,             3340.72,             3340.72,              53.604,              499556,         4,         4
       348,   15,    4,                4675,                4675,              53.604,              499556,         2,         2
       348,   15,    5,                5200,                5200,              53.604,              499556,         7,         7
       348,   15,    6,             6026.94,             6026.94,              53.604,              499556,         2,         2
       348,   15,    7,             6410.34,             6410.34,              53.604,              499556,         3,         3
       348,   15,    8,             6770.79,             6770.79,              53.604,              499556,         5,         5
       348,   15,    9,             6872.77,             6872.77,              53.604,              499556,         4,         4
       348,   15,   10,             7053.85,             7053.85,              53.604,              499556,         3,         3
       348,   15,   11,             7310.03,             7310.03,              53.604,              499556,         2,         2
       348,   15,   12,             7387.12,             7387.12,              53.604,              499556,         2,         2
       348,   15,   13,             7470.51,             7470.51,              53.604,              499556,         7,         7
       348,   15,   14,             8029.35,             8029.35,              53.604,              499556,         4,         4
       349,   15,    0,                   0,                   0,              70.884,              260750,         1,         2
       349,   15,    1,             3193.86,             3193.86,              70.884,              260750,         2,         2
       349,   15,    2,             4813.17,             4813.17,              70.884,              260750,         3,         3
       349,   15,    3,             5162.92,             5162.92,              70.884,              260750,         3,         3
       349,   15,    4,             5201.15,             5201.15,              70.884,              260750,         4,         4
       349,   15,    5,             6335.86,             6335.86,              70.884,              260750,         6,         6
       349,   15,    6,             7164.42,             7164.42,              70.884,              260750,         4,         4
       349,   15,    7,              7673.1,              7673.1,              70.884,              260750,         3,         3
       349,   15,    8,             8311.36,             8311.36,              70.884,              260750,         4,         4
       349,   15,    9,             9329.22,             9329.22,              70.884,              260750,         4,         4
       349,   15,   10,             10017.2,             10017.2,              70.884,              260750,         4,         5
       349,   15,   11,               11020,               11020,              70.884,              260750,         5,         6
       349,   15,   12,             11192.9,             11192.9,              70.884,              260750,         4,         5
       349,   15,   13,             11393.1,             11393.1,              70.884,              260750,         4,         4
       349,   15,   14,             11661.3,             11661.3,              70.884,              260750,         5,         5
       350,   15,    0,                   0,                   0,             115.096,              539816,         1,         2
       350,   15,    1,             1831.56,             1831.56,             115.096,              539816,         3,         3
       350,   15,    2,             3276.77,             3276.77,             115.096,              539816,         2,         2
       350,   15,    3,             4144.12,             4144.12,             115.096,              539816,         2,         2
       350,   15,    4,             5898.14,             5898.14,             115.096,              539816,         4,         4
       350,   15,    5,             6400.32,             6400.32,             115.096,              539816,         2,         2
       350,   15,    6,             6418.82,             6418.82,             115.096,              539816,         5,         5
       350,   15,    7,             6826.51,             6826.51,             115.096,              539816,         4,         4
       350,   15,    8,             8125.54,             8125.54,             115.096,              539816,         4,         4
       350,   15,    9,             8253.45,             8253.45,             115.096,              539816,         4,         4
       350,   15,   10,             9105.31,             9105.31,             115.096,              539816,         3,         3
       350,   15,   11,             9582.06,             9582.06,             115.096,              539816,         2,         2
       350,   15,   12,             9837.08,             9837.08,             115.096,              539816,         7,         7
       350,   15,   13,             10250.4,             10250.4,             115.096,              539816,         6,         6
       350,   15,   14,             10691.5,             10691.5,             115.096,              539816,         8,         8
       351,   15,    0,                   0,                   0,              40.915,              149839,         1,         2
       351,   15,    1,             389.134,             389.134,              40.915,              149839,         2,         2
       351,   15,    2,             554.633,             554.633,              40.915,              149839,         2,         2
       351,   15,    3,              3310.5,              3310.5,              40.915,              149839,         2,         2
       351,   15,    4,             3482.66,             3482.66,              40.915,              149839,         3,         3
       351,   15,    5,             4720.89,             4720.89,              40.915,              149839,         4,         4
       351,   15,    6,             5232.45,             5232.45,              40.915,              149839,         2,         2
       351,   15,    7,             5300.21,             5300.21,              40.915,              149839,         2,         2
       351,   15,    8,             7086.29,             7086.29,              40.915,              149839,         3,         3
       351,   15,    9,             7531.32,             7531.32,              40.915,              149839,         2,         2
       351,   15,   10,             7905.18,             7905.18,              40.915,              149839,         2,         2
       351,   15,   11,             8791.09,             8791.09,              40.915,              149839,         4,         4
       351,   15,   12,             9008.53,             9008.53,              40.915,              149839,         2,         2
       351,   15,   13,             9650.43,             9650.43,              40.915,              149839,         2,         2
       351,   15,   14,             9828.97,             9828.97,              40.915,              149839,         5,         5
       352,   15,    0,                   0,                   0,               24.85,             85713.6,         1,         2
       352,   15,    1,             654.417,             654.417,               24.85,             85713.6,         2,         2
       352,   15,    2,             1948.72,             1948.72,               24.85,             85713.6,         2,         2
       352,   15,    3,             2856.06,             2856.06,               24.85,             85713.6,         2,         2
       352,   15,    4,             3232.78,             3232.78,               24.85,             85713.6,         2,         2
       352,   15,    5,             3945.04,             3945.04,               24.85,             85713.6,         4,         4
       352,   15,    6,             4372.18,             4372.18,               24.85,             85713.6,         2,         2
       352,   15,    7,             5594.11,             5594.11,               24.85,             85713.6,         3,         3
       352,   15,    8,             5643.49,             5643.49,               24.85,             85713.6,         2,         2
       352,   15,    9,             5767.53,             5767.53,               24.85,             85713.6,         2,         2
       352,   15,   10,             5853.43,             5853.43,               24.85,             85713.6,         3,         3
       352,   15,   11,             5973.11,             5973.11,               24.85,             85713.6,         4,         4
       352,   15,   12,             6440.49,             6440.49,               24.85,             85713.6,         4,         4
       352,   15,   13,             6449.58,             6449.58,               24.85,             85713.6,         2,         2
       352,   15,   14,             6641.43,             6641.43,               24.85,             85713.6,         4,         4
       353,   15,    0,                   0,                   0,              42.369,              118974,         1,         2
       353,   15,    1,             1790.29,             1790.29,              42.369,              118974,         2,         2
       353,   15,    2,             2466.71,             2466.71,              42.369,              118974,         3,         3
       353,   15,    3,             2716.66,             2716.66,              42.369,              118974,         3,         3
       353,   15,    4,             4349.42,             4349.42,              42.369,              118974,         3,         3
       353,   15,    5,             4472.78,             4472.78,              42.369,              118974,         3,         3
       353,   15,    6,             4860.63,             4860.63,              42.369,              118974,         3,         3
       353,   15,    7,             5934.03,             5934.03,              42.369,              118974,         5,         5
       353,   15,    8,              6037.7,              6037.7,              42.369,              118974,         4,         4
       353,   15,    9,              7319.6,              7319.6,              42.369,              118974,         4,         4
       353,   15,   10,             7531.06,             7531.06,              42.369,              118974,         3,         3
       353,   15,   11,             7567.41,             7567.41,              42.369,              118974,         3,         3
       353,   15,   12,             7787.66,             7787.66,              42.369,              118974,         7,         7
       353,   15,   13,             8635.54,             8635.54,              42.369,              118974,         4,         4
       353,   15,   14,             8878.83,             8878.83,              42.369,              118974,         4,         4
       354,   15,    0,                   0,                   0,              81.377,              538719,         1,         2
       354,   15,    1,             443.054,             443.054,              81.377,              538719,         2,         2
       354,   15,    2,             2151.83,             2151.83,              81.377,              538719,         4,         4
       354,   15,    3,             4510.74,             4510.74,              81.377,              538719,         5,         5
       354,   15,    4,             5037.36,             5037.36,              81.377,              538719,         6,         6
       354,   15,    5,             5112.68,             5112.68,              81.377,              538719,         4,         4
       354,   15,    6,             5437.36,             5437.36,              81.377,              538719,         5,         5
       354,   15,    7,              5730.6,              5730.6,              81.377,              538719,         8,         8
       354,   15,    8,             6043.06,             6043.06,              81.377,              538719,         2,         2
       354,   15,    9,             6642.01,             6642.01,              81.377,              538719,         4,         4
       354,   15,   10,             6762.91,             6762.91,              81.377,              538719,         3,         3
       354,   15,   11,             6831.83,             6831.83,              81.377,              538719,         7,         7
       354,   15,   12,             7081.36,             7081.36,              81.377,              538719,         6,         6
       354,   15,   13,             7441.46,             7441.46,              81.377,              538719,         4,         4
       354,   15,   14,             7735.63,             7735.63,              81.377,              538719,         7,         7
       355,   15,    0,                   0,                   0,              93.034,              294892,         1,         2
       355,   15,    1,             656.129,             656.129,              93.034,              294892,         2,         2
       355,   15,    2,             6904.32,             6904.32,              93.034,              294892,         4,         4
       355,   15,    3,             7448.18,             7448.18,              93.034,              294892,         4,         4
       355,   15,    4,             7823.95,             7823.95,              93.034,              294892,         3,         3
       355,   15,    5,             8312.15,             8312.15,              93.034,              294892,         4,         4
       355,   15,    6,              8961.6,              8961.6,              93.034,              294892,         4,         4
       355,   15,    7,             9074.61,             9074.61,              93.034,              294892,         3,         3
       355,   15,    8,             9752.99,             9752.99,              93.034,              294892,         2,         2
       355,   15,    9,             11805.3,             11805.3,              93.034,              294892,         3,         3
       355,   15,   10,             11988.9,             11988.9,              93.034,              294892,         4,         4
       355,   15,   11,             12110.3,             12110.3,              93.034,              294892,         4,         4
       355,   15,   12,             12255.6,             12255.6,              93.034,              294892,         5,         5
       355,   15,   13,             12559.2,             12559.2,              93.034,              294892,         3,         3
       355,   15,   14,             12749.6,             12749.6,              93.034,              294892,         3,         3
       356,   15,    0,                   0,                   0,              56.814,              127479,         1,         2
       356,   15,    1,             2645.18,             2645.18,              56.814,              127479,         2,         2
       356,   15,    2,             2788.01,             2788.01,              56.814,              127479,         2,         2
       356,   15,    3,             3950.15,             3950.15,              56.814,              127479,         2,         2
       356,   15,    4,             4336.17,             4336.17,              56.814,              127479,         5,         5
       356,   15,    5,             5714.47,             5714.47,              56.814,              127479,         3,         3
       356,   15,    6,             6920.54,             6920.54,              56.814,              127479,         4,         4
       356,   15,    7,             7277.95,             7277.95,              56.814,              127479,         5,         5
       356,   15,    8,             7333.92,             7333.92,              56.814,              127479,         4,         4
       356,   15,    9,             8029.94,             8029.94,              56.814,              127479,         5,         5
       356,   15,   10,             8541.18,             8541.18,              56.814,              127479,         4,         4
       356,   15,   11,             8731.17,             8731.17,              56.814,              127479,         5,         5
       356,   15,   12,             10208.3,             10208.3,              56.814,              127479,         4,         4
       356,   15,   13,             10527.2,             10527.2,              56.814,              127479,         5,         5
       356,   15,   14,             11161.5,             11161.5,              56.814,              127479,         7,         7
       357,   15,    0,                   0,                   0,              55.826,              281085,         1,         2
       357,   15,    1,             4032.08,             4032.08,              55.826,              281085,         5,         5
       357,   15,    2,             4150.96,             4150.96,              55.826,              281085,         5,         5
       357,   15,    3,              4207.8,              4207.8,              55.826,              281085,         3,         3
       357,   15,    4,             4689.43,             4689.43,              55.826,              281085,         3,         3
       357,   15,    5,             4767.27,             4767.27,              55.826,              281085,         3,         3
       357,   15,    6,             5262.64,             5262.64,              55.826,              281085,         3,         3
       357,   15,    7,             5310.83,             5310.83,              55.826,              281085,         5,         5
       357,   15,    8,             5417.66,             5417.66,              55.826,              281085,         3,         3
       357,   15,    9,             5461.87,             5461.87,              55.826,              281085,         3,         3
       357,   15,   10,             5464.39,             5464.39,              55.826,              281085,         5,         5
       357,   15,   11,             6125.51,             6125.51,              55.826,              281085,         6,         6
       357,   15,   12,             6828.01,             6828.01,              55.826,              281085,         6,         6
       357,   15,   13,             7212.66,             7212.66,              55.826,              281085,         6,         6
       357,   15,   14,             7512.95,             7512.95,              55.826,              281085,         5,         5
       358,   15,    0,                   0,                   0,              53.845,              276616,         1,         2
       358,   15,    1,                1420,                1420,              53.845,              276616,         2,         2
       358,   15,    2,              1603.5,              1603.5,              53.845,              276616,         2,         2
       358,   15,    3,             3618.81,             3618.81,              53.845,              276616,         2,         2
       358,   15,    4,             4755.85,             4755.85,              53.845,              276616,         2,         2
       358,   15,    5,             5201.58,             5201.58,              53.845,              276616,         2,         2
       358,   15,    6,             5204.73,             5204.73,              53.845,              276616,         3,         3
       358,   15,    7,             6174.16,             6174.16,              53.845,              276616,         3,         3
       358,   15,    8,             6645.71,             6645.71,              53.845,              276616,         3,         3
       358,   15,    9,             7350.92,             7350.92,              53.845,              276616,         2,         2
       358,   15,   10,              7798.2,              7798.2,              53.845,              276616,         2,         2
       358,   15,   11,             8090.24,             8090.24,              53.845,              276616,         3,         3
       358,   15,   12,             8592.22,             8592.22,              53.845,              276616,         4,         4
       358,   15,   13,             8657.82,             8657.82,              53.845,              276616,         2,         2
       358,   15,   14,             10067.3,             10067.3,              53.845,              276616,         3,         3
       359,   15,    0,                   0,                   0,              91.313,              372653,         1,         2
       359,   15,    1,             1995.19,             1995.19,              91.313,              372653,         3,         3
       359,   15,    2,             2663.29,             2663.29,              91.313,              372653,         2,         2
       359,   15,    3,             2960.04,             2960.04,              91.313,              372653,         2,         2
       359,   15,    4,             3523.51,             3523.51,              91.313,              372653,         3,         3
       359,   15,    5,             5162.92,             5162.92,              91.313,              372653,         3,         3
       359,   15,    6,             5927.26,             5927.26,              91.313,              372653,         5,         5
       359,   15,    7,             6736.59,             6736.59,              91.313,              372653,         3,         3
       359,   15,    8,                6837,                6837,              91.313,              372653,         6,         6
       359,   15,    9,             7257.58,             7257.58,              91.313,              372653,         3,         3
       359,   15,   10,             7710.08,             7710.08,              91.313,              372653,         4,         4
       359,   15,   11,             8513.66,             8513.66,              91.313,              372653,         5,         5
       359,   15,   12,             8728.72,             8728.72,              91.313,              372653,         4,         4
       359,   15,   13,             9342.44,             9342.44,              91.313,              372653,         7,         7
       359,   15,   14,             9980.65,             9980.65,              91.313,              372653,         5,         5
       360,   15,    0,                   0,                   0,              57.067,              172106,         1,         2
       360,   15,    1,             1866.31,             1866.31,              57.067,              172106,         2,         2
       360,   15,    2,             2655.13,             2655.13,              57.067,              172106,         2,         2
       360,   15,    3,             2926.35,             2926.35,              57.067,              172106,         2,         2
       360,   15,    4,             3434.72,             3434.72,              57.067,              172106,         3,         3
       360,   15,    5,             3921.04,             3921.04,              57.067,              172106,         2,         2
       360,   15,    6,             4528.41,             4528.41,              57.067,              172106,         5,         6
       360,   15,    7,             5192.82,             5192.82,              57.067,              172106,         2,         2
       360,   15,    8,             5813.62,             5813.62,              57.067,              172106,         5,         5
       360,   15,    9,              5917.2,              5917.2,              57.067,              172106,         5,         5
       360,   15,   10,             6255.71,             6255.71,              57.067,              172106,         5,         6
       360,   15,   11,             7314.57,             7314.57,              57.067,              172106,         4,         4
       360,   15,   12,             7750.92,             7750.92,              57.067,              172106,         5,         5
       360,   15,   13,             8800.28,             8800.28,              57.067,              172106,         3,         3
       360,   15,   14,             9644.83,             9644.83,              57.067,              172106,         3,         3
       361,   15,    0,                   0,                   0,              68.511,              282027,         1,         2
       361,   15,    1,             2974.94,             2974.94,              68.511,              282027,         3,         3
       361,   15,    2,             3814.76,             3814.76,              68.511,              282027,         3,         3
       361,   15,    3,             3830.15,             3830.15,              68.511,              282027,         3,         3
       361,   15,    4,             4702.36,             4702.36,              68.511,              282027,         3,         3
