k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
4,4,59199.7,31575.4,262456,164398,136326,136243,106023,61,74598,72397,278381,273636,28467,23308,26377,734,23817,0,23308,26377,734,19391,3752,336361,403593,169618,369040,6,7532
4,4,25520.3,3572.68,32958,27605.3,18170.6,23673,14256,34,11441,11074,59748,58518,5736,4310,4640,75,4046,0,4310,4640,75,2594,461,336361,403593,169618,369040,6,7532
4,4,80863.6,58554,406433,224616,204118,188884,160141,85,113886,110710,401187,395048,38687,29273,33762,1195,30723,0,29273,33762,1195,26302,5315,336361,403593,169618,369040,6,7532
4,4,31154.9,4868.34,65019.2,34986.7,27947,28342,21150,38,15267,14791,99125,97214,9883,6250,6844,134,6065,0,6250,6844,134,4601,800,336361,403593,169618,369040,6,7532
4,4,60587.2,20794.6,326641,96983.3,68574.2,81910,52613,26,52048,50588,339718,333973,33716,12731,15221,318,13676,0,12731,15221,318,10634,2886,336361,403593,169618,369040,6,7532
4,4,41837.5,9303.48,56901.6,54839.6,50461.4,45574,39629,55,24333,23645,93252,91576,9614,9646,10350,277,9129,0,9646,10348,277,7748,986,336361,403593,169618,369040,6,7532
4,4,76167.3,50409.7,341374,207066,151526,176242,117640,10,104931,102217,360516,354826,36019,25145,31976,741,29301,0,25145,31976,741,21086,7538,336361,403593,169618,369040,6,7532
4,4,66769.5,33231.2,377554,150446,130495,126771,104482,71,77216,75002,368179,362155,35675,21207,24329,777,22026,0,21207,24329,777,18739,3738,336361,403593,169618,369040,6,7532
4,4,71001.4,62687.7,228584,340375,207575,285263,151813,67,130137,126689,270467,266124,27749,42442,48826,1636,44410,0,42429,48792,1622,28131,7503,336361,403593,169618,369040,6,7532
4,4,54106.4,30474.2,189956,150408,113908,126558,88349,66,75053,72953,225365,221363,23243,21234,24214,690,21780,0,21234,24214,690,15955,3590,336361,403593,169618,369040,6,7532
