K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
5,5,52169.9,19012.9,68105.2,60446.7,53454,17,38713,37527,30161,87718,86008,80946,8968,414237,4773,5823,4713,56,11966,5159,1230,10,3622
5,5,49752.3,28489.5,47360.8,89285.1,80622,42,54428,52824,42810,71421,70058,65517,7222,326172,6998,8449,7056,152,19466,7578,1660,10,3622
5,5,42422.3,10335.4,60086.8,119993,106793,23,29247,28269,22208,87037,85225,78530,8676,371284,10366,11766,9517,201,27808,10547,1764,10,3622
5,5,53619.3,27576.7,61607.4,105342,94707,26,56788,55165,45024,80838,79304,74443,8120,375942,7835,9562,8058,185,22914,8632,1952,10,3622
5,5,41632.6,31220.5,14528.4,87587.9,78591,30,53900,52222,42464,27031,26421,24388,2688,108555,6132,7818,6599,126,17678,7090,1872,10,3622
5,5,23297.2,12416.8,11759.9,21229.6,19055,16,29271,28338,22829,22511,21945,19340,1813,76541,1631,1968,1543,18,3360,1760,400,10,3622
5,5,37257.7,17080.1,42225.7,48496.1,43435,29,32283,31238,25025,55391,54091,50207,5440,239811,4183,4900,3942,60,10975,4364,868,10,3622
5,5,34069.1,9337.46,33696.7,39248,35403,6,23833,23081,18082,54217,52966,47632,5066,207218,2929,3712,2953,36,6877,3329,878,10,3622
5,5,59326.5,25450.4,67872,90586.6,81049,16,55004,53376,43591,91141,89415,84121,9180,435552,6832,8577,7220,131,19019,7725,1947,10,3622
5,5,67879.8,27952.1,83834.5,165360,147521,26,60585,58734,47670,104151,102211,96140,10774,513742,12435,15453,12903,234,36888,13989,3424,10,3622
5,5,69133.1,26266.5,88217.6,188008,168575,14,56021,54300,44047,112123,110120,104071,11476,571652,13448,16136,13517,362,39283,14532,3111,10,3622
5,5,48953.6,21273.8,74297,124867,111459,28,44045,42732,34290,94271,92326,85973,9454,431723,10811,11628,9475,328,31582,10333,1155,10,3622
5,5,63348,41085,61316.8,153135,135835,55,82623,80429,66744,85468,83960,78736,8668,406731,10886,13160,11257,302,34019,11916,2562,10,3622
5,5,65817.3,42770.3,55489.9,204160,179665,30,74028,71759,59397,79885,78341,73272,8520,390486,15872,19067,16382,500,56959,17413,3672,10,3622
5,5,43744.4,25627.6,29527.8,99530.9,88044,17,50563,49026,39749,46012,45006,41780,4711,200170,8416,9136,7482,247,24765,8107,982,10,3622
5,5,54414.2,29728.4,64394.8,111816,99026,39,59978,58325,47350,74190,72842,68159,7479,342395,8056,9854,8321,206,22947,8897,2016,10,3622
5,5,62046.1,39940.8,91693.6,170311,148936,22,46660,45205,36274,102163,100235,94344,10479,495273,10763,12888,10580,228,29246,11545,2512,10,3622
5,5,30396.9,11355.2,22177.3,40959.4,36859,28,28815,27833,22257,38863,37916,34380,3688,147936,3396,3934,3148,87,8739,3497,666,10,3622
5,5,55385.7,21065.1,87390.8,134038,118544,41,47795,46309,37301,112818,110550,104162,11491,551233,11097,13167,11047,383,33296,11929,2426,10,3622
5,5,24061.1,12910.8,12146.5,22976.7,20878,27,29145,28197,22723,24136,23527,20894,1999,84594,2183,2451,1859,22,5020,2170,358,10,3622
5,5,51029.2,30071.3,76139.6,95620.1,81578,42,52661,50989,41461,98458,96417,90168,10163,474395,8636,9363,7644,235,26528,8367,1011,10,3622
5,5,35494.8,14350.8,28171.9,37117.7,33468,31,31750,30726,24384,39968,39109,35716,3913,155508,2542,3435,2788,29,5916,3098,992,10,3622
5,5,16571.7,11378.2,3932.2,13403.8,12310,14,28006,27130,21647,9976,9696,8354,692,29833,1084,1337,1005,3,2282,1167,288,10,3622
5,5,34686.6,18315.9,16701.8,42442.4,38326,18,35072,33970,27416,30349,29665,26983,2847,119097,3082,3778,3012,41,7689,3376,811,10,3622
5,5,42015.8,16422.4,41633.4,70698.6,62316,29,36673,35497,28656,59907,58534,54766,5990,270380,6227,7167,5859,138,17653,6398,1154,10,3622
5,5,17144.1,10307,5221.27,14811.9,13404,12,25269,24476,19573,11003,10699,9188,759,33273,1018,1193,884,13,2041,1040,214,10,3622
5,5,50866.1,26957.3,68563.2,103285,90576,30,52385,50694,41343,88665,86835,81251,9051,425503,9689,10786,8828,257,27613,9632,1430,10,3622
5,5,36411,9328.95,42115.5,55345.4,49443,38,24174,23341,18252,62745,61383,55664,6048,252910,4584,5326,4253,101,12056,4760,903,10,3622
5,5,22581.3,13274.1,11285.6,22464.4,20371,19,24218,23417,18545,21085,20547,18065,1798,70788,2050,2365,1823,48,4669,2073,390,10,3622
5,5,35298.9,20192.7,42303.8,38079.8,33693,20,33717,32613,26295,54735,53452,49111,5434,227020,3088,3702,2926,20,7634,3315,734,10,3622
5,5,67945.1,37905.1,113505,167152,146689,68,78951,76466,62299,123362,121022,114394,13111,642013,13225,15441,12979,456,43188,14075,2635,10,3622
5,5,33714.3,11612.6,28755.1,27971.3,25296,21,25608,24804,19716,42452,41504,37937,3978,164636,2069,2726,2217,46,4587,2410,736,10,3622
5,5,49035,31843.9,82368.9,96147.1,82944,46,50167,48514,39368,92107,90166,83973,9261,432786,8682,9139,7331,282,25335,8143,767,10,3622
5,5,33599.4,13292.8,35066.3,46852.8,41724,6,30083,29060,23192,51336,50121,45479,4996,203003,3672,4429,3515,55,9565,3979,906,10,3622
5,5,34365.8,17609,28847.6,59302.4,52883,37,35781,34627,28063,43348,42284,38673,4146,170810,4879,5747,4631,95,12414,5157,1037,10,3622
5,5,72150.9,33187,94382,223258,199191,22,64999,62922,51239,110770,108770,102539,11464,562634,15630,18939,16056,375,48726,17142,3804,10,3622
5,5,40852.3,11397.7,57006.1,103470,92375,31,28278,27286,21300,80634,78944,72548,8041,338940,8737,9710,7783,186,23671,8694,1283,10,3622
5,5,62569.3,37849.3,61569.8,140776,126081,36,79079,76918,63697,86047,84504,79371,8740,408467,10173,11949,10152,266,31447,10758,2053,10,3622
5,5,65371.3,28466.3,100101,279885,247335,54,56110,54363,43516,114317,112226,106160,11638,584839,23362,26293,21982,615,73141,23563,3631,10,3622
5,5,67682.8,39726.3,90733.5,251600,221637,55,79691,77482,63514,114976,112844,106651,11804,588115,20497,23149,19505,505,66909,20848,3258,10,3622
5,5,54626.4,29300.3,52402.1,105156,95296,6,54570,52853,43011,66138,64761,60614,6884,306709,7242,9302,7776,191,21023,8481,2300,10,3622
5,5,55196,23637.8,83868.2,188992,164710,43,44523,43160,34430,105964,103905,97955,10744,513870,15689,17409,14347,404,47367,15629,2216,10,3622
5,5,28657.7,8656.49,27109.5,30010.6,26516,16,18738,18100,13917,36148,35309,31522,3148,131271,2620,3057,2383,42,5838,2690,534,10,3622
5,5,60873.2,34323.3,74700.8,129323,113478,25,65351,63505,52272,90633,88953,83629,9244,433394,9272,11440,9755,240,28990,10353,2421,10,3622
5,5,68867.5,30390.9,113874,300159,262920,58,60644,58790,47303,115980,113930,107812,11759,602982,23716,26872,22486,606,72654,24067,3838,10,3622
5,5,67161.3,40387.3,107799,310193,267177,50,76976,74739,61458,113472,111383,105370,11523,579305,23968,26750,22772,687,81149,24058,3474,10,3622
5,5,26684,22293.5,14952.9,28767.1,25592,18,44356,43034,35244,22894,22332,20410,2117,90676,2332,2529,1946,25,5481,2223,283,10,3622
5,5,58321.3,38499.1,75523.6,143240,125737,22,63119,61163,50483,85355,83644,78229,8968,419022,11786,13787,11443,306,34862,12447,2401,10,3622
5,5,37504.7,17726,48168.9,60373.4,53815,29,31550,30494,24385,66360,64876,58905,6429,266103,5848,6566,5228,133,14898,5837,918,10,3622
