K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
1,40083.7,64638,20732.6,17675,24,1881,92282,86446,9703,446274,99,2829,2198,38,8399,0,0.0008967
1,43847.8,57624.8,34399.4,29192,29,1749,92258,86538,9985,450596,159,4921,3960,97,15849,0,0.0008967
1,11448.3,3198.94,706.703,629,4,227,7477,6358,473,23506,11,100,55,0,155,0,0.0008967
1,38949.5,48013.5,16995.2,14541,13,1317,69891,64907,7442,329500,79,2436,1877,28,6848,0,0.0008967
1,15716.4,6240.74,3691.55,3226,20,380,13828,12158,1053,46627,31,554,408,5,1279,0,0.0008967
1,9802.8,1465.39,545.037,479,5,110,3248,2686,163,11158,11,89,55,0,156,0,0.0008967
1,50072.8,76731,46559.6,39574,33,2161,115142,108624,12518,586769,200,6754,5561,146,21563,0,0.0008967
1,42051.7,80007.5,19919.9,17151,41,2465,120307,111679,12606,571681,93,2858,2146,68,7690,0,0.0008967
1,47605.7,60043.6,60442,52281,58,1993,96387,89672,10087,477811,251,7517,6135,288,23502,0,0.0008967
1,31273.4,37800.3,20412.7,17413,32,1236,58924,54131,5963,250013,91,3007,2428,66,8371,0,0.0008967
1,31332.7,44716.8,24594.5,20996,31,1549,71364,65203,7200,304535,124,3529,2801,96,10634,0,0.0008967
1,48874.2,77494.4,39631,34365,32,2221,111293,104280,11843,573732,158,5119,4068,119,15638,0,0.0008967
1,38672.5,40444.7,33446.4,28735,48,1474,68493,63659,7249,321278,160,4788,3850,148,14156,0,0.0008967
1,42576.1,79342,17018.1,14688,46,2502,120637,112001,12663,574780,79,2443,1840,42,6478,0,0.0008967
1,45606,64442.3,21292.6,18301,20,1790,95308,89515,9980,470885,96,2924,2200,47,8687,0,0.0008967
1,3068.3,104.493,303.667,265,6,22,329,217,3,622,12,55,25,0,68,0,0.0008967
1,31272.3,35416.6,18873.8,16237,28,1179,56108,51629,5610,236862,97,2636,2074,52,7245,0,0.0008967
1,52705.9,108106,69854,59565,62,2557,131918,123928,14087,691966,294,9704,8083,301,33709,0,0.0008967
1,35127,60299.2,19925.5,17052,32,1934,90906,82796,9027,395641,107,2879,2258,76,8781,0,0.0008967
1,22979.4,10083.3,4436.03,3844,5,530,21627,19581,1902,80659,33,697,493,2,1519,0,0.0008967
