         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
        10,   51426.6,   69166.6,    139967,    411268,     29344,    373405,     32814,      7756,    263216,    262439,    932267,1.14668e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   70301.6,    107424,    216995,    602314,     43277,    544570,     48834,     11514,    343468,    350477,1.09414e+06,1.45264e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   57906.3,   90893.2,    170827,    708811,     46322,    641399,     51686,     11690,    294904,    295240,    767438,1.2521e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,     59128,    105747,    225509,    617374,     40736,    562885,     46412,     11282,    207207,    240832,    746394,1.11587e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   77675.1,    137130,    222749,    567640,     39656,    502327,     43976,      9816,    440109,    408692,1.23443e+06,1.63952e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   89428.3,    187647,    308381,    910254,     64355,    798172,     72613,     16429,    479691,    438109,1.40912e+06,1.86773e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,     50185,   51523.7,    115932,    383112,     27935,    349103,     31085,      7194,    279305,    298357,    853430, 1.185e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   50790.9,   57322.9,    134873,    606873,     38223,    558969,     42132,      9496,    311503,    286153,    839558,1.18439e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   47837.5,   54953.8,    126720,    421214,     30250,    386485,     33541,      7795,    196267,    230219,    710405,1.04393e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   68684.2,    121523,    216221,    612276,     40784,    553493,     47189,     11999,    349377,    332866,1.00905e+06,1.42636e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   61695.6,    104872,    213381,    880193,     53541,    806580,     62250,     15863,    295066,    276915,    916575,1.34651e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   71871.4,    151080,    265220,    986465,     62968,    890771,     69221,     14499,    239263,    262895,    867838,1.40172e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,     57315,   70881.9,    147233,    462948,     33761,    420351,     38363,      9354,    331445,    323881,    947853,1.27913e+06,    449266,    413370,    188905,    374639,        15,      8385
        10,   50941.3,   64669.4,    150973,    537613,     35142,    494128,     39511,      9286,    212638,    245754,    751645,1.12006e+06,    449266,    413370,    188905,    374639,        15,      8385
