K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
7,7,59721.9,21180.6,110413,102725,86051,23,45333,43984,36017,148545,145884,137805,15262,776302,13425,16991,14250,303,38540,15366,3994,8,5299
7,7,69840.9,19394.6,120253,188758,157540,68,46794,45491,36443,155011,152302,143895,16269,839390,25129,30254,25711,643,82748,27317,5835,8,5299
7,7,33099.6,6934.12,52658.3,33580.2,27402,49,18517,17896,14258,76730,75054,68747,7641,320882,5848,6546,5244,172,16068,5839,922,8,5299
7,7,36154,7667.84,55911.6,60147.7,50162,29,20799,20112,15744,94710,92765,84631,9363,406098,8768,10588,8720,174,23517,9468,2121,8,5299
7,7,65067,23057.2,137443,151972,126769,46,57871,56163,46327,180144,176961,168427,18778,995102,20283,25640,22146,629,66818,23244,5973,8,5299
7,7,67563.3,36860.7,165696,190431,160412,67,73989,71929,59333,206040,202330,192133,21108,1141062,23496,28467,24424,806,81845,25844,5656,8,5299
7,7,56026.7,18361.7,179161,165566,143327,22,48738,47359,38571,202516,198829,189162,20357,1089554,18970,24205,20646,548,59829,22066,5797,8,5299
7,7,69739.2,37699.1,168282,195393,167057,13,72753,70657,58402,212468,208845,199748,22077,1221404,22947,30502,26490,725,74587,27932,8220,8,5299
7,7,48545.7,8675.23,150251,89724,75995,51,26447,25612,20188,186570,182953,170069,18699,890751,13202,16143,13357,381,37912,14637,3364,8,5299
7,7,78063,47974.1,188284,259229,219518,82,102001,99245,82789,225966,222168,211679,23296,1316751,31061,38189,33228,1186,113861,34854,7983,8,5299
7,7,39791.2,8342.27,74607.7,48538.8,39400,46,20931,20246,16100,112429,110177,101690,11386,508286,8975,10326,8487,338,26479,9294,1657,8,5299
7,7,78753.8,52554.2,182681,241808,205072,76,104236,101380,84880,224779,220972,210819,23200,1311562,29150,35518,30739,1114,107272,32391,7199,8,5299
7,7,88613.3,77320.4,212398,395881,338846,81,144738,140857,119329,247442,243479,232203,25028,1488830,44160,53917,47574,1696,171541,49390,10937,8,5299
7,7,78131.4,50405.1,184931,267836,227764,86,105559,102659,86053,227962,224126,213556,23614,1334116,31580,39665,34605,1080,114427,36305,8957,8,5299
7,7,50930.3,10262.2,89778,107202,90872,7,28329,27400,21808,135543,132936,125612,14471,692299,14562,17259,14258,342,42395,15479,3155,8,5299
7,7,54375.8,17085.9,136765,142860,119784,58,40577,39355,31774,183112,179638,169872,18592,966225,18965,21698,18383,689,62094,19545,3303,8,5299
7,7,54437.1,16034.2,156344,120119,100427,59,38731,37532,30226,183339,179859,170086,18733,964944,16395,19533,16492,454,52105,17672,3654,8,5299
7,7,45782,12399.1,89804.5,59385.1,49865,32,28467,27623,22394,120968,118653,110577,12412,568448,9272,11433,9419,230,26212,10322,2468,8,5299
7,7,66434.3,32554.9,102151,163677,135729,50,72563,70649,59161,131126,128912,121328,14112,701596,23963,28432,24804,761,85566,25819,5088,8,5299
7,7,44440,12569.5,104498,85578.3,72701,53,31868,30906,24758,147586,144655,134704,14922,692050,11186,13003,10577,293,31725,11621,2175,8,5299
7,7,73398.8,35409.7,168851,217287,183139,69,76837,74641,62012,205929,202440,193324,21587,1191619,25835,33499,29243,923,91572,30676,8439,8,5299
7,7,54224.1,18751.6,72688.7,98765.8,80002,43,46932,45569,37282,114618,112542,106134,12183,578158,16156,18631,15900,430,55528,16872,2928,8,5299
7,7,66720.8,31512.2,161027,156080,129041,70,67009,65080,53909,206026,202361,192574,21428,1153710,20741,25197,21533,738,68924,22949,5060,8,5299
7,7,52298.8,8784.1,113935,70583.6,56182,39,24191,23455,18789,157403,154493,146182,16676,812176,13132,14826,12312,374,43032,13242,2096,8,5299
7,7,39243.8,11698.9,61717.4,49888.7,43118,8,25971,25187,20387,95977,94124,87314,9709,435076,6086,7928,6579,148,16515,7201,2054,8,5299
7,7,60165.4,28057,92224.2,96359.9,80058,36,58426,56948,47589,128515,126232,118816,13751,671590,15166,18184,15510,344,48666,16416,3432,8,5299
7,7,89104.9,42618.7,195722,339971,293167,92,93380,90685,74531,247652,243784,233132,24899,1510017,35780,45648,39653,1171,139913,41986,10893,8,5299
7,7,55946.1,21563,139005,130314,109347,37,48209,46816,38708,172634,169424,160925,17984,916071,17962,20924,17748,507,59580,18863,3462,8,5299
7,7,54487.5,12984.8,100365,90112.6,74931,50,32144,31217,25417,138212,135685,128236,14133,705498,12890,15736,13349,400,39890,14198,3233,8,5299
7,7,72766.4,43566.4,89474.5,214199,178543,79,89731,87244,72789,130959,128750,121121,13861,705341,29648,34739,30246,1027,111063,31593,5882,8,5299
7,7,63063.1,18366.9,170671,134581,111635,67,48238,46781,37942,200253,196667,187234,20785,1107428,18011,22451,19142,555,58030,20391,5010,8,5299
7,7,69713.4,15430.8,113174,168039,141224,65,42928,41635,33432,153532,150874,142674,16185,826596,22216,27900,23853,534,70995,25269,6333,8,5299
7,7,47676.1,14725.4,108312,101402,85570,49,39007,37761,30791,159479,156322,145973,16257,770557,14841,16901,14010,477,46690,15233,2552,8,5299
