K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
8,46529.5,58658.6,167683,148070,32,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,50628.9,58658.6,167683,148070,33,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,53626.8,58658.6,167683,148070,39,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,65000.7,58658.6,167683,148070,8,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,66506.2,58658.6,167683,148070,22,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,72365.8,58658.6,167683,148070,11,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,72369,58658.6,167683,148070,27,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,82936.5,58658.6,167683,148070,60,1687,75502,70844,8053,368647,458,18309,15619,419,40056,4889,0.00449438
8,9314.4,55960.4,109366,95377,4,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,23525.6,55960.4,109366,95377,21,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,36102.4,55960.4,109366,95377,23,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,45297.1,55960.4,109366,95377,20,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,46774,55960.4,109366,95377,24,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,61419.2,55960.4,109366,95377,26,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,63384.8,55960.4,109366,95377,57,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,67237,55960.4,109366,95377,26,1751,76405,72507,7979,371970,340,13731,11716,309,33301,3216,0.00449438
8,19100.9,39755.4,38710.6,33898,5,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,19423.5,39755.4,38710.6,33898,9,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,26804.8,39755.4,38710.6,33898,5,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,26830.8,39755.4,38710.6,33898,7,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,31407.8,39755.4,38710.6,33898,10,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,36569.8,39755.4,38710.6,33898,23,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,37842.7,39755.4,38710.6,33898,28,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,54648.5,39755.4,38710.6,33898,30,1435,59931,56236,6195,273361,179,5324,4355,75,10874,1196,0.00449438
8,24845.4,50494.6,66250,58105,13,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,26479.9,50494.6,66250,58105,24,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,34282.1,50494.6,66250,58105,11,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,38622.6,50494.6,66250,58105,5,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,39564.6,50494.6,66250,58105,11,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,48144.5,50494.6,66250,58105,16,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,48723.8,50494.6,66250,58105,22,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,65703.3,50494.6,66250,58105,20,1659,71523,67397,7693,340527,234,7986,6631,82,16221,2112,0.00449438
8,20218.3,48264,80758.6,69831,11,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,24317.8,48264,80758.6,69831,12,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,29143.2,48264,80758.6,69831,14,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,44785.5,48264,80758.6,69831,10,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,45921.3,48264,80758.6,69831,21,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,56219.9,48264,80758.6,69831,32,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,57420.6,48264,80758.6,69831,29,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,60564.4,48264,80758.6,69831,23,1579,66542,62329,7018,305982,300,10709,8997,161,24102,2447,0.00449438
8,3848.93,26297,57201.8,48931,4,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,7097.04,26297,57201.8,48931,4,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,15803.8,26297,57201.8,48931,13,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,20598.4,26297,57201.8,48931,12,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,33343.4,26297,57201.8,48931,17,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,49070.5,26297,57201.8,48931,30,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,52621.3,26297,57201.8,48931,40,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,62721,26297,57201.8,48931,42,1020,42591,39488,4297,188382,245,8237,6944,165,18449,1848,0.00449438
8,14360.3,79498.9,143047,121303,7,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,30387.2,79498.9,143047,121303,14,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,41801.4,79498.9,143047,121303,14,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,43350.3,79498.9,143047,121303,19,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,44675.8,79498.9,143047,121303,15,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,71664.5,79498.9,143047,121303,45,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,76513.8,79498.9,143047,121303,46,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,79603.7,79498.9,143047,121303,65,2076,96307,92670,10448,500205,482,19454,16840,565,53666,4006,0.00449438
8,15643.2,36175,84298.1,74676,9,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,23517.8,36175,84298.1,74676,22,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,26952.2,36175,84298.1,74676,20,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,32122.5,36175,84298.1,74676,26,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,35278.8,36175,84298.1,74676,34,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,43145.2,36175,84298.1,74676,13,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,46964.2,36175,84298.1,74676,40,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,48963,36175,84298.1,74676,13,1392,57520,53678,5941,253783,248,9746,8141,178,21886,2339,0.00449438
8,26709.7,82111.7,200718,169781,3,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,39053.9,82111.7,200718,169781,19,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,49302,82111.7,200718,169781,23,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,51673,82111.7,200718,169781,28,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,57782,82111.7,200718,169781,19,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,81936.4,82111.7,200718,169781,59,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,85414,82111.7,200718,169781,51,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,92925.7,82111.7,200718,169781,71,2205,103748,100723,11598,572405,615,26551,23410,776,76272,6263,0.00449438
8,23484,76300.9,194024,168606,12,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,46959.2,76300.9,194024,168606,22,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,54884.6,76300.9,194024,168606,37,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,58297,76300.9,194024,168606,19,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,59922.2,76300.9,194024,168606,27,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,86280.7,76300.9,194024,168606,41,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,91971.8,76300.9,194024,168606,42,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,92799.5,76300.9,194024,168606,70,2079,99939,95637,10897,530317,596,24475,21410,736,70077,5059,0.00449438
8,3508.77,41214.7,45178.1,40199,5,1581,66847,61373,6736,277265,176,5391,4311,57,9283,1489,0.00449438
