k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
4,4,62373.1,51395.9,253948,253759,203799,219767,164603,33,110329,107271,265550,261031,25894,28135,30523,619,27462,0,28135,30523,619,20714,3222,371863,397733,164164,364230,8,7257
4,4,48601.2,37324.4,122252,113317,86518.8,100210,72564,25,84904,82556,167564,164576,17105,11885,13833,293,12368,0,11885,13833,293,9432,2312,371863,397733,164164,364230,8,7257
4,4,55391.7,60277.8,123598,235968,162057,209338,134603,59,128693,125366,173914,170972,17576,24303,27583,754,24802,0,24303,27583,754,16104,3934,371863,397733,164164,364230,8,7257
4,4,25375,20602.1,29869.7,34198.9,19906.4,30811,16861,10,47025,45658,55955,54718,5275,3463,4067,59,3641,0,3463,4067,59,1992,740,371863,397733,164164,364230,8,7257
4,4,37940.2,16563,64233.8,35977,26769.4,31894,22657,27,40723,39477,96502,94609,9999,4049,4573,61,4063,0,4049,4573,61,3058,662,371863,397733,164164,364230,8,7257
4,4,77529,81953.7,314864,241075,202142,210236,167063,56,158305,154288,322402,317346,32300,27004,29400,740,26478,0,27004,29400,740,22110,3109,371863,397733,164164,364230,8,7257
4,4,44640.4,35362.1,159902,65765.4,46621.7,58957,39791,9,72459,70395,205361,201458,21556,6665,7918,111,7069,0,6665,7918,111,4888,1489,371863,397733,164164,364230,8,7257
4,4,53833.7,34534.4,210910,157028,134754,136421,111890,61,78660,76411,253605,249117,25254,18279,19913,549,17824,0,18279,19913,549,14571,2156,371863,397733,164164,364230,8,7257
4,4,53926.5,36923.1,217897,184459,157055,161421,130879,22,77231,75024,255587,251029,24937,20836,22635,550,20213,0,20836,22635,550,16674,2445,371863,397733,164164,364230,8,7257
4,4,36221.8,14982.1,97892.9,50103.1,34663.4,44061,28766,24,38467,37319,135443,132727,13395,5362,6092,53,5445,0,5362,6089,53,3777,894,371863,397733,164164,364230,8,7257
4,4,59559.7,66166.7,124159,262628,183753,230337,149295,66,130351,127027,179799,176826,18209,28398,31929,932,28739,0,28388,31887,928,18463,4226,371863,397733,164164,364230,8,7257
4,4,35264.7,17905.8,37800.5,56002.5,30849.9,50479,25992,7,43962,42630,65582,64271,6717,5070,6393,105,5758,0,5070,6389,105,3058,1489,371863,397733,164164,364230,8,7257
4,4,75548.6,64726,295296,245852,219493,213980,180654,87,129860,126363,320228,315118,31654,26849,29800,809,26985,0,26849,29800,809,22468,3661,371863,397733,164164,364230,8,7257
4,4,51048,48041.1,83918.3,147243,112350,129530,93421,35,101275,98425,126696,124350,12919,16000,18103,532,16352,0,16000,18103,532,11686,2637,371863,397733,164164,364230,8,7257
4,4,76525.5,90406.4,218158,195755,145037,176030,123424,7,169282,164684,267644,263401,26509,16962,21329,528,19512,0,16962,21329,528,13898,4900,371863,397733,164164,364230,8,7257
4,4,83382.2,143172,217429,569153,481797,492000,397002,21,266762,260238,273901,269722,26901,59555,65335,2323,59050,0,59555,65335,2323,48308,7308,371863,397733,164164,364230,8,7257
4,4,43504.2,31278.9,111324,133983,65787.3,120201,53850,10,74778,72737,161043,158047,16287,12772,15015,241,13368,0,12783,15018,244,6243,2612,371863,397733,164164,364230,8,7257
4,4,85942.4,89908.9,287799,355973,297886,314145,251760,17,179618,174741,331930,326859,32944,34681,40366,1131,36820,0,34681,40366,1131,28727,6716,371863,397733,164164,364230,8,7257
4,4,72008.9,72040,211492,197192,140210,177000,119641,13,145760,141692,266444,262139,26494,17407,21173,441,19172,0,17407,21173,441,13863,4344,371863,397733,164164,364230,8,7257
4,4,34782.7,20455.5,79812.7,82222.2,65272.2,73240,55613,47,49638,48256,124252,121699,12329,8634,9647,213,8613,0,8634,9647,213,6476,1285,371863,397733,164164,364230,8,7257
4,4,30393.4,17078.6,27946.3,27539.7,18146.2,24666,15381,18,40508,39340,53355,52226,5229,2987,3485,38,3095,0,2987,3485,38,1975,598,371863,397733,164164,364230,8,7257
4,4,37650.7,24848.9,100975,119162,81179.7,107105,68940,18,61660,59944,138512,135851,14008,11405,13353,288,11953,0,11405,13353,288,7604,2271,371863,397733,164164,364230,8,7257
4,4,42169.7,31345,140010,90878.2,61153.5,81212,51602,19,69166,67166,189747,186062,19492,9338,10775,185,9685,0,9338,10775,185,6328,1751,371863,397733,164164,364230,8,7257
4,4,40992.4,27380.9,101802,98309.9,66052,87716,55255,22,66395,64517,149405,146607,15141,10155,11781,227,10533,0,10155,11781,227,6957,1939,371863,397733,164164,364230,8,7257
4,4,42866,20657.9,154032,108839,92273.8,95063,76868,73,51741,50172,201201,197364,20519,13632,14488,363,12922,0,13632,14488,363,10623,1248,371863,397733,164164,364230,8,7257
4,4,38935.6,17908.5,107944,61607.9,47770.9,54417,40394,23,46284,44887,161002,157800,16423,6897,7788,116,6966,0,6897,7788,116,5309,1123,371863,397733,164164,364230,8,7257
4,4,68627.1,69543.7,262866,164055,137526,144535,115316,30,130292,126753,293014,288212,29683,16832,19355,469,17465,0,16832,19355,469,13851,3013,371863,397733,164164,364230,8,7257
4,4,38295.7,21552.2,82052.3,59031.5,51324.6,51723,43213,43,46661,45351,117828,115519,12052,7267,7839,190,6999,0,7267,7839,190,5877,772,371863,397733,164164,364230,8,7257
4,4,43983.6,41110.9,151741,87706.8,60730.9,78880,51426,9,83825,81481,196961,193253,20713,7968,9693,155,8702,0,7968,9690,155,5839,1990,371863,397733,164164,364230,8,7257
4,4,59513,39833.7,252715,145959,128325,126593,106103,66,86988,84689,283199,278409,28352,17104,18170,360,16243,0,17104,18170,360,13900,1516,371863,397733,164164,364230,8,7257
4,4,63947.1,43243.2,245474,181315,163070,157523,133233,70,94913,92288,288176,283374,28174,20964,22639,574,20308,0,20964,22639,574,16828,2248,371863,397733,164164,364230,8,7257
4,4,48728.7,24570.6,95363.9,62359.6,50189.7,55370,42778,33,56429,54770,129193,126880,13525,6434,7274,151,6467,0,6431,7269,149,5152,1046,371863,397733,164164,364230,8,7257
4,4,35892.5,23606.6,88637.8,101042,52016.1,90058,42060,42,58749,56940,133324,130703,13224,10435,11438,261,10223,0,10451,11455,261,4531,1364,371863,397733,164164,364230,8,7257
4,4,43099.4,28370.6,132750,91908.2,73548.2,82093,62533,19,66764,64875,176710,173302,17550,9568,10975,217,9831,0,9568,10975,217,7298,1734,371863,397733,164164,364230,8,7257
4,4,48818.1,41582.1,83540.5,139004,106942,121588,89228,32,89736,87137,116924,114729,12067,13638,15397,426,13886,0,13638,15397,426,9915,2223,371863,397733,164164,364230,8,7257
4,4,58435.3,59993.9,145624,164020,145460,143353,120272,55,102960,100255,186796,183691,18437,17180,18869,522,16903,0,17180,18869,522,14755,2151,371863,397733,164164,364230,8,7257
4,4,45699.4,41817.1,166735,180137,110641,158119,89638,47,95524,92805,182652,179305,18911,17673,18946,506,16983,0,17673,18946,506,10355,1796,371863,397733,164164,364230,8,7257
4,4,39808.8,32061.1,115439,113231,56999.7,102100,47062,11,71006,68959,146372,143565,14571,10223,11808,147,10471,0,10223,11808,147,5259,1924,371863,397733,164164,364230,8,7257
4,4,47689.4,41328.2,106830,159612,105768,140430,85894,51,84177,81763,148854,146045,15009,16569,18573,465,16737,0,16569,18563,465,10617,2510,371863,397733,164164,364230,8,7257
4,4,58004.5,218717,162661,463709,272857,404494,219424,49,144676,140849,197529,194168,20112,30830,34451,971,31013,0,30830,34451,971,18223,4478,371863,397733,164164,364230,8,7257
4,4,64377.9,149041,340342,451858,360124,372093,289961,44,155594,151423,250687,246432,25513,27191,30094,967,27155,0,27191,30094,967,21694,3699,371863,397733,164164,364230,8,7257
4,4,34349.3,27677.4,109931,87558.8,69319.5,77915,58626,43,46549,45236,112988,110738,11535,7789,8398,227,7503,0,7789,8398,227,5841,840,371863,397733,164164,364230,8,7257
4,4,61483.9,83830.7,331344,379647,279535,332972,228469,40,113879,110689,257973,253557,25491,29239,32001,775,28842,0,29282,32058,785,19123,3619,371863,397733,164164,364230,8,7257
4,4,74145.6,114727,390642,516635,469067,458072,397091,74,194116,189087,261420,257180,26011,39312,43801,1508,39607,0,39312,43801,1508,33593,5548,371863,397733,164164,364230,8,7257
4,4,69110.7,89475.1,258662,170841,149848,151332,127629,9,143814,139942,281206,276562,28657,16871,19708,582,17837,0,16871,19708,582,15354,3349,371863,397733,164164,364230,8,7257
4,4,50489.6,52397.9,213695,236991,158849,207424,130744,46,90685,88081,207591,203841,20403,21244,23788,573,21461,0,21244,23788,573,13555,3191,371863,397733,164164,364230,8,7257
4,4,33522.9,25130,44814.8,42778,36235.1,38340,31223,6,45354,44109,61559,60256,6157,3655,4440,38,3991,0,3655,4440,38,3097,901,371863,397733,164164,364230,8,7257
4,4,50953.1,44405.6,191246,194691,108282,173140,86564,17,93437,90946,194260,190850,20065,17656,19613,508,17562,0,17750,19715,527,9303,2473,371863,397733,164164,364230,8,7257
4,4,50545.8,52282.7,89398.5,169973,117807,146983,97612,36,98121,95291,130119,127692,13199,15949,17851,540,16119,0,15949,17851,540,11379,2433,371863,397733,164164,364230,8,7257
4,4,36386.5,30305.3,58307.7,75692.8,44496.5,67450,36536,16,66606,64693,82269,80656,8619,7813,8936,199,7988,0,7813,8936,199,4671,1391,371863,397733,164164,364230,8,7257
4,4,34410.9,30850.2,88190.2,116734,51708.4,104752,41082,43,60929,59092,121731,119291,12122,10276,11301,216,10057,0,10276,11301,216,4072,1365,371863,397733,164164,364230,8,7257
4,4,36109.8,19451.8,108942,84218.2,44030.6,74544,35469,37,48901,47462,135860,133177,13549,9175,10155,245,9040,0,9175,10155,245,4561,1271,371863,397733,164164,364230,8,7257
4,4,65601.1,56336.5,256617,237293,203823,204933,168001,81,115335,112173,287139,282395,28070,26377,28438,772,25492,0,26377,28438,772,21412,2836,371863,397733,164164,364230,8,7257
4,4,52984.9,27217.6,95361.1,73370.3,57682,65478,49189,26,63413,61607,133319,130979,13957,7351,8643,157,7718,0,7351,8643,157,6098,1520,371863,397733,164164,364230,8,7257
4,4,56585.2,42494.1,86154.9,92723.7,80192.5,82787,68988,4,83115,80894,120958,118872,12502,8580,10678,200,9683,0,8580,10678,200,7670,2354,371863,397733,164164,364230,8,7257
4,4,49487.8,37665.7,195267,86700.4,58792.8,77577,49453,8,83747,81351,231280,226982,24562,7661,9020,175,8055,0,7661,9020,175,6013,1622,371863,397733,164164,364230,8,7257
4,4,26325.5,15510,39915.5,38752.2,23570.7,34564,19528,33,38140,37018,62799,61450,6113,4403,4874,75,4319,0,4349,4820,75,2602,626,371863,397733,164164,364230,8,7257
4,4,40420.7,33609.2,123392,186859,141057,163681,113776,64,64675,62722,142217,139416,14330,19767,21096,643,18804,0,19767,21096,643,12597,1970,371863,397733,164164,364230,8,7257
4,4,36933.8,19414.2,115421,83372.4,68128.4,74000,57762,38,48638,47208,143785,140890,14248,8956,9947,234,8851,0,8956,9947,234,6896,1280,371863,397733,164164,364230,8,7257
4,4,48731.4,37990.2,209647,135295,110666,119865,93628,21,75003,72854,222620,218496,21935,13903,16069,349,14440,0,13903,16069,349,10811,2611,371863,397733,164164,364230,8,7257
4,4,38611.2,25893.1,101490,77139.3,66311.7,68226,55945,45,53970,52483,135753,133175,13583,8512,9616,167,8586,0,8512,9616,167,6250,1348,371863,397733,164164,364230,8,7257
4,4,45898.6,39703.2,129177,133149,90877.1,118530,75530,18,80927,78689,165586,162574,16965,12162,14245,244,12744,0,12616,14726,345,8354,2506,371863,397733,164164,364230,8,7257
4,4,60457.9,84334.7,150614,217041,156834,190187,127293,65,156841,152811,202894,199500,21651,23654,25876,786,23187,0,23654,25876,786,14221,2913,371863,397733,164164,364230,8,7257
4,4,71524.3,106351,197894,393672,351183,342096,290821,98,194764,189852,233929,230149,24154,43342,44807,1357,40028,0,43342,44807,1357,31678,2588,371863,397733,164164,364230,8,7257
4,4,52383,43535.8,134217,126560,106809,110660,89892,40,87137,84775,172846,169843,17522,13107,14583,380,13026,0,13107,14583,380,10891,1873,371863,397733,164164,364230,8,7257
4,4,28819,15594.7,50791.4,45689.5,29338.2,40675,24438,34,38591,37502,77451,75790,7530,5231,5818,136,5181,0,5231,5818,136,3247,764,371863,397733,164164,364230,8,7257
4,4,57078.4,37982.7,87676.5,92430.7,77293.1,82839,66569,4,83011,80778,122675,120552,12656,8174,10272,194,9337,0,8174,10272,194,7426,2346,371863,397733,164164,364230,8,7257
4,4,60127.8,47014.5,261934,153773,130758,132847,107841,63,93120,90656,286998,282131,28786,17399,18134,417,16157,0,17399,18134,417,13995,1194,371863,397733,164164,364230,8,7257
4,4,58470.7,70676.6,167392,185291,122896,162706,100555,64,145490,141766,200271,196883,21158,19145,20855,577,18580,0,19145,20855,577,11789,2271,371863,397733,164164,364230,8,7257
4,4,33118.4,18654.1,56782.1,51092.7,43301.2,44759,36458,30,45777,44498,88532,86747,8867,5970,6358,116,5672,0,5970,6358,116,4707,559,371863,397733,164164,364230,8,7257
4,4,55021.4,59589.2,177391,220038,178562,192031,146178,47,119554,116225,214124,210350,22391,22401,24586,777,22161,0,22401,24586,777,16077,2840,371863,397733,164164,364230,8,7257
4,4,45489.9,25492.8,64514.3,61130.6,42957.6,54849,36461,4,56745,55072,95668,93940,9839,5275,6830,113,6189,0,5154,6639,111,3812,1666,371863,397733,164164,364230,8,7257
4,4,29497.6,18801.7,24882.3,36185.4,20805.9,32385,17413,6,42777,41581,48268,47257,4720,3364,4204,38,3777,0,3364,4204,38,2173,943,371863,397733,164164,364230,8,7257
4,4,52630.7,46567.1,232417,104334,85283.5,91993,71600,16,90442,87897,248321,243812,26123,10230,11881,236,10647,0,10107,11722,231,7930,1948,371863,397733,164164,364230,8,7257
