K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
5,5,56386.4,42163,55498.4,171386,155360,11,93218,90578,75483,81330,79852,74817,8411,398800,12256,15580,13202,332,37778,14150,3692,10,5576
5,5,47213.9,26033.9,110111,135967,122403,42,62623,60860,49996,134226,131717,123257,13972,653134,11755,13577,11398,326,37390,12188,2187,10,5576
5,5,48975.3,24167.4,74292.5,82077.3,74965,8,49638,48153,39108,107871,105825,99551,10850,522795,5831,7751,6394,90,15099,7000,2116,10,5576
5,5,66765.4,44668.4,166852,190786,171393,49,94474,91740,75931,199373,195962,186877,20421,1123264,14958,18103,15489,495,51686,16525,3569,10,5576
5,5,76021.4,112675,130176,416780,371807,89,208379,202717,172305,178109,175158,165482,18610,1008022,33417,39743,34639,1334,129624,36494,7261,10,5576
5,5,36935.1,23957.2,37775.8,66414.3,60157,41,50280,48696,39508,60750,59450,55118,6336,277915,5762,6800,5574,145,15360,6099,1245,10,5576
5,5,70268.7,74017.7,124326,340267,306587,33,158029,153497,128396,173277,170281,161058,18146,958485,26704,31511,26973,823,89024,28690,5599,10,5576
5,5,22160.5,29589.6,13660.6,14491.8,13317,8,55435,53957,45371,26081,25462,23068,2337,99665,928,1133,841,0,2050,998,238,10,5576
5,5,42775.8,26215.9,68326.9,141218,127402,44,62668,60778,49744,99148,97161,90652,10257,490528,12692,14504,12047,428,38857,13091,2236,10,5576
5,5,48718.2,39553.9,98606.2,198429,179689,36,89154,86499,71214,129240,126752,118164,13172,650158,14562,17547,14786,465,45454,15986,3447,10,5576
5,5,50797.2,31992.3,94883.9,138006,124834,34,73023,70948,58620,132631,130176,122334,13918,661499,10371,12683,10723,256,32116,11428,2633,10,5576
5,5,37148,16679.5,80529.9,66806.7,60331,43,39745,38560,30963,108102,105824,96662,10313,469521,5915,6842,5607,102,16926,6090,1104,10,5576
5,5,82903.1,115703,137562,456013,401615,54,214819,209215,178170,177665,174864,165011,18166,1003629,41021,45991,40046,1711,156499,41643,6055,10,5576
5,5,41827.4,16395.5,104892,63282.3,56979,39,41756,40509,32661,141246,138366,127365,13798,639459,5890,6699,5494,84,16924,5990,983,10,5576
5,5,43896.4,24101.4,91149.2,117079,106608,20,63858,62005,50209,127642,125286,117542,13352,624949,10275,12104,9720,182,26528,10845,2161,10,5576
