K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
2,2,36579.1,54060.1,118446,12979.4,11457,17,90473,88027,74155,128004,125608,116856,13071,600964,1477,1430,1045,7,3255,1228,10,8,7532
2,2,17468.9,96151.7,8568.28,7853.88,7146,26,152971,149216,128098,14447,14150,12603,1307,56091,785,798,581,5,1804,686,39,8,7532
2,2,40863.2,114314,89554.1,47095.6,41201,34,176973,172442,147546,104634,102544,95325,10445,516643,4863,4899,3865,87,13819,4310,181,8,7532
2,2,42060,120242,87647.9,78942.8,69762,33,196410,191500,164347,102557,100556,93622,10324,514639,7262,7519,6064,127,22605,6665,465,8,7532
2,2,42262.4,52543.9,134861,22585.9,20081,21,91141,88724,74928,149909,147237,138445,15559,759853,2371,2319,1736,32,5856,1994,35,8,7532
2,2,34981.4,35698.9,105221,53263.6,46731,44,73047,71053,59194,124830,122400,113356,12695,570398,5253,5154,4168,160,15601,4544,52,8,7532
2,2,22774.8,37571.2,21710.5,6968.34,6280,9,71010,69016,57307,33048,32297,29315,3104,124591,707,736,522,5,1328,637,61,8,7532
2,2,20873.1,62397,21589.6,15021.7,13475,30,108043,105081,89053,32669,31870,28772,3001,128883,1548,1579,1198,19,4188,1378,72,8,7532
2,2,31153.1,35237.9,78371.6,55965.6,49630,39,64054,62267,51638,102402,100415,91767,10127,436184,5255,5265,4199,150,16194,4665,159,8,7532
2,2,51537.4,136340,111905,164904,144571,55,193990,189055,162668,135878,133480,126060,14346,705335,15040,15297,12832,547,49804,13637,673,8,7532
2,2,11841.9,60240.7,5260.96,3097.68,2800,13,104080,101384,85669,11112,10825,9321,758,34890,357,371,249,3,620,306,27,8,7532
2,2,41563.9,57084.1,50075.9,4666.37,4161,3,92054,89415,75171,65303,64046,59585,7155,316815,516,540,363,0,856,445,43,8,7532
2,2,15418.9,87141.8,7123.14,4494.1,4036,26,139802,136282,116361,13130,12846,11385,1092,51788,518,514,365,4,1182,437,14,8,7532
2,2,37616.1,22277.2,125011,63631.5,55866,55,52195,50642,41345,144042,141230,131002,14649,667129,6440,6429,5058,158,16999,5682,213,8,7532
2,2,31067.7,111163,44312.2,62296.3,55555,5,166813,162450,138720,63779,62448,58060,6461,317276,5537,5920,4726,101,15672,5305,570,8,7532
2,2,21387.9,33805,13182.7,8318.01,7560,4,60050,58274,48340,23829,23279,21038,2220,88558,719,783,551,0,1473,670,92,8,7532
2,2,39587.5,38493.7,59852.6,30087.4,27112,11,73627,71471,58873,77711,76196,71358,8136,378838,2663,2787,2076,26,6044,2450,224,8,7532
2,2,13603.8,55421.1,7806.08,2834.78,2567,10,91639,89157,74855,14713,14310,12422,1127,49395,318,328,209,2,548,273,25,8,7532
2,2,53116.9,106488,141958,61042.8,54106,17,158281,154305,132448,160088,157340,148686,16723,855121,5929,6106,4842,139,17415,5379,358,8,7532
2,2,33919,79002.1,69237.8,32939.8,29373,44,133842,130274,110397,93172,91219,84558,9474,425796,3447,3467,2677,58,9023,3044,123,8,7532
2,2,34010.8,24289.6,101468,86995,78202,43,50167,48605,39404,121245,118705,109184,12200,538273,7156,7346,5709,179,19126,6488,426,8,7532
2,2,15899.6,83207,9081.63,5069.63,4507,27,137269,133717,114122,15390,15026,13426,1307,61592,552,538,373,3,1168,457,6,8,7532
2,2,25747.9,32792.4,36217.3,21853,19664,18,59401,57667,47334,54256,53077,48641,5104,216594,2039,2156,1623,39,4263,1907,203,8,7532
2,2,15493.6,57081.1,11487,10459.1,9659,4,100377,97744,82726,20967,20437,17943,1652,70668,868,1033,790,15,1711,922,198,8,7532
2,2,33595,47460.1,91381,12998.4,11627,21,83245,80922,67824,114733,112551,104068,11670,518526,1441,1384,980,7,3277,1187,4,8,7532
2,2,19955.7,95927.7,8246.08,11574,10415,22,157075,153231,131799,14856,14527,12966,1337,57706,1207,1239,941,15,2744,1076,70,8,7532
