k,order,dist,cost_polyanya,cost_ki,cost_hi,cost_hi2,h_cost,h_cost2,vnum,gen_poly,push_poly,gen_ki,push_ki,prune_ki,gen_hi,push_hi,prune_hi,hcall,reevaluate,gen_hi2,push_hi2,prune_hi2,hcall2,reevaluate2,precost,gen_pre,edgecnt,damcnt,pts,polys
8,8,65470.9,18028.6,291245,207128,183349,165277,133912,40,41634,40374,283646,278865,28285,34109,40372,1012,36511,0,34109,40372,1012,28669,7261,370025,378256,158601,346139,8,6974
8,8,114750,84065.2,565198,626660,549049,505973,397940,127,161698,157384,471033,464506,44606,92961,114994,3610,106012,0,92961,114994,3610,88274,24389,370025,378256,158601,346139,8,6974
8,8,92633.8,40363.1,357166,293493,265023,229270,191092,94,88733,86296,384712,379002,36716,51019,61976,1813,56481,0,51149,62134,1847,49720,12335,370025,378256,158601,346139,8,6974
8,8,97860.2,48397.3,524151,374351,332544,292194,236170,123,81372,79038,440858,434291,42288,59497,70705,2219,64678,0,59497,70705,2219,55746,12821,370025,378256,158601,346139,8,6974
8,8,74605.2,29902.9,384800,239098,224273,180368,158692,80,63077,61300,371673,365650,36197,48223,54396,1500,49175,0,48223,54396,1500,41942,7482,370025,378256,158601,346139,8,6974
8,8,97538.3,76400.9,541393,605252,510268,475540,354607,112,139737,136084,444342,437782,41833,91072,107618,3771,98494,0,91442,108145,3875,84433,18986,370025,378256,158601,346139,8,6974
8,8,88440.1,41474.9,385988,242201,217053,190949,152604,90,74554,72552,356375,351019,34207,42986,51773,1625,47111,0,42986,51773,1625,41195,9902,370025,378256,158601,346139,8,6974
8,8,96056.2,68035.6,478682,374077,365976,276758,254490,84,109771,106835,404482,398544,39359,70095,81789,2481,74543,0,70123,81814,2488,66853,13432,370025,378256,158601,346139,8,6974
8,8,82536.3,26421.4,291549,299534,224096,248665,171799,30,63882,62072,325380,320352,31627,40794,53181,1263,48594,0,40794,53181,1263,38787,13531,370025,378256,158601,346139,8,6974
8,8,121639,99452.8,579811,586551,558492,467303,388558,149,167662,163139,493238,486607,45727,86413,105591,3271,97275,0,86413,105591,3271,83932,21347,370025,378256,158601,346139,8,6974
8,8,104097,65287.6,557926,364552,357337,285685,250549,120,109523,106684,452013,445488,41822,58368,70442,2463,64435,0,58368,70442,2463,58043,13571,370025,378256,158601,346139,8,6974
8,8,80215.6,34346.9,362932,269660,252342,198784,175649,60,71814,69888,367819,362000,35561,51385,59393,1812,53717,0,51385,59393,1812,46891,9321,370025,378256,158601,346139,8,6974
8,8,99992.3,32627.1,517900,265725,242051,207852,171205,53,63194,61411,415551,409587,40371,47496,56410,1550,51283,0,47496,56410,1550,45188,10183,370025,378256,158601,346139,8,6974
8,8,91151.9,49143.3,430483,384555,324485,284311,225757,62,94819,92238,400729,394701,38968,63979,71803,2160,65153,0,63979,71803,2160,57497,9471,370025,378256,158601,346139,8,6974
8,8,77385.7,28044.6,303836,225289,210094,182772,151152,89,62085,60320,304539,299722,30410,39577,48262,1359,43914,0,39577,48261,1359,36433,9777,370025,378256,158601,346139,8,6974
8,8,78745.6,27187.6,218713,358549,288360,296236,227214,5,64371,62664,259299,255350,25044,39099,52295,1317,47909,0,39099,52295,1317,39623,14218,370025,378256,158601,346139,8,6974
8,8,117656,77048.5,501057,539265,528758,428434,394956,129,152280,148129,471428,464853,43132,85559,104929,3413,96253,0,85559,104929,3413,90048,21574,370025,378256,158601,346139,8,6974
8,8,107922,89368.1,509218,677662,554885,542056,399905,115,175075,170547,462739,456235,43042,107288,126313,4393,115815,0,109249,128835,4905,97742,22327,370025,378256,158601,346139,8,6974
8,8,93566.6,41190,294479,331347,291517,273299,224166,16,82975,80809,336025,331156,32469,44583,58772,1455,53839,0,44583,58772,1455,47684,15326,370025,378256,158601,346139,8,6974
8,8,117364,75810.8,522406,539057,494849,432256,374683,128,154515,150406,472537,465982,43235,82666,100966,3441,92601,0,82666,100966,3441,85840,20413,370025,378256,158601,346139,8,6974
