K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
1,1,5214.19,30441.2,797.589,1261.85,1100,7,52792,51375,42789,1656,1596,1249,55,3986,171,168,108,0,356,139,0,6,7819
1,1,27906.3,58615,44865,26076.1,22638,35,98690,95948,81053,58307,57024,52776,5834,273036,2968,2851,2247,60,7736,2538,0,6,7819
1,1,38395.5,54276.9,74538.2,7658.61,6654,6,101794,98869,82861,88732,86961,81585,9266,451039,1007,970,614,0,2024,815,0,6,7819
1,1,17594.2,17994,16635.6,10506.4,9183,28,37821,36718,29751,27508,26856,23686,2386,95448,1386,1341,1001,34,3471,1182,0,6,7819
1,1,38278,49481.7,114812,41925.5,36667,40,92299,89749,75510,134810,132087,122866,13583,633105,4903,4747,3683,143,13202,4157,0,6,7819
1,1,24646.1,21584,37269.4,5276.29,4679,7,47479,46126,37894,60595,59304,53549,5912,239311,571,546,373,0,1132,455,0,6,7819
1,1,23630,27860.4,27403.4,13991.5,12384,32,53667,52142,42926,39258,38386,35412,3801,168778,1899,1814,1363,44,4360,1566,0,6,7819
1,1,52650.7,142403,73299.3,106364,91118,58,200823,195616,169179,98204,96444,90183,9690,511456,12650,12280,10313,399,50439,11134,0,6,7819
1,1,11260.2,25777.7,5487.67,1960.48,1771,8,46384,45136,37911,10095,9834,8424,725,34277,220,209,130,0,374,173,0,6,7819
1,1,18553.4,22738.2,20815.6,11974.7,10486,10,41758,40536,33988,30705,29973,26815,2770,119064,1524,1461,1067,12,3656,1264,0,6,7819
1,1,20241.7,89115.1,15453.6,6345.59,5594,17,134603,131042,112047,23993,23430,21213,2124,90967,857,818,577,9,2109,690,0,6,7819
1,1,5831.62,14012.6,1016.04,732.439,656,5,29899,29057,23862,2467,2402,1946,84,6770,104,103,66,0,185,77,0,6,7819
1,1,24044.7,60342.4,38454.4,17172.7,15027,41,99945,97253,82293,56802,55515,50001,5434,218292,2120,2045,1587,49,5138,1791,0,6,7819
1,1,15023.4,20886.2,9624.03,7528.79,6688,19,47845,46511,38392,18799,18309,16039,1469,63428,916,885,637,19,2153,768,0,6,7819
1,1,8047.24,17199.1,1727.61,2644.28,2378,15,31452,30470,24542,4383,4236,3482,248,11686,263,247,152,4,510,214,0,6,7819
1,1,10467,20669.2,3548.1,3416.47,3053,11,43199,41997,34415,8029,7796,6655,523,23386,487,469,330,7,1115,403,0,6,7819
1,1,19678.5,52440.6,13278.5,9501.67,8427,30,88800,86300,72569,23049,22495,20156,1960,89106,1206,1167,855,13,2804,1022,0,6,7819
1,1,32388.7,46617.9,64960.1,11005,9721,10,83452,81061,67624,83043,81302,75943,8532,411483,1454,1402,1052,14,3859,1209,0,6,7819
1,1,37989.7,174701,51429.4,58077.5,50458,52,242524,236639,205916,69836,68500,64057,7149,325880,6308,6150,5015,155,18390,5415,0,6,7819
1,1,2896.29,27278.8,192.949,315.874,279,4,54029,52490,43385,459,441,293,2,1051,51,49,29,0,74,37,0,6,7819
1,1,43789.6,117981,90176.6,33951.5,29876,25,175331,170927,147710,113337,111244,104487,12001,570381,4409,4273,3342,92,12178,3717,0,6,7819
1,1,46577.1,65238.5,126305,68638.9,59712,44,109930,106891,90422,148353,145549,136772,14856,769119,8319,8063,6621,192,26052,7138,0,6,7819
1,1,8135.29,22973.9,2338.16,1251.49,1116,12,47529,46168,38443,4928,4779,3952,230,13769,187,179,109,1,386,146,0,6,7819
1,1,50121.6,74537.7,119071,63821.2,55247,31,114828,111677,94739,134693,132265,124152,13454,711711,7781,7545,6242,150,25503,6664,0,6,7819
1,1,13517.2,19163.6,8119.77,6453.51,5675,17,36001,34958,28724,14917,14515,12615,1199,46940,807,780,571,13,1952,669,0,6,7819
1,1,16686.4,14273.6,14477.5,6166.04,5413,13,31537,30577,24617,24556,23917,21029,2121,84321,802,766,539,8,1709,671,0,6,7819
