         k,      dist, cost_poly,  gen_poly,   cost_hi,    gen_hi,     hcost,     hcall,reevaluate,   cost_ki,    gen_ki,  cost_ki0,   gen_ki0,  cost_pre,   gen_pre,   edgecnt,    damcnt,       pts,     polys
        11,   60461.6,   76986.3,    177275,    787825,     54214,    716048,     61934,     14995,    303492,    315896,1.00715e+06,1.31559e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   61382.8,   57860.1,    129299,    398090,     33721,    356441,     37453,      8642,    366134,    368008,1.01657e+06,1.36077e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   76352.7,   95233.4,    197997,    702190,     54901,    630521,     63559,     15879,    401458,    407747,1.22495e+06,1.59712e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   82687.9,    170308,    332761,1.26765e+06,     88530,1.14723e+06,     98811,     21661,    367948,    377647,1.19589e+06,1.7087e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   43596.7,     41310,     98708,    435956,     32173,    397276,     33812,      6352,    186578,    226308,    678288,    980859,    434834,    413370,    188905,    374639,        15,      8385
        11,   58575.2,     38426,     97896,    486032,     39600,    437133,     43466,      9545,    289423,    311274,    897943,1.23367e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,     52122,   55982.1,    130492,    410692,     32780,    372830,     36600,      8537,    239472,    273671,    814575,1.13762e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   54385.7,   46866.4,    115430,    475602,     36619,    431770,     42366,     10906,    326735,    346340,    968097,1.28836e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   75557.8,    114613,    227766,    648434,     51669,    582199,     59357,     14545,    303442,    347878,1.12765e+06,1.62172e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   75723.6,   81413.5,    176669,    683535,     53677,    614966,     62389,     15891,    417456,    409066,1.18673e+06,1.56079e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   46752.2,   36804.3,     94438,    492957,     36302,    450212,     39341,      8316,    233380,    280540,    807242,1.14516e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   70559.3,   94041.2,    210786,    781109,     54832,    710056,     64308,     16830,    239587,    292924,    914234,1.36872e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   77660.8,    116814,    242801,    967675,     70341,    872287,     80231,     19075,    352985,    380011,1.10458e+06,1.5516e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   77705.1,    102807,    213917,    547563,     40030,    494529,     47567,     13095,    396855,    411525,1.21751e+06,1.61454e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   46655.6,   43541.8,    105506,    355605,     29571,    322291,     32425,      7176,    232111,    262153,    750995,1.08173e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,     63574,   80916.8,    185694,    567259,     42774,    514768,     48455,     11598,    277841,    318180,    949283,1.34273e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   85178.6,    159786,    320821,1.18452e+06,     85637,1.06468e+06,     98120,     23181,    385712,    411275,1.29231e+06,1.8025e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,     60059,   73703.6,    159079,    524293,     39571,    477462,     45498,     11525,    254441,    297503,    853024,1.23102e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   45710.8,   48414.9,    114395,    409466,     30423,    374832,     34188,      8176,    191317,    241919,    729596,1.05480e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   58741.6,   53422.8,    124514,    437177,     37584,    393238,     41241,      8970,    344215,    362490,1.02826e+06,1.34636e+06,    434834,    413370,    188905,    374639,        15,      8385
        11,   52346.3,   58715.7,    131712,    428631,     32519,    390768,     36627,      8789,    245555,    274476,    801850,1.15429e+06,    434834,    413370,    188905,    374639,        15,      8385
