K,dist,cost_ki,cost_hi,h_cost,vnum,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,reevaluate,density
2,16816.5,6240.36,6465.99,5831,7,362,13080,11668,1114,45540,43,744,515,2,1450,48,0.00319361
2,26088.7,6240.36,6465.99,5831,11,362,13080,11668,1114,45540,43,744,515,2,1450,48,0.00319361
2,4003.7,1001.2,2506.31,2298,4,119,2985,2376,152,7683,17,286,205,1,544,11,0.00319361
2,12372.6,1001.2,2506.31,2298,11,119,2985,2376,152,7683,17,286,205,1,544,11,0.00319361
2,3760.62,433.901,876.926,804,4,76,1582,1197,70,3544,10,104,65,0,115,19,0.00319361
2,9450.92,433.901,876.926,804,5,76,1582,1197,70,3544,10,104,65,0,115,19,0.00319361
2,10201.4,6819.22,9582.09,8774,9,400,15439,14017,1457,62214,50,1062,768,13,2445,34,0.00319361
2,33610.1,6819.22,9582.09,8774,31,400,15439,14017,1457,62214,50,1062,768,13,2445,34,0.00319361
2,21652.1,5869,3736.31,3447,8,384,13851,12310,1186,50154,25,421,306,0,567,95,0.00319361
2,25995.6,5869,3736.31,3447,6,384,13851,12310,1186,50154,25,421,306,0,567,95,0.00319361
2,25174.8,12086.3,14475.4,13207,14,638,24368,22013,2301,90898,63,1548,1156,12,3297,177,0.00319361
2,33749.7,12086.3,14475.4,13207,19,638,24368,22013,2301,90898,63,1548,1156,12,3297,177,0.00319361
2,2443.73,3560.8,6416.57,5856,4,238,8288,7173,561,26222,25,699,531,8,1787,7,0.00319361
2,18667.1,3560.8,6416.57,5856,13,238,8288,7173,561,26222,25,699,531,8,1787,7,0.00319361
2,22099.1,5651.27,9481.17,8736,13,392,12980,11446,1063,45390,51,1010,735,9,1967,119,0.00319361
2,24390,5651.27,9481.17,8736,21,392,12980,11446,1063,45390,51,1010,735,9,1967,119,0.00319361
2,14360.1,5751.37,9616.15,8888,18,386,13777,11931,1094,44290,41,800,598,10,1696,64,0.00319361
2,23220.8,5751.37,9616.15,8888,19,386,13777,11931,1094,44290,41,800,598,10,1696,64,0.00319361
2,22242.9,12563.9,10041,9212,9,679,25292,22795,2331,93997,51,1057,754,10,2055,96,0.00319361
2,34435.5,12563.9,10041,9212,24,679,25292,22795,2331,93997,51,1057,754,10,2055,96,0.00319361
2,44214.3,22888.7,52912,47441,9,805,37278,34488,4036,164589,137,4776,3968,100,15029,215,0.00319361
2,57282.5,22888.7,52912,47441,33,805,37278,34488,4036,164589,137,4776,3968,100,15029,215,0.00319361
2,22901.1,8585.2,8891.73,8124,5,445,15988,14176,1281,55076,44,934,681,4,1893,77,0.00319361
2,24507.9,8585.2,8891.73,8124,14,445,15988,14176,1281,55076,44,934,681,4,1893,77,0.00319361
2,18662.2,4076.67,5390.84,4952,6,326,9947,8521,750,30356,25,594,404,4,1020,72,0.00319361
2,20468.9,4076.67,5390.84,4952,12,326,9947,8521,750,30356,25,594,404,4,1020,72,0.00319361
