K,order,dist,cost_polyanya,cost_ki,cost_hi,h_cost,vnum,gen_poly,push_poly,pop_poly,gen_ki,push_ki,pop_ki,prune_ki,suc_call_ki,gen_hi,push_hi,pop_hi,prune_hi,suc_call_hi,heuristic_call,reevaluate,pts,polys
1,1,11457.2,33730.1,4292.04,1604.57,1432,5,66615,64775,53783,9245,9020,7703,621,28187,181,178,118,0,304,141,0,8,6974
1,1,11265.4,46437.2,3902.83,2855.65,2620,18,80893,78711,66152,8767,8511,7200,593,26863,259,251,166,0,534,211,0,8,6974
1,1,26024.2,23941.3,31844.9,22415.5,19910,32,51635,50158,41185,48757,47721,44122,4710,209366,2360,2291,1760,49,6067,2011,0,8,6974
1,1,34400.2,99434.7,27760.1,39171.9,34866,41,175153,170501,145479,50984,49897,46417,5234,227298,4156,4018,3206,108,11263,3505,0,8,6974
1,1,38027.9,77377,73578.8,69023.6,61182,55,143944,140083,119031,111518,109220,101336,11413,509345,6945,6717,5388,222,20892,5933,0,8,6974
1,1,13390.7,61155.4,5918.39,2548.85,2310,15,108789,105895,89697,11816,11539,10210,814,40043,286,273,182,3,587,234,0,8,6974
1,1,48520.4,80409.7,121852,16447.4,14859,3,146384,142503,121339,149975,147099,138970,15956,803047,1636,1587,1080,17,3474,1308,0,8,6974
1,1,18432.3,29184.8,12031.7,13954.8,12642,27,64320,62506,51544,24647,24086,21811,2152,97256,1419,1369,1029,20,3417,1182,0,8,6974
1,1,27067.2,43697.8,36243.3,8662.29,7811,10,80950,78608,65507,62679,61280,55958,6102,262817,1001,962,669,8,2315,827,0,8,6974
1,1,14293.3,27543.3,4978.08,5394.72,4894,12,61588,59912,49351,10303,10068,8932,742,35663,576,548,408,4,1441,475,0,8,6974
1,1,30805.6,60055.6,60060,39161.8,35478,32,112230,109275,91999,86972,85117,78016,8828,365530,3646,3532,2756,113,10768,3089,0,8,6974
1,1,47878,97442.6,89807,83603.4,74856,44,175321,170767,145393,121061,118794,111467,12973,635333,7817,7597,6190,272,26629,6791,0,8,6974
